Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/1196,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6475,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/6452,GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/08/01/6209,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/2414,GNA/NR/2025/06/07/5932,NR/01082024/19092033/Chanju/TPDDL/01082024
68,16:45-17:00,51.92,30.6,19.97,12.49,33,5,33,4.17,28,4.17,0,19.96,62.5,3.38,43.28,0,0,0,100.38,0,5.87,20.47,14.6,14.6,5.96,19.27,4.54,270.98,81.9,20.79,23.21,20.47,4.01,130.36,5.87,15.27,28.97,8.41,33,39,12,12.5,19,81.9,3.24,86.91,35.14,16.18,-0,19.65

69,17:00-17:15,44.27,20.02,26.67,30,33,2,33,10,27,10,0,26.66,55.05,8.67,43.28,0,0,0,100.38,0,4.9,20.47,14.6,14.6,5.96,19.27,3.78,270.98,81.9,20.79,23.21,20.47,4.01,130.36,4.9,15.27,28.97,8.41,24,33,11,11.01,17,81.9,3.24,86.91,35.14,16.18,-0,19.65

70,17:15-17:30,36.82,17.07,26,29.51,33,0,33,9.83,23,9.83,0,26,50.62,8.33,43.28,0,0,0,100.38,0,4,20.47,14.6,14.6,5.96,19.27,3.09,270.98,81.9,20.79,24.22,20.47,4.01,130.36,4,15.27,28.97,8.41,19,27,9,10.13,13,81.9,3.24,86.91,35.14,16.18,-0,19.65

71,17:30-17:45,20.85,13.99,35.67,40.01,24.74,0,30.95,13.33,18,13.33,0,35.66,45.96,11,43.28,0,0,0,100.38,0,3.16,20.47,14.6,14.6,5.96,19.27,2.44,270.98,81.9,20.79,24.22,20.47,4.01,130.36,3.16,15.27,28.97,8.41,16,20,8,9.19,10,81.9,3.24,86.91,35.14,16.18,-0,19.65

72,17:45-18:00,15.1,10.76,34.67,38.51,15.92,0,20.75,12.83,15,12.83,0,34.66,39.97,10.67,43.28,0,0,0,100.38,0,2.5,20.47,14.6,14.6,5.96,19.27,1.93,270.98,81.9,20.79,24.22,20.47,4.01,130.36,2.5,15.27,28.97,8.41,13,13,7,7.99,7,81.9,3.24,86.91,35.14,16.18,-0,19.65

73,18:00-18:15,8.75,8.13,33.67,37.5,0,0,0,12.5,10,12.5,0,33.66,30.38,10.33,43.28,0,0,0,100.38,0,1.82,20.47,14.6,14.6,12.67,0,1.41,270.98,81.9,20.79,24.22,20.47,8.53,130.36,1.82,0,28.97,9.81,10,10,5,6.08,5,33.72,4.31,86.91,33.06,16.18,-0,19.65

74,18:15-18:30,4.1,5.6,32.67,36.49,0,0,0,12.17,7,12.17,0,32.66,21.62,9.67,43.28,0,0,0,100.38,0,1.36,20.47,14.6,14.6,12.67,0,1.04,270.98,81.9,20.79,24.22,20.47,8.53,130.36,1.36,0,28.97,9.81,7,7,3,4.33,3,33.72,5.24,86.91,33.06,16.18,-0,19.65

75,18:30-18:45,1.42,3.45,31.33,35.51,0,0,0,11.83,3,11.83,0,31.34,15.23,9.33,43.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,25.22,20.47,8.53,130.36,0,0,28.97,9.81,4,5,1,3.05,3,33.72,5.91,86.91,37.31,16.18,-0,19.65

76,18:45-19:00,0,0.72,30.33,34.99,0,0,0,11.67,2,11.67,0,30.34,7.91,9,43.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,9.81,2,3,1,1.58,2,33.72,5.91,86.91,41.56,16.18,-0,19.65

77,19:00-19:15,0,0.4,30,34.99,0,0,0,11.67,1,11.67,0,30,3.64,8.67,43.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,9.35,1,1,0,0.73,1,33.72,5.91,86.91,45.8,17.47,-0,19.65

78,19:15-19:30,0,0.18,29.67,34.5,0,0,0,11.5,0,11.5,0,29.66,0.85,8.33,43.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,9.35,0,0,0,0.17,0,33.72,5.91,86.91,57.8,17.47,-0,19.65

79,19:30-19:45,0,0.05,30,0,0,0,0,0,0,0,0,30,0.22,8,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,9.35,0,0,0,0.04,0,33.72,5.91,86.91,57.8,17.47,-0,19.65

80,19:45-20:00,0,0,29.67,0,0,0,0,0,0,0,0,29.66,0,8,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,9.35,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,19.65

81,20:00-20:15,0,0,17.55,0,0,0,0,0,0,0,0,17.54,0,8,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,8.87,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

82,20:15-20:30,0,0,16.7,0,0,0,0,0,0,0,0,16.69,0,8,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,8.87,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

83,20:30-20:45,0,0,15.9,0,0,0,0,0,0,0,0,15.89,0,4.7,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,8.87,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

84,20:45-21:00,0,0,15.07,0,0,0,0,0,0,0,0,15.08,0,4.83,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,27.25,20.47,8.53,130.36,0,0,28.97,8.87,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

85,21:00-21:15,0,0,14.41,0,0,0,0,0,0,0,0,14.42,0,4.85,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

86,21:15-21:30,0,0,13.83,0,0,0,0,0,0,0,0,13.83,0,4.84,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

87,21:30-21:45,0,0,13.51,0,0,0,0,0,0,0,0,13.52,0,4.8,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

88,21:45-22:00,0,0,13.55,0,0,0,0,0,0,0,0,13.55,0,4.77,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

89,22:00-22:15,0,0,13.89,0,0,0,0,0,0,0,0,13.89,0,4.89,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,25.74,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

90,22:15-22:30,0,0,14.41,0,0,0,0,0,0,0,0,14.42,0,5.1,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,25.74,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

91,22:30-22:45,0,0,12.94,0,0,0,0,0,0,0,0,12.93,0,5.42,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

92,22:45-23:00,0,0,13.25,0,0,0,0,0,0,0,0,13.24,0,5.81,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,8.41,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

93,23:00-23:15,0,0,13.32,0,0,0,0,0,0,0,0,13.31,0,5.89,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,7.94,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

94,23:15-23:30,0,0,13.37,0,0,0,0,0,0,0,0,13.36,0,5.84,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,7.94,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

95,23:30-23:45,0,0,13.29,0,0,0,0,0,0,0,0,13.28,0,5.73,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,7.94,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

96,23:45-24:00,0,0,13.25,0,0,0,0,0,0,0,0,13.24,0,5.62,44.28,0,0,0,100.38,0,0,20.47,14.6,14.6,12.67,0,0,270.98,81.9,20.79,26.24,20.47,8.53,130.36,0,0,28.97,7.94,0,0,0,0,0,33.72,5.91,86.91,57.8,17.47,-0,14.6

