Block,Time Block,TANDA2,UNCHAHAR2,URI,UNCHAHAR1,TANAKPUR,UNCHAHAR4,TEHRIPSP,VALLURNTECL,UNCHAHAR3,URI2,TEHRI,TelanganaSTPP,TALA,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,SALAL,SEWA2,RIHAND3,RSTPSU1TO6,RIHAND2,RAPPD,RIHAND1,RSTPSU7,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,KGSU1AND2,NTPL,PARBATI2,RAMPUR,NLCIIST1,RAPPC,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,RAPPB,CHAMERA1,BSIUL,BRBCL,CHAMERA2,CHAMERA3,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,MAPS,NAPP,NLCEXP,KOTESHWR,NJPC,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KUDGI,AURY_GF,AURY_LF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,5.33,38.19,45.62,18.37,12.55,3.09,79.94,0,23.34,37.45,61.37,0,21.84,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,409.44,43.76,40.81,14.03,427.68,53.23,0,0,0,0,0,62.88,0,0,0,35.72,0,40.51,0,13.38,45.29,0,0,0,0,0,0,0,23.41,0,29.25,0,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,5.33,43.25,45.62,19.66,12.55,3.09,79.94,0,26.61,37.45,61.37,0,21.84,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,410.89,43.76,40.81,14.03,405.57,53.23,0,0,0,0.83,0,62.88,0,0,0,35.72,0,40.51,0,13.38,45.29,10.87,0,0,0,0,0,0,23.41,0,29.25,25.1,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,5.33,43.25,45.62,19.66,12.55,3.09,79.94,0,26.61,37.45,61.37,0,21.84,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,477.26,43.76,40.81,14.03,405.57,53.23,0,0,0,1.71,0,62.88,0,0,0,35.72,0,40.51,0,13.47,45.29,10.87,0,0,0,0,0,0,23.41,0,29.25,52.1,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,5.33,43.25,45.62,19.66,12.55,3.09,0,0,26.61,37.45,61.37,0,21.84,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,365.62,43.76,40.81,14.03,416.6,53.23,0,0,0,2.55,0,62.88,0,0,0,35.72,0,40.51,0,13.4,45.29,21.72,0,0,0,0,0,0,23.41,0,19.5,77.51,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,5.33,43.25,45.62,19.66,12.55,3.09,0,0,26.61,37.45,61.37,0,21.84,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,364.8,43.76,40.81,14.03,344.52,53.23,0,0,0,3.4,0,62.88,0,0,0,35.72,0,40.51,0,13.37,45.29,21.72,0,0,0,0,0,0,23.41,0,19.5,103.36,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,5.33,38.2,45.62,18.52,12.55,3.09,0,0,25.43,37.45,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,307.13,43.76,40.81,14.03,277.24,53.23,0,0,0,4.25,0,62.88,0,0,0,35.72,0,40.51,0,13.41,45.29,21.72,0,0,0,0,0,0,23.41,0,19.5,129.2,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,5.33,38.2,45.62,18.52,12.55,3.09,0,0,25.43,37.45,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,284.84,43.76,40.81,14.03,209.96,53.23,0,0,0,5.11,0,62.88,0,0,0,35.72,0,40.51,0,13.69,45.29,21.72,0,0,0,0,0,0,23.41,0,19.5,155.04,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,5.33,37.48,45.62,17.69,11.45,3.09,0,0,23.64,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,43.76,40.81,14.03,209.96,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,14.52,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,5.33,37.48,45.62,17.69,11.45,3.09,0,0,23.64,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,43.76,40.81,14.03,181.13,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,15.63,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,5.33,37.48,45.62,17.69,11.45,3.09,0,0,23.64,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,43.76,40.81,14.03,152.3,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,16.44,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,5.33,37.48,45.62,17.69,11.45,3.09,0,0,23.64,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,43.76,40.81,14.03,152.3,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,17.67,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,5.33,31.75,45.62,15.33,11.45,3.09,0,0,20.13,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,152.3,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,15.74,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,5.33,31.81,45.62,15.06,11.45,3.09,0,0,19.68,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,152.3,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,19.21,45.29,0,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,5.33,31.81,45.62,15.06,11.45,3.09,0,0,19.68,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,152.3,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,21.43,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,5.33,31.81,45.62,15.06,11.45,3.09,0,0,19.68,35.53,61.37,0,22.07,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,13.27,104.24,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,20.94,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,5.33,37.59,45.62,18.51,11.45,3.09,0,0,23.73,35.53,61.37,0,21.82,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,56.19,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,24.02,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,5.33,39.24,45.62,18.51,11.45,3.09,0,0,25.58,35.53,61.37,0,21.62,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,56.19,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,24.02,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,5.33,37.48,45.62,17.76,11.45,3.09,0,0,23.86,35.53,61.37,0,21.47,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,104.24,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,24.02,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,5.33,37.48,45.62,17.9,11.45,3.09,0,0,23.86,35.53,61.37,0,21.19,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,161.91,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,18.39,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,5.33,43.25,45.62,20.53,11.45,3.09,0,0,26.61,35.53,61.37,0,20.91,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,323,42.88,40.81,14.03,174.11,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,20.28,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,5.33,37.48,50.93,18.35,11.45,3.09,0,0,23.61,35.53,61.37,0,20.59,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,280.9,42.88,40.81,14.03,234.56,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,24.02,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,5.33,37.48,50.93,17.76,11.45,3.09,0,0,23.61,35.53,61.37,0,20.57,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,164.89,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,24.02,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,5.33,37.48,50.93,17.76,11.45,3.09,0,0,23.61,35.53,61.37,0,20.81,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,244.62,42.88,40.81,14.03,36.96,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,19.01,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,5.33,23.79,46.68,11.85,11.45,3.09,0,0,14.64,35.53,46.02,0,20.96,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,42.88,40.81,13.27,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,19.82,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,5.33,23.79,46.68,11.85,11.45,3.09,0,0,15.16,35.53,30.68,0,21.08,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,42.88,40.81,14.03,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,19.63,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,5.33,23.79,46.68,13.28,11.45,3.09,0,0,14.64,35.53,15.34,0,21.28,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.71,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,19.06,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,5.33,24.62,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,21.57,0,324.37,0.63,0,0,97.59,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,81.25,235.97,38.02,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,0,17.11,45.29,0,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,21.57,0,324.37,0.63,0,0,108.55,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,81.25,235.97,38.02,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,32.86,0,40.51,0,20.24,45.29,10.87,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,21.57,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,41.87,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,32.86,0,40.51,0,22.14,45.29,10.87,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,21.91,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,0,20.64,45.29,10.87,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,81.8,235.97,32.5,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,0,20.76,45.29,10.87,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,23.94,0,324.37,0.63,0,0,107.35,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,69.3,235.97,32.5,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,18.85,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,76.03,235.97,32.5,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,20.9,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,86.9,235.97,38.01,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,23.29,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,38.01,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,0,20.58,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,24.02,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,20.57,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,24.02,0,324.37,0.63,0,0,109.33,46.91,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,20.18,45.29,21.72,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,5.33,30.17,50.93,13.28,11.45,3.09,0,0,16.13,35.53,0,0,24.02,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,17.32,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,5.33,30.17,46.68,13.28,11.45,3.09,0,0,16.13,35.53,0,0,24.08,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.65,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,17.94,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,5.33,27.04,34.48,11.85,11.45,3.09,0,0,14.64,35.53,0,0,24.09,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,12.58,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,17.96,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,5.33,27.04,46.68,11.85,11.45,3.09,0,0,14.64,35.53,0,0,24.09,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,17.91,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,5.33,26.99,46.68,11.85,11.45,3.09,0,0,17.71,35.53,0,0,23.39,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,17.92,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,5.33,26.99,46.68,11.85,11.45,3.09,0,0,14.64,35.53,0,0,23.39,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,12.72,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,0,19.36,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,5.33,26.99,46.68,11.85,11.45,2.37,0,0,14.64,35.53,0,0,23.45,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,6.27,24.02,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,5.33,26.99,46.68,11.85,11.45,2.37,0,0,14.64,35.53,0,0,23.45,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,12.53,24.02,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,5.33,26.99,46.68,11.85,11.45,2.37,0,0,14.64,35.53,0,0,23.64,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,21.81,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,5.33,26.99,46.68,11.85,11.45,2.37,0,0,14.64,35.53,0,0,23.79,0,324.37,0.63,0,0,109.33,33.5,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,22.11,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,5.33,26.73,46.68,11.85,11.45,2.24,0,0,14.64,35.53,0,0,23.79,0,324.37,0.63,0,0,109.33,49.14,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,10.94,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,22.83,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

