Block,Time,DULHASTI,AURY_CRF,SINGRAULI,URI2,RAMPUR,DADRI_RF,PARBATI3,DADRI_LF,SEWA2,UNCHAHAR1,DADRT2,NJPC,BSIUL,SALAL,TANAKPUR,TEHRI,KOLDAM,RIHAND1,AURY_GF,CHAMERA3,KOTESHWR,ANTA_CRF,DADRI_CRF,JHAJJAR,RIHAND3,DADRI_GF,UNCHAHAR3,KISHANGANGA,AURY_LF,NAPP,ANTA_RF,UNCHAHAR2,SINGRAULI_HYDRO,CHAMERA2,ANTA_LF,CHAMERA1,UNCHAHAR4,URI,TANDA2,ANTA_GF,AURY_RF,RAPPB,RAPPC,DHAULIGNGA,SIMHST2,GANDHAR-APM,GADARWARA-I,SOLAPUR,KAWAS-NAPM,SIPAT I,NLCTS2EXP,KSTPS I&II,GANDHAR-ComGas,NLCIIST1,SASAN,GANDHAR-NAPM,VSTPS IV,BRBCL,MAPS,MOUDA_II,GANDHAR-RLNG,VSTPS V,RIHAND2,NTPL,KAWAS-ComGas,RSTPSU1TO6,KAPS,TAPS-II,SIPAT II,KUDGI,KHSTPP-I,KHSTPP-II,KGSU1AND2,VALLURNTECL,KAWAS-zLIQ,KHARGONE-I,RSTPSU7,KKNP,MOUDA,FSTPP I & II,NNTPP,KGSU3AND4,VSTPS II,KAWAS-RLNG,TALA,NLCIIST2,LARA-I,NLCEXP,VSTPS I,KSTPS7,TALST2,VSTPS III,KAWAS-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.440196,0.000000,0.000000,64.643512,8.551636,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,361.494765,122.408100,0.000000,13.934446,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,35.165239,108.612421,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

56,13:45-14:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.440196,0.000000,0.000000,64.643512,8.551636,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,361.494765,122.408100,0.000000,13.934446,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

57,14:00-14:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,16.832758,229.897447,0.000000,0.000000,64.643512,8.551636,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,470.338515,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

58,14:15-14:30,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,16.832758,229.897447,0.000000,0.000000,64.643512,8.675572,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,506.845386,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

59,14:30-14:45,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,16.832758,229.897447,0.000000,0.000000,64.643512,1.611178,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,506.845386,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

60,14:45-15:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,16.832758,229.897447,0.000000,0.000000,64.643512,0.000000,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,506.845386,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

61,15:00-15:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,16.832758,304.306344,0.000000,0.000000,64.643512,1.611178,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,506.845386,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.036785,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

62,15:15-15:30,52.153427,0.000000,139.345891,0.000000,0.382879,0.000000,0.000000,0.000000,16.620742,16.832758,452.901493,19.810071,0.000000,64.643512,1.611178,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,506.845386,122.408100,0.000000,19.397504,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

63,15:30-15:45,52.153427,0.000000,139.345891,0.000000,0.765761,0.000000,0.000000,0.000000,16.620742,10.355443,513.868759,39.620143,0.000000,64.643512,8.675572,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,410.095386,122.408100,0.000000,14.002663,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

64,15:45-16:00,52.153427,0.000000,139.345891,0.000000,1.340081,0.000000,0.000000,0.000000,16.620742,10.355443,513.868759,69.335250,0.000000,64.643512,8.675572,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,410.095386,122.408100,0.000000,14.002663,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

65,16:00-16:15,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,12.071122,513.868759,73.396315,0.000000,64.643512,8.675572,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,416.867886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,1.381209,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

66,16:15-16:30,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,513.868759,73.396315,0.000000,64.643512,8.675572,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,416.867886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.381209,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

67,16:30-16:45,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,513.868759,73.396315,0.000000,64.643512,1.239368,0.000000,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,416.867886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.381209,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

68,16:45-17:00,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,513.868759,73.396315,0.000000,64.643512,1.239368,0.000000,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,416.867886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.381209,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

69,17:00-17:15,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,513.868759,73.396315,0.000000,64.643512,1.611178,8.886561,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,416.867886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.74,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

70,17:15-17:30,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,513.868759,73.396315,0.000000,64.643512,1.611178,17.773122,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,352.045386,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.76,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

71,17:30-17:45,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,508.063759,73.396315,0.000000,64.643512,1.115431,17.773122,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,390.745386,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.79,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

72,17:45-18:00,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,0.000000,0.000000,16.620742,13.945545,508.063759,73.396315,0.000000,64.643512,1.115431,17.773122,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,343.337886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

73,18:00-18:15,52.153427,0.000000,139.345891,5.654751,1.148640,0.000000,0.000000,0.000000,16.620742,13.945545,508.063759,59.430214,0.000000,64.643512,1.115431,17.773122,1.403709,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,343.337886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,39.592035,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,16.683293,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

74,18:15-18:30,52.153427,0.000000,139.345891,11.309504,1.524684,0.000000,0.000000,0.000000,16.620742,13.945545,508.063759,79.240286,0.000000,64.643512,1.115431,26.659683,1.663654,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,343.337886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,16.683293,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

75,18:30-18:45,52.153427,0.000000,139.345891,16.964255,2.358816,0.000000,0.000000,0.000000,16.620742,13.336310,547.760671,122.327191,6.340802,64.643512,1.115431,26.659683,3.088158,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,426.542886,122.408100,0.000000,18.253436,2.468553,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,28.778681,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

76,18:45-19:00,52.153427,0.000000,139.345891,22.619008,2.789557,0.000000,0.000000,0.000000,16.620742,19.098547,605.239459,146.792629,12.681603,64.643512,1.115431,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,581.342886,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

77,19:00-19:15,52.153427,0.000000,139.345891,33.521369,2.789557,0.000000,3.359586,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,64.643512,1.115431,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,581.342886,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.83,2.872831,0.000000,1.34,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

78,19:15-19:30,52.153427,0.000000,139.345891,33.521369,2.789557,0.000000,8.063008,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,64.643512,1.115431,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,581.342886,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

79,19:30-19:45,52.153427,0.000000,139.345891,33.521369,2.789557,0.000000,52.543928,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,64.643512,1.115431,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,581.342886,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

80,19:45-20:00,52.153427,0.000000,139.345891,33.521369,2.789557,0.000000,52.543928,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,64.643512,1.115431,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,581.342886,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.24,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.81,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

81,20:00-20:15,52.153427,0.000000,139.345891,25.446384,2.789557,0.000000,52.543928,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,487.525758,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

82,20:15-20:30,52.153427,0.000000,139.345891,25.446384,2.789557,0.000000,52.543928,0.000000,16.620742,19.098547,666.946028,146.792629,12.681603,78.696450,2.354798,27.274907,4.117545,77.368016,0.000000,30.679167,8.738098,0.000000,0.000000,487.525758,122.408100,0.000000,26.083800,2.524656,0.000000,42.715690,0.000000,42.130732,1.001148,42.217018,0.000000,40.778267,1.367271,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,38.460553,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.35,337.633312,0.000000,2.596468,11.164466,0.21,1.698781,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,41.696348,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,19.955074,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.213178,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

