Block,Time,DULHASTI,AURY_CRF,SINGRAULI,URI2,RAMPUR,DADRI_RF,PARBATI3,DADRI_LF,SEWA2,UNCHAHAR1,DADRT2,NJPC,BSIUL,SALAL,TANAKPUR,TEHRI,KOLDAM,RIHAND1,AURY_GF,CHAMERA3,KOTESHWR,ANTA_CRF,DADRI_CRF,JHAJJAR,RIHAND3,DADRI_GF,UNCHAHAR3,KISHANGANGA,AURY_LF,NAPP,ANTA_RF,UNCHAHAR2,SINGRAULI_HYDRO,CHAMERA2,ANTA_LF,CHAMERA1,UNCHAHAR4,URI,TANDA2,ANTA_GF,AURY_RF,RAPPB,RAPPC,DHAULIGNGA,SIMHST2,GANDHAR-APM,GADARWARA-I,SOLAPUR,KAWAS-NAPM,SIPAT I,NLCTS2EXP,KSTPS I&II,GANDHAR-ComGas,NLCIIST1,SASAN,GANDHAR-NAPM,VSTPS IV,BRBCL,MAPS,MOUDA_II,GANDHAR-RLNG,VSTPS V,RIHAND2,NTPL,KAWAS-ComGas,RSTPSU1TO6,KAPS,TAPS-II,SIPAT II,KUDGI,KHSTPP-I,KHSTPP-II,KGSU1AND2,VALLURNTECL,KAWAS-zLIQ,KHARGONE-I,RSTPSU7,KKNP,MOUDA,FSTPP I & II,NNTPP,KGSU3AND4,VSTPS II,KAWAS-RLNG,TALA,NLCIIST2,LARA-I,NLCEXP,VSTPS I,KSTPS7,TALST2,VSTPS III,KAWAS-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,10.750676,0.000000,16.620742,9.746208,184.918759,59.430214,0.000000,76.785250,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,438.894765,122.408100,0.000000,13.157691,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,0.000000,0.684268,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

21,05:00-05:15,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,5.944610,175.243759,59.430214,6.340802,76.785250,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,487.269765,122.408100,0.000000,11.432934,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,0.000000,0.684268,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

22,05:15-05:30,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,5.944610,175.243759,59.430214,6.340802,76.785250,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,487.269765,122.408100,0.000000,11.432934,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,0.000000,0.684268,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.283620,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

23,05:30-05:45,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,11.646237,181.087128,59.430214,6.340802,76.785250,1.735114,0.000000,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,487.269765,122.408100,0.000000,13.537327,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,13.592756,0.739024,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.28,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,37.898813,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

24,05:45-06:00,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,11.646237,220.906255,59.430214,6.340802,76.785250,1.735114,0.000000,2.058772,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,487.269765,122.408100,0.000000,13.537327,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,13.592756,0.739024,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,37.898813,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

25,06:00-06:15,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,11.646237,317.922723,59.430214,6.340802,76.785250,1.735114,0.000000,1.663654,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,396.207169,122.408100,0.000000,13.544166,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,27.185512,0.740185,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,37.898813,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

26,06:15-06:30,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,52.543928,0.000000,16.620742,11.646237,360.342834,59.430214,12.681603,76.785250,1.735114,0.000000,1.663654,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,337.307265,122.408100,0.000000,13.544166,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,27.185512,0.740185,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,37.898813,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

