Block,Time Block,DHAULIGNGA,JHAJJAR,DADRT2,NTPL,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,BSIUL,BRBCL,CHAMERA2,CHAMERA3,CHAMERA1,DULHASTI,FSTPP I & II,NLCEXP,NJPC,NAPP,RAPPC,RSTPSU1TO6,RIHAND3,RIHAND2,RIHAND1,MAPS,NNTPP,RAMPUR,RAPPB,PARBATI3,KHSTPP-I,KISHANGANGA,KHSTPP-II,TANAKPUR,SALAL,SEWA2,SINGRAULI,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,RSTPSU7,TALA,KUDGI,KGSU1AND2,KGSU3AND4,KOTESHWR,KOLDAM,KKNP,KKNPPU2,NLCIIST2,NLCTS2EXP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,230.23,252.3,0,0,11.18,1.38,0,11.52,0,0,18.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,230.23,245.58,0,0,11.18,1.38,0,11.52,0,0,18.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,6.01,12.26,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,230.23,237.91,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,6.01,53.5,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,230.23,224.48,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,6.01,53.5,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,230.23,216.8,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,0.74,53.5,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,230.23,211.05,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,53.5,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,230.23,206.25,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,2.24,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,230.23,205.29,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,230.23,209.13,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.57,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,230.23,205.29,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,230.23,213.92,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,69.17,0.74,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,230.23,234.07,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,6.01,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,230.23,252.3,0,0,11.18,1.38,0,11.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,6.01,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,232.15,266.69,0,0,14.69,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,232.15,301.22,0,0,14.69,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,32.13,0,81.75,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,232.15,349.19,0,0,14.69,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,38.11,0,94.85,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,232.15,416.34,0,0,14.69,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,14.38,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,38.11,0,94.85,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,232.15,445.12,0,0,14.69,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.75,14.38,0,18.17,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,42.9,0,94.85,6.01,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,232.15,454.71,0,0,14.69,1.38,14.93,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.75,14.38,0,38.16,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,6.01,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,7.73,232.15,483.49,0,0,17.56,1.38,27.56,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,19.19,3.19,0,0,15.81,15.75,0,54.51,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,3.66,43.38,0,94.85,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,15.46,268.6,502.67,0,0,17.56,1.38,44.79,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,19.19,7.67,9.29,0,31.62,15.91,0,89.75,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,0,134,394.99,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,31.68,326.16,512.27,0,0,17.56,3.18,59.71,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,11.52,31.62,17.46,0,112.19,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,5.06,134,394.99,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,35.06,422.09,555.43,0,0,19.85,38.13,59.71,16.99,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,26.91,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,5.06,134,394.99,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,35.06,402.66,583.41,0,0,19.85,38.13,59.71,19.52,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,5.06,134,383.13,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,35.06,418.87,593,0,0,19.85,3.18,59.71,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,40.43,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,5.06,134,383.13,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,35.06,418.87,583.41,0,0,19.85,1.38,59.71,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,26.91,31.62,17.46,0,134.63,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,15.88,43.38,0,94.85,1.1,1.34,5.06,134,383.13,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,31.43,418.87,621.78,0,0,19.85,1.38,59.71,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,19.19,37.9,27.88,13.48,31.62,17.46,0,112.19,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,3.42,43.38,0,94.85,1.1,1.34,5.06,134,383.13,0,0,0,0,0,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,15.46,418.87,650.19,0,0,19.85,1.38,44.79,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,19.19,3.19,9.29,13.48,15.81,17.46,0,89.75,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,7.73,418.87,650.19,0,0,19.85,1.38,44.79,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,19.19,0,0,0,15.81,17.46,0,67.31,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,418.87,650.19,0,0,19.85,1.38,29.86,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,67.31,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,13.38,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,418.87,650.19,0,0,19.85,38.13,29.01,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,67.31,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,1.1,53.5,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,506.13,612.63,0,0,19.85,38.13,14.5,19.72,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,44.88,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,6.01,53.5,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,400.99,569.46,0,0,17.56,3.18,14.5,17.59,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,22.44,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,6.01,53.5,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,400.09,550.27,0,0,17.45,1.38,0,17.59,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,53.5,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,325.26,531.09,0,0,17.45,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,13.38,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,287.79,483.49,0,0,16.97,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,231.25,464.3,0,0,14.57,1.38,0,14.86,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,231.25,454.71,0,0,14.57,2.12,0,14.86,0,0,4.38,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,15.94,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,231.25,416.34,0,0,14.57,38.13,0,14.86,0,0,4.38,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,383.13,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,231.25,406.74,0,0,14.57,38.13,0,14.86,0,0,18.06,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,390.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,231.25,377.96,0,0,14.57,2.65,0,14.86,0,0,18.06,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,231.25,299.72,0,0,14.57,1.59,0,14.86,0,0,18.06,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,231.25,293.55,0,0,14.57,1.59,0,14.86,0,0,18.06,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,230.23,310.81,0,0,11.69,1.28,0,11.52,0,0,10.32,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,230.23,287.79,0,0,11.18,1.28,0,11.52,0,0,10.32,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,230.23,287.79,0,0,11.18,1.28,0,11.52,0,0,4.38,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,230.23,277.24,0,0,11.18,1.28,0,11.52,0,0,4.38,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,230.23,238.87,0,0,11.18,1.28,0,11.52,0,0,4.38,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,230.23,200.49,0,0,11.18,1.28,0,11.52,0,0,4.38,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.26,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,230.23,195.7,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.15,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,230.23,205.29,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,14.15,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,230.23,214.88,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,15.94,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,6.01,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,230.23,229.27,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,15.94,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,230.23,248.46,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,15.94,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,230.23,277.24,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,15.94,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,230.23,291.63,0,0,11.18,1.59,0,11.52,0,0,4.38,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.32,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,231.25,291.63,0,0,14.46,1.59,0,14.86,0,0,4.38,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,231.25,356.86,0,0,17.33,1.59,0,17.59,0,0,4.38,21.67,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,15.81,17.46,0,0,40.98,49.91,0,119.26,113.93,43.17,0,0,0,0,0,43.38,0,94.85,2.34,1.34,0,134,393.91,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0

