Block,Time Block,URI2,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,UNCHAHAR1,UNCHAHAR4,URI,UNCHAHAR3,UNCHAHAR2,TALST2,TelanganaSTPP,TANAKPUR,TALA,TEHRI,TANDA2,SIMHST1,SIMHST2,SINGRAULI,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,RSTPSU7,RSTPSU1TO6,MAPS,KOTESHWR,KOLDAM,KUDGI,RAPPC,NAPP,NTPL,RIHAND3,PARBATI3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KGSU3AND4,KGSU1AND2,BSIUL,CHAMERA3,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,380.2,0,0,6.28,0,0,17.54,0,11.37,15.88,654.28,0,0,0,0,0,0

12,02:45-03:00,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,0,17.54,0,12.06,15.88,596.83,0,0,0,0,0,0

13,03:00-03:15,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,0,17.54,0,12.71,15.88,552.7,0,0,0,0,0,0

14,03:15-03:30,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,0,17.54,0,11.84,15.88,504.52,0,0,0,0,0,0

15,03:30-03:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,0,17.54,0,14.96,15.88,456.33,0,0,0,0,0,0

16,03:45-04:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,0,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,0,17.54,0,16.24,15.88,456.33,0,0,0,0,0,0

17,04:00-04:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,395.39,0,0,6.28,0,0,17.54,0,19.27,15.88,485.24,0,0,0,0,0,0

18,04:15-04:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,395.39,0,0,6.28,0,0,17.54,0,19.27,15.88,523.79,0,0,0,0,0,0

19,04:30-04:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,0,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,395.39,0,0,6.28,0,8.81,17.54,0,19.27,15.88,571.98,0,0,0,0,0,0

20,04:45-05:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,10.01,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,395.39,0,0,6.28,0,8.81,17.54,0,19.27,15.88,591.25,0,0,0,0,0,0

21,05:00-05:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,10.01,0,0,0,134.62,25.76,10.15,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,404.29,0,0,6.28,0,8.81,17.54,0,19.27,15.88,658.34,0,0,0,0,0,0

22,05:15-05:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,20.04,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,428.38,0,0,6.28,0,17.61,17.54,0,19.27,15.88,658.34,0,0,0,0,0,0

23,05:30-05:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,21.01,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,22.54,0,88.66,0,0,0,44.17,0,142.92,0,0,515.12,0,0,6.28,0,17.61,17.54,0,19.27,15.88,658.34,0,0,0,0,0,0

24,05:45-06:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,33.52,25.44,40.85,0,0,6.04,0,31.51,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,0,0,0,114.45,0,38.14,0,88.66,0,0,0,44.17,0,142.92,0,0,592.54,0,0,6.28,0,17.61,17.54,3.22,19.27,15.88,658.34,11.81,0,0,0,0,0

25,06:00-06:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,6.04,0,31.51,0,0,0,134.62,29.11,15.24,327.96,0.76,0,0,0,6.18,0,0,0,40.55,0,119.82,3.68,0,0,114.45,0,60.24,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,12.57,9.33,17.61,17.54,12.69,19.27,15.88,658.34,11.81,0,0,0,0,0

26,06:15-06:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,6.04,0,31.51,0,0,0,134.62,68.31,15.24,327.96,0.76,0,0,0,17.11,0,0,0,40.55,0,119.82,15.94,0,0,114.45,0,80.31,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,12.57,18.65,17.61,17.54,15.42,19.27,31.76,658.34,27.03,0,0,0,0,0

27,06:30-06:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,68.31,15.24,327.96,0.76,0,0,0,37.63,0,0,0,40.55,0,119.82,15.94,0,0,114.45,0,112.7,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,17.61,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

28,06:45-07:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,68.31,15.24,327.96,0.76,0,0,0,37.63,0,0,0,40.55,0,119.82,15.94,0,0,114.45,0,112.7,0,88.66,0,0,0,44.17,0,142.92,0,0,577.76,0,0,18.85,28.01,26.42,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

29,07:00-07:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,32.45,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,68.31,15.24,327.96,0.76,0,0,0,37.63,0,0,17.49,40.55,0,119.82,15.94,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,491.02,0,0,18.85,28.01,26.42,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

30,07:15-07:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,32.45,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,29.11,15.24,327.96,0.76,0,0,0,37.63,0,0,17.49,40.55,0,119.82,15.94,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,404.29,0,0,18.85,28.01,26.42,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

31,07:30-07:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,32.45,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,37.63,0,0,17.49,40.55,0,119.82,15.94,0,0,114.45,0,118.09,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,18.85,28.01,26.42,17.54,38.08,19.27,47.64,600.14,40.62,0,0,0,0,0

32,07:45-08:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,32.45,25.44,40.85,0,0,0,0,42.02,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,17.11,0,0,17.49,40.55,0,119.82,14.72,0,0,114.45,0,112.7,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,12.57,9.33,17.61,17.54,25.38,19.27,31.76,543.06,40.62,0,0,0,0,0

33,08:00-08:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,32.45,17.39,27.73,0,0,0,0,42.02,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,8.55,0,0,17.49,40.55,0,119.82,14.72,0,0,114.45,0,90.16,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,12.57,9.33,8.81,14.39,25.38,19.27,15.88,490.82,23.6,0,0,0,0,0

34,08:15-08:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,38.31,17.39,27.73,0,0,0,0,31.51,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,8.55,0,0,17.49,40.55,0,119.82,3.44,0,0,114.45,0,67.62,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,12.57,9.33,8.81,12.52,25.38,19.27,15.88,442.64,22.84,0,0,0,0,0

35,08:30-08:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,38.31,17.39,27.73,0,0,0,0,31.51,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,8.55,0,0,17.49,40.55,0,119.82,3.44,0,0,114.45,0,22.54,0,88.66,0,0,0,39.77,0,127.08,0,0,346.13,0,0,12.57,9.33,8.81,12.52,12.69,19.27,15.88,362.5,11.81,0,0,0,0,0

36,08:45-09:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,38.31,17.39,27.73,0,0,0,0,21.01,0,0,0,134.62,25.76,15.24,327.96,0.76,0,0,0,8.55,0,0,17.49,40.55,0,119.82,3.44,0,0,114.45,0,0,0,88.66,0,0,0,39.77,0,127.08,0,0,346.13,0,0,12.57,9.33,8.81,12.52,12.69,19.27,15.88,362.5,0,0,0,0,0,0

37,09:00-09:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,38.31,17.39,27.73,0,0,0,0,21.01,0,0,0,134.62,12.88,15.24,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,3.44,0,0,114.45,0,0,0,88.66,0,0,0,40.48,0,127.7,0,0,346.13,0,0,6.28,9.33,0,12.52,12.69,19.27,15.88,362.5,0,0,0,0,0,0

38,09:15-09:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,10.5,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,40.48,0,127.7,0,0,346.13,0,0,6.28,9.33,0,12.52,12.69,19.27,15.88,362.5,0,0,0,0,0,0

39,09:30-09:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,10.5,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,9.33,0,12.52,12.69,19.27,15.88,362.5,0,0,0,0,0,0

40,09:45-10:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,10.5,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,0,0,12.52,12.69,19.27,15.88,362.5,0,0,0,0,0,0

41,10:00-10:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,0,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,0,0,12.52,12.69,19.27,0,362.5,0,0,0,0,0,0

42,10:15-10:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,0,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,0,0,12.52,12.69,19.23,0,362.5,0,0,0,0,0,0

43,10:30-10:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,0,0,0,0,134.62,12.88,10.15,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,0,0,12.52,12.69,17.78,0,362.5,0,0,0,0,0,0

44,10:45-11:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,33.52,17.39,27.73,0,0,0,0,0,0,0,0,134.62,12.88,9.25,319.83,0.76,0,0,0,8.55,0,0,18.84,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,38.07,0,123.18,0,0,346.13,0,0,6.28,0,0,12.52,12.69,18.1,0,362.5,0,0,0,0,0,0

45,11:00-11:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53,0,34.05,16.48,22.46,0,0,0,0,0,0,0,0,134.62,12.88,7.71,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,35.24,0,113.19,0,0,346.13,0,0,6.28,0,0,12.52,0,18.85,0,362.5,0,0,0,0,0,0

46,11:15-11:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.05,16.48,22.46,0,0,0,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,35.24,0,113.19,0,0,346.13,0,0,6.28,0,0,12.52,0,18.68,0,362.5,0,0,0,0,0,0

47,11:30-11:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.98,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,32.47,0,108.17,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,362.5,0,0,0,0,0,0

48,11:45-12:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.98,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,32.47,0,108.17,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,362.5,0,0,0,0,0,0

49,12:00-12:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.73,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,109.69,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,362.5,0,0,0,0,0,0

50,12:15-12:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.73,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,109.69,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,362.5,0,0,0,0,0,0

51,12:30-12:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.73,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,356.73,0,0,0,0,0,0

52,12:45-13:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.73,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,20.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

53,13:00-13:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,319.83,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

54,13:15-13:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

55,13:30-13:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

56,13:45-14:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

57,14:00-14:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

58,14:15-14:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.58,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.57,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

59,14:30-14:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.05,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.04,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

60,14:45-15:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.05,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,46.1,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,34.1,0,110.04,0,0,346.13,0,0,6.28,0,0,12.52,0,19.27,0,304.67,0,0,0,0,0,0

