Block,Time Block,UNCHAHAR2,UNCHAHAR4,UNCHAHAR3,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DULHASTI,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,KOTESHWR,MAPS,KUDGI,NJPC,NAPP,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NTPL,PARBATI2,PARBATI3,RAMPUR,RIHAND1,RIHAND3,RAPPC,RIHAND2,RAPPB,RAPPD,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,SASAN,SINGRAULI,SIMHST2,SINGRAULI_HYDRO,SIMHST1,TALA,TANDA2,TANAKPUR,TALST2,UNCHAHAR1,TEHRIPSP,TEHRI,TelanganaSTPP,VALLURNTECL,URI,URI2,ANTA_CRF,ANTA_RF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_LF,AURY_RF,DADRI_LF,DADRI_CRF,AURY_LF,DADRI_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,81.75,18.19,0,379.46,109.62,0,0,0,18.87,5.35,12.63,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,81.75,18.19,0,379.46,109.62,0,0,0,18.87,5.35,12.63,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,81.75,18.19,0,379.46,109.62,0,0,0,18.87,5.35,12.63,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,81.75,18.19,0,379.46,109.62,0,0,0,18.87,5.35,12.63,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,400.9,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,379.7,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,370.06,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,350.79,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,263.8,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,221.28,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,221.28,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,221.28,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,35.11,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,229.06,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,35.11,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,273.69,229.06,20.04,0,0,142.92,29.25,0,2.25,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,35.11,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,273.69,229.06,20.04,0,0,142.92,29.25,0,0.62,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,273.69,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,264.05,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,264.05,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,254.42,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,273.69,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

