Block,Time,KGSU1AND2,KOTESHWR,NAPP,NLCEXP,PARBATI3,RAPPB,RIHAND2,RIHAND3,SALAL,UNCHAHAR4,AURY_LF,FSTPP I & II,JHAJJAR,KHSTPP-I,KKNPPU2,SASAN,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,URI,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,RAPPD,RIHAND1,RSTPSU1TO6,TALA,TANDA2,UNCHAHAR2,ANTA_RF,DADRI_CRF,KKNP,KUDGI,RAMPUR,TALST2,ANTA_LF,KOLDAM,PARBATI2,RSTPSU7,SIMHST1,TEHRI,UNCHAHAR3,DADRI_GF,BRBCL,CHAMERA2,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KISHANGANGA,SEWA2,TelanganaSTPP,UNCHAHAR1,AURY_CRF,MAPS,NLCIIST1,SIMHST2,TEHRIPSP,AURY_RF,DADRI_RF,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,NTPL,RAPPC,URI2,VALLURNTECL,ANTA_CRF,ANTA_GF,AURY_GF,DADRI_LF
9,02:00-02:15,0,30.43,24.62,0,38.06,0,125.27,130.84,72.05,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,13.06,48.57,175.79,0,0,0,23.87,95.11,0,13.99,0.32,43.7,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,12.22,0,15.9,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,38.97,0,0,0,0,0

10,02:15-02:30,0,30.43,24.62,0,38.06,0,125.27,130.84,72.05,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,13.06,48.57,175.79,0,0,0,23.87,98.32,0,13.97,0.32,43.7,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,12.22,0,15.9,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,38.97,0,0,0,0,0

11,02:30-02:45,0,20.29,24.62,0,38.06,0,125.27,130.84,72.05,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,13.06,48.57,175.79,0,0,0,23.87,98.32,0,18.35,0.32,43.7,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,15.9,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,38.97,0,0,0,0,0

12,02:45-03:00,0,20.29,24.62,0,38.06,0,125.27,130.84,72.05,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,13.06,48.57,175.79,0,0,0,23.87,98.32,0,18.29,0.32,43.7,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,15.9,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,38.97,0,0,0,0,0

13,03:00-03:15,0,20.29,24.62,0,38.06,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,48.57,175.79,0,0,0,23.87,98.32,0,23.14,0.32,43.7,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,15.9,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

14,03:15-03:30,0,20.29,24.62,0,38.06,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,48.57,175.79,0,0,0,23.87,98.32,0,23.07,0.32,43.7,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

15,03:30-03:45,0,20.29,24.62,0,37.17,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,23.05,0.36,43.7,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

16,03:45-04:00,0,20.29,24.62,0,37.17,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.99,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

17,04:00-04:15,0,20.29,24.62,0,37.17,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.93,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

18,04:15-04:30,0,20.29,24.62,0,37.17,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.87,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

19,04:30-04:45,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.34,2.76,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

20,04:45-05:00,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.25,2.76,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

21,05:00-05:15,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,9.9,2.76,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

22,05:15-05:30,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,9.76,0.36,43.7,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

23,05:30-05:45,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,52.99,175.79,0,0,0,23.87,98.32,0,9.67,0.36,43.7,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.09,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

24,05:45-06:00,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,52.99,175.79,0,0,0,23.87,98.32,0,9.53,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

25,06:00-06:15,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,52.99,175.79,0,0,0,23.87,98.32,0,9.47,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

26,06:15-06:30,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,1.62,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,9.41,0.36,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

27,06:30-06:45,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,21.58,2.76,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

28,06:45-07:00,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,329.62,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,21.58,2.76,45,52.59,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

29,07:00-07:15,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.7,2.76,45,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

30,07:15-07:30,0,20.29,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.72,2.76,45,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

31,07:30-07:45,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.84,2.76,45,51.96,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

32,07:45-08:00,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.87,2.76,45,51.96,0,0,0,5.7,0,0,8.62,0,0,0,46.73,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,16.3,0,0,0,0,0,80.26,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

33,08:00-08:15,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.91,2.76,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,31.15,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,17.79,0,0,0,0,0,80,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

34,08:15-08:30,0,20.29,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,22.93,2.76,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,15.57,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,19.57,0,0,0,0,0,80,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

35,08:30-08:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,22.96,2.76,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,80,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

36,08:45-09:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,22.96,2.76,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,80,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

37,09:00-09:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,23.9,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.74,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

38,09:15-09:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,23.93,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.74,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

39,09:30-09:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.81,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.74,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

40,09:45-10:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.84,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.74,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

41,10:00-10:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.84,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.48,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

42,10:15-10:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,24.84,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,93.62,7.05,0,0,21.65,0,0,0,0,0,79.48,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

43,10:30-10:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,52.36,175.79,0,0,0,23.87,98.32,0,24.87,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,79.48,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

44,10:45-11:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,48.57,175.79,0,0,0,23.87,98.32,0,24.87,2.76,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,79.48,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

45,11:00-11:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,48.57,175.79,0,0,0,23.87,98.32,0,24.84,2.76,45,49.43,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,78.18,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

46,11:15-11:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,48.57,175.79,0,0,0,23.87,98.32,0,24.87,2.76,45,49.43,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,78.18,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

47,11:30-11:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.55,2.76,45,49.43,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.92,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

48,11:45-12:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.55,2.76,45,49.43,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.92,79.04,13.04,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

49,12:00-12:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.8,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.92,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

50,12:15-12:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.8,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.92,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

51,12:30-12:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.8,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

52,12:45-13:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,9.86,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.8,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

53,13:00-13:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.8,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

54,13:15-13:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.32,2.76,45,48.16,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

