Block,Time Block,KGSU1AND2,FSTPP I & II,DULHASTI,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,BRBCL,CHAMERA2,CHAMERA1,BSIUL,URI,UNCHAHAR4,VALLURNTECL,URI2,RSTPSU1TO6,SALAL,RIHAND3,SEWA2,RIHAND2,RSTPSU7,RIHAND1,SASAN,RAPPC,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,RAMPUR,NTPL,PARBATI3,KGSU3AND4,KHSTPP-I,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-II,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,15.05,0,0,522.1,0,251,0,0,0,0,0,0,0,0,0,0,0,0,14.42,0,0,6.25,31.77,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,35.05,0,133.99,0,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

7,01:30-01:45,0,15.05,0,0,423.15,0,251,0,0,0,0,0,0,0,0,0,0,0,0,14.99,0,0,6.25,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,0,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

8,01:45-02:00,0,15.05,0,0,406.84,0,251,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,6.25,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,0,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

9,02:00-02:15,0,15.05,0,0,363.68,0,251,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,0,6.25,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,0,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

10,02:15-02:30,0,15.05,0,0,365.6,0,251,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,6.25,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,0,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

11,02:30-02:45,0,15.05,0,0,360.8,0,251,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,12.51,24.35,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,31.07,0,133.99,0,17.24,0,19.39,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

12,02:45-03:00,0,15.05,0,0,360.8,0,251,0,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,12.51,24.35,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,30.09,0,133.99,0,17.24,0,18.96,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

13,03:00-03:15,0,15.05,0,0,382.86,0,231.43,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,12.51,24.35,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,29.9,0,133.99,0,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

14,03:15-03:30,0,15.05,0,0,388.62,0,231.43,0,0,0,0,0,0,0,0,0,0,0,0,15.03,0,0,12.51,24.35,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,29.9,0,133.99,0,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

15,03:30-03:45,0,15.05,0,0,391.5,0,231.43,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,12.51,24.35,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,29.9,0,133.99,0,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

16,03:45-04:00,0,15.05,0,0,402.05,0,231.43,0,0,0,0,0,0,0,0,0,0,0,0,18.46,0,0,12.51,24.35,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,29.9,0,133.99,0,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

17,04:00-04:15,0,15.05,0,0,450,0,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,33.75,0,133.99,0,17.24,0,19.35,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

18,04:15-04:30,0,15.05,0,0,450.01,0,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,19.06,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,35.05,0,133.99,0,17.24,0,21.43,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

19,04:30-04:45,0,15.05,0,0,518.27,0,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,35.05,0,133.99,11.48,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

20,04:45-05:00,0,15.05,0,0,517.31,0,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,35.05,0,133.99,11.48,17.24,0,21.82,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

21,05:00-05:15,0,17.3,0,0,574.86,0,306.64,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,22.96,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

22,05:15-05:30,0,17.46,0,0,631.45,0,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

23,05:30-05:45,0,17.46,15.81,9.29,651.23,0,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,2.55,0,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,19.99,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

24,05:45-06:00,0,17.46,15.81,9.29,655.27,8.77,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,11.37,12.51,32.83,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,39.97,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

25,06:00-06:15,0,17.46,15.81,9.29,654.92,8.77,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,11.37,12.51,38.13,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,34.44,20,0,25.32,0,0,0,0,59.96,0,0,0,0,22.54,0,0,3.66,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

26,06:15-06:30,0,17.46,31.62,18.56,654.92,17.51,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,25.27,26.91,12.51,38.13,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,83.11,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,17.03,0,0,0,0,0

27,06:30-06:45,0,17.46,47.41,27.87,654.92,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,38.13,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,112.18,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

28,06:45-07:00,0,17.46,47.41,27.87,654.92,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,38.13,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,112.18,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

29,07:00-07:15,0,17.46,47.41,27.87,654.92,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,33.89,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,134.62,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

30,07:15-07:30,0,17.46,47.41,27.87,654.92,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,33.89,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,134.62,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

31,07:30-07:45,0,17.46,47.41,27.87,652.03,26.29,414.07,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,33.89,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,126.08,0,0,0,0,22.54,0,0,15.87,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

32,07:45-08:00,0,17.46,47.41,27.87,592.34,26.29,364.19,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,40.43,18.76,33.89,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,112.18,0,0,0,0,22.54,0,0,3.42,0,43.67,0,0,0,0,0,142.25,37.46,0,0,0,0,0

33,08:00-08:15,0,17.28,31.62,9.29,483.69,17.51,318.69,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,26.95,6.25,33.89,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,40.66,0,133.99,45.93,20,0,25.32,0,0,0,0,89.74,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,17.03,0,0,0,0,0

34,08:15-08:30,0,17.28,15.81,0,426.99,8.77,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,37.9,13.42,6.25,38.13,0,0,20.65,0,12.81,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,35.05,0,133.99,45.93,17.24,0,21.82,0,0,0,0,67.31,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

35,08:30-08:45,0,17.46,0,0,360.8,8.77,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,12.63,13.42,6.25,38.13,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,45.93,17.24,0,21.82,0,0,0,0,44.87,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

36,08:45-09:00,0,17.46,0,0,360.8,0,251,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,12.88,6.25,38.13,0,0,20.65,0,66.88,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,35.05,0,133.99,34.44,17.24,0,21.82,0,0,0,0,22.44,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

37,09:00-09:15,0,15.05,0,0,360.8,0,231.52,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,38.13,0,0,20.65,0,13.38,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,29.9,0,133.99,34.44,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

38,09:15-09:30,0,15.05,0,0,360.8,0,231.52,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,33.89,0,0,20.65,0,12.26,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,29.9,0,133.99,34.44,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

39,09:30-09:45,0,12.53,0,0,360.8,0,231.52,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,33.89,0,0,20.65,0,12.26,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,29.9,0,133.99,34.44,15.04,0,18.26,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

40,09:45-10:00,0,12.53,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,33.89,0,0,20.65,0,12.26,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,5.52,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,43.67,0,0,0,0,0,142.25,8.51,0,0,0,0,0

41,10:00-10:15,0,12.53,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,34.94,0,0,20.65,0,12.26,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,34.44,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,32.35,0,0,0,0,0,106.22,8.51,0,0,0,0,0

42,10:15-10:30,0,12.53,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,34.94,0,0,20.65,0,12.26,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,32.35,0,0,0,0,0,105.46,8.51,0,0,0,0,0

43,10:30-10:45,0,11.21,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,27.54,0,0,20.65,0,25.64,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,121.92,8.51,0,0,0,0,0

44,10:45-11:00,0,11.21,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,27.54,0,0,20.65,0,25.64,59.62,15.16,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,122.6,8.51,0,0,0,0,0

45,11:00-11:15,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,27.54,0,0,30.6,0,25.64,59.62,14.7,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,11.48,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,122.6,8.51,0,0,0,0,0

46,11:15-11:30,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,27.54,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,37.64,0,0,0,0,0,122.6,8.51,0,0,0,0,0

47,11:30-11:45,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,34.94,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,93.7,8.51,0,0,0,0,0

48,11:45-12:00,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,34.94,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,93.7,8.51,0,0,0,0,0

49,12:00-12:15,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

50,12:15-12:30,0,11.93,0,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

51,12:30-12:45,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

52,12:45-13:00,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,30.6,0,25.64,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

53,13:00-13:15,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

54,13:15-13:30,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,31.77,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,13.48,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

55,13:30-13:45,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

56,13:45-14:00,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,0,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

57,14:00-14:15,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,11.48,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

58,14:15-14:30,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,11.48,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

59,14:30-14:45,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,11.48,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

60,14:45-15:00,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

61,15:00-15:15,0,11.93,15.81,0,360.8,0,228.39,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,0,6.25,28.59,0,0,20.65,0,12.81,59.62,10.1,113.91,0,88.25,194.24,24.83,0,0.72,0.49,0,0,22.36,0,133.99,22.96,11.4,0,13.93,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,24.48,0,0,0,0,0,78.24,8.51,0,0,0,0,0

