Block,Time Block,RAMPUR,RIHAND2,SASAN,SINGRAULI_HYDRO,RIHAND1,SIMHST2,RSTPSU1TO6,RAPPC,SINGRAULI,RSTPSU7,SALAL,SEWA2,SIMHST1,RIHAND3,RAPPB,TALA,TALST2,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,PARBATI2,KISHANGANGA,KOTESHWR,MAPS,KHSTPP-I,KUDGI,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,JHAJJAR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,DULHASTI,CHAMERA3,CHAMERA1,DADRT2,BSIUL,CHAMERA2,BRBCL,UNCHAHAR1,TANDA2,TelanganaSTPP,UNCHAHAR2,TANAKPUR,TEHRI,URI,URI2,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,ANTA_CRF,DADRI_RF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,76.39,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,493.93,12.55,15.64,12.2,20.49,3.01,0,19.5,6.03,0,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,25.72,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,437,12.55,15.64,13.15,20.49,3.01,0,19.5,6.03,0,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,12.86,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,390.81,12.55,15.64,12.78,20.49,3.01,0,19.5,6.03,0,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,12.86,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,372.53,12.55,15.64,16.74,20.49,3.01,0,19.5,0.74,0,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,12.86,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,364.36,12.55,15.64,16.09,20.49,3.01,0,19.5,0,0,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,2.1,119.84,335.82,0.94,93.52,0,0,65.03,144.59,0,12.86,12.12,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,364.36,12.55,15.64,18.69,20.49,3.01,0,19.5,0,12.18,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,2.1,119.84,349.25,0.94,93.52,0,0,65.03,144.59,0,12.86,11.04,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,27.04,364.36,6.27,31.27,19.25,20.49,3.01,0,19.5,0,12.18,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,2.1,119.84,363.37,0.94,93.52,0,0,65.03,144.59,0,12.86,10.73,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,13.39,364.36,6.27,31.27,19.25,20.49,3.01,0,19.5,0,24.37,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,2.1,119.84,365.91,0.94,93.52,0,0,65.03,144.59,0,12.86,5.98,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,13.31,428.34,6.27,31.27,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,2.1,119.84,365.91,0.94,93.52,0,0,65.03,144.59,0,12.86,5.98,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,170.12,0,0,11.26,0,19.06,0,0,447.58,6.27,31.27,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,2.1,119.84,376.74,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,173.74,0,10.52,11.26,0,19.06,0,0,510.13,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,2.1,119.84,396.23,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,192.41,0,10.52,11.26,0,19.06,0,0,533.38,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,192.41,0,10.52,11.26,0,19.06,0,0,538.2,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,280.94,0,10.52,11.26,0,19.06,0,0,547.82,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,46.74,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,369.48,0,10.52,11.26,0,38.13,0,0,571.76,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,441.06,0,10.52,11.26,0,38.13,0,0,576.57,6.27,46.9,19.25,20.49,3.01,0,19.5,0,24.37,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,404.39,0,10.52,11.26,0,38.13,0,0,557.44,6.27,31.27,19.25,20.49,3.01,0,19.5,0,24.37,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,2.1,119.84,402.98,0.94,90.44,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,462.54,0,10.52,11.26,0,38.13,0,0,490.08,6.27,31.27,19.25,20.49,3.01,0,19.5,0,24.37,49.4,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,359.35,0,10.52,9.36,0,38.13,0,0,364.36,6.27,15.64,19.25,12.2,3.01,0,13.57,0,24.37,46.74,36.29,1.25,0,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,25.72,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,43.81,0,142.23,0,0,0,355.6,0,10.52,9.56,0,38.13,0,0,364.36,6.27,15.64,19.25,12.2,3.01,0,13.57,0,24.37,46.74,36.29,1.75,0,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,37.76,0,142.23,0,0,0,355.6,0,10.52,8.03,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,3.01,0,11.89,0,24.37,46.74,36.29,1.75,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,32.41,0,142.23,0,0,0,355.6,0,10.52,8.03,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,3.01,0,11.89,0,12.18,46.74,36.29,1.75,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,2.1,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,0,0,125.82,0,0,0,53.18,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,109.77,0,0,0,355.6,0,10.52,7.5,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,2.9,0,11.89,6.03,0,46.74,36.29,1.28,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,1.05,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,0,0,125.82,0,0,0,26.48,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,110.22,0,0,0,264.18,0,10.52,7.5,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,2.9,0,11.89,6.03,0,49.4,36.29,1.19,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,81.45,402.98,0.94,91.37,0,0,65.03,107.08,0,25.72,0,0,123.16,0,0,0,0,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,95.83,0,0,0,264.18,0,10.52,7.5,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,2.9,0,15.72,6.03,0,49.4,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,81.45,402.98,0.94,91.37,0,0,65.03,107.08,0,12.86,0,0,123.16,0,0,0,0,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,82.95,0,0,0,264.18,0,10.52,7.5,0,38.13,0,0,364.36,12.55,15.64,19.25,11.86,2.9,0,15.72,6.03,0,49.4,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,77.81,402.98,0.94,91.37,0,0,65.03,107.08,0,12.86,0,0,109.72,0,0,0,0,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,78.49,0,0,0,240.12,0,0,7.5,0,38.13,0,0,289.59,12.55,15.64,19.25,11.86,2.9,0,15.71,0.74,0,49.4,38.14,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,65.99,402.98,0.94,64.62,0,0,65.03,107.08,0,12.86,0,0,78.23,0,0,0,0,0,0,50.29,0,0,0,0,0,0,8.24,10.02,0,24.56,0,78.49,0,0,0,172.76,0,0,7.5,0,38.13,0,0,287.37,12.55,15.64,19.25,11.86,2.9,0,15.71,0.74,0,46.74,38.14,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,65.91,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,78.23,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,79.1,0,0,0,172.76,0,0,7.5,0,38.13,0,0,287.37,12.55,0,19.25,11.86,2.9,0,17.32,0.49,0,46.74,38.14,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,65.91,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,78.23,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,79.1,0,0,0,172.76,0,0,7.5,0,38.13,0,0,287.37,12.55,0,19.25,11.86,2.9,0,17.32,0.49,0,46.74,38.14,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,65.91,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,78.23,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,83.44,0,0,0,172.76,0,0,7.5,0,38.13,0,0,287.37,12.55,0,19.25,11.86,2.9,0,17.32,0.49,0,46.74,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,65.91,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,78.23,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,83.44,0,0,0,143.89,0,0,7.5,0,38.13,0,0,287.37,12.55,0,19.25,11.86,2.9,0,17.32,0.49,0,46.74,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,77.65,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,86.65,0,0,0,143.89,0,0,7.5,0,38.13,0,0,287.37,12.55,0,17.66,12.97,2.9,0,17.32,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,77.65,402.98,0.94,64.62,0,0,65.03,107.08,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,24.56,0,86.65,0,0,0,115.02,0,0,7.5,0,38.13,0,0,287.37,12.55,0,19.25,12.97,2.9,0,17.32,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,80.6,402.98,0.94,64.62,0,0,65.03,125.64,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,28.1,0,96.71,0,0,0,115.02,0,0,7.5,0,38.13,0,0,287.37,12.55,0,18.27,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,80.6,402.98,0.94,64.62,0,0,65.03,125.64,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,28.1,0,96.71,0,0,0,115.02,0,0,7.5,0,38.13,0,0,287.37,12.55,0,18.31,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,77.65,402.98,0.94,64.62,0,0,65.03,120.1,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,12.55,0,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,77.65,402.98,0.94,64.62,0,0,65.03,120.1,0,25.72,0,0,89.68,0,0,0,0,0,0,23.1,0,0,0,0,0,0,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,12.55,0,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,77.65,402.98,0.94,64.62,0,0,65.03,121.66,0,25.72,0,0,122.11,0,0,0,0,0,0,23.1,0,0,0,0,0,3.61,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,12.55,0,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,77.65,402.98,0.94,64.62,0,0,65.03,121.66,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,12.55,0,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,77.65,402.98,0.94,64.62,0,0,65.03,121.66,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,77.65,402.98,0.94,64.62,0,0,65.03,121.66,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,77.65,402.98,0.94,64.62,0,0,65.03,125.64,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,77.65,402.98,0.94,64.62,0,0,65.03,125.64,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.07,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,93.43,402.98,0.94,64.62,0,0,65.03,140.22,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.04,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,93.43,402.98,0.94,64.62,0,0,65.03,140.22,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.04,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.04,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

