Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/SR/2024/12/01/6968,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1766,L_NR_2019_19,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/18/4434,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07
23,05:30-05:45,50.67,33.34,75.5,0,0,25.16,50.67,0,0,25.17,0,0,0,0,0,0,0,7.01,0.69,1.14,70.13,8.66,112.81,0,1.62,150,1.84,80.79,0,25.97,31.71,25.97,95.13,0,0,8.66,25.97,0,0,0,135.27,0,0,0,76.26

24,05:45-06:00,52,33.34,76,0,0,25.34,52,0,0,25.33,0,0,0,0,0,0,0,7.01,0.69,1.14,70.13,8.66,112.81,0,1.62,150,1.84,80.79,0,25.97,31.71,25.97,95.13,0,0,8.66,25.97,0,0,0,135.27,0,0,0,76.26

25,06:00-06:15,52,33.34,77,0,0.71,25.66,52,0,0,25.67,0,0,0,0,0,0,0,7.01,0.69,1.14,65.99,8.66,130.56,0,1.62,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,0,0,0,135.27,0,0,0,76.26

26,06:15-06:30,52,33.34,78.5,0,1.32,26.16,52,0,0,26.17,0,0,0,0,0,0,0,7.01,0.69,1.14,74.47,8.66,130.56,0,1.62,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,0,0,0,135.27,0,0,0,86.75

27,06:30-06:45,52,33.34,79.5,0.18,3.05,26.5,52,0,1,26.5,0,0,0,0,0,0,0,7.01,0.69,1.07,82.96,8.66,130.56,0,1.62,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,0,0,0.14,135.27,0.14,0,0.14,86.75

28,06:45-07:00,52.33,33.34,80.5,3.75,6.16,26.84,52.33,0,6,26.83,0,0,0,0,0,0,0,7.01,0.69,1.07,91.44,8.66,130.56,0,1.62,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,0,0,0.32,135.27,0.33,0,0.32,86.75

29,07:00-07:15,51.67,33.34,80.5,13.77,14.85,26.84,51.67,2,11,26.83,0.58,0,1,0,1,0.11,0,7.01,0.69,1.07,99.92,8.66,130.56,0,1.62,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,2.4,0,0.63,135.27,0.64,0,0.63,86.75

30,07:15-07:30,49.67,33.34,80,25.46,25.64,26.66,49.67,3,18,26.67,2.68,1,4,1,2,0.54,1,7.01,0.69,1.07,115,8.66,130.56,0,1.62,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,10.94,0,1.04,135.27,1.07,0,1.04,86.75

31,07:30-07:45,48,33.34,79.5,27.25,27.25,26.5,48,6,24,26.5,5.89,3,7,3,5,1.18,2,7.01,0.69,1.07,115,8.66,130.56,0,1.62,150,1.84,100.2,0,34.62,0,34.62,0,0,0,8.66,34.62,20.56,0,1.6,135.27,1.64,0,1.6,86.75

32,07:45-08:00,47.33,33.34,78.5,26.84,26.83,26.16,47.33,8,26.83,26.17,16.69,4,11,4,8,3.34,4,7.01,0.69,1.07,115,8.66,130.56,0,1.62,150,1.84,100.2,0,34.62,0,34.62,0,0,0,8.66,34.62,29.49,0,2.3,135.27,2.36,0,2.3,86.75

33,08:00-08:15,48.33,33.34,76,29.9,29.9,25.34,48.33,15,29.9,25.33,32.68,8,18,7,17,6.54,5,7.01,0.69,1.03,115,11.54,130.56,0,1.62,150,1.92,100.2,0,36.55,0,36.55,0,0,0,11.54,36.55,39.94,0,3.05,135.27,3.12,0,3.05,86.75

34,08:15-08:30,49.67,33.34,73,29.9,29.9,24.34,49.67,23,29.9,24.33,54.06,12,28,12,23,10.81,8,7.01,0.69,1.03,115,11.54,130.56,0,1.62,150,1.92,100.2,0,36.55,0,36.55,0,0,0,11.54,36.55,52.1,0,3.79,135.27,3.89,0,3.79,86.75

35,08:30-08:45,38.33,9.34,49.5,30.4,30.4,16.5,38.33,29,30.4,16.5,76.71,14,42,18,28,15.34,14,7.01,0.69,1.03,115,11.54,130.56,0,1.62,150,1.92,100.2,0,36.55,0,36.55,0,0,0,11.54,36.55,64.8,0,4.53,135.27,4.63,0,4.53,86.75

36,08:45-09:00,37.67,9.34,47.5,30.8,30.8,15.84,37.67,41,30.8,15.83,98.74,18,56,24,37,19.75,18,7.01,0.69,1.03,115,11.54,130.56,0,1.62,150,1.92,100.2,0,36.55,0,36.55,0,0,0,11.54,36.55,76.97,0,5.47,135.27,5.62,0,5.47,86.75

37,09:00-09:15,25,9.34,47,30.8,30.8,15.66,25,43,30.8,15.67,121.03,22,81,34,43,24.2,22,7.01,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,87.96,0,6.96,135.27,7.13,0,6.96,86.75

38,09:15-09:30,24,9.34,44,30.8,30.8,14.66,24,50,30.8,14.67,142.02,25,95,40,51,28.4,26,7.01,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,97.52,0,7.8,135.27,7.99,0,7.8,86.75

39,09:30-09:45,22.67,8.66,42.5,30.8,30.8,14.16,22.67,61,30.8,14.17,162.44,28,119,51,57,32.49,29,7.01,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,106.21,0,8.78,135.27,9,0,8.78,86.75

40,09:45-10:00,21,8.34,40,30.8,30.8,13.34,21,68,30.8,13.33,180.96,32,133,57,64,36.19,31,7.01,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,113.89,0,10.91,135.27,11.18,0,10.91,86.75

41,10:00-10:15,19.33,8.34,37.5,30.8,30.8,12.5,19.33,74,30.8,12.5,203,35,144,61,69,40.6,33,6,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,120.62,0,11.87,135.27,12.17,0,11.87,86.75

42,10:15-10:30,18,8,36,30.8,30.8,12,18,77,30.8,12,217.13,37,154,66,73,43.43,35,6,0.69,1.03,115,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,126.24,0,12.44,135.27,12.76,0,12.44,76.26

43,10:30-10:45,17.67,8,36,30.8,30.8,12,17.67,83,30.8,12,229.24,38,165,70,77,45.85,37,6,0.69,1.03,94.27,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,130.77,0,13.14,135.27,13.47,0,13.14,76.26

44,10:45-11:00,17.67,8,36,30.8,30.8,12,17.67,86,30.8,12,239.25,40,168,72,80,47.85,39,6,0.69,1.03,65.99,8.66,130.56,0,1.66,150,1.84,100.2,0,28.85,0,28.85,0,0,0,8.66,28.85,134.48,0,13.73,135.27,14.08,0,13.73,76.26

45,11:00-11:15,13.33,8,35,30.8,30.8,11.66,13.33,90,30.8,11.67,241.67,43,175,75,87,48.33,41,6,0.69,1.03,65.99,8.66,130.56,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,137.28,0,14.12,135.27,14.48,0,14.12,76.26

46,11:15-11:30,13.33,8,33,30.8,30.8,11,13.33,91,30.8,11,241.67,45,182,78,90,48.33,42,6,0.69,1.03,65.99,8.66,111.36,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,139.55,0,14.8,135.27,15.17,0,14.8,66

47,11:30-11:45,13.33,6.66,21,30.8,30.8,7,13.33,92,30.8,7,241.67,45,186,79,90,48.33,42,6,0.69,1.03,65.99,8.66,130.56,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,141.11,0,14.8,135.27,15.17,0,14.8,76.26

48,11:45-12:00,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,45,189,81,90,48.33,43,6,0.69,1.03,65.99,8.66,130.56,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,141.99,0,14.8,135.27,15.17,0,14.8,76.26

49,12:00-12:15,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,45,189,81,90,48.33,43,6,0.77,1.14,65.99,8.66,111.36,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,142.45,0,14.8,135.27,15.17,0,14.8,66

50,12:15-12:30,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,45,189,81,90,48.33,44,6,0.77,1.14,65.99,8.66,111.36,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,141.72,0,14.8,135.27,15.17,0,14.8,66

51,12:30-12:45,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,45,189,81,90,48.33,44,6,0.77,1.14,65.99,8.66,111.36,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,140.36,0,14.8,115.42,15.17,0,14.8,66

52,12:45-13:00,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,45,189,81,90,48.33,44,6,0.77,1.14,65.99,8.66,111.36,0,1.71,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,138.21,0,14.94,115.42,15.31,0,14.94,66

53,13:00-13:15,13.33,6.66,21,30.8,30.8,7,13.33,93,30.8,7,241.67,43,189,81,87,48.33,44,6,0.85,1.22,70.13,8.66,94.56,0,1.76,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,135.38,0,14.94,96.18,15.31,0,14.94,66

54,13:15-13:30,13.33,6.66,21,30.8,30.8,7,13.33,92,30.8,7,241.67,43,186,79,85,48.33,43,6,0.85,1.22,70.13,8.66,94.56,0,1.76,150,1.84,69.25,0,25.97,0,25.97,0,0,0,8.66,25.97,131.87,0,14.94,96.18,15.31,0,14.94,66

55,13:30-13:45,13.33,6.66,21,30.8,30.8,7,13.33,91,30.8,7,241.67,45,182,78,90,48.33,42,6,0.85,1.22,70.13,8.66,94.56,0,1.76,150,1.84,59.63,0,25.97,0,25.97,0,0,0,8.66,25.97,127.85,0,14.32,96.18,14.68,0,14.32,66

56,13:45-14:00,13.33,6.66,21,30.8,30.8,7,13.33,91,30.8,7,241.67,44,175,75,88,48.33,41,6,0.85,1.22,70.13,8.66,94.56,0,1.76,150,1.84,54.82,0,25.97,0,25.97,0,0,0,8.66,25.97,122.72,0,14.17,96.18,14.53,0,14.17,66

57,14:00-14:15,14.33,6.66,21,30.8,30.8,7,14.33,89,30.8,7,239.25,43,168,72,85,47.85,40,6,0.85,1.22,70.13,8.66,94.56,0,1.76,150,1.92,54.82,0,25.97,0,25.97,0,0,0,8.66,25.97,116.83,0,13.69,115.42,14.03,0,13.69,66

58,14:15-14:30,15,6.66,21,30.8,30.8,7,15,86,30.8,7,235.07,40,161,69,80,47.01,38,6,0.85,1.22,70.13,8.66,113.77,0,1.76,150,1.92,54.82,0,25.97,0,25.97,0,0,0,8.66,25.97,110.08,0,12.93,135.27,13.26,0,12.93,76.26

59,14:30-14:45,14.33,6.66,29,30.8,30.8,9.66,14.33,82,30.8,9.67,225.21,37,151,64,75,45.04,36,6,0.85,1.22,70.13,8.66,113.77,0,1.76,150,1.92,54.82,0,25.97,0,25.97,0,0,0,8.66,25.97,102.47,0,12.21,135.27,12.52,0,12.21,76.26

60,14:45-15:00,15.33,6.66,30,30.8,30.8,10,15.33,75,30.8,10,212.05,36,140,60,72,42.41,34,6,0.85,1.22,70.13,8.66,113.77,0,1.76,150,1.92,69.25,0,25.97,0,25.97,0,0,0,8.66,25.97,94.22,0,11.14,135.27,11.42,0,11.14,76.26

61,15:00-15:15,14.33,9.66,31,31.3,31.3,10.34,14.33,71,31.3,10.33,198.07,32,126,54,65,39.61,31,6,0.93,1.22,70.13,8.66,113.77,0,1.81,150,1.84,79.83,0,25.97,0,25.97,0,0,0,8.66,25.97,85.06,0,10.32,135.27,10.58,0,10.32,76.26

62,15:15-15:30,15.33,9.66,31.5,31.3,31.3,10.5,15.33,63,31.3,10.5,183.84,29,112,48,57,36.77,29,6,0.93,1.22,70.13,8.66,113.77,0,1.81,150,1.84,100.2,0,25.97,0,25.97,0,0,0,8.66,25.97,75.01,0,9.02,135.27,9.24,0,9.02,76.26

63,15:30-15:45,16.67,9.34,32,31.95,31.95,10.66,16.67,56,30,10.67,168.13,25,98,42,50,33.63,27,6,0.93,1.22,65.99,8.66,113.77,0,1.81,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,63.99,0,8,135.27,8.2,0,8,76.26

64,15:45-16:00,18,9.34,32,32.89,32.9,10.66,18,49,26,10.67,151.2,22,84,36,43,30.24,23,6,0.93,1.22,65.99,8.66,113.77,0,1.81,150,1.84,100.2,0,31.74,0,31.74,0,0,0,8.66,31.74,52.21,0,6.97,135.27,7.14,0,6.97,76.26

65,16:00-16:15,21.67,9,29.5,33,33,9.84,21.67,41,20,9.83,132.98,18,70,30,36,26.6,19,6,0.93,1.3,74.47,8.66,113.77,0,1.81,150,1.84,100.2,23.72,31.74,0,31.74,0,0,0,8.66,31.74,39.99,0,5.92,135.27,6.06,0,5.92,76.26

66,16:15-16:30,22,8.66,29,33,26.29,9.66,22,32,13,9.67,113.71,14,56,24,29,22.74,12,6,0.93,1.3,82.96,8.66,130.56,0,1.81,150,1.84,100.2,24.22,31.74,0,31.74,0,0,0,8.66,31.74,28.29,0,4.81,135.27,4.93,0,4.81,86.75

67,16:30-16:45,22.33,8.34,28.5,24.02,15.05,9.5,22.33,22,7,9.5,92.3,10,42,18,20,18.46,8,6,0.93,1.3,91.44,9.62,130.56,0,1.81,150,1.84,89.78,24.22,36.55,0,36.55,0,0,0,9.62,36.55,18.42,0,3.7,135.27,3.78,0,3.7,86.75

68,16:45-17:00,22.67,8.34,28,9.75,6.29,9.34,22.67,13,1,9.33,66.01,5,28,12,11,13.2,5,6,0.93,1.3,115,9.62,130.56,0,1.81,150,1.84,89.78,24.22,36.55,0,36.55,0,0,0,9.62,36.55,11.83,0,2.59,135.27,2.65,0,2.59,86.75

69,17:00-17:15,24.33,8,28,3.57,1.5,9.34,24.33,10,0,9.33,40.9,3,14,6,6,8.18,2,6,0.93,1.38,115,12.5,130.56,0,1.76,150,1.84,89.78,24.22,37.51,0,37.51,0,0,0,12.5,37.51,7.5,0,1.83,135.27,1.88,40.4,1.83,73.1

70,17:15-17:30,26.33,8,28,1.01,2.33,9.34,26.33,7,0,9.33,21.14,1,4,1,2,4.23,1,6,0.93,1.38,115,12.5,130.56,0,1.76,150,1.84,89.78,24.73,37.51,0,37.51,0,0,0,12.5,37.51,2.96,0,1.25,135.27,1.28,40.4,1.25,73.1

71,17:30-17:45,28.33,8.34,28,0.05,1.33,9.34,28.33,3,0,9.33,7.51,0,1,0,1,1.5,0,6,0.93,1.38,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,0,0,12.5,37.51,0,0,0.78,135.27,0.8,40.4,0.78,73.1

72,17:45-18:00,30.33,8.66,28,0.03,0.74,9.34,30.33,2,0,9.33,1.1,0,0,0,0,0.22,0,6,0.93,1.38,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,0,0,12.5,37.51,0,0,0.44,135.27,0.45,40.4,0.44,73.1

73,18:00-18:15,39.67,12.34,30,0,0,10,39.67,0,0,10,0,0,0,0,0,0,0,6,0.93,1.3,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,150,50,12.5,37.51,0,0,0.25,135.27,0.25,40.4,0.25,73.1

74,18:15-18:30,40.33,13,32,0,0,10.66,40.33,0,0,10.67,0,0,0,0,0,0,0,6,0.93,1.3,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,150,50,12.5,37.51,0,0,0,135.27,0,40.4,0,73.1

75,18:30-18:45,41.67,13.66,45,0,0,15,41.67,0,0,15,0,0,0,0,0,0,0,6,0.93,1.3,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,150,50,12.5,37.51,0,0,0,135.27,0,40.4,0,73.1

76,18:45-19:00,44.33,14.66,48,0,0,16,44.33,0,0,16,0,0,0,0,0,0,0,6,0.93,1.3,115,12.5,130.56,0,1.76,150,1.84,89.78,25.74,37.51,0,37.51,0,150,50,12.5,37.51,0,0,0,135.27,0,40.4,0,73.1

77,19:00-19:15,45.67,16.66,50.5,0,0,16.84,45.67,0,0,16.83,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.84,89.78,25.74,37.51,0,37.51,0,150,50,8.66,37.51,0,0,0,135.27,0,40.4,0,73.1

78,19:15-19:30,47.67,18,50.5,0,0,16.84,47.67,0,0,16.83,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.84,89.78,25.23,37.51,0,37.51,0,150,50,8.66,37.51,0,0,0,135.27,0,40.4,0,73.1

79,19:30-19:45,49.67,12.66,43,0,0,14.34,49.67,0,0,14.33,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.84,89.78,25.23,37.51,0,37.51,0,150,50,8.66,37.51,0,0,0,135.27,0,40.4,0,73.1

80,19:45-20:00,54,13.66,48.5,0,0,16.16,54,0,0,16.17,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.84,89.78,25.23,37.51,0,37.51,0,150,50,8.66,37.51,0,0,0,135.27,0,40.4,0,73.1

81,20:00-20:15,56.33,15.34,52.5,0,0,17.5,56.33,0,0,17.5,0,0,0,0,0,0,0,6,0.85,1.22,115,8.66,130.56,0,1.71,150,1.92,100.2,25.23,34.62,0,34.62,0,250,50,8.66,34.62,0,0,0,135.27,0,0,0,73.1

