Block,Time,BSIUL,CHAMERA2,DADRT2,FSTPP I & II,KHSTPP-II,KKNPPU2,KOTESHWR,NLCIIST1,RIHAND1,RSTPSU7,UNCHAHAR3,UNCHAHAR4,KHSTPP-I,KKNP,KUDGI,SEWA2,TEHRI,UNCHAHAR1,ANTA_LF,ANTA_RF,KISHANGANGA,NAPP,RIHAND3,TALA,TALST2,URI,DADRI_RF,DULHASTI,KGSU1AND2,NLCEXP,RAPPC,SASAN,TANAKPUR,UNCHAHAR2,AURY_RF,BRBCL,MAPS,NTPL,PARBATI3,SIMHST1,SIMHST2,SINGRAULI,TANDA2,ANTA_GF,AURY_GF,CHAMERA3,DHAULIGNGA,JHAJJAR,KOLDAM,NLCIIST2,NNTPP,SALAL,ANTA_CRF,NJPC,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,CHAMERA1,KGSU3AND4,NLCTS2EXP,RAMPUR,RAPPB,RSTPSU1TO6,URI2,AURY_CRF,AURY_LF,DADRI_LF
21,05:00-05:15,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,34.01,20.96,0,31.94,0,44.99,127.6,10.08,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,14.05,0,0,2.67,0,0,10.35,0,0,0

22,05:15-05:30,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,34.01,20.96,0,31.94,0,44.99,127.6,9.55,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,5.62,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,14.05,0,0,2.67,0,0,10.35,0,0,0

23,05:30-05:45,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,34.01,20.96,0,31.94,0,44.99,127.6,9.17,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,8.43,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,14.05,0,0,2.67,0,0,10.35,0,0,0

24,05:45-06:00,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,34.01,20.96,0,31.94,0,44.99,127.6,9.02,0,50.34,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,14.05,0,0,2.67,0,0,10.35,0,0,0

25,06:00-06:15,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,34.15,20.96,0,30.75,0,44.99,127.6,9.02,0,50.34,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,14.05,0,0,2.67,0,0,10.35,0,0,0

26,06:15-06:30,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,35.44,20.96,0,30.75,0,44.99,127.6,9.01,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,13.43,0,0,2.67,0,0,10.35,0,0,0

27,06:30-06:45,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,35.44,20.96,0,30.75,0,44.99,127.6,8.8,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

28,06:45-07:00,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,17.72,20.96,0,30.75,0,44.99,127.6,8.84,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

29,07:00-07:15,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,17.72,20.96,0,30.75,0,44.99,127.6,9.32,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,54.11,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

30,07:15-07:30,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.32,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,7.03,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

31,07:30-07:45,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.32,0,11.04,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

32,07:45-08:00,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.32,0,50.34,101.12,54.53,0,0,59.94,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

33,08:00-08:15,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,50.34,101.12,54.53,0,0,60.09,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

34,08:15-08:30,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,11.04,101.12,54.53,0,0,60.09,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,10.35,0,0,0

35,08:30-08:45,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,11.04,101.12,54.53,0,0,60.09,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.96,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

36,08:45-09:00,6.52,13.43,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,11.04,101.12,54.53,0,0,60.09,388.12,9.48,43.71,77.33,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.96,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

37,09:00-09:15,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,11.04,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

38,09:15-09:30,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,11.04,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

39,09:30-09:45,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,24.29,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

40,09:45-10:00,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.75,0,44.99,127.6,9.3,0,24.29,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,77.85,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

41,10:00-10:15,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,2.81,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

42,10:15-10:30,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

43,10:30-10:45,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

44,10:45-11:00,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,388.12,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

45,11:00-11:15,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

46,11:15-11:30,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,16.01,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

47,11:30-11:45,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,13.25,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

48,11:45-12:00,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.51,0,44.99,127.6,9.3,0,13.25,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

49,12:00-12:15,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,0.14,44.99,127.6,9.3,0,50.79,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

50,12:15-12:30,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.3,0,50.79,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

51,12:30-12:45,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.3,0,13.25,99.89,54.53,0,0,60.09,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

52,12:45-13:00,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.3,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,124.16,121.71,0,0,0,0,0,0,0,0,2.67,0,0,11.82,0,0,0

53,13:00-13:15,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.51,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

54,13:15-13:30,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.51,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

55,13:30-13:45,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.51,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

56,13:45-14:00,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,9.51,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,69.72,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

57,14:00-14:15,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.3,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

58,14:15-14:30,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.3,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,35.46,0,0,0

59,14:30-14:45,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.1,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,10.35,0,0,0

