Block,Time,RIHAND2,TALA,TANDA2,TelanganaSTPP,URI,DADRI_LF,BSIUL,CHAMERA3,DULHASTI,KGSU1AND2,KGSU3AND4,KISHANGANGA,MAPS,NNTPP,BRBCL,FSTPP I & II,JHAJJAR,KHSTPP-I,PARBATI3,RAPPB,RSTPSU1TO6,SALAL,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_RF,RAPPC,RIHAND3,SINGRAULI,TALST2,TANAKPUR,ANTA_GF,ANTA_LF,AURY_LF,DADRI_GF,DADRI_RF,KKNPPU2,KOLDAM,KUDGI,RIHAND1,ANTA_RF,KOTESHWR,NJPC,NLCTS2EXP,SASAN,SIMHST2,URI2,AURY_GF,CHAMERA2,DHAULIGNGA,KKNP,NLCEXP,NLCIIST2,NTPL,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,TEHRIPSP,CHAMERA1,DADRT2,KHSTPP-II,NAPP,NLCIIST1,PARBATI2,RAPPD,SEWA2,TEHRI,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,AURY_CRF,DADRI_CRF
39,09:30-09:45,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,48.64,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

40,09:45-10:00,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,48.38,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

41,10:00-10:15,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,48.25,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

42,10:15-10:30,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,47.99,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

43,10:30-10:45,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,12.04,0,0,0,0,74.64,0,10.65,0,99.81,47.86,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

44,10:45-11:00,126.8,13.97,7.07,0,50.23,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,12.04,0,0,0,0,74.64,0,10.65,0,99.81,47.6,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.15,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

45,11:00-11:15,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,12.04,0,0,0,0,74.64,0,10.65,0,99.81,47.32,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,28.1,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

46,11:15-11:30,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,12.04,0,0,0,0,74.64,0,10.65,0,99.81,47.32,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,28.1,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

47,11:30-11:45,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,47.19,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,14.05,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

48,11:45-12:00,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,9.61,0,0,0,0,74.64,0,10.65,0,99.81,47.06,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

49,12:00-12:15,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.93,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

50,12:15-12:30,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,10.44,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

51,12:30-12:45,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

52,12:45-13:00,126.8,13.97,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.54,20.88,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

53,13:00-13:15,126.8,14.11,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.54,20.88,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

