Column1,Time,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/7960,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/1333,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/9334,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/4565,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19
69,17:00-17:15,26.59,2.64,260.29,66,7.68,5.84,5.84,4.51,2.76,86.76,8.02,9.62,6.44,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.59,2.24,48.1,9.33,115.78,70,18,7.8,9.33,33,37,30,25,51.9,32,21,25,33,28.01,37,23.16,7,41.48

70,17:15-17:30,26.59,2.64,260.29,66,7.68,4.36,4.36,3.37,2.76,86.76,8.02,9.62,6.44,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.59,2.24,48.1,9.5,94.11,53,14,8,9.5,33,30,22,25.67,43.59,16,16,25.67,33,28.5,29,18.82,7,29.99

71,17:30-17:45,24.71,2.64,260.29,66,7.68,3.46,3.46,2.67,2.76,86.76,8.02,9.62,6.44,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,24.71,2.24,48.1,12.17,63.61,35,10,8,12.17,21.51,21,15,26,34.67,7,12,26,22.29,36.49,20,12.72,10.66,24.34

72,17:45-18:00,24.71,2.64,260.29,66,7.68,2.38,2.38,1.83,2.76,86.76,8.02,9.62,6.44,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,24.71,2.24,48.1,12.5,46.06,18,7,7,12.5,11.19,13,7,26.67,25.47,1,9,26.67,12.19,37.5,13,9.21,11,14.99

73,18:00-18:15,0,2.64,260.29,66,7.68,1.48,1.48,1.15,2.91,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,0,2.24,48.1,12.67,30.02,7,4,10.2,12.67,0,8,3,27,17.15,0,7,27,0,37.99,9,6.01,11,8.08

74,18:15-18:30,0,2.64,260.29,115.01,7.68,0.78,0.78,0.61,2.91,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,0,2.24,48.1,12.67,17.11,4,2,10,12.67,0,5,1,27.33,10.23,0,5,27.33,0,37.99,3,3.42,11,3.41

75,18:30-18:45,30.5,1.16,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,12.67,8.11,1,1,9.6,12.67,0,2,0,27.67,4.94,0,3,27.67,0,37.99,1,1.62,11.34,0.68

76,18:45-19:00,30.5,2.48,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,12.67,2.42,0,0,9,12.67,0,1,0,28,2.76,0,1,28,0,37.99,0,0.48,11.66,0

77,19:00-19:15,30.5,2.48,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,16.67,0,0,0,8,16.67,0,0,0,28.67,1.35,0,0,28.67,0,49.99,0,0,12.34,0

78,19:15-19:30,30.5,2.48,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,16.33,0,0,0,6,16.33,0,0,0,29.33,0.34,0,0,29.33,0,49.01,0,0,13,0

79,19:30-19:45,30.5,2.48,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,16,0,0,0,3,16,0,0,0,26.67,0,0,0,26.67,0,48,0,0,16.66,0

80,19:45-20:00,30.5,2.48,260.29,115.01,7.68,0,0,0,2.61,86.76,8.02,9.62,6.58,0,213.06,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.24,48.1,15.33,0,0,0,3,15.33,0,0,0,27,0,0,0,27,0,46.01,0,0,16,0

81,20:00-20:15,30.5,2.33,260.29,115.01,7.68,0,0,0,2.53,86.76,8.02,9.62,6.58,0,226.05,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,15,0,0,0,3,15,0,0,0,27.33,0,0,0,27.33,0,45,0,0,15.34,0

82,20:15-20:30,30.5,2.33,260.29,115.01,7.68,0,0,0,2.53,86.76,8.02,9.62,6.58,0,238.55,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,14.17,0,0,0,3,14.17,0,0,0,27.67,0,0,0,27.67,0,42.49,0,0,14.66,0

83,20:30-20:45,30.5,2.33,260.29,115.01,7.68,0,0,0,2.53,86.76,8.02,9.62,6.58,0,238.55,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,28.33,0,0,0,28.33,0,40.01,0,0,15,0

84,20:45-21:00,30.5,2.33,260.29,115.01,7.68,0,0,0,2.53,86.76,8.02,9.62,6.58,0,238.55,50,4.68,30.78,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13,0,0,0,3,13,0,0,0,29,0,0,0,29,0,39,0,0,14.66,0

85,21:00-21:15,30.5,2.33,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.81,0,238.55,50,4.68,30.78,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.17,0,0,0,3,13.17,0,0,0,30,0,0,0,30,0,39.49,0,0,13,0

86,21:15-21:30,30.5,2.33,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.81,0,238.55,50,4.68,30.78,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,30.33,0,0,0,30.33,0,40.01,0,0,12.66,0

87,21:30-21:45,30.5,2.33,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.81,0,238.55,50,4.68,30.28,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,39,0,0,0,39,0,40.01,0,0,12,0

88,21:45-22:00,30.5,2.33,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.81,0,238.55,50,4.68,29.77,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,38.67,0,0,0,38.67,0,40.01,0,0,12,0

89,22:00-22:15,30.5,1.16,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.99,0,254.9,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,38.33,0,0,0,38.33,0,40.01,0,0,11,0

90,22:15-22:30,30.5,1.16,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.99,0,271.98,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.33,0,0,0,3,13.33,0,0,0,38,0,0,0,38,0,40.01,0,0,10.34,0

91,22:30-22:45,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.99,0,271.98,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.5,0,0,0,3,13.5,0,0,0,37.67,0,0,0,37.67,0,40.5,0,0,4.34,0

92,22:45-23:00,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,6.99,0,271.98,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.15,48.1,13.5,0,0,0,3,13.5,0,0,0,37.33,0,0,0,37.33,0,40.5,0,0,4.34,0

93,23:00-23:15,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,7.09,0,271.98,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.05,48.1,12.5,0,0,0,3,12.5,0,0,0,36,0,0,0,36,0,37.5,0,0,4.34,0

94,23:15-23:30,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,7.09,0,271.98,50,4.68,31.29,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.05,48.1,12.5,0,0,0,3,12.5,0,0,0,34.67,0,0,0,34.67,0,37.5,0,0,4.34,0

95,23:30-23:45,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,7.09,0,271.98,50,4.68,30.78,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.05,48.1,12.5,0,0,0,3,12.5,0,0,0,32,0,0,0,32,0,37.5,0,0,4.34,0

96,23:45-24:00,30.5,2.17,260.29,115.01,7.68,0,0,0,2.3,86.76,8.02,9.62,7.09,0,271.98,50,4.68,30.78,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,2.05,48.1,12.5,0,0,0,3,12.5,0,0,0,31.33,0,0,0,31.33,0,37.5,0,0,4.34,0

