Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9719,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/2569,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/4973,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/20/3628,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7663,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/7782,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/5280,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08
31,07:30-07:45,15.26,20.54,164.29,-0,20.54,12.92,41.07,20.54,150.28,52.19,53.39,26.93,10.28,70.46,3.97,2.97,15.32,41.07,10.71,20.85,3.15,26.93,41.07,3.85,19.33,11.91,8.18,53.15,5.99,38.66,11.92,29.27,3.85,21.21,44.02,64.01,33,21.33,0,0,18,33,57.92,23.09,21.33,0,20,10,15,9,11.59,23.99,21.81

32,07:45-08:00,15.26,20.54,164.29,-0,20.54,12.92,41.07,20.54,150.28,52.19,53.39,26.93,10.28,70.46,3.97,3.51,15.32,41.07,10.71,20.85,3.15,26.93,41.07,4.55,19.33,11.91,8.18,53.15,5.99,38.66,11.92,29.77,4.55,25.88,44.02,65.51,32.6,21.83,0,0,23,32.6,68.07,27.19,21.83,0,27,13,18,12,13.61,32.6,23.92

33,08:00-08:15,15.17,20.54,164.29,-0,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.93,10.13,70.46,3.98,4.19,15.32,41.07,10.71,20.85,5.54,26.93,41.07,5.42,19.33,11.91,8.36,53.15,5.99,38.66,11.92,29.27,5.42,29.86,43.62,68.51,33,22.83,0,0,25,33,82.1,32.08,22.83,0,30,15,24,16,16.42,33,16.67

34,08:15-08:30,15.17,20.54,164.29,-0,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.93,10.13,70.46,3.98,4.87,15.32,41.07,10.71,20.85,5.54,26.93,41.07,6.3,19.33,11.91,8.36,53.15,5.99,38.66,11.92,29.27,6.3,32.78,43.42,72.49,33,24.17,0,0,30,33,96.13,36.97,24.17,0,37,18,30,19,19.23,33,17.33

35,08:30-08:45,15.17,20.54,164.29,-0,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.93,10.13,70.46,3.98,5.54,15.32,41.07,10.71,20.85,5.54,26.93,41.07,7.17,19.33,11.91,8.36,53.15,5.99,38.66,11.92,28.76,7.17,35.63,44.02,78.49,33,26.17,0,0,38,33,111.27,41.86,26.17,0,43,22,33,22,22.25,33,18.33

36,08:45-09:00,15.17,20.54,164.29,-0,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.93,10.13,70.46,3.98,6.22,15.32,41.07,10.71,20.85,5.54,26.93,41.07,8.05,19.33,11.91,8.36,53.15,5.99,38.66,11.92,28.76,8.05,38.29,43.82,82.5,33,27.5,0,0,43,33,122.73,46.75,27.5,0,49,24,37,25,24.55,33,20

37,09:00-09:15,15.08,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.95,10.13,70.46,3.97,6.77,15.32,41.07,10.67,20.85,5.54,26.95,41.07,8.77,19.33,11.91,8.18,53.15,5.99,38.66,11.92,29.26,8.77,31.47,33.01,75,33,25,0,0,47,33,133.42,51.26,25,0,56,28,45,25,26.69,33,21.67

38,09:15-09:30,15.08,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.95,10.13,70.46,3.97,7.26,15.32,41.07,10.67,20.85,3.15,26.95,41.07,9.4,19.33,11.91,8.18,53.15,5.99,38.66,11.92,29.26,9.4,29.29,33.01,75,33,25,0,0,52,33,144.11,55.77,25,0,62,31,49,27,28.82,33,25

39,09:30-09:45,15.08,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,150.28,52.19,53.39,26.95,10.13,70.46,3.97,7.74,15.32,41.07,10.67,20.85,3.15,26.95,41.07,10,19.33,11.91,8.18,53.15,5.99,38.66,11.92,28.26,10,31.3,33.01,77.51,33,25.83,0,0,59,33,160.27,66.98,25.83,0,69,34,52,29,32.06,33,18.33

40,09:45-10:00,15.08,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,193.28,52.19,53.39,26.95,10.13,70.46,3.97,8.2,15.32,41.07,10.67,20.85,3.15,26.95,41.07,10.61,19.33,11.91,8.18,53.15,5.99,38.66,11.92,28.77,10.61,33.24,34.01,82.5,33,27.5,0,0,63,33,172.3,72,27.5,0,72,36,55,30,34.46,33,19

41,10:00-10:15,14.89,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,231.94,52.19,53.39,26.95,10.13,70.46,3.97,8.48,15.32,41.07,10.67,20.85,3.15,26.95,41.07,10.98,19.33,11.91,8.18,53.15,5.99,38.66,11.92,28.77,10.98,36.28,44.02,62.51,33,20.83,0,0,63,33,178.92,75.85,20.83,0,76,38,58,36,35.78,33,20

42,10:15-10:30,14.89,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,251.26,52.19,53.39,26.95,10.13,70.46,3.97,8.77,15.32,41.07,10.67,20.85,3.15,26.95,41.07,11.35,19.33,11.91,8.18,53.15,5.99,38.66,11.92,28.77,11.35,28.29,44.02,64.99,33,21.67,0,0,65,33,182.87,79.7,21.67,0,79,40,61,37,36.58,33,21.67

43,10:30-10:45,14.89,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,251.26,52.19,53.39,26.95,9.35,70.46,3.97,9.06,15.32,41.07,10.67,20.85,6.04,26.95,41.07,11.72,19.33,11.91,8.98,53.15,5.99,38.66,11.92,28.77,11.72,29.15,44.02,67.5,33,22.5,0,0,68,33,186.83,83.55,22.5,0,83,42,66,34,37.37,33,22.33

44,10:45-11:00,14.89,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,52.19,53.39,26.95,9.35,70.46,3.97,9.36,15.32,41.07,10.67,20.85,6.04,26.95,41.07,12.11,19.33,11.91,8.98,53.15,5.99,38.66,11.92,28.77,12.11,31.47,44.02,72.49,33,24.17,0,0,72,33,190.79,87.4,24.17,0,85,43,69,35,38.16,33,24

45,11:00-11:15,14.71,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,52.19,53.39,26.95,9.35,70.46,3.97,9.63,15.32,41.07,10.67,20.85,6.04,26.95,41.07,12.45,19.33,11.91,8.98,53.15,4.69,38.66,11.92,28.26,12.45,31.69,44.02,49.99,33,16.67,0,0,78,33,197.38,89.67,16.67,0,96,48,82,36,39.48,33,25

46,11:15-11:30,14.71,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,52.19,53.39,26.95,9.35,70.46,3.97,9.9,15.32,41.07,10.67,20.85,6.04,26.95,41.07,12.82,19.33,11.91,8.98,53.15,4.69,38.66,11.92,28.26,12.82,29.94,44.02,52.5,33,17.5,0,0,80,33,203.97,94.88,17.5,0,97,48,84,37,40.8,33,28.33

47,11:30-11:45,14.71,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,56.53,53.39,26.95,9.35,70.46,3.97,10.2,15.32,41.07,10.67,20.85,6.04,26.95,41.07,13.19,19.33,11.91,8.98,53.15,4.69,38.66,11.92,28.26,13.19,31.35,44.02,54,33,18,0,0,86,33,209.71,100,18,0,97,48,84,38,41.94,33,28.33

48,11:45-12:00,14.71,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,69.61,53.39,26.95,9.35,70.46,3.97,10.5,15.32,41.07,10.67,20.85,6.04,26.95,41.07,13.58,19.33,11.91,8.98,53.15,4.69,38.66,11.92,28.26,13.58,35.9,44.02,55.01,33,18.33,0,0,86,33,215.22,100,18.33,0,97,48,84,39,43.04,33,29

49,12:00-12:15,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,80.06,53.39,26.97,9.35,70.46,3.97,10.51,15.32,41.07,10.71,20.85,6.04,26.97,41.07,13.6,19.33,11.91,8.98,53.15,6.09,39.36,11.92,29.77,13.6,36.82,44.02,60,33,20,0,0,83,33,191.67,95,20,0,90,45,76,39,38.33,33,29.33

50,12:15-12:30,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,80.06,53.39,26.97,9.35,70.46,3.97,10.53,15.32,41.07,10.71,20.85,6.04,26.97,41.07,13.64,19.33,11.91,8.98,53.15,6.09,48.71,11.92,29.77,13.64,32.72,44.02,70.01,33,23.33,0,0,83,33,191.67,95,23.33,0,90,45,76,39,38.33,33,30.67

51,12:30-12:45,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,80.06,53.39,26.97,9.35,70.46,3.97,11.75,15.32,41.07,10.71,20.85,6.04,26.97,41.07,15.2,19.33,11.91,8.98,53.15,6.09,49.63,11.92,29.77,15.2,50.72,40.02,79.99,33,26.67,0,0,86,33,191.67,95,26.67,0,85,43,67,39,38.33,33,31.67

52,12:45-13:00,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,78.01,53.39,26.97,9.35,70.46,3.97,11.82,15.32,41.07,10.71,20.85,6.04,26.97,41.07,15.31,19.33,11.91,8.98,53.15,6.09,38.66,11.92,29.77,15.31,50.72,40.02,90,33,30,0,0,86,33,191.67,95,30,0,80,40,67,39,38.33,33,33

53,13:00-13:15,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,231.94,52.19,53.39,26.97,9.35,70.46,3.97,11.71,15.32,41.07,10.71,20.85,6.04,26.97,41.07,15.16,19.33,11.91,8.98,81.18,6.37,38.66,11.92,29.77,15.16,50.72,40.02,100.01,33,33.33,0,0,86,33,216.67,100,33.33,0,89,44,69,39,43.33,33,33.67

54,13:15-13:30,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,231.94,52.19,53.39,26.97,9.35,70.46,3.97,11.63,15.32,41.07,10.71,20.85,6.04,26.97,41.07,15.06,19.33,11.91,8.98,100.68,6.37,38.66,11.92,29.77,15.06,50.72,40.02,100.01,33,33.33,0,0,86,33,216.67,100,33.33,0,89,44,69,39,43.33,33,35

55,13:30-13:45,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,52.19,53.39,26.97,9.66,70.46,3.97,11.59,15.32,41.07,10.71,20.85,0,26.97,41.07,15.01,19.33,11.91,8.98,100.68,6.37,38.66,11.92,29.77,15.01,60.47,43.02,100.01,33,33.33,0,0,83,33,216.67,100,33.33,0,73,37,60,39,43.33,33,34.33

56,13:45-14:00,14.61,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,273.25,80.06,53.39,26.97,9.66,70.46,3.97,11.59,15.32,41.07,10.71,20.85,0,26.97,41.07,15.01,19.33,11.91,8.98,100.68,6.37,58.63,11.92,29.77,15.01,60.47,43.02,100.01,33,33.33,0,0,83,33,216.67,100,33.33,0,73,37,60,38,43.33,33,35

57,14:00-14:15,14.8,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,231.94,86.03,53.39,26.97,9.97,70.46,4.18,11.45,15.32,41.07,10.71,20.85,0,26.97,41.07,14.81,19.33,11.91,8.98,100.68,6.56,56.65,11.92,29.77,14.81,46.29,43.02,100.01,33,33.33,0,0,70,33,198.97,100,33.33,0,47,23,42,34,39.8,33,36.67

58,14:15-14:30,14.8,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,193.28,84.19,53.39,26.97,9.97,70.46,4.18,11.34,15.32,41.07,10.71,20.85,0,26.97,41.07,14.66,19.33,11.91,8.98,100.68,6.56,56.65,11.92,30.28,14.66,29.26,43.02,100.01,33,33.33,0,0,67,33,191.46,93.33,33.33,0,43,22,42,33,38.29,33,36.67

59,14:30-14:45,14.8,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,150.28,84.19,53.39,26.97,10.13,70.46,4.18,11.25,15.32,41.07,10.71,20.85,0,26.97,41.07,14.55,19.33,11.91,8.98,100.68,6.56,56.65,11.92,30.28,14.55,29.26,43.02,100.01,33,33.33,0,0,67,33,173.11,80,33.33,0,17,8,15,31,34.62,33,33.33

60,14:45-15:00,14.8,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,150.28,84.19,53.39,26.97,10.13,70.46,4.18,11.2,15.32,41.07,10.71,20.85,0,26.97,41.07,14.5,19.33,11.91,8.98,100.68,6.56,56.65,11.92,30.28,14.5,44.59,43.02,100.01,33,33.33,0,0,63,33,172.97,76.67,33.33,0,17,8,15,30,34.6,33,34

61,15:00-15:15,15.08,20.54,164.29,-79.19,20.54,15.05,41.07,20.54,193.28,130.75,53.39,26.97,10.52,70.46,4.18,10.9,15.32,41.07,10.71,20.85,0,26.97,41.07,14.1,19.33,11.91,8.98,100.68,6.84,87.17,11.92,30.28,14.1,44.9,43.02,100.01,33,33.33,0,0,40,33,142.5,60,33.33,0,13,7,12,25,28.5,33,35

