Block,Time,BRBCL,CHAMERA3,DADRT2,FSTPP I & II,JHAJJAR,KHSTPP-II,PARBATI2,SIMHST2,TALST2,URI,BSIUL,CHAMERA2,DHAULIGNGA,MAPS,NJPC,NNTPP,RAMPUR,SIMHST1,UNCHAHAR2,UNCHAHAR4,KGSU3AND4,KKNP,NAPP,RSTPSU7,SEWA2,SINGRAULI_HYDRO,VALLURNTECL,ANTA_RF,AURY_CRF,AURY_LF,DULHASTI,KGSU1AND2,KHSTPP-I,KISHANGANGA,NLCIIST2,NTPL,RAPPB,RIHAND1,RIHAND3,TANDA2,NLCEXP,RAPPC,RIHAND2,SASAN,TALA,DADRI_CRF,DADRI_LF,DADRI_RF,KKNPPU2,KOTESHWR,KUDGI,SALAL,TANAKPUR,UNCHAHAR1,ANTA_LF,DADRI_GF,NLCIIST1,NLCTS2EXP,TEHRI,TelanganaSTPP,UNCHAHAR3,URI2,ANTA_CRF,CHAMERA1,KOLDAM,PARBATI3,RSTPSU1TO6,SINGRAULI,ANTA_GF,AURY_GF,AURY_RF
23,05:30-05:45,20,0,688.87,11.7,475.14,148.3,0,0,0,5.52,6.52,32.49,10.93,0,55.26,0,2.18,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.44,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,0,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

24,05:45-06:00,20,0,688.87,11.7,489.39,148.3,0,0,0,13.25,6.52,32.49,10.93,0,55.26,0,2.18,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.44,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,0,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

25,06:00-06:15,20,0,688.87,11.7,375.64,148.3,0,0,0,48.57,6.52,32.49,10.93,0,55.26,0,2.18,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.44,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,6.27,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

26,06:15-06:30,20,0,688.87,11.7,389.89,148.3,0,0,0,48.57,6.52,32.49,10.93,0,55.26,0,2.18,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.44,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,6.27,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

27,06:30-06:45,20,0,688.87,11.7,399.39,148.3,0,0,0,48.57,6.52,32.49,10.93,0,24.61,0,0.97,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,6.27,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

28,06:45-07:00,20,0,688.87,11.7,541.66,148.3,0,0,0,48.57,6.52,32.49,10.93,0,24.61,0,0.97,0,19.67,1.88,0,0,51.86,0,18.88,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,67.58,124.53,348.98,0,0,17.76,74.38,0,10.41,0,26.73,6.27,21.33,0,0,0,0,25.32,0,27.17,37.71,0,0,0,16.86,0,150.25,0,0,85.35

29,07:00-07:15,20,0,688.87,11.7,475.14,148.3,0,0,0,48.57,6.52,32.49,10.93,0,24.61,0,0.97,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,0.51,21.63,0,0,0,0,25.32,0,27.67,37.71,0,0,0,16.86,0,150.25,0,0,85.35

30,07:15-07:30,20,0,688.87,11.7,489.39,148.3,0,0,0,48.57,6.52,32.49,10.93,0,24.61,0,0.97,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,0,21.63,0,0,0,0,25.32,0,27.67,37.71,0,0,0,16.86,0,150.25,0,0,85.35

31,07:30-07:45,20,0,688.87,11.7,503.65,148.3,0,0,0,48.57,6.52,48.74,10.93,0,24.61,0,0.97,0,0,3.18,0,0,51.86,0,18.88,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,25.32,0,0,37.71,0,0,0,4.29,0,150.25,0,0,85.35

32,07:45-08:00,20,0,688.87,11.7,504.57,148.3,0,0,0,48.57,6.52,48.74,10.93,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,53.18,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,12.66,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

33,08:00-08:15,20,0,688.87,11.7,509.33,148.3,0,0,0,48.57,13.04,48.74,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.92,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

34,08:15-08:30,20,0,688.87,11.7,473.56,148.3,0,0,0,48.57,13.04,48.74,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.92,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

35,08:30-08:45,20,0,688.87,11.7,487.82,148.3,0,0,0,48.57,13.04,48.74,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.92,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

36,08:45-09:00,20,0,688.87,11.7,502.08,148.3,0,0,0,48.57,13.04,32.49,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.92,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

37,09:00-09:15,20,0,688.87,11.7,506.82,148.3,0,0,0,48.57,13.04,32.49,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.66,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,39.63,0,0,0,0,0,150.25,0,0,85.35

38,09:15-09:30,20,0,688.87,11.7,521.08,148.3,0,0,0,48.57,13.04,32.49,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.66,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,26.73,1.79,21.63,0,0,0,0,0,0,0,39.63,0,0,0,0,0,150.25,0,0,85.35

39,09:30-09:45,20,0,688.87,11.7,472,148.3,0,0,0,48.57,13.04,32.49,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.66,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,39.63,0,0,0,0,0,150.25,0,0,85.35

40,09:45-10:00,20,0,688.87,11.7,486.26,148.3,0,0,0,48.57,13.04,32.49,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.66,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,0.59,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,39.63,0,0,0,0,0,150.25,0,0,85.35

41,10:00-10:15,20,0,688.87,11.7,505.26,148.3,0,0,0,49.68,13.04,1.65,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.14,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

42,10:15-10:30,20,0,688.87,11.7,523.84,148.3,0,0,0,49.68,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.14,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

43,10:30-10:45,20,0,688.87,11.7,523.84,148.3,0,0,0,49.68,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.14,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

44,10:45-11:00,20,0,688.87,11.7,523.84,148.3,0,0,0,49.68,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,52.14,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

45,11:00-11:15,20,0,688.87,11.7,523.84,148.3,0,0,0,49.68,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.61,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,2.56,21.63,0,0,0,0,0,0,3.62,37.71,0,0,0,0,0,150.25,0,0,85.35

46,11:15-11:30,20,0,688.87,11.7,523.84,148.3,0,0,0,49.68,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.61,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,4.4,0,13.36,2.56,21.63,0,0,0,0,0,0,7.24,37.71,0,0,0,0,0,150.25,0,0,85.35

47,11:30-11:45,20,0,688.87,11.7,523.84,148.3,0,0,0,47.47,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.61,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,13.36,2.56,21.63,0,0,0,0,0,0,10.86,37.71,0,0,0,0,0,150.25,0,0,85.35

48,11:45-12:00,20,0,688.87,11.7,523.84,148.3,0,0,0,47.47,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.61,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,17.44,2.56,21.63,0,0,0,0,0,0,10.86,37.71,0,0,0,0,0,150.25,0,0,85.35

49,12:00-12:15,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.61,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,65.07,2.56,21.63,0,0,0,0,0,0,14.48,37.71,0,0,0,0,0,150.25,0,0,85.35

50,12:15-12:30,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,13.04,0,0,0,0,0,0,0,0,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,17.44,2.56,21.63,0,0,0,0,0,0,14.48,28.88,0,0,0,0,0,150.25,0,0,85.35

51,12:30-12:45,20,0,688.87,11.7,523.84,148.3,0,0,0,40.85,6.52,0,0,0,0,0,0,0,3.56,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,79.38,1.79,21.63,0,0,0,0,0,0,18.1,28.88,0,0,0,0,0,150.25,0,0,85.35

52,12:45-13:00,20,0,688.87,11.7,523.84,148.3,0,0,0,40.85,6.52,0,0,0,0,0,0,0,5.94,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,79.38,1.79,21.63,0,0,0,0,0,0,18.1,28.88,0,0,0,0,0,150.25,0,0,85.35

53,13:00-13:15,20,0,688.87,11.7,523.84,148.3,0,0,0,40.85,6.52,0,0,0,0,0,0,0,5.94,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,15.11,1.79,21.63,0,0,0,0,0,0,21.72,28.88,0,0,0,0,0,150.25,0,0,85.35

54,13:15-13:30,20,0,688.87,11.7,523.84,148.3,0,0,0,40.85,6.52,0,0,0,0,0,0,0,8.91,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,0,0,13.36,1.79,21.63,0,0,0,0,0,0,21.72,37.71,0,0,0,0,0,150.25,0,0,85.35

55,13:30-13:45,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,0,0,0,0,8.91,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

56,13:45-14:00,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,0,0,0,0,11.87,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,67.58,124.53,348.98,2.35,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

57,14:00-14:15,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,0,0,0,0,11.87,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

58,14:15-14:30,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,0,0,0,0,14.84,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

59,14:30-14:45,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,0,0,0,0,14.84,3.18,0,0,51.86,0,0,0.98,0,51.09,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

