Block,Time,KOLDAM,RIHAND1,KOTESHWR,UNCHAHAR1,SINGRAULI,AURY_LF,UNCHAHAR4,BSIUL,DADRI_LF,KISHANGANGA,DULHASTI,URI2,TEHRI,RAPPB,ANTA_LF,AURY_GF,RAPPC,SINGRAULI_HYDRO,ANTA_GF,RIHAND3,PARBATI3,SEWA2,DADRT2,DHAULIGNGA,UNCHAHAR3,DADRI_RF,NAPP,TANDA2,CHAMERA2,RIHAND2,NJPC,URI,SALAL,AURY_CRF,TANAKPUR,CHAMERA1,JHAJJAR,RAMPUR,ANTA_CRF,AURY_RF,CHAMERA3,DADRI_CRF,ANTA_RF,UNCHAHAR2,DADRI_GF,KGSU1AND2,SOLAPUR,KHARGONE-I,NLCIIST2,KAPS,SASAN,KKNP,VSTPS II,SIPAT I,MOUDA_II,TALST2,BRBCL,MOUDA,TAPS-II,SIPAT II,NLCIIST1,RSTPSU1TO6,KSTPS7,GANDHAR-RLNG,VALLURNTECL,NLCTS2EXP,KAWAS-NAPM,NLCEXP,VSTPS V,SIMHST2,GADARWARA-I,VSTPS IV,KAWAS-RLNG,KGSU3AND4,VSTPS I,KAWAS-zLIQ,NTPL,GANDHAR-ComGas,NNTPP,LARA-I,KSTPS I&II,KAWAS-ComGas,KAWAS-APM,RSTPSU7,KHSTPP-II,FSTPP I & II,KUDGI,GANDHAR-NAPM,GANDHAR-APM,MAPS,TALA,KHSTPP-I,VSTPS III,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,1.656776,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,6.691394,16.552025,181.661975,28.659700,7.983079,0.000000,42.311605,0.000000,27.943212,116.284815,72.994226,48.398532,80.610264,0.000000,1.110819,27.073117,118.671597,1.409439,0.000000,0.000000,20.347692,0.000000,0.000000,24.426652,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,14.452466,1.867362,1.321053,1.801965,0.81,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,123.071468,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

28,06:45-07:00,0.828388,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,3.345696,16.552025,181.661975,28.659700,7.983079,0.000000,42.311605,0.000000,27.943212,116.284815,69.048593,48.398532,47.022654,0.000000,1.110819,27.073117,118.671597,1.334541,0.000000,0.000000,20.347692,0.000000,0.000000,24.426652,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,14.452466,1.867362,1.321053,1.801965,0.81,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,123.071468,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

29,07:00-07:15,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.815341,19.106467,7.983079,0.000000,42.311605,0.000000,27.943212,116.284815,59.184508,48.398532,35.826784,0.000000,0.493697,27.073117,118.671597,1.143891,0.000000,0.000000,20.347692,0.000000,0.000000,24.426652,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

30,07:15-07:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.815341,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,48.728579,48.398532,35.826784,0.000000,0.493697,27.073117,118.315102,0.939625,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,7.329923,0.00,0.000000,0.000000,0.24,0.000000,15.261069,1.888156,0,0,0,0,0

31,07:30-07:45,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.744968,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,24.364288,48.398532,35.826784,0.000000,0.493697,27.073117,118.315102,0.469813,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,7.329923,0.00,0.000000,0.000000,0.24,0.000000,15.261069,1.888156,0,0,0,0,0

32,07:45:08:00,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.722489,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,7.329923,0.00,0.000000,0.000000,0.24,0.000000,12.375338,1.888156,0,0,0,0,0

33,08:00-08:15,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.744968,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,47.022654,0.000000,5.677520,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,2.890500,0.00,0.000000,0.000000,0.24,0.000000,8.685332,1.888156,0,0,0,0,0

34,08:15-08:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.722489,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,47.022654,0.000000,5.677520,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.53,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,2.890500,0.00,0.000000,0.000000,0.24,0.000000,8.671500,1.888156,0,0,0,0,0

35,08:30-08:45,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.744968,9.553233,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,47.022654,0.000000,5.677520,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,2.890500,0.00,0.000000,0.000000,0.24,0.000000,8.671500,1.888156,0,0,0,0,0

36,08:45:09:00,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.722489,0.000000,7.877094,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,51.057792,47.022654,0.000000,5.677520,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,65.007441,2.890500,0.00,0.000000,0.000000,0.24,0.000000,8.671500,1.888156,0,0,0,0,0

37,09:00:09:15,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.737100,0.000000,7.877094,0.000000,42.311605,0.047243,27.943212,116.284815,0.000000,51.057792,58.218524,0.000000,0.493697,27.073117,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,94.162084,4.669685,0.00,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

38,09:15-09:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.737100,0.000000,7.877094,0.000000,42.311605,0.141731,27.943212,116.284815,0.000000,48.398532,58.218524,0.000000,0.493697,13.472620,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

39,09:30-09:45,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.903249,0.000000,7.877094,0.000000,42.311605,0.283462,27.943212,116.284815,0.000000,48.398532,58.218524,0.000000,0.493697,2.283495,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,11.941234,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.80,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,75.402643,12.692186,0.00,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

40,09:45-10:00,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,17.253293,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.903249,0.000000,7.877094,0.000000,42.311605,0.283462,27.943212,116.284815,0.000000,48.398532,58.218524,0.000000,0.493697,0.000000,118.315102,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,24.252957,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.83,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,75.402643,12.692186,0.00,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

41,10:00-10:15,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,17.253293,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.907857,0.000000,7.877094,0.000000,42.311605,0.330705,27.943212,116.284815,0.000000,48.398532,80.610264,0.000000,0.493697,0.000000,118.315102,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,24.253222,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.83,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,92.841993,12.692186,8.99,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

42,10:15-10:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,17.253293,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.906935,0.000000,7.877094,0.000000,42.311605,0.425194,13.900684,116.284815,0.000000,48.398532,80.610264,0.000000,0.493697,0.000000,118.315102,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,24.253222,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,92.841993,12.692186,8.99,0.000000,0.000000,0.24,0.000000,17.031404,1.888156,0,0,0,0,0

43,10:30-10:45,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,17.253293,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.975024,0.000000,7.877094,0.000000,42.311605,0.472438,13.900684,116.284815,0.000000,48.398532,80.610264,0.000000,0.863970,0.000000,154.446352,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,24.253222,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,12.692186,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

44,10:45-11:00,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,17.253293,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.974081,0.000000,7.877094,0.000000,42.311605,0.472438,13.900684,116.284815,0.000000,48.398532,80.610264,0.000000,0.863970,0.000000,160.728372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,12.692186,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

45,11:00-11:15,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,17.253293,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.975024,0.000000,7.877094,0.000000,42.311605,0.519681,0.000000,116.284815,0.000000,48.398532,80.610264,0.000000,0.987395,0.000000,160.728372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,12.692186,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

46,11:15-11:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,17.253293,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.974081,0.000000,7.877094,0.000000,42.311605,0.566924,0.000000,116.284815,0.000000,48.398532,80.610264,0.000000,0.987395,0.000000,160.728372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,8.252763,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

47,11:30-11:45,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.975024,0.000000,7.877094,0.000000,42.311605,0.718105,0.000000,116.284815,0.000000,48.398532,58.218524,0.000000,0.987395,0.000000,184.815872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,91.928081,8.252763,8.99,0.000000,0.000000,0.24,0.000000,22.301749,1.888156,0,0,0,0,0

48,11:45-12:00,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.974081,0.000000,7.877094,0.000000,42.311605,0.812592,0.000000,116.284815,0.000000,48.398532,58.218524,0.000000,0.987395,0.000000,184.815872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.66,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.287199,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,79.799816,8.252763,8.99,0.000000,0.000000,0.24,0.000000,21.502164,1.888156,0,0,0,0,0

49,12:00-12:15,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.975024,0.000000,7.877094,0.000000,42.311605,0.944875,0.000000,116.284815,0.000000,48.930384,58.218524,0.000000,0.987395,0.000000,184.815872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,8.252763,8.99,0.000000,0.000000,0.24,0.000000,17.596609,1.888156,0,0,0,0,0

50,12:15-12:30,0.000000,90.877303,8.394844,6.845764,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.974081,0.000000,7.877094,0.000000,42.311605,1.058259,0.000000,116.284815,0.000000,48.930384,58.218524,0.000000,0.987395,0.000000,184.815872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,8.252763,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

51,12:30-12:45,0.000000,90.877303,8.394844,6.778319,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.788238,10.415558,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.974081,0.000000,7.809649,0.000000,42.311605,1.175518,0.000000,116.284815,0.000000,48.930384,70.533981,0.000000,0.987395,0.000000,161.450997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.42,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.88,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.76,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,8.054860,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

52,12:45-13:00,0.000000,90.877303,8.394844,6.778319,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.788238,20.831117,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.973138,0.000000,7.809649,0.000000,42.311605,1.175518,0.000000,116.284815,0.000000,51.057792,70.533981,0.000000,0.987395,0.000000,142.180997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.619352,0.000000,1.92,1.706584,1.706583,0.41,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.82,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.76,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.725764,0.000000,0.000000,1.87,76.096363,8.054860,8.99,0.000000,0.000000,0.24,0.000000,17.041039,1.888156,0,0,0,0,0

53,13:00-13:15,0.000000,90.877303,8.394844,5.677787,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.788238,20.831117,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.601812,0.000000,5.950094,0.000000,42.311605,1.175518,0.000000,116.284815,0.000000,51.057792,70.533981,0.000000,0.987395,0.000000,118.334372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.307364,0.000000,1.92,1.706584,1.706583,0.41,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.82,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.76,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.754262,0.000000,0.000000,1.87,76.096363,2.890500,8.99,0.000000,0.000000,0.24,0.000000,8.681135,1.888156,0,0,0,0,0

54,13:15-13:30,0.000000,90.877303,8.394844,5.677787,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,0.000000,33.788238,30.225541,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.600733,0.000000,5.950094,0.000000,42.311605,1.175518,0.000000,116.284815,0.000000,48.930384,70.533981,0.000000,0.987395,0.000000,118.334372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.307364,0.000000,1.92,1.706584,1.706583,0.41,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,2.92,14.452466,1.867362,1.321053,1.801965,0.82,7.60,1.292867,0.000000,2.29,0.84,0.000000,1.76,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.266406,0.000000,1.82,0.000000,0.18,4.102703,2.755073,0.000000,0.000000,1.87,76.096363,2.890500,8.99,0.000000,0.000000,0.24,0.000000,8.681135,1.888156,0,0,0,0,0

