Time,Block,NR/2023/17064/A,NR/2023/16187/A,NR/2023/17901/A/1065,NR/2023/17905/A/1081,NR/2023/18029/C,NR/2023/18028/C,WR/2023/18560/A,WR/2023/20254/A/1114,WR/2023/18560/A/II,NR/2023/18031/C,WR/2023/20256/A/1115,Total
55,13:30-13:45,100.000000,0.000000,0.960000,1.930000,2.850000,5.21,0.000000,0.000000,100.000000,24.1,0.000000,235.05

56,13:45-14:00,100.000000,0.000000,0.960000,1.930000,2.850000,4.92,0.000000,0.000000,100.000000,24.1,0.000000,234.76

57,14:00-14:15,100.000000,0.000000,0.960000,1.930000,2.850000,4.63,0.000000,0.000000,100.000000,24.1,0.000000,234.47

58,14:15-14:30,100.000000,0.000000,0.960000,1.930000,2.850000,4.43,0.000000,0.000000,100.000000,24.1,0.000000,234.27

59,14:30-14:45,100.000000,0.000000,0.960000,1.930000,2.850000,4.15,0.000000,0.000000,100.000000,24.1,0.000000,233.99

60,14:45-15:00,100.000000,0.000000,0.960000,1.930000,2.850000,3.86,0.000000,0.000000,100.000000,24.1,0.000000,233.7

61,15:00-15:15,100.000000,0.000000,0.960000,1.930000,2.850000,3.75,0.000000,0.000000,100.000000,24.1,0.000000,233.59

62,15:15-15:30,100.000000,0.000000,0.960000,1.930000,2.850000,3.36,0.000000,0.000000,100.000000,24.1,0.000000,233.2

63,15:30-15:45,100.000000,0.000000,0.960000,1.930000,2.850000,2.86,0.000000,0.000000,100.000000,24.1,0.000000,232.7

64,15:45-16:00,100.000000,0.000000,0.960000,1.930000,2.850000,2.4,0.000000,0.000000,100.000000,24.1,0.000000,232.24

65,16:00-16:15,100.000000,0.000000,0.630000,1.930000,2.940000,1.95,0.000000,0.000000,100.000000,24.1,0.000000,231.55

66,16:15-16:30,100.000000,0.000000,0.630000,1.930000,2.940000,1.51,0.000000,0.000000,100.000000,24.1,0.000000,231.11

67,16:30-16:45,100.000000,0.000000,0.630000,1.930000,2.940000,1.13,0.000000,0.000000,100.000000,17.74,0.000000,224.37

68,16:45-17:00,100.000000,0.000000,0.630000,1.930000,2.940000,0.79,0.000000,0.000000,100.000000,11.76,0.000000,218.05

69,17:00-17:15,100.000000,0.000000,0.580000,1.930000,2.940000,0.51,0.000000,0.000000,100.000000,0,0.000000,205.96

70,17:15-17:30,100.000000,0.000000,0.580000,1.930000,2.940000,0.27,0.000000,0.000000,100.000000,0,0.000000,205.72

71,17:30-17:45,100.000000,0.000000,0.580000,1.930000,2.940000,0,0.000000,0.000000,100.000000,0,0.000000,205.45

72,17:45-18:00,100.000000,0.000000,0.580000,1.930000,2.940000,0,0.000000,0.000000,100.000000,0,0.000000,205.45

73,18:00-18:15,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

74,18:15-18:30,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

75,18:30-18:45,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

76,18:45-19:00,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

77,19:00-19:15,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

78,19:15-19:30,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

79,19:30-19:45,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

80,19:45-20:00,100.000000,0.000000,0.630000,1.930000,2.940000,0,100.000000,55.000000,0.000000,0,25.000000,285.5

81,20:00-20:15,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

82,20:15-20:30,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

83,20:30-20:45,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

84,20:45-21:00,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

85,21:00-21:15,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

86,21:15-21:30,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

87,21:30-21:45,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

88,21:45-22:00,0.000000,0.000000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,25.000000,185.36

89,22:00-22:15,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,0.000000,237.24

90,22:15-22:30,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,0.000000,237.24

91,22:30-22:45,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,0.000000,237.24

92,22:45-23:00,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,55.000000,0.000000,0,0.000000,237.24

93,23:00-23:15,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,0.000000,0.000000,0,0.000000,182.24

94,23:15-23:30,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,0.000000,0.000000,0,0.000000,182.24

95,23:30-23:45,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,0.000000,0.000000,0,0.000000,182.24

96,23:45-24:00,0.000000,76.880000,0.580000,1.930000,2.850000,0,100.000000,0.000000,0.000000,0,0.000000,182.24

