Block,Time,BRBCL,NAPP,NJPC,RSTPSU7,SINGRAULI,TALA,URI2,ANTA_LF,DADRT2,DULHASTI,JHAJJAR,KUDGI,PARBATI3,SINGRAULI_HYDRO,VALLURNTECL,AURY_RF,KGSU1AND2,KGSU3AND4,KKNPPU2,KOTESHWR,RAMPUR,RAPPB,RIHAND2,SIMHST2,TALST2,TANDA2,DADRI_GF,KHSTPP-II,NLCIIST1,RIHAND1,SASAN,UNCHAHAR3,ANTA_GF,CHAMERA1,CHAMERA3,KHSTPP-I,KKNP,SALAL,SIMHST1,UNCHAHAR1,UNCHAHAR4,AURY_CRF,DADRI_CRF,DADRI_RF,CHAMERA2,KOLDAM,NLCTS2EXP,TANAKPUR,TEHRI,UNCHAHAR2,BSIUL,DHAULIGNGA,KISHANGANGA,NLCEXP,NNTPP,RAPPC,RIHAND3,SEWA2,TelanganaSTPP,ANTA_RF,FSTPP I & II,MAPS,NLCIIST2,NTPL,RSTPSU1TO6,URI,ANTA_CRF,AURY_GF,AURY_LF,DADRI_LF
6,01:15-01:30,20.01,45.1,167.1,0,93.48,9.87,20.68,0,686.07,53.79,413.01,0,17.56,0.45,0,60.28,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.45,0,42.15,32.08,44.31,0,83.67,0,20.66,0.02,0,0,79.73,44.22,5.35,0,10.89,53.16,42.41,13.04,40.4,2.88,0,0,60.53,127.6,11.58,0,19.99,14.3,0,0,0,0,27.6,0,0,0,0

7,01:30-01:45,20.01,45.1,167.1,0,93.48,10.12,36.05,0,686.07,36.8,413.01,0,17.56,0.45,0,60.28,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.45,0,42.15,32.08,44.31,0,83.67,0,20.66,0.02,0,0,79.73,44.22,5.35,0,10.89,53.16,42.41,13.04,40.4,2.88,0,0,60.53,127.6,11.58,0,19.99,14.3,0,0,0,0,46.37,0,0,0,0

8,01:45-02:00,20.01,45.1,167.1,0,93.48,9.64,36.05,0,686.07,36.8,413.01,0,17.56,0.45,0,60.28,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,83.67,0,20.58,0,0,0,79.73,44.22,5.35,0,10.89,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,11.58,0,19.99,14.3,0,0,0,0,46.37,0,0,0,0

9,02:00-02:15,20.01,45.1,167.1,0,93.48,9.64,36.05,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,83.67,0,20.56,0,0,0,79.73,44.22,5.35,0,10.89,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,5.79,0,19.99,14.3,0,0,0,0,27.6,0,0,0,0

10,02:15-02:30,20.01,45.1,167.1,0,93.48,9.64,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,83.67,0,20.56,0,0,0,79.73,44.22,5.35,0,10.89,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,5.79,0,19.99,14.3,0,0,0,0,27.6,0,0,0,0

11,02:30-02:45,20.01,45.1,167.1,0,93.48,9.64,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,83.67,0,20.56,0,0,0,79.73,44.22,5.35,0,10.89,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,5.79,0,31.81,14.3,0,0,0,0,34.23,0,0,0,0

12,02:45-03:00,20.01,45.1,167.1,0,93.48,9.64,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,83.67,0,20.56,0,0,0,79.73,44.22,5.35,0,10.89,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,5.79,0,31.81,14.3,0,0,0,0,34.23,0,0,0,0

13,03:00-03:15,20.01,45.1,167.1,0,93.48,10.09,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,9.74,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,5.79,0,31.81,14.3,0,0,0,0,39.75,0,0,0,0

14,03:15-03:30,20.01,45.1,167.1,0,93.48,10.09,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,9.74,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,5.79,0,31.58,14.3,0,0,0,0,39.75,0,0,0,0

15,03:30-03:45,20.01,45.1,167.1,0,93.48,10.09,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,9.74,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,0,0,31.58,14.3,0,0,0,0,39.75,0,0,0,0

16,03:45-04:00,20.01,45.1,167.1,0,93.48,9.9,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,28.98,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,9.74,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,0,0,31.58,14.3,0,0,0,0,39.75,0,0,0,0

17,04:00-04:15,20.01,45.1,167.1,0,93.48,9.89,23.65,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,0,0,31.58,14.3,0,0,0,0,34.23,0,0,0,0

18,04:15-04:30,20.01,45.1,167.1,0,93.48,9.89,23.65,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,19.56,40.4,2.88,0,0,60.53,127.6,0,0,31.58,14.3,0,0,0,0,34.23,0,0,0,0

19,04:30-04:45,20.01,45.1,167.1,0,93.48,9.82,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,60.89,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

20,04:45-05:00,20.01,45.1,167.1,0,93.48,9.67,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

21,05:00-05:15,20.01,45.1,167.1,0,93.48,9.38,36.05,0,686.07,36.8,413.81,0,15.46,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

22,05:15-05:30,20.01,45.1,167.1,0,93.48,9.13,36.05,0,686.07,36.8,413.81,0,15.46,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

23,05:30-05:45,20.01,45.1,167.1,0,93.48,8.81,36.05,0,686.07,36.8,413.81,0,8.43,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.84,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

24,05:45-06:00,20.01,45.1,167.1,0,93.48,8.57,20.68,0,686.07,36.8,413.81,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,79.73,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,48.13,14.3,0,0,0,0,34.23,0,0,0,0

25,06:00-06:15,20.01,45.1,167.1,0,93.48,8.52,20.68,0,686.07,36.8,413.81,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

26,06:15-06:30,20.01,45.1,167.1,0,93.48,8.32,20.68,0,686.07,36.8,413.01,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

27,06:30-06:45,20.01,45.1,167.1,0,93.48,8.34,20.68,0,686.07,36.8,413.01,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

28,06:45-07:00,20.01,45.1,167.1,0,93.48,8.51,20.68,0,686.07,36.8,413.81,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,26.4,0,42.15,32.08,44.31,0,79.01,0,20.56,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

29,07:00-07:15,20.01,45.1,167.1,0,93.48,8.59,20.68,0,686.07,36.8,413.81,0,36.54,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

30,07:15-07:30,20.01,45.1,167.1,0,93.48,8.64,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,0.19,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,79.01,0,20.96,0,0,0,76.88,44.22,5.35,0,11.78,53.16,42.4,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,34.23,0,0,0,0

31,07:30-07:45,20.01,45.1,167.1,0,93.48,9.35,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,36.43,0,0,0,0

32,07:45-08:00,20.01,45.1,167.1,0,93.48,9.47,20.68,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,47.31,14.3,0,0,0,0,36.43,0,0,0,0

33,08:00-08:15,20.01,45.1,167.1,0,93.48,10.44,23.65,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,36.43,0,0,0,0

34,08:15-08:30,20.01,45.1,167.1,0,93.48,10.44,23.65,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,36.43,0,0,0,0

35,08:30-08:45,20.01,45.1,167.1,0,93.48,10.73,36.05,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,46.37,0,0,0,0

36,08:45-09:00,20.01,45.1,167.1,0,93.48,10.73,36.05,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,46.37,0,0,0,0

37,09:00-09:15,20.01,45.1,167.1,0,93.48,10.73,36.05,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,53.16,43.71,6.52,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,34.23,0,0,0,0

38,09:15-09:30,20.01,45.1,167.1,0,93.48,10.73,21.43,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,35.44,43.71,6.52,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,34.23,0,0,0,0

39,09:30-09:45,20.01,45.1,167.1,0,93.48,10.73,21.43,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,35.44,43.71,6.52,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,34.23,0,0,0,0

40,09:45-10:00,20.01,45.1,167.1,0,93.48,10.73,21.43,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,35.44,43.71,6.52,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,34.23,0,0,0,0

41,10:00-10:15,20.01,45.1,167.1,0,93.48,11.2,21.43,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.72,14.3,0,0,0,0,34.23,0,0,0,0

42,10:15-10:30,20.01,45.1,167.1,0,93.48,11.2,21.43,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.13,14.3,0,0,0,0,34.23,0,0,0,0

43,10:30-10:45,20.01,45.1,167.1,0,93.48,9.53,36.05,0,686.07,36.8,413.81,0,17.56,0.45,0,60.28,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.13,14.3,0,0,0,0,34.23,0,0,0,0

44,10:45-11:00,20.01,45.1,167.1,0,93.48,9.53,36.05,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.13,14.3,0,0,0,0,34.23,0,0,0,0

45,11:00-11:15,20.01,45.1,167.1,0,93.48,9.53,36.05,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.13,14.3,0,0,0,0,46.37,0,0,0,0

46,11:15-11:30,20.01,45.1,167.1,0,93.48,9.53,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,0,0,46.13,14.3,0,0,0,0,46.37,0,0,0,0

47,11:30-11:45,20.01,45.1,167.1,0,93.48,12.02,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,5.71,0,46.13,14.3,0,0,0,0,34.23,0,0,0,0

48,11:45-12:00,20.01,45.1,167.1,0,93.48,12.02,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,11.43,0,46.13,14.3,0,0,0,0,34.23,0,0,0,0

49,12:00-12:15,20.01,45.1,167.1,0,93.48,12.02,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

50,12:15-12:30,20.01,45.1,167.1,0,93.48,12.02,22.16,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

51,12:30-12:45,20.01,45.1,167.1,0,93.48,14.68,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

52,12:45-13:00,20.01,45.1,167.1,0,93.48,14.68,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

53,13:00-13:15,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,46.37,0,0,0,0

54,13:15-13:30,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,46.37,0,0,0,0

55,13:30-13:45,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

56,13:45-14:00,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,17.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

