Block,Time,L_NR_2019_06,L_NR_2021_12,L_NR_2021_15,L_NR_2022_10,L_NR_2020_07,L_NR_2021_13,L_NR_2019_05,L_NR_2022_08,L_NR_2021_14,L_NR_2021_17,L_NR_2020_06,L_NR_2022_09,L_NR_2019_07,L_NR_2020_05,L_NR_2018_61,L_NR_2021_16,LT-05,LT-36,L_NR_2019_11,SH-06,LT_MEJA_Delhi,L_NR_2012_02,L_NR_2012_01,L_NR_2020_02,LT-31,LT-35,L_NR_2012_04,SH-07,L_NR_2012_07,L_NR_2019_19,LT-59
24,05:45-06:00,0,0,0,36.07,11.8,0,0,5.36,0,0.5,11.8,36.07,0,35.4,9.81,1,115.660000,0.000000,5.130000,25.370000,6.170000,90.730000,100.910000,5.190000,0.000000,0.000000,270.930000,25.370000,67.990000,4.680000,5.050000

25,06:00-06:15,15.69,2.08,0.66,36.74,12.11,0.42,13.7,5.67,0.03,1.61,12.12,36.74,1.45,36.35,9.79,3.22,115.660000,0.080000,5.130000,25.830000,6.170000,90.730000,100.910000,5.050000,0.080000,0.080000,270.930000,25.830000,67.990000,9.520000,4.880000

26,06:15-06:30,26.2,6.68,1.76,37.19,12.38,1.34,22.51,5.83,0.03,3.06,12.38,37.19,4.02,37.15,9.63,6.13,115.660000,0.320000,5.130000,25.830000,6.170000,90.730000,100.910000,5.050000,0.310000,0.310000,270.930000,25.830000,67.990000,14.550000,4.880000

27,06:30-06:45,33,12.68,3.08,37.01,10.63,2.54,33,4.84,1.24,4.94,10.64,37.01,11.64,31.91,9.55,9.87,115.660000,0.510000,5.130000,25.830000,6.170000,90.730000,100.910000,5.050000,0.500000,0.500000,270.930000,25.830000,67.990000,20.350000,4.880000

28,06:45-07:00,30.73,20.43,4.97,27.55,10.83,4.08,30.72,4.89,3.66,7.32,10.82,27.55,18,32.47,9.44,14.65,115.660000,1.070000,5.130000,25.830000,6.170000,90.730000,100.910000,5.050000,1.040000,1.040000,270.930000,25.830000,67.990000,27.500000,4.880000

29,07:00-07:15,26.48,30.62,7.37,27.37,10.75,6.12,26.49,4.89,7.16,10.32,10.74,27.37,26.48,32.22,9.06,20.65,115.660000,1.840000,4.980000,25.830000,6.170000,90.730000,100.910000,5.050000,1.790000,1.790000,270.930000,25.830000,67.990000,35.570000,4.880000

30,07:15-07:30,26.48,42.31,10.27,27.11,10.68,8.46,26.49,4.87,11.93,12.67,10.67,27.11,26.48,32.01,14.66,25.33,66.150000,2.810000,4.980000,24.920000,6.170000,90.730000,100.910000,5.050000,2.740000,2.740000,270.930000,24.920000,67.990000,44.430000,4.880000

31,07:30-07:45,26.48,55.78,13.37,26.85,10.68,11.15,26.49,4.82,17.83,17,10.67,26.85,26.48,32.01,14.07,34,66.150000,4.090000,4.980000,25.830000,6.170000,90.730000,72.010000,5.050000,3.990000,3.990000,270.930000,25.830000,36.610000,53.540000,4.880000

32,07:45:08:00,26.48,71.98,16.6,26.55,10.65,14.39,26.49,4.77,24.55,19.33,10.64,26.55,26.48,31.93,13.07,38.67,66.150000,5.350000,4.980000,25.830000,6.170000,90.730000,52.980000,5.050000,5.210000,5.210000,270.930000,25.830000,36.610000,62.050000,4.880000

33,08:00-08:15,32,93.18,21.93,26.2,10.63,18.63,32,3.36,31.99,22,10.62,26.2,32,31.88,12.47,44,66.150000,6.540000,4.980000,25.830000,6.170000,90.730000,52.980000,4.910000,6.390000,6.390000,270.930000,25.830000,36.610000,69.810000,4.880000

34,08:15-08:30,32,111.87,25.61,25.82,10.58,22.37,32,3.28,40.11,25.33,10.59,25.82,32,31.75,12.18,50.67,66.150000,7.760000,4.980000,25.830000,6.170000,90.730000,57.800000,4.910000,7.570000,7.570000,270.930000,25.830000,36.610000,77.950000,4.880000

35,08:30-08:45,32,130.02,29.02,25.39,10.46,26,32,3.17,46.04,31,10.45,25.39,32,31.35,12.2,62,66.150000,8.800000,4.980000,25.830000,6.170000,90.730000,62.610000,4.910000,8.590000,8.590000,270.930000,25.830000,36.610000,86.490000,4.880000

36,08:45:09:00,32,147.21,32.14,24.94,10.32,29.44,32,3.05,53.16,34.66,10.33,24.94,32,30.98,12.31,69.34,66.150000,10.070000,4.980000,25.830000,6.170000,90.730000,52.980000,4.910000,9.820000,9.820000,270.930000,25.830000,36.610000,95.130000,4.880000

37,09:00:09:15,32,165.78,34.78,24.72,10.26,33.16,32,6.88,58.92,37,10.26,24.72,32,30.77,12.45,74,66.150000,11.130000,4.980000,30.340000,6.170000,66.650000,52.980000,4.910000,10.860000,10.860000,270.930000,25.190000,36.610000,103.500000,4.880000

38,09:15-09:30,32,184.82,37.07,23.44,10.22,36.96,32,6.55,65.02,39.33,10.21,23.44,32,30.64,12.63,78.67,66.150000,11.900000,4.980000,30.340000,6.170000,62.940000,62.610000,4.910000,11.610000,11.610000,270.930000,25.190000,36.610000,110.800000,4.880000

39,09:30-09:45,32,201.53,38.71,24.05,10.1,40.3,32,6.22,70.44,41.66,10.11,24.05,32,30.33,12.83,83.34,66.150000,12.760000,4.980000,25.830000,6.170000,62.940000,62.610000,4.910000,12.450000,12.450000,270.930000,25.830000,36.610000,117.160000,4.880000

40,09:45-10:00,32,215.65,40.86,24.16,10.13,43.13,32,6.01,75.16,44.33,10.12,24.16,32,30.38,13.06,88.67,66.150000,13.610000,4.980000,25.830000,6.170000,62.940000,62.610000,4.910000,13.290000,13.290000,270.930000,25.830000,36.610000,123.220000,4.880000

41,10:00-10:15,32,229.58,42.67,24.51,10.13,45.91,32,5.84,79.71,46,10.12,24.51,32,30.38,13.35,92,66.150000,14.380000,4.900000,25.830000,6.170000,62.940000,91.510000,4.820000,14.030000,14.030000,270.930000,25.830000,49.040000,127.950000,4.820000

42,10:15-10:30,32,238.58,44.04,24.96,10.12,47.71,32,5.8,83.98,47.33,10.14,24.96,32,30.41,13.57,94.67,66.150000,15.040000,4.900000,25.830000,6.170000,62.940000,100.910000,4.820000,14.670000,14.670000,270.930000,25.830000,49.040000,130.990000,4.820000

43,10:30-10:45,32,243.31,45.04,25.42,10.12,48.66,32,5.69,86.89,49,10.14,25.42,32,30.41,7.32,98,66.150000,15.590000,4.900000,25.830000,6.170000,62.940000,100.910000,4.820000,15.210000,15.210000,270.930000,25.830000,49.040000,134.090000,4.820000

44,10:45-11:00,32,243.94,45.85,20.41,10.42,48.79,32,4.51,88.31,49.33,10.42,20.41,32,31.26,7.36,98.67,66.150000,16.080000,4.900000,25.830000,6.170000,62.940000,100.910000,4.820000,15.680000,15.680000,270.930000,25.830000,49.040000,137.380000,4.820000

45,11:00-11:15,32,245.08,46.69,20.51,9.29,49.02,32,4.51,89.33,49.33,9.29,20.51,32,27.88,7.38,98.67,66.150000,16.500000,4.900000,25.830000,6.170000,62.940000,100.910000,5.190000,16.090000,16.090000,270.930000,25.830000,49.040000,139.550000,4.820000

46,11:15-11:30,32,245.83,47.4,20.49,9.29,49.17,32,4.51,89.85,49.33,9.29,20.49,32,27.88,7.45,98.67,66.150000,16.840000,4.900000,25.830000,6.170000,62.940000,100.910000,5.190000,16.420000,16.420000,270.930000,25.830000,49.040000,139.710000,4.820000

47,11:30-11:45,32,245.83,47.99,20.85,9.3,49.17,32,4.51,89.92,49.66,9.3,20.85,32,27.91,7.65,99.34,66.150000,17.070000,4.900000,25.830000,6.060000,90.030000,100.910000,5.190000,16.650000,16.650000,270.930000,25.830000,67.290000,139.750000,4.820000

48,11:45-12:00,32,245.83,48.34,21.29,9.3,49.17,32,4.51,89.91,49.66,9.3,21.29,32,27.91,8.05,99.34,66.150000,17.430000,4.900000,25.830000,6.060000,90.030000,100.910000,5.190000,17.010000,17.010000,270.930000,25.830000,67.290000,138.410000,4.820000

49,12:00-12:15,32,245.83,48.43,21.75,9.58,49.17,32,4.51,89.89,49.33,9.59,21.75,32,28.76,8.07,98.67,66.150000,17.460000,4.900000,25.830000,6.680000,130.330000,100.910000,5.280000,17.030000,17.030000,270.930000,25.830000,86.890000,140.380000,4.960000

50,12:15-12:30,32,245.83,48.35,23.22,8.44,49.17,32,4.51,89.92,49.33,8.44,23.22,32,25.33,9.05,98.67,66.150000,17.490000,4.900000,25.830000,6.680000,130.330000,100.910000,5.280000,17.070000,17.070000,270.930000,25.830000,86.890000,133.110000,4.960000

51,12:30-12:45,32,245.83,48.98,24.51,8.42,49.17,32,4.51,89.9,49.66,8.42,24.51,32,25.26,8.13,99.34,66.150000,17.470000,4.900000,25.830000,6.680000,130.330000,100.910000,5.280000,17.040000,17.040000,270.930000,25.830000,86.890000,132.490000,4.960000

52,12:45-13:00,32,245.83,48.81,25.51,8.92,49.17,32,4.51,89.88,50,8.92,25.51,32,26.76,8.07,100,66.150000,17.520000,4.900000,25.830000,6.680000,130.330000,100.910000,5.280000,17.090000,17.090000,270.930000,25.830000,86.890000,132.480000,4.960000

53,13:00-13:15,32,245.83,48.4,26.51,9.44,49.17,32,4.51,89.78,50,9.44,26.51,32,28.33,8.05,100,66.150000,17.440000,5.060000,25.830000,6.680000,102.550000,100.910000,5.280000,17.010000,17.010000,270.930000,25.830000,67.940000,132.410000,4.960000

54,13:15-13:30,32,245.83,47.66,27.43,9.97,49.17,32,4.89,89.73,49.66,9.97,27.43,32,29.92,8.07,99.34,66.150000,17.330000,5.060000,25.830000,6.680000,102.550000,100.910000,5.280000,16.900000,16.900000,270.930000,25.830000,67.940000,132.900000,4.960000

55,13:30-13:45,32,245.83,46.4,28.51,10.51,49.17,32,5.47,89.77,49.33,10.52,28.51,32,31.55,9.05,98.67,66.150000,17.120000,5.060000,25.830000,6.680000,102.550000,100.910000,5.280000,16.700000,16.700000,270.930000,25.830000,67.940000,130.730000,4.960000

56,13:45-14:00,32,229.58,44.97,38.95,11.44,45.92,32,8.88,89.54,48,11.43,38.95,32,34.3,9.77,96,94.500000,16.690000,5.060000,25.830000,6.680000,130.330000,100.910000,5.280000,16.290000,16.290000,270.930000,25.830000,86.890000,125.240000,4.960000

57,14:00-14:15,32,229.58,43.55,40.01,12.19,45.92,32,9.43,88.65,47,12.18,40.01,32,36.56,11.21,94,115.660000,16.420000,5.210000,25.480000,6.680000,130.330000,100.910000,5.420000,16.020000,16.020000,270.930000,25.480000,86.890000,119.810000,4.960000

58,14:15-14:30,32,229.58,41.96,40.7,12.87,45.92,32,9.95,88.11,46,12.88,40.7,32,38.62,12.85,92,115.660000,16.110000,5.210000,25.480000,6.680000,130.330000,100.910000,5.420000,15.720000,15.720000,270.930000,25.480000,86.890000,114.690000,4.960000

59,14:30-14:45,32,229.58,40.32,41.43,13.78,45.92,32,10.19,87.04,45.33,13.78,41.43,32,41.34,14.66,90.67,115.660000,15.370000,5.210000,23.810000,6.680000,130.330000,100.910000,5.420000,15.000000,15.000000,270.930000,23.810000,86.890000,108.450000,4.960000

60,14:45-15:00,32,229.58,38.56,55.18,14.76,45.92,32,10.49,85.28,44.33,14.75,55.18,32,44.26,15.87,88.67,115.660000,14.830000,5.210000,23.810000,6.680000,130.330000,100.910000,5.420000,14.470000,14.470000,270.930000,23.810000,86.890000,101.730000,4.960000

61,15:00-15:15,32,212.8,36.56,56.22,20.79,42.56,32,10.64,81.23,42,20.79,56.22,32,62.38,17.08,84,115.660000,14.170000,5.520000,20.130000,6.680000,130.330000,100.910000,5.560000,13.820000,13.820000,270.930000,29.380000,86.890000,95.400000,5.280000

62,15:15-15:30,32,200.65,34.33,57.47,21.12,40.13,32,10.78,76.58,39.33,21.13,57.47,32,63.38,18.88,78.67,115.660000,13.330000,5.520000,20.130000,6.680000,130.330000,100.910000,5.560000,13.010000,13.010000,270.930000,29.380000,86.890000,88.600000,5.280000

63,15:30-15:45,32,189.41,32.9,58.47,21.66,37.88,32,11.07,66.47,36.66,21.66,58.47,32,64.98,21.08,73.34,115.660000,12.650000,5.520000,15.320000,6.680000,130.330000,100.910000,5.840000,12.340000,12.340000,270.930000,29.380000,86.890000,81.230000,5.280000

64,15:45-16:00,32,177.07,30.93,59.55,21.82,35.41,32,11.42,61.31,34.33,21.83,59.55,32,65.49,23.28,68.67,115.660000,11.750000,5.520000,15.320000,6.680000,130.330000,100.910000,5.840000,11.460000,11.460000,270.930000,29.380000,86.890000,73.600000,5.280000

65,16:00-16:15,32,163.2,28.7,60.22,22.16,32.64,32,11.75,56.13,32,22.15,60.22,32,66.46,25.08,64,115.660000,10.620000,5.520000,15.320000,6.680000,130.330000,100.910000,6.120000,10.360000,10.360000,270.930000,29.380000,86.890000,65.460000,5.280000

66,16:15-16:30,32,148.86,26.09,60.84,22.58,29.77,32,12.12,50.92,29.66,22.57,60.84,32,67.71,26.33,59.34,115.660000,8.670000,5.520000,15.320000,6.680000,130.330000,100.910000,6.120000,8.460000,8.460000,270.930000,29.380000,86.890000,56.190000,5.280000

67,16:30-16:45,32,133.42,22.9,60.1,22.83,26.68,32,12.15,45.18,26,22.82,60.1,32,68.46,27.48,52,115.660000,7.540000,5.520000,15.320000,6.570000,130.330000,100.910000,6.120000,7.350000,7.350000,270.930000,29.380000,86.890000,46.510000,5.280000

68,16:45-17:00,32,118.12,19.69,59.52,23.22,23.62,32,12.47,39,24,23.2,59.52,32,69.61,29.15,48,115.660000,6.500000,5.520000,15.320000,6.570000,130.330000,100.910000,6.120000,6.340000,6.340000,270.930000,29.380000,86.890000,37.010000,5.280000

69,17:00-17:15,33,99.13,17.71,57,23.58,19.83,33,12.7,32.52,20.33,23.57,57,25,70.72,20.08,40.67,115.660000,5.460000,5.750000,15.320000,6.570000,130.330000,100.910000,6.950000,5.340000,5.340000,270.930000,29.380000,86.890000,28.820000,5.280000

70,17:15-17:30,33,78.58,14.48,57.01,23.99,15.71,33,12.74,26.34,16.67,23.98,57.01,15,71.94,19.66,33.34,115.660000,4.430000,5.750000,15.320000,6.570000,130.330000,100.910000,6.950000,4.320000,4.320000,270.930000,29.380000,86.890000,22.030000,5.280000

71,17:30-17:45,27.8,60.88,11.85,57.12,29.15,12.18,20.49,12.78,20.07,14.67,29.16,57.12,8.74,87.47,19.28,29.33,115.660000,3.420000,5.970000,20.130000,6.570000,130.330000,100.910000,6.950000,3.350000,3.350000,270.930000,29.380000,86.890000,16.260000,5.280000

72,17:45-18:00,17.04,44.02,9.18,67.21,29.07,8.8,11.73,15.29,14.13,10.67,29.08,67.21,2.7,87.24,18.52,21.33,115.660000,2.520000,5.970000,20.130000,6.570000,130.330000,100.910000,6.950000,2.460000,2.460000,270.930000,29.380000,86.890000,11.150000,5.280000

73,18:00-18:15,0,27.02,6.72,66.79,28.99,5.4,0,15.04,9.06,8.33,28.99,66.79,0,86.96,17.8,16.67,115.660000,1.700000,5.970000,15.410000,6.570000,130.330000,100.910000,7.220000,1.650000,1.650000,270.930000,29.380000,86.890000,6.730000,5.830000

74,18:15-18:30,0,22.25,4.63,66.37,29.16,4.45,0,15,5.23,5.67,29.17,66.37,0,87.5,14.91,11.33,115.660000,1.190000,5.970000,15.410000,6.570000,130.330000,100.910000,7.220000,1.160000,1.160000,270.930000,29.380000,86.890000,3.550000,5.830000

75,18:30-18:45,0,14.24,2.27,66.01,29.51,2.85,0,14.83,2.61,2.67,29.52,66.01,0,88.55,14.64,5.33,115.660000,0.000000,5.970000,15.410000,6.570000,130.330000,100.910000,7.220000,0.000000,0.000000,270.930000,29.380000,86.890000,1.820000,5.830000

76,18:45-19:00,0,8.01,0.82,65.51,29.61,1.6,0,14.64,0.8,1.67,29.62,65.51,0,88.86,14.39,3.33,115.660000,0.000000,5.970000,15.410000,6.570000,130.330000,100.910000,7.220000,0.000000,0.000000,270.930000,29.380000,86.890000,0.660000,5.830000

77,19:00-19:15,0,3.56,0.03,64.97,28.79,0.71,0,14.44,0.03,0.67,28.79,64.97,0,86.36,14.15,1.33,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.380000,86.890000,0.000000,5.830000

78,19:15-19:30,0,0.5,0,63.84,28.26,0.1,0,14.3,0,0.04,28.25,63.84,0,84.76,13.99,0.08,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.380000,86.890000,0.000000,5.830000

79,19:30-19:45,0,0,0,62.97,27.78,0,0,14.08,0,0,27.8,62.97,0,83.39,13.69,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.380000,73.870000,0.000000,5.830000

80,19:45-20:00,0,0,0,62.2,27.29,0,0,13.83,0,0,27.3,62.2,0,81.88,13.46,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.380000,73.870000,0.000000,5.830000

81,20:00-20:15,0,0,0,62.08,26.93,0,0,13.08,0,0,26.92,62.08,0,80.76,11.52,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

82,20:15-20:30,0,0,0,47.17,26.4,0,0,12.59,0,0,26.41,47.17,0,79.22,10.5,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

83,20:30-20:45,0,0,0,47.17,25.48,0,0,12.27,0,0,25.5,47.17,0,76.49,9.88,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

84,20:45-21:00,0,0,0,47.11,24.58,0,0,12.05,0,0,24.57,47.11,0,73.72,11.97,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.600000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

85,21:00-21:15,0,0,0,46.51,16.37,0,0,9.17,0,0,16.36,46.51,0,49.08,13.28,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.410000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

86,21:15-21:30,0,0,0,45.82,16.43,0,0,8.99,0,0,16.44,45.82,0,49.31,12.84,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.410000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

87,21:30-21:45,0,0,0,45.36,16.31,0,0,8.8,0,0,16.3,45.36,0,48.91,12.26,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.410000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

88,21:45-22:00,0,0,0,45.02,16.22,0,0,8.58,0,0,16.22,45.02,0,48.65,11.54,0,115.660000,0.000000,6.280000,0.000000,6.570000,130.330000,100.910000,7.410000,0.000000,0.000000,270.930000,29.860000,73.870000,0.000000,6.050000

89,22:00-22:15,0,0,0,45.76,16.37,0,0,8.74,0,0,16.36,45.76,0,49.08,10.82,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,7.130000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.590000

90,22:15-22:30,0,0,0,46.29,16.6,0,0,8.69,0,0,16.61,46.29,0,49.82,6.84,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,7.130000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.590000

91,22:30-22:45,0,0,0,47.09,16.78,0,0,8.53,0,0,16.77,47.09,0,50.31,6.98,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,7.130000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.590000

92,22:45-23:00,0,0,0,33.61,16.97,0,0,8.35,0,0,16.96,33.61,0,50.89,6.83,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,7.130000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.590000

93,23:00-23:15,0,0,0,33.48,17.1,0,0,8.16,0,0,17.1,33.48,0,51.31,6.91,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,6.950000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.430000

94,23:15-23:30,0,0,0,33.79,17.25,0,0,8.01,0,0,17.24,33.79,0,51.73,6.98,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,6.950000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.430000

95,23:30-23:45,0,0,0,33.91,17.37,0,0,7.91,0,0,17.37,33.91,0,52.12,6.83,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,6.950000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.430000

96,23:45-24:00,0,0,0,34.21,17.9,0,0,7.85,0,0,17.9,34.21,0,53.7,6.91,0,115.660000,0.000000,6.510000,0.000000,6.570000,130.330000,100.910000,6.950000,0.000000,0.000000,270.930000,30.340000,73.870000,0.000000,6.430000

