Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/6775,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNA/NR/2025/01/01/8738,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8058,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01
7,01:30-01:45,0,1.43,25.87,20.12,28.74,0,47.9,14.37,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.5,33.34,11.5,0,0,0,0,0,0,33.33,0,0,11.67,11.5,0,0,0,0,17.81,47.9,0,1.03,69.87,0,1.37,59.23,26.82,64.19,52.69

8,01:45-02:00,0,1.43,25.87,20.12,28.74,0,47.9,14.37,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,33,32.34,11,0,0,0,0,0,0,32.33,0,0,11.33,11,0,0,0,0,17.01,47.9,0,1.03,69.87,0,1.37,59.23,26.82,64.19,52.69

9,02:00-02:15,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,33,30.66,11,0,0,0,0,0,0,30.67,0,0,11.67,11,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,52.69

10,02:15-02:30,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,33.49,28,11.17,0,0,0,0,0,0,28,0,0,12,11.17,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,52.69

11,02:30-02:45,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.01,27.34,11.33,0,0,0,0,0,0,27.33,0,0,8.33,11.33,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,52.69

12,02:45-03:00,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.5,26,11.5,0,0,0,0,0,0,26,0,0,8,11.5,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,52.69

13,03:00-03:15,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.5,24.34,11.5,0,0,0,0,0,0,24.33,0,0,7.67,11.5,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

14,03:15-03:30,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.5,22,11.5,0,0,0,0,0,0,22,0,0,7.33,11.5,0,0,0,0,14.01,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

15,03:30-03:45,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.01,21,11.33,0,0,0,0,0,0,21,0,0,6.67,11.33,0,0,0,0,19.01,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

16,03:45-04:00,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,34.01,20,11.33,0,0,0,0,0,0,20,0,0,6.33,11.33,0,0,0,0,19.01,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

17,04:00-04:15,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,33.49,30,11.17,0,0,0,0,0,0,30,0,0,6.33,11.17,0,0,0,0,18.81,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

18,04:15-04:30,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,33,28.34,11,0,0,0,0,0,0,28.33,0,0,6.33,11,0,0,0,0,18.41,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

19,04:30-04:45,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,32.51,26,10.83,0,0,0,0,0,0,26,0,0,6.33,10.83,0,0,0,0,18.01,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

20,04:45-05:00,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,31.5,25,10.5,0,0,0,0,0,0,25,0,0,6.33,10.5,0,0,0,0,17.61,47.9,0,0.99,69.87,0,1.37,59.23,26.82,64.19,68.02

21,05:00-05:15,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,31.01,24,10.33,0,0,0,0,0,0,24,0,0,6.33,10.33,0,0,0,0,22.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,60.35

22,05:15-05:30,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,91.97,0,30,23,10,0,0,0,0,0,0,23,0,0,6.33,10,0,0,0,0,22.41,47.9,0,0.99,69.87,0,1.47,59.23,26.82,64.19,60.35

23,05:30-05:45,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,112.09,0,29.51,21.66,9.83,0,0,0,0,0,0,21.67,0,0,6.33,9.83,0,0,0,0,23.01,47.9,0,0.99,69.87,0,1.47,59.23,26.82,83.32,65.14

24,05:45-06:00,0,1.43,25.87,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,132.2,0,28.5,20.66,9.5,0,0,0,0,0,0,20.67,0,0,6.33,9.5,0,0,0,0,23.41,47.9,0,0.99,69.87,0,1.47,59.23,26.82,113.32,99.8

25,06:00-06:15,0,1.38,43.11,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,132.2,0,28.01,19.34,9.33,0.53,0,0,0,0,0,19.33,0,0,6.33,9.33,0,0,0,0,23.41,47.9,0,0.99,65.74,0,1.37,86.41,26.82,130.05,99.8

26,06:15-06:30,0,1.38,43.11,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,25.87,0,19.16,0,25.87,132.2,0,27.49,18,9.17,1.2,0,0.1,0,0,0,18,0,0,6,9.17,0,0,0.08,0,23.41,47.9,0,0.99,65.74,0,1.37,86.41,26.82,130.05,99.8

27,06:30-06:45,0,1.38,43.11,20.12,28.74,0,47.9,8.62,0,0,0,0,47.9,33.53,0,19.16,0,33.53,132.2,0,27,17.34,9,2.36,0,0.82,0,0,0,17.33,0,0,6,9,0,0,0.18,0,21.01,47.9,0,0.99,74.19,0,1.37,86.41,26.82,130.05,99.8

28,06:45-07:00,0.01,1.38,43.11,20.12,28.74,0,47.9,8.62,0,0.01,0,0,47.9,33.53,0,19.16,0.01,33.53,132.2,1,25.99,16.66,8.67,4.69,0,2.71,0,0,0,16.67,0,0,5.67,8.67,0,0,0.27,0,21.01,47.9,0,0.99,82.65,0,1.37,86.41,26.82,130.05,99.8

29,07:00-07:15,0.21,1.38,43.11,20.12,28.74,0,47.9,14.37,0,0.22,0,0,47.9,36.4,0,19.16,0.21,36.4,132.2,3,25.99,16,8.67,9.16,0,6.04,2,0,0,16,0,0,5.67,8.67,0,1,0.83,0.12,21.01,47.9,50,0.99,91.1,0,1.37,86.41,26.82,130.05,99.8

30,07:15-07:30,0.43,1.38,43.11,20.12,28.74,0,47.9,14.37,0,0.44,0,0,47.9,36.4,0,19.16,0.43,36.4,132.2,7,25.5,15,8.5,15.83,0,13.81,3,0,0,15,0,1,5.67,8.5,1,2,8.67,0.67,21.21,47.9,50,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

31,07:30-07:45,0.79,1.38,43.11,20.12,28.74,0,47.9,14.37,0,0.81,0,0,47.9,36.4,0,19.16,0.79,36.4,132.2,10,25.5,14,8.5,25.71,0.68,25.5,5,1,1,14,0.14,4,5.67,8.5,2,3,9.33,2.17,25.01,47.9,50,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

32,07:45-08:00,1.59,1.38,43.11,20.12,28.74,0,47.9,14.37,0,1.63,0,0,47.9,36.4,0,19.16,1.59,36.4,132.2,18,25.01,14,8.33,29.12,6.06,28.5,7,3,2,14,1.21,7,5.67,8.33,2,5,10.2,4.64,25.01,47.9,50,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

33,08:00-08:15,2.12,1.38,43.11,20.12,28.74,0,47.9,14.37,0,2.17,0,0,47.9,36.4,0,19.16,2.12,36.4,132.2,25,24.49,14,8.17,31.35,15.57,32.35,9,4,4,14,3.11,11,5.33,8.17,3,7,11.22,8,25.01,47.9,50,0.99,114.58,0,1.47,86.41,26.82,130.05,99.8

34,08:15-08:30,2.96,1.38,43.11,20.12,28.74,0,47.9,14.37,0,3.04,0,0,47.9,36.4,0,19.16,2.96,36.4,132.2,30.07,24,14,8,29.56,29.08,30.07,11,6,5,14,5.82,14,5.33,8,5,9,16.79,11.9,25.01,47.9,50,0.99,114.58,0,1.47,86.41,26.82,130.05,99.8

35,08:30-08:45,3.8,1.38,43.11,20.12,28.74,0,47.9,14.37,0,3.9,0,0,47.9,36.4,0,19.16,3.8,36.4,132.2,30.4,23.51,14,7.83,30.4,46.37,30.4,19,7,8,14,9.27,18,5.33,7.83,5,11,22.36,12.18,25.21,47.9,50,0.99,114.58,0,1.47,86.41,26.82,130.05,99.8

36,08:45-09:00,4.92,1.38,43.11,20.12,28.74,0,47.9,14.37,0,5.03,0,0,47.9,36.4,0,19.16,4.92,36.4,132.2,30.8,23.51,14,7.83,30.8,65.44,30.8,28,9,16,14,13.09,21,5.33,7.83,6,12,27.93,16.76,25.41,47.9,50,0.99,114.58,0,1.47,86.41,26.82,130.05,99.8

37,09:00-09:15,6.26,1.38,43.11,20.12,28.74,0,47.9,14.37,0,6.43,0,0,47.9,36.4,0,19.16,6.26,36.4,132.2,30.8,21.49,14,7.17,30.8,84.53,30.8,41,16,20,14,16.91,39,6.67,7.17,8,17,34.35,20.27,25.61,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

38,09:15-09:30,7.56,1.38,43.11,20.12,28.74,0,47.9,14.37,0,7.75,0,0,47.9,36.4,0,19.16,7.56,36.4,132.2,30.8,19.99,14,6.67,30.8,104.37,30.8,48,19,23,14,20.87,46,6.67,6.67,9,18,43.55,23.98,26.01,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

39,09:30-09:45,8.73,1.38,43.11,20.12,28.74,0,47.9,14.37,0,8.95,0,0,47.9,36.4,0,19.16,8.73,36.4,132.2,30.8,19.99,14,6.67,30.8,125.3,30.8,54,28,27,14,25.06,67,6.67,6.67,17,33,54.6,28.75,27.01,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

40,09:45-10:00,9.92,1.38,43.11,20.12,28.74,0,47.9,14.37,0,10.17,0,0,47.9,36.4,0,19.16,9.92,36.4,132.2,30.8,19.99,14,6.67,30.8,144.37,30.8,61,34,30,14,28.87,81,6.67,6.67,20,40,63.68,35.48,27.01,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

41,10:00-10:15,11.04,1.38,43.11,20.12,28.74,0,47.9,14.37,0,11.32,0,0,47.9,36.4,0,19.16,11.04,36.4,132.2,30.8,19.99,14,6.67,30.8,165.18,30.8,63,49,34,14,33.04,116,6.67,6.67,27,53,70.54,40.93,28.61,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

42,10:15-10:30,12.01,1.38,43.11,20.12,28.74,0,47.9,14.37,0,12.32,0,0,47.9,36.4,0,19.16,12.01,36.4,132.2,30.8,19.99,14,6.67,30.8,183.32,30.8,70,55,36,14,36.67,130,6.67,6.67,32,63,77.89,38.98,28.61,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

43,10:30-10:45,12.83,1.38,43.11,20.12,28.74,0,47.9,14.37,0,13.15,26.75,0,47.9,36.4,0,19.16,12.83,36.4,132.2,30.8,19.99,14,6.67,30.8,213.66,30.8,77,67,39,14,42.73,158,6.67,6.67,36,72,82.58,41.44,32.01,47.9,0,0.99,114.58,0,1.37,86.41,26.82,130.05,99.8

44,10:45-11:00,13.98,1.38,43.11,20.12,28.74,0,47.9,14.37,0,14.33,26.75,0,47.9,36.4,0,19.16,13.98,36.4,132.2,30.8,19.99,14,6.67,30.8,223.95,30.8,80,75,40,14,44.79,175,6.67,6.67,40,80,86.67,46.07,32.21,47.9,0,0.99,114.58,0,1.37,62.83,26.82,100.04,99.8

45,11:00-11:15,14.67,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.03,26.75,0,47.9,36.4,0,19.16,14.67,36.4,132.2,30.8,19.99,14,6.67,30.8,231.67,30.8,85,79,41,14,46.33,186,6.67,6.67,42,83,86.67,49.81,32.01,47.9,0,1.03,106.12,0,1.47,62.83,26.82,99.6,99.8

46,11:15-11:30,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,26.24,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.8,19.99,14,6.67,30.8,231.67,30.8,88,82,43,14,46.33,193,6.67,6.67,43,87,86.67,52.38,31.81,47.9,0,1.03,97.67,0,1.47,62.83,26.82,99.6,99.8

47,11:30-11:45,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,25.74,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.8,20.51,14,6.83,30.8,231.67,30.8,90,82,44,14,46.33,193,6.67,6.83,45,90,86.67,44.46,31.01,47.9,0,1.03,89.22,0,1.47,62.83,26.82,99.6,99.8

48,11:45-12:00,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,25.74,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.8,21,14,7,30.8,231.67,30.8,91,82,44,14,46.33,193,6.67,7,47,93,86.67,48.25,30.21,47.9,0,1.03,69.87,0,1.47,62.83,26.82,99.6,99.8

49,12:00-12:15,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,24.22,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.01,14,7.33,30.46,231.67,30.47,91,82,44,14,46.33,193,6.67,7.33,48,97,86.67,50.91,30.21,47.9,0,1.03,69.87,0,1.37,59.23,26.82,112.36,81.43

50,12:15-12:30,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,23.72,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.01,14.66,7.33,30.46,231.67,30.47,91,82,44,14.67,46.33,193,6.67,7.33,48,97,86.67,52.53,30.01,47.9,0,1.03,69.87,0,1.37,59.23,26.82,112.36,74.72

51,12:30-12:45,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,23.21,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.5,15.66,7.5,30.46,231.67,30.47,92,82,44,15.67,46.33,193,6.67,7.5,48,97,86.67,52.88,37.02,47.9,0,1.03,69.87,0,1.37,59.23,26.82,112.36,74.72

52,12:45-13:00,15.09,1.43,43.11,20.12,28.74,0,47.9,14.37,0,15.47,22.7,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.99,16.34,7.67,30.46,231.67,30.47,92,82,44,16.33,46.33,193,7,7.67,48,97,86.67,51.91,36.42,47.9,0,1.03,69.87,0,1.37,59.23,26.82,112.36,74.72

53,13:00-13:15,15.09,1.48,43.11,20.12,28.74,0,47.9,14.37,0,15.47,22.21,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.99,16.66,7.67,30.46,231.67,30.47,92,82,45,16.67,46.33,193,8.67,7.67,48,97,86.67,50.73,35.81,47.9,0,1.06,69.87,0,1.37,59.23,26.82,112.36,74.72

54,13:15-13:30,15.09,1.48,43.11,20.12,28.74,0,47.9,14.37,0,15.47,22.21,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,22.99,16.66,7.67,30.46,231.67,30.47,92,82,44,16.67,46.33,193,10,7.67,48,97,86.67,65.09,35.41,47.9,0,1.06,69.87,0,1.37,59.23,26.82,112.36,52.69

55,13:30-13:45,15.09,1.48,43.11,20.12,28.74,0,47.9,14.37,0,15.47,21.7,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,27.49,17,9.17,30.46,231.67,30.47,91,82,43,17,46.33,193,11,9.17,47,93,86.67,63.71,31.01,47.9,0,1.06,69.87,0,1.37,59.23,26.82,112.36,52.69

56,13:45-14:00,15.09,1.48,43.11,20.12,28.74,0,47.9,14.37,0,15.47,22.21,0,47.9,36.4,0,19.16,15.09,36.4,132.2,30.47,28.99,17.34,9.67,30.46,231.67,30.47,91,82,42,17.33,46.33,193,11.67,9.67,46,91,86.67,62.61,30.41,47.9,0,1.06,69.87,0,1.37,59.23,26.82,112.36,52.69

57,14:00-14:15,14.76,1.48,43.11,20.12,28.74,0,47.9,14.37,0,15.14,22.7,0,47.9,36.4,0,19.16,14.76,36.4,132.2,30.47,30,17.34,10,30.46,231.67,30.47,89,79,41,17.33,46.33,186,12,10,43,87,86.67,60.86,27.81,47.9,0,1.06,69.87,0,1.47,59.23,26.82,112.36,52.69

58,14:15-14:30,14.3,1.48,43.11,20.12,28.74,0,47.9,14.37,0,14.65,22.7,0,47.9,36.4,0,19.16,14.3,36.4,132.2,30.47,31.5,17.34,10.5,30.46,231.67,30.47,87,76,39,17.33,46.33,179,12.33,10.5,42,83,86.67,58.66,27.41,47.9,0,1.06,69.87,0,1.47,59.23,26.82,112.36,52.69

59,14:30-14:45,13.62,1.48,43.11,20.12,28.74,0,47.9,14.37,0,13.96,23.21,0,47.9,36.4,0,19.16,13.62,36.4,132.2,30.47,33,17.66,11,30.46,226.23,30.47,83,72,37,17.67,45.25,168,12.33,11,40,80,86.67,49.02,24.01,47.9,0,1.06,69.87,0,1.47,59.23,26.82,130.05,81.43

60,14:45-15:00,12.77,1.48,43.11,20.12,28.74,0,47.9,14.37,0,13.08,23.72,0,47.9,36.4,0,19.16,12.77,36.4,132.2,30.47,34.5,17.66,11.5,30.46,216.52,30.47,79,69,35,17.67,43.3,161,12.67,11.5,38,76,86.67,47.81,24.01,47.9,0,1.06,69.87,0,1.47,59.23,26.82,120.03,99.8

61,15:00-15:15,11.9,1.52,43.11,20.12,28.74,0,47.9,14.37,0,12.2,23.72,0,47.9,36.4,0,19.16,11.9,36.4,132.2,31.3,36,18,12,31.3,204.73,31.3,74,63,33,18,40.95,147,12.67,12,34,69,83.87,46.44,23.61,47.9,0,1.14,69.87,0,1.65,59.23,26.82,130.05,99.8

62,15:15-15:30,10.87,1.52,43.11,20.12,28.74,0,47.9,14.37,0,11.14,23.72,0,47.9,36.4,0,19.16,10.87,36.4,132.2,31.3,37.01,19,12.33,31.3,191.35,31.3,69,55,30,19,38.27,130,12.67,12.33,31,62,77.48,44.26,23.21,47.9,0,1.14,69.87,0,1.65,59.23,26.82,130.05,99.8

63,15:30-15:45,9.79,1.52,43.11,20.12,28.74,0,47.9,14.37,0,10.03,24.22,0,47.9,36.4,0,19.16,9.79,36.4,132.2,27,37.5,20,12.5,32.88,176.77,32.88,63,49,27,20,35.36,116,12.67,12.5,28,55,70.93,40.95,27.01,47.9,0,1.14,69.87,0,1.65,59.23,26.82,130.05,99.8

64,15:45-16:00,8.68,1.52,43.11,20.12,28.74,0,47.9,14.37,0,8.9,24.22,0,47.9,36.4,0,19.16,8.68,36.4,132.2,19,38.51,21,12.83,32.91,161.04,32.92,57,43,24,21,32.21,102,12.67,12.83,24,49,63.89,36.72,25.81,47.9,0,1.14,69.87,0,1.65,59.23,26.82,130.05,99.8

65,16:00-16:15,7.5,1.52,43.11,20.12,28.74,0,47.9,14.37,0,7.68,24.22,0,47.9,36.4,0,19.16,7.5,36.4,132.2,11,43.01,20,14.33,33,144.17,33,50,37,22,20,28.84,88,12.67,14.33,21,41,55.15,31.8,24.61,47.9,0,1.14,65.74,0,1.65,86.41,26.82,130.05,74.52

66,16:15-16:30,6.29,1.52,43.11,20.12,28.74,0,47.9,14.37,0,6.46,24.22,0,47.9,36.4,0,19.16,6.29,36.4,132.2,5,45,20,15,33,125.92,33,43,33,18,20,25.18,77,12.67,15,16,32,44.41,26.76,23.21,47.9,0,1.14,65.74,0,1.65,86.41,26.82,130.05,74.52

67,16:30-16:45,5.06,1.52,43.11,20.12,28.74,0,47.9,14.37,0,5.19,24.22,0,47.9,36.4,0,19.16,5.06,36.4,132.2,1,46.01,20,15.33,29.54,106.06,33,35,27,12,20,21.21,63,12.67,15.33,12,23,36.02,27.09,20.01,47.9,0,1.14,74.19,0,1.65,86.41,26.82,130.05,74.52

68,16:45-17:00,3.66,1.52,43.11,20.12,28.74,0,47.9,14.37,0,3.75,24.73,0,47.9,36.4,0,19.16,3.66,36.4,132.2,0,46.01,20,15.33,18.96,85.06,20.46,26,21,8,20,17.01,49,12.67,15.33,7,15,27.86,21.25,19.61,47.9,0,1.14,82.65,0,1.65,86.41,26.82,130.05,74.52

69,17:00-17:15,2.69,1.52,43.11,20.12,28.74,0,47.9,14.37,0,2.76,25.74,0,47.9,36.4,0,19.16,2.69,36.4,132.2,0,39,20,13,11.31,63.97,10.92,15,13,4,20,12.79,32,12.67,13,4,9,21.29,15.09,16.41,47.9,0,1.22,91.1,0,1.73,86.41,26.82,130.05,74.52

70,17:15-17:30,2.05,1.52,43.11,20.12,28.74,0,47.9,14.37,0,2.11,26.24,0,47.9,36.4,0,19.16,2.05,36.4,132.2,0,39.49,20.66,13.17,6.27,44.32,4.74,10,7,2,20.67,8.87,18,12.67,13.17,2,3,12.51,8.8,16.61,47.9,0,1.22,114.58,0,1.73,86.41,26.82,130.05,74.52

71,17:30-17:45,1.39,1.52,43.11,20.12,28.74,0,47.9,14.37,0,1.43,26.24,0,47.9,36.4,0,19.16,1.39,36.4,132.2,0,39.49,21,13.17,3.09,27.02,1.46,7,3,0,21,5.4,7,13,13.17,0,1,6.69,0.99,19.21,47.9,0,1.22,114.58,0,1.73,86.41,26.82,130.05,74.52

