Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/7791,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/7902,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/16/9317,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/2474,GNA/NR/2025/04/01/8510,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/4138,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07
6,01:15-01:30,58.01,0,5.12,0,0,28.89,28.89,0,10.59,5.78,14.44,192.6,5.99,0,67.41,4.67,14.44,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,30,7.23,11.25,10.43,29.27,30,0,100.33,260.59,11.61,46,0,0,0,46,0,0,19.33,0,0,0,0,0,0,19.67,0,19.33

7,01:30-01:45,58.5,0,5.12,0,0,28.89,28.89,0,10.59,5.78,14.44,192.6,5.99,0,67.41,4.67,14.44,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,30,7.23,11.25,10.43,29.27,30,0,100.33,260.59,11.41,40,0,0,0,40,0,0,19.5,0,0,0,0,0,0,19.67,0,19.5

8,01:45-02:00,58.5,0,5.12,0,0,28.89,28.89,0,10.59,5.78,14.44,192.6,5.99,0,67.41,4.67,14.44,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,30,7.23,11.25,10.43,29.27,30,0,100.33,260.59,11.21,40,0,0,0,40,0,0,19.5,0,0,0,0,0,0,19,0,19.5

9,02:00-02:15,58.5,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.91,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,30,7.23,11.15,10.43,29.27,25.4,0,100.33,260.59,10.6,39.67,0,0,0,39.67,0,0,19.5,0,0,0,0,0,0,17.33,0,19.5

10,02:15-02:30,58.5,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.91,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,30,7.23,11.15,10.43,28.76,25.4,0,100.33,260.59,9.8,38.67,0,0,0,38.67,0,0,19.5,0,0,0,0,0,0,17.33,0,19.5

11,02:30-02:45,58.5,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.91,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,26.5,7.23,11.15,10.43,28.76,26.5,0,100.33,260.59,7,30,0,0,0,30,0,0,19.5,0,0,0,0,0,0,17.33,0,19.5

12,02:45-03:00,58.5,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.91,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,26.5,7.23,11.15,10.43,28.76,26.5,0,100.33,260.59,7,29,0,0,0,29,0,0,19.5,0,0,0,0,0,0,17.33,0,19.5

13,03:00-03:15,58.5,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.84,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,50.95,17.51,10.98,272.29,67.96,26.5,5.27,11.06,7.69,28.76,26.5,0,100.33,169.18,7,37.58,0,0,0,37.58,0,0,19.5,0,0,0,0,0,0,13.33,0,19.5

14,03:15-03:30,57,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.84,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,50.95,17.51,10.98,272.29,67.96,26.5,5.27,11.06,7.69,29.27,26.5,0,100.33,169.18,7,35.35,0,0,0,35.35,0,0,19,0,0,0,0,0,0,13,0,19

15,03:30-03:45,55.99,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,50.95,17.51,10.98,272.29,67.96,26.5,5.27,11.06,7.69,29.27,26.5,0,100.33,169.18,7,32,0,0,0,32,0,0,18.67,0,0,0,0,0,0,13,0,18.67

16,03:45-04:00,55.01,0,4.97,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,50.95,17.51,10.98,272.29,67.96,26.5,5.27,11.06,7.69,29.27,26.5,0,100.33,169.18,7,28,0,0,0,28,0,0,18.33,0,0,0,0,0,0,13,0,18.33

17,04:00-04:15,54.49,0,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.87,3.23,29.27,26.93,0,100.33,134.82,7,26,0,0,0,26,0,0,18.17,0,0,0,0,0,0,11.67,0,18.17

18,04:15-04:30,52.01,0,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.87,3.23,29.27,26.93,0,100.33,134.82,7,24.67,0,0,0,24.67,0,0,17.33,0,0,0,0,0,0,10,0,17.33

19,04:30-04:45,49.99,0,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.87,3.23,29.27,26.26,0,100.33,134.82,7,23,0,0,0,23,0,0,16.67,0,0,0,0,0,0,8.67,0,16.67

20,04:45-05:00,48.49,0,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.68,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.87,3.23,29.27,26.26,0,100.33,134.82,7,21.67,0,0,0,21.67,0,0,16.17,0,0,0,0,0,0,7,0,16.17

21,05:00-05:15,46.01,0,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.6,3.23,28.25,26.26,0,100.33,134.82,7,20.67,0,0,0,20.67,0,0,15.33,0,0,0,0,0,0,12.67,0,15.33

22,05:15-05:30,41.51,0.02,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.6,3.23,28.25,26.26,0,100.33,134.82,7,19.67,0,0,0,19.67,0,0,13.83,0,0,0,0,0,0,12.33,0,13.83

23,05:30-05:45,38.51,0.12,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.6,3.23,29.27,26.26,0,100.33,134.82,7,18.33,0,0,0,18.33,0,0.09,12.83,0,0,0,0,0,0,6.67,0,12.83

24,05:45-06:00,34.01,0.13,4.82,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.48,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,30,2.17,10.6,3.23,29.27,26.26,0,100.33,134.82,7,18.33,0,0,0,18.33,0,1.51,11.33,0,0,0,0,0,0,6.67,0,11.33

25,06:00-06:15,30,0.68,3.5,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.67,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.41,3.23,30.28,26.93,0,100.33,134.82,7,18.33,0,0.45,1,18.33,13.71,3.51,10,2.23,0,0,1,1,13.09,6.67,1,10

26,06:15-06:30,28.01,1.44,3.73,0,0,28.89,0,0,10.59,0,0,192.6,5.53,0,0,4.67,14.44,96.3,24.08,0,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.41,3.23,29.27,26.93,0,100.33,134.82,7,18.33,0,0.75,2,18.33,22.1,7.36,9.33,3.73,0,1.94,2,2,20.15,6.67,5,9.33

27,06:30-06:45,25.01,4.78,4.43,0,0.55,28.89,0,0.72,10.59,0,0,192.6,5.53,0,0,4.67,14.44,96.3,24.08,0.72,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.41,3.23,28.26,26.93,0,100.33,134.82,7,18.33,0,2.13,3,18.33,31.96,12.26,8.33,10.65,0,4.85,3,3,28.96,6.67,7,8.33

28,06:45-07:00,21.49,7.97,4.43,0,1.03,28.89,0,1.35,10.59,0,0,192.6,5.53,0,0,4.67,14.44,96.3,24.08,1.35,13.48,96.3,40.45,17.51,4.33,272.29,67.96,26.93,2.17,10.41,3.23,27.75,26.93,0,100.33,134.82,7,18.33,0,3.63,4,18.33,33,18.38,7.17,18.14,1,7.76,5,6,33,6.67,9,7.17

29,07:00-07:15,21.49,11.99,4.43,0,1.65,28.89,0,2.14,10.59,0,0,192.6,5.37,0,0,4.67,14.44,96.3,24.08,2.14,13.48,96.3,40.45,17.51,4.33,231.12,70.23,26.93,2.17,10.23,3.23,27.75,26.93,0,52.96,134.82,7,18.33,0,5.75,7,18.33,33,25.5,7.17,28.76,6,12.61,7,9,33,6.67,13,7.17

30,07:15-07:30,21.49,17.19,4.43,0,2.37,28.89,0,3.07,10.59,0,0,192.6,5.37,0,0,4.67,14.44,96.3,24.08,3.07,13.48,96.3,40.45,17.51,4.33,192.6,70.23,26.93,2.17,10.23,3.23,27.25,26.93,0,52.96,134.82,7,18.33,0,8.26,9,18.33,33,37.71,7.17,41.27,12,15.52,9,13,33,6.67,19,7.17

31,07:30-07:45,28.99,23.38,4.43,0,3.24,28.89,0,4.18,10.59,0,0,192.6,5.37,0,0,4.67,14.44,96.3,24.08,4.18,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.23,3.23,26.24,26.93,0,52.96,134.82,7,28.33,0,11.05,17,28.33,33,47.62,9.67,55.22,18,21.34,15,20,33,6.67,33,9.67

32,07:45-08:00,29.51,30.25,4.43,0,4.15,28.89,0,5.37,10.59,0,0,192.6,5.37,0,0,4.67,14.44,96.3,24.08,5.37,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.23,3.23,25.23,26.93,0,52.96,134.82,7,28.33,0,14.39,18,28.33,33,57.73,9.83,71.95,24,29.11,19,26,33,6.67,37,9.83

33,08:00-08:15,30,37.64,4.43,0,4.95,28.89,0,6.41,10.59,0,0,192.6,4.99,0,0,4.67,14.44,0,24.08,6.41,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.04,3.23,25.23,26.93,0,52.96,134.82,7,28.33,0,18.3,22,28.33,33,67.2,10,91.5,30,33,23,37,33,9.67,44,10

34,08:15-08:30,30,45.09,4.43,0,5.85,28.89,0,7.58,10.59,0,0,192.6,4.99,0,0,4.67,14.44,0,24.08,7.58,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.04,3.23,25.23,26.93,0,52.96,134.82,7,27.67,0,22.03,25,27.67,33,76.07,10,110.17,37,33,26,43,33,10,50,10

35,08:30-08:45,30.49,52.52,4.43,0,6.73,28.89,0,8.72,10.59,0,0,192.6,4.99,0,0,4.67,14.44,0,24.08,8.72,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.04,3.23,25.23,26.93,0,52.96,134.82,7,27,0,25.62,28,27,33,84.92,10.17,128.09,45,33,29,49,33,10.33,57,10.17

36,08:45-09:00,31.01,60.1,4.43,0,7.53,28.89,0,9.75,10.59,0,0,192.6,4.99,0,0,4.67,14.44,0,24.08,9.75,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.93,2.17,10.04,3.23,25.23,26.93,0,52.96,134.82,7,26.33,0,29.07,31,26.33,33,91.24,10.33,145.37,52,33,32,55,33,10.33,63,10.33

37,09:00-09:15,25.5,67.46,4.35,0,8.39,28.89,0,10.87,10.59,0,0,192.6,4.91,0,0,4.67,14.44,0,24.08,10.87,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.86,3.23,25.23,26.94,0,52.96,134.82,7,25.33,0,32.6,34,25.33,33,98.72,8.5,162.97,58,33,34,62,33,6.67,69,8.5

38,09:15-09:30,25.5,73.73,4.35,0,9.14,28.89,0,11.83,10.59,0,0,192.6,4.91,0,0,4.67,14.44,0,24.08,11.83,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.86,3.23,25.23,26.94,0,52.96,134.82,7,24.33,0,35.82,36,24.33,33,105.37,8.5,179.09,64,33,37,66,33,6.67,72,8.5

39,09:30-09:45,31.99,79.76,4.35,0,9.75,28.89,0,12.63,10.59,0,0,192.6,4.91,0,0,4.67,14.44,0,24.08,12.63,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.86,3.23,25.23,26.94,0,52.96,134.82,7,23.67,0,39.41,39,23.67,33,111.59,10.67,197.05,70,33,39,77,33,10.67,77,10.67

40,09:45-10:00,32.51,85.45,4.35,0,10.49,28.89,0,13.56,10.59,0,0,192.6,4.91,0,0,4.67,14.44,0,24.08,13.56,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.86,3.23,25.23,26.94,0,52.96,134.82,7,22.67,0,42.13,42,22.67,33,117.53,10.83,210.64,76,33,41,83,33,10.67,83,10.83

41,10:00-10:15,33,90.57,4.35,0,11.07,28.89,0,14.32,10.59,0,0,192.6,4.83,0,0,4.48,14.44,0,24.08,14.32,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.76,3.23,25.23,26.94,0,52.96,134.82,7,21.67,0,44.83,45,21.67,33,122.11,11,224.15,81,33,43,86,33,15.67,89,11

42,10:15-10:30,33.49,95.32,4.35,0,11.65,28.89,0,15.08,10.59,0,0,192.6,4.83,0,0,4.48,14.44,0,24.08,15.08,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.76,3.23,24.22,26.94,0,52.96,134.82,7,21,0,47.38,47,21,33,130.94,11.17,236.92,84,33,44,89,33,15.33,93,11.17

43,10:30-10:45,51.49,99.57,4.28,0,12.41,28.89,0,16.06,10.59,0,0,192.6,4.83,0,0,4.48,14.44,0,24.08,16.06,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.76,4.89,24.22,26.94,0,52.96,134.82,7,28.67,0,49.3,47,28.67,33,133.21,17.17,246.5,87,33,45,92,33,20,93,17.17

44,10:45-11:00,50.51,100,4.28,0,13.51,28.89,0,17.5,10.59,0,0,192.6,4.83,0,0,4.48,14.44,0,24.08,17.5,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.94,2.17,9.76,3.23,24.22,26.94,0,52.96,134.82,7,27.67,0,49.3,47,27.67,33,134.76,16.83,246.5,88,33,46,95,33,20,93,16.83

45,11:00-11:15,49.99,100,4.28,0,13.85,28.89,0,17.93,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,17.93,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.94,3.92,9.68,5.74,24.22,26.94,0,52.96,134.82,7,27.67,0,49.3,47,27.67,33,136.1,16.67,246.5,90,33,46,97,33,20,95,16.67

46,11:15-11:30,49.5,100,4.28,0,14.09,28.89,0,18.23,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.23,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.94,3.92,9.68,5.52,25.74,26.94,0,52.96,134.82,7,27.67,0,49.3,48,27.67,33,136.82,16.5,246.5,90,33,46,98,33,19.67,96,16.5

47,11:30-11:45,34.73,100,4.28,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.94,3.92,9.68,5.52,25.74,26.94,0,52.96,134.82,7,28,0,49.3,49,28,33,135.33,11.58,246.5,90,33,46,98,33,13.34,98,11.58

48,11:45-12:00,34.98,100,4.28,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.94,3.92,9.68,5.52,25.74,26.94,0,52.96,134.82,7,28.67,0,49.3,49,28.67,33,131.97,11.66,246.5,90,33,46,98,33,12.98,99,11.66

49,12:00-12:15,32.29,100,4.43,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.5,5.52,25.74,26.95,0,52.96,134.82,7,28,0,49.3,49,28,33,134.43,10.77,246.5,90,33,46,98,33,13.58,99,10.77

50,12:15-12:30,32.83,100,4.43,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.5,5.52,25.74,26.95,0,52.96,134.82,7,29.33,0,49.3,49,29.33,33,134.43,10.95,246.5,90,33,46,98,33,13.46,99,10.95

51,12:30-12:45,26.85,100,4.43,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.5,5.52,25.74,26.95,0,52.96,134.82,7,25.67,0,49.3,49,25.67,33,127.83,8.95,246.5,90,33,48,93,33,11,99,8.95

52,12:45-13:00,33.71,100,4.43,0,14.61,28.89,0,18.91,10.59,0,0,192.6,4.76,0,0,4.48,14.44,0,24.08,18.91,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.5,5.52,25.74,26.95,0,52.96,134.82,7,27,0,49.3,49,27,33,126.53,11.24,246.5,90,33,48,93,33,11.67,99,11.24

53,13:00-13:15,36.22,100,4.43,0,14.54,28.89,0,18.82,10.59,0,0,192.6,4.76,0,0,4.57,14.44,0,24.08,18.82,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.4,5.52,25.74,26.95,0,52.96,134.82,12.01,29,0,49.3,49,29,33,124.11,12.08,246.5,90,33,47,98,33,12,99,12.08

54,13:15-13:30,39.05,100,4.43,0,14.41,28.89,0,18.65,10.59,0,0,192.6,4.76,0,0,4.57,14.44,0,24.08,18.65,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.4,5.52,25.74,26.95,0,52.96,134.82,12.41,30.67,0,49.3,49,30.67,33,120.42,13.01,246.5,90,33,46,98,33,12,99,13.01

55,13:30-13:45,37.21,100,4.43,0,14.22,28.89,0,18.4,10.59,0,0,192.6,4.76,0,0,4.57,14.44,0,24.08,18.4,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.4,5.52,25.74,26.95,0,52.96,134.82,8.6,27.33,0,49.3,48,27.33,33,119.01,12.4,246.5,90,33,45,92,33,12.33,97,12.4

56,13:45-14:00,39.85,100,4.43,0,13.97,28.89,0,18.09,10.59,0,0,192.6,4.76,0,0,4.57,14.44,0,24.08,18.09,13.48,96.3,40.45,17.51,8.18,149.76,70.23,26.95,3.92,9.4,5.52,25.74,26.95,0,52.96,134.82,8.8,30,0,49.3,48,30,33,114.47,13.29,246.5,90,33,45,92,33,12.67,95,13.29

57,14:00-14:15,47.76,100,4.51,0,13.39,28.89,0,17.33,10.59,0,0,192.6,5.22,0,0,4.76,14.44,0,24.08,17.33,13.48,96.3,40.45,17.51,8.02,149.76,70.23,26.95,3.92,9.4,4.68,25.74,26.95,0,52.96,134.82,7.4,31.67,0,49.3,47,31.67,33,111.3,15.92,246.5,88,33,44,91,33,12.67,93,15.92

58,14:15-14:30,51.09,100,4.51,0,12.84,28.89,0,16.62,10.59,0,0,192.6,5.22,0,0,4.76,14.44,0,24.08,16.62,13.48,96.3,40.45,17.51,8.02,149.76,70.23,26.95,3.92,9.4,4.68,25.74,26.95,0,52.96,134.82,7.4,33,0,49.3,46,33,33,109.03,17.04,246.5,87,33,44,91,33,13.33,92,17.04

59,14:30-14:45,39,98.32,4.51,0,12.56,28.89,0,16.25,10.59,0,0,192.6,5.22,0,0,4.76,14.44,0,24.08,16.25,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.4,4.68,26.74,26.95,0,52.96,134.82,7.4,35,0,49.3,43,35,33,105.67,13,246.5,76,33,42,88,33,13.67,87,13

60,14:45-15:00,41.51,94.44,4.51,0,12.15,28.89,0,15.72,10.59,0,0,192.6,5.22,0,0,4.76,14.44,0,24.08,15.72,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.4,4.68,26.74,26.95,0,52.96,134.82,7.4,36.67,0,47.72,40,36.67,33,92.37,13.83,238.6,73,33,41,87,33,13.33,80,13.83

61,15:00-15:15,43.99,90.14,4.51,0,11.64,28.89,0,15.07,10.59,0,0,192.6,5.37,0,0,4.95,14.44,0,24.08,15.07,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.58,4.68,26.74,26.95,0,52.96,134.82,7.4,33.66,0,45.6,38,33.66,33,86.97,14.67,227.99,70,33,40,85,33,13.67,77,14.67

62,15:15-15:30,46.99,85.53,4.51,0,11,28.89,0,14.23,10.59,0,0,192.6,5.37,0,0,4.95,14.44,0,24.08,14.23,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.58,4.68,27.25,26.95,0,52.96,134.82,7.6,35.86,0,43.13,35,35.86,33,82.45,15.67,215.66,66,33,39,81,33,14,70,15.67

63,15:30-15:45,48.49,80.18,5.12,0,10.25,28.89,0,13.26,10.59,0,0,192.6,5.37,0,0,4.95,14.44,0,24.08,13.26,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.58,4.68,27.25,26.95,0,52.96,134.82,8,38.26,0,40.37,32,38.26,33,75.79,16.17,201.83,61,33,36,73,33,14.67,65,16.17

64,15:45-16:00,52.01,74.85,5.12,0,9.48,28.89,0,12.27,10.59,0,0,192.6,5.37,0,0,4.95,14.44,0,24.08,12.27,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.58,4.68,28.26,26.95,0,52.96,134.82,8.4,40.88,0,37.34,29,40.88,33,68.95,17.33,186.68,57,33,35,67,33,15.67,58,17.33

