Block,Time,DULHASTI,MAPS,RIHAND2,SINGRAULI,ANTA_CRF,AURY_RF,FSTPP I & II,JHAJJAR,KOTESHWR,RAPPC,TANDA2,BRBCL,CHAMERA3,DHAULIGNGA,KOLDAM,NLCEXP,RAPPB,VALLURNTECL,DADRI_GF,DADRI_LF,CHAMERA1,KHSTPP-II,KKNPPU2,NAPP,NJPC,NLCTS2EXP,RSTPSU7,SIMHST2,UNCHAHAR2,DADRI_CRF,CHAMERA2,KGSU1AND2,KKNP,NNTPP,NTPL,SIMHST1,UNCHAHAR3,URI,ANTA_LF,ANTA_RF,BSIUL,DADRT2,KISHANGANGA,NLCIIST2,PARBATI3,SALAL,SEWA2,URI2,AURY_GF,AURY_LF,DADRI_RF,RIHAND1,RSTPSU1TO6,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR4,AURY_CRF,KGSU3AND4,KHSTPP-I,KUDGI,NLCIIST1,RAMPUR,RIHAND3,SASAN,TALA,TALST2,TelanganaSTPP,UNCHAHAR1,ANTA_GF
10,02:15-02:30,53.79,0,118.81,136.52,0,78.06,18.21,342.53,38.64,60.23,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,3.51,76.69,5.79,36.35,0,0,97.42,46.03,0,0,13,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,12.76,0,0,20.96,0

11,02:30-02:45,53.79,0,118.81,136.52,0,78.06,18.21,342.53,38.64,60.23,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,36.35,0,0,97.42,46.03,0,0,13,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

12,02:45-03:00,53.79,0,118.81,136.58,0,78.06,18.21,342.53,38.64,60.23,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,36.35,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

13,03:00-03:15,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.23,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,33.98,0,0,97.42,46.03,0,0,13,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

14,03:15-03:30,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,50.23,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,33.98,0,0,97.42,46.03,0,0,13,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

15,03:30-03:45,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,50.23,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,33.98,0,0,97.42,46.03,0,0,13,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

16,03:45-04:00,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,50.23,0,48.13,6.52,686.07,1.44,0,3.51,75.52,0,33.98,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

17,04:00-04:15,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,15.46,73.21,0,33.98,0,0,97.42,46.03,0,0,2.56,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.52,0,0,20.96,0

18,04:15-04:30,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,15.46,73.21,0,33.98,0,0,97.42,46.03,0,0,2.56,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.35,0,0,20.96,0

19,04:30-04:45,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,3.51,73.21,0,33.98,0,0,97.42,46.03,0,0,3.85,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.21,0,0,20.96,0

20,04:45-05:00,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,50.23,0,48.13,6.52,686.07,1.44,0,3.51,73.21,0,33.98,0,0,97.42,46.03,0,0,5.13,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.21,0,0,20.96,0

21,05:00-05:15,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,50.23,0,48.13,6.52,686.07,1.44,0,3.51,72.05,0,33.98,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,12.02,0,0,20.96,0

22,05:15-05:30,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.16,0,48.13,6.52,686.07,1.44,0,5.62,72.05,0,33.98,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,40.66,0,0,2.55,124.4,344.25,11.88,0,0,20.96,0

23,05:30-05:45,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,13.43,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,8.43,66.23,0,33.98,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.76,0,0,20.96,0

24,05:45-06:00,53.79,0,118.81,136.58,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,54.11,66.23,0,33.98,0,0,97.42,46.03,0,0,11.91,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.76,0,0,20.96,0

25,06:00-06:15,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,54.11,66.23,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.76,0,0,20.96,0

26,06:15-06:30,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,54.11,66.23,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.76,0,0,20.96,0

27,06:30-06:45,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,54.11,66.23,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

28,06:45-07:00,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,54.11,66.23,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

29,07:00-07:15,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,54.11,58.1,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

30,07:15-07:30,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,7.03,58.1,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

31,07:30-07:45,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

32,07:45-08:00,53.79,0,118.81,130.34,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,97.42,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,124.4,344.25,11.47,0,0,20.96,0

33,08:00-08:15,53.79,0,121.71,135.54,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,127.6,324,11.76,0,0,20.96,0

34,08:15-08:30,53.79,0,121.71,135.54,0,78.06,17.65,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,127.6,303.75,11.76,0,0,20.96,0

35,08:30-08:45,53.79,0,121.71,135.54,0,78.06,18.35,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,127.6,281.25,11.76,0,0,20.96,0

36,08:45-09:00,53.79,0,121.71,135.54,0,78.06,18.35,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,127.6,281.25,11.97,0,0,20.96,0

37,09:00-09:15,53.79,0,121.71,135.54,0,78.06,19.04,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,118.98,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.55,127.6,281.25,11.97,0,0,20.96,0

38,09:15-09:30,53.79,0,121.71,135.54,0,78.06,19.04,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.97,0,0,20.96,0

39,09:30-09:45,53.79,0,121.71,135.54,0,78.06,19.74,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.97,0,0,20.96,0

40,09:45-10:00,53.79,0,121.71,135.54,0,78.06,19.74,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.96,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,12.14,0,0,20.96,0

41,10:00-10:15,53.79,0,121.71,135.54,0,77.81,19.74,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.72,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,12.14,0,0,20.96,0

42,10:15-10:30,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,50.23,0,46.72,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,12.14,0,0,20.96,0

43,10:30-10:45,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,50.23,0,46.72,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.76,0,0,20.96,0

44,10:45-11:00,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,50.23,0,46.72,6.52,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.76,0,0,20.96,0

45,11:00-11:15,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.72,13.04,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.94,0,0,20.96,0

46,11:15-11:30,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.72,13.04,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.94,0,0,20.96,0

47,11:30-11:45,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.72,13.04,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.5,0,0,20.96,0

48,11:45-12:00,53.79,0,121.71,135.54,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.72,13.04,686.07,1.44,0,15.46,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.64,0,0,20.96,0

49,12:00-12:15,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,17.56,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.64,0,0,20.96,0

50,12:15-12:30,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,17.56,25.57,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.64,0,0,20.96,0

51,12:30-12:45,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,16.87,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

52,12:45-13:00,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,16.87,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,26.85,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

53,13:00-13:15,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,16.87,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,20.89,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

54,13:15-13:30,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,16.87,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,20.89,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

55,13:30-13:45,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,20.89,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

56,13:45-14:00,53.79,0,121.71,141.78,0,77.81,20.8,342.53,38.64,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,20.89,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,94.95,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.03,0,0,20.96,0

57,14:00-14:15,53.79,0,121.71,141.78,0,77.58,20.8,342.53,38.64,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,96.19,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.17,0,0,20.96,0

