Column1,Time,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNA/NR/2025/02/01/2594,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/16/1676,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/02/01/6460,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/2143,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/16/1380,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16
7,01:30-01:45,0,6.2,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,28.77,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,22.67,19.33,60.33,58.01,0,0,0,0,60.34,0,0,0,19.33,0

8,01:45-02:00,0,6,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,28.77,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,22.33,19,60.33,57,0,0,0,0,60.34,0,0,0,19,0

9,02:00-02:15,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,28.26,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,22,22.83,70,68.51,0,0,0,0,70,0,0,0,22.83,0

10,02:15-02:30,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,21.67,22.67,69.67,67.99,0,0,0,0,69.66,0,0,0,22.67,0

11,02:30-02:45,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,21,22.5,68.67,67.5,0,0,0,0,68.66,0,0,0,22.5,0

12,02:45-03:00,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,20,22.17,68.33,66.49,0,0,0,0,68.34,0,0,0,22.17,0

13,03:00-03:15,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,19.33,22,68,66,0,0,0,0,68,0,0,0,22,0

14,03:15-03:30,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,18.67,21.83,68.33,65.51,0,0,0,0,68.34,0,0,0,21.83,0

15,03:30-03:45,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,20,21.67,68,64.99,0,0,0,0,68,0,0,0,21.67,0

16,03:45-04:00,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,19.67,21.5,68,64.5,0,0,0,0,68,0,0,0,21.5,0

17,04:00-04:15,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,19.33,21.5,68.67,64.5,0,0,0,0,68.66,0,0,0,21.5,0

18,04:15-04:30,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,19,21.5,69.67,64.5,0,0,0,0,69.66,0,0,0,21.5,0

19,04:30-04:45,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,18.67,21.67,70,64.99,0,0,0,0,70,0,0,0,21.67,0

20,04:45-05:00,0,5,0,23.07,0,8.65,23.78,26.99,1.2,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,135.53,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,18.67,21.83,71,65.51,0,0,0,0,71,0,0,0,21.83,0

21,05:00-05:15,0,5,0,23.07,0,8.65,23.78,26.99,1.16,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,165.99,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,18,21.83,67,65.51,0,0,0,0,67,0,0,0,21.83,0

22,05:15-05:30,0,5,0,23.07,0,8.65,23.78,26.99,1.16,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,165.99,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,17.33,21.83,63,65.51,0,0,0,0,63,0,0,0,21.83,0

23,05:30-05:45,0,5,0,23.07,0,8.65,23.78,26.99,1.16,59.43,75,1.19,26.99,23.07,70.12,0.92,0,27.76,0,0,200.29,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,16.33,18.5,50.33,55.5,0,0,0,0,50.34,0,0,0,18.5,0

24,05:45-06:00,0,5,0,23.07,0,8.65,23.78,26.99,1.16,86.7,75,1.19,26.99,23.07,84.83,0.92,0,27.76,0,0,260.1,0.62,133.32,0,0,0,8.65,23.07,7.93,0,0,0,0,16,18.5,46.67,55.5,0,0,0,0,46.66,0,0,0,18.5,0

25,06:00-06:15,0,5,0,23.07,0,8.65,0,26.99,1.16,86.7,75,1.19,26.99,23.07,93.3,0,0,27.76,0,0,260.1,0,133.32,0,0,0,8.65,23.07,0,0,0,0,0,14.67,17.5,43.33,52.5,0,0.01,0.73,0,43.34,0,0,0,17.5,0

26,06:15-06:30,0,5,0,23.07,0,8.65,0,12.6,1.16,86.7,75,1.19,32,23.07,101.78,0,0,27.25,0,0,260.1,0,133.32,0,0,0,8.65,23.07,0,0,0,0,0,14.33,16.33,39,49.01,0,0.71,1.05,0,39,0,0,0,16.33,0

27,06:30-06:45,0,5,0,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,110.27,0.92,0,26.75,0,0,260.1,0.62,133.32,0,0,0,13.46,43.25,0,0,0,0,0,12,13.5,27.33,40.5,0,3.27,2.75,0,27.34,1,0,0,13.5,0

28,06:45-07:00,0,5,0.7,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,26.24,0,0,260.1,0.62,133.32,0,0,0,13.46,43.25,0,0,0,0,0,11,12.33,25,37.01,0,9.01,6.78,0,25,4,0,0,12.33,0

29,07:00-07:15,0,5,4.48,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,0,260.1,0.62,133.32,0,0,0,13.46,43.25,0,0,0,1,0,10.33,11.33,23.33,34.01,0,18.49,14.45,2,23.34,10,0,5,11.33,10

30,07:15-07:30,0,5,10.47,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.23,0,0,260.1,0.62,133.32,0,0,0,13.46,43.25,0,1,1,4,0.77,10,10,22,30,0.08,31.35,25.99,3,22,15,3.86,5,10,10

31,07:30-07:45,0,5.2,16.89,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.23,0,0.15,260.1,0.62,133.32,0.11,0.15,0,13.46,43.25,0,3,2,7,1.98,9,9,15,27,0.17,26.25,26.25,5,15,24,9.91,5,9,10

32,07:45-08:00,0,5.2,24.61,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,0.6,260.1,0.62,133.32,0.47,0.6,0,13.46,43.25,0,7,3,18,3.86,8.67,8.67,15,25.99,1.89,25.83,25.83,7,15,25.84,19.28,7,8.67,13

33,08:00-08:15,0,5,34.15,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,1.35,260.1,0.62,133.32,1.04,1.35,0,13.46,43.25,0,13,7,32,5.87,8.33,8.33,15,25.01,5.41,29.23,29.23,14,15,29.24,29.34,8,8.33,17

34,08:15-08:30,0,5,45.13,36.53,0,13.46,0,32,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,2.4,260.1,0.62,133.32,1.85,2.4,0,13.46,43.25,0,21,10,49,9.76,7.67,7.5,15,22.5,10.74,29.57,29.57,23,15,29.56,48.77,12,7.5,23

35,08:30-08:45,0,4.8,56.56,36.53,0,13.46,0,9.13,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,3.74,260.1,0.62,133.32,2.89,3.74,0,13.46,43.25,0,28,15,67,13.98,7.33,7,14,21,22.09,30.07,30.07,25,14,30.06,69.89,18,7,35

36,08:45-09:00,0,4,67.38,36.53,0,13.46,0,9.13,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,5.82,260.1,0.62,133.32,4.5,5.82,0,13.46,43.25,0,36,21,84,18.19,7,7,14,21,30.21,30.47,30.47,33,14,30.46,90.93,22,7,44

37,09:00-09:15,0,4,77.6,36.53,0,13.46,0,25.87,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,7.36,260.1,0.62,133.32,5.69,7.36,0,13.46,43.25,0,40,25,95,22.32,7,7,14,21,38.55,30.47,30.47,47,14,30.46,111.62,23,7,47

38,09:15-09:30,0,4,87.73,36.53,0,13.46,0,25.87,1.16,86.7,75,1.19,32,36.53,115.35,0.92,0,25.74,0,8.79,260.1,0.62,133.32,6.79,8.79,0,13.46,43.25,0,49,28,116,26.25,6.67,7,14,21,49.24,30.47,30.47,55,14,30.46,131.26,27,7,53

39,09:30-09:45,0,4,97.76,23.07,0,8.65,0,25.87,1.16,86.7,75,1.19,32,23.07,115.35,0.92,0,25.23,0,10.01,260.1,0.62,133.32,7.74,10.01,0,8.65,23.07,0,54,31,126,30,6.67,7,14,21,56.95,30.47,30.47,62,14,30.46,149.97,30,7,60

40,09:45-10:00,0,4,107.2,23.07,0,8.65,0,25.87,1.16,86.7,75,1.19,32,23.07,115.35,0.92,0,24.73,0,11.19,260.1,0.62,133.32,8.65,11.19,0,8.65,23.07,0,60,34,140,33.4,6.67,7,14,21,64.26,30.47,30.47,66,14,30.46,167.02,33,7,67

41,10:00-10:15,0,6,115.35,23.07,0,8.65,0,25.87,1.16,76.21,75,1.19,26.99,23.07,98.41,0.92,0,24.73,0,12.59,225.81,0.62,133.32,9.73,12.59,0,8.65,23.07,0,64,36,151,39.82,6.67,7,14,21,75.45,30.47,30.47,73,14,30.46,199.07,36,7,72

42,10:15-10:30,0,6,122.42,23.07,0,8.65,0,25.87,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,24.73,0,13.54,225.81,0.62,133.32,10.46,13.54,0,8.65,23.07,0,69,38,161,42.76,6.67,7,14,21,81.91,30.47,30.47,79,14,30.46,213.8,39,7,78

43,10:30-10:45,0,6,128.92,23.07,0,8.65,0,25.87,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,24.73,0,14.58,225.81,0.62,133.32,11.27,14.58,0,8.65,23.07,0,75,41,175,45.43,6.67,7,14,21,87.91,30.47,30.47,86,14,30.46,227.17,41,7,83

44,10:45-11:00,0,6,134.88,23.07,0,8.65,0,25.87,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,24.73,0,15.34,249.84,0.62,133.32,11.85,15.34,0,8.65,23.07,0,82,43,193,46.67,6.67,7,14,21,93.44,30.47,30.47,89,14,30.46,233.33,43,7,87

45,11:00-11:15,0,6,139.58,23.07,0,8.65,0,26.99,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,24.22,0,16.15,245.03,0.62,133.32,12.48,16.15,0,8.65,23.07,0,85,44,200,46.67,6.67,7,14,21,98.24,30.47,30.47,92,14,30.46,233.33,46,7,92

46,11:15-11:30,0,6,142.7,23.07,0,8.65,0,26.99,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,23.72,0,16.81,240.22,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,45,203,46.67,6.67,7,14,21,100,30.47,30.47,93,14,30.46,233.33,48,7,97

47,11:30-11:45,0,6,144.96,23.07,0,8.65,0,26.99,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,23.72,0,16.81,218.86,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,46,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

48,11:45-12:00,0,6,146.43,23.07,0,8.65,0,26.99,1.16,76.21,75,1.19,26.99,23.07,70.12,0.92,0,23.72,0,16.81,190.02,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,47,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

49,12:00-12:15,0,6,147.47,23.07,0,8.65,0,26.99,1.16,62.16,75,1.19,26.99,23.07,70.12,0.92,0,23.72,0,16.81,165.99,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

50,12:15-12:30,0,6,147.92,23.07,0,8.65,0,26.99,1.16,62.16,75,1.19,26.99,23.07,70.12,0.92,0,23.72,0,16.81,165.99,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

51,12:30-12:45,0,6,147.55,23.07,0,8.65,0,26.99,1.16,62.16,75,1.38,26.99,23.07,70.12,0.92,0,23.72,0,16.81,200.29,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

52,12:45-13:00,0,6,146.36,23.07,0,8.65,0,26.99,1.16,62.16,75,1.38,26.99,23.07,70.12,0.92,0,24.22,0,16.81,200.29,0.62,133.32,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

53,13:00-13:15,0,6,144.49,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,24.22,0,16.81,200.29,0.62,115.34,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,95,14,30.46,233.33,50,7,100

54,13:15-13:30,0,6,142.18,23.07,0,8.65,0,26.99,1.2,49.98,75,1.38,26.99,23.07,70.12,0.92,0,24.22,0,16.81,169.82,0.62,96.12,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,94,14,30.46,233.33,50,7,100

55,13:30-13:45,0,6,139.42,23.07,0,8.65,0,26.99,1.2,49.98,75,1.38,26.99,23.07,70.12,0.92,0,24.22,0,16.81,169.82,0.62,115.34,12.99,16.81,0,8.65,23.07,0,87,48,203,46.67,6.67,7,14,21,100,30.47,30.47,93,14,30.46,233.33,50,7,100

56,13:45-14:00,0,6,135.9,23.07,0,8.65,0,26.99,1.2,49.98,75,1.38,26.99,23.07,70.12,0.92,0,23.72,0,16.81,169.82,0.62,133.32,12.99,16.81,0,8.65,23.07,0,84,47,196,46.67,6.67,7,14,21,100,30.47,30.47,92,14,30.46,233.33,48,7,97

57,14:00-14:15,0,6,130.61,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,23.21,0,16.81,169.82,0.62,133.32,12.99,16.81,0,8.65,23.07,0,88,46,207,47.5,7.33,7,14,21,100,30.47,30.47,92,14,30.46,237.5,48,7,97

58,14:15-14:30,0,6,124.04,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,23.21,0,16.31,169.82,0.62,133.32,12.61,16.31,0,8.65,23.07,0,85,45,200,47.5,9,7,14,21,100,30.47,30.47,91,14,30.46,237.5,48,7,97

59,14:30-14:45,0,6,117.02,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,23.21,0,15.68,169.82,0.62,133.32,12.12,15.68,0,8.65,23.07,0,84,43,196,47.5,6.67,7,14,21,100,30.47,30.47,90,14,30.46,237.5,47,7,93

60,14:45-15:00,0,6.8,110.01,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,23.72,0,15.05,169.82,0.62,133.32,11.63,15.05,0,8.65,23.07,0,81,42,189,46.67,6.67,7,14,21,100,30.47,30.47,87,14,30.46,233.33,45,7,90

61,15:00-15:15,0,7,103.51,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,24.73,0,14.24,200.29,0.62,133.32,11,14.24,0,8.65,23.07,0,78,40,182,46.67,6.67,7,14,21,100,30.97,30.97,85,14,30.96,233.33,43,7,87

62,15:15-15:30,0,7.6,96.92,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,25.23,0,13.36,200.29,0.62,133.32,10.32,13.36,0,8.65,23.07,0,75,38,175,44.29,6.67,7,14,21,95,30.97,30.97,82,14,30.96,221.44,42,7,83

63,15:30-15:45,0,8,89.26,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,25.74,0,12.35,200.29,0.62,133.32,9.54,12.35,0,8.65,23.07,0,70,35,165,41.35,7.33,7,14,21,87.02,30.97,30.97,75,14,30.96,206.75,41,7,81

64,15:45-16:00,0,8.4,80.5,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,25.74,0,11.23,200.29,0.62,133.32,8.67,11.23,0,8.65,23.07,0,66,32,154,38.15,8.33,7,14,21,80.98,30.97,30.97,70,14,30.96,190.72,37,7,75

65,16:00-16:15,0,8.8,70.78,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,26.24,0,9.97,200.29,0.7,133.32,7.71,9.97,0,8.65,23.07,0,60,29,140,34.71,9.33,7.17,14,21.49,74.53,31.3,31.3,65,14,31.3,173.55,33,7.17,67

66,16:15-16:30,0,8.8,60.44,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,27.25,0,8.65,200.29,0.7,133.32,6.69,8.65,0,8.65,23.07,0,52,25,123,31.1,10.67,7.17,14,21.49,67.69,31.3,31.3,58,14,31.3,155.47,29,7.17,58

67,16:30-16:45,0,9.2,49.68,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,27.76,0,7.17,200.29,0.7,133.32,5.55,7.17,0,8.65,23.07,0,43,21,102,27.05,8.33,7,14,21,60.06,31.3,31.3,51,14,31.3,135.27,23,7,47

68,16:45-17:00,0,9.4,38.69,23.07,0,8.65,0,26.99,1.2,62.16,75,1.38,26.99,23.07,70.12,0.92,0,27.76,0,5.62,200.29,0.7,133.32,4.35,5.62,0,8.65,23.07,0,36,16,84,22.75,8.33,7,14,21,51.77,31.3,31.3,43,14,31.3,113.74,19,7,39

69,17:00-17:15,0,9.8,28.04,31.72,0,8.65,0,26.99,1.25,86.7,75,1.38,26.99,31.72,78.6,0.92,0,28.26,0,3.91,248.35,0.7,133.32,3.02,3.91,0,8.65,31.72,0,30,11,70,18.46,8.33,7,14,21,42.73,31.3,31.3,33,14,31.3,92.27,15,7,30

70,17:15-17:30,0,10.4,18.46,31.72,0,8.65,0,26.99,1.25,86.7,75,1.38,26.99,31.72,87.08,0.92,0,28.77,0,2.71,260.1,0.7,133.32,2.1,2.71,0,8.65,31.72,0,22,7,53,13.95,8.33,7,14,21,32.22,24.01,18.87,23,14,18,69.74,11,7,21

71,17:30-17:45,0,11,11.01,31.72,0,8.65,0,26.99,1.25,86.7,75,1.38,26.99,31.72,95.56,0.92,0,28.77,0,1.74,260.1,0.7,133.32,1.35,1.74,0,8.65,31.72,0,24,4,56,9.31,10,7.5,15,22.5,21.4,12.88,10.08,15,15,8,46.52,7,7.5,13

72,17:45-18:00,0,11.81,6.05,31.72,0,8.65,0,22.49,1.25,86.7,75,1.38,22.49,31.72,104.05,0.92,0,29.27,0,0.97,260.1,0.7,133.32,0.75,0.97,0,8.65,31.72,0,15,2,35,5.21,10.33,7.83,16.67,23.51,14.08,5.64,4.64,10,16.66,1,26.02,3,7.83,7

73,18:00-18:15,0,11.81,2.14,36.53,0,13.46,0,32,1.25,86.7,75,1.75,3.58,36.53,112.53,0.92,200,29.27,50,0.43,260.1,0.7,133.32,0.33,0.43,0,13.46,43.25,0,7,1,18,1.02,10.67,8.67,21.67,25.99,4.98,0,0,5,21.66,0,5.09,2,8.67,3

74,18:15-18:30,0,11.81,0,36.53,0,13.46,0,32,1.25,86.7,75,1.75,3.58,36.53,115.35,0.92,200,29.78,50,0.11,260.1,0.7,133.32,0.09,0.11,0,13.46,43.25,0,1,1,2,0.39,11,9.83,27.33,29.51,1.5,0,0,2,27.34,0,1.92,0,9.83,1

75,18:30-18:45,0,11.61,0,36.53,0,13.46,0,31.61,1.25,86.7,75,1.75,0,36.53,115.35,0.92,200,30.28,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0.02,10,8.83,25,26.51,0.1,0,0,0,25,0,0.09,0,8.83,0

76,18:45-19:00,0,11.21,0,36.53,0,13.46,0,31.61,1.25,86.7,75,1.75,0,36.53,115.35,0.92,200,30.79,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0,10.33,9.83,26.33,29.51,0,0,0,0,26.34,0,0,0,9.83,0

77,19:00-19:15,0,15.41,0,36.53,0,13.46,0,31.61,1.25,86.7,75,1.65,31,36.53,115.35,0.92,200,30.79,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0,10.33,10.67,28.33,31.99,0,0,0,0,28.34,0,0,0,10.67,0

78,19:15-19:30,0,15.01,0,36.53,0,13.46,0,31.61,1.25,86.7,75,1.65,31,36.53,115.35,0.92,200,30.79,50,0,260.1,0.7,133.32,0,0,50,13.46,43.25,0,0,0,0,0,10,11.67,29.67,34.99,0,0,0,0,29.66,0,0,0,11.67,0

