Column1,Time,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7786,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7663,NR/01082024/19092033/Chanju/TPDDL/01082024
6,01:15-01:30,9.03,22.13,8.99,6.05,84.28,9.85,25.24,4.19,70.53,0,25.17,0,25.17,0,75.49,15.33,0,0,0,0,0,0,0,0,0,0,0,36.42,0,22.13,-0,48.37,19.35,238.47,10.46,48.37,0,56.71,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,14.16

7,01:30-01:45,9.03,26.7,8.99,6.05,84.28,9.85,25.24,4.19,70.53,0,20,0,20,0,60,16,0,0,0,0,0,0,0,0,0,0,0,35.81,0,22.13,-0,48.37,19.35,273.53,10.46,48.37,0,56.71,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,14.16

8,01:45-02:00,9.03,26.7,8.99,6.05,84.28,9.85,25.24,4.19,70.53,0,20.83,0,20.83,0,62.51,16.33,0,0,0,0,0,0,0,0,0,0,0,35.61,0,22.13,-0,48.37,19.35,232.18,10.46,48.37,0,56.71,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,14.16

9,02:00-02:15,8.87,26.7,8.99,6.05,84.28,9.38,25.24,4.19,70.53,0,25.67,0,25.67,0,76.99,21.67,0,0,0,0,0,0,0,0,0,0,0,39.62,0,26.7,-0,48.37,19.35,193.48,10.46,48.37,0,56.71,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

10,02:15-02:30,8.87,26.7,8.02,6.05,54.17,9.38,24.22,3.96,70.53,0,26,0,26,0,78,22,0,0,0,0,0,0,0,0,0,0,0,39.42,0,26.7,-0,48.37,19.35,150.44,10.46,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

11,02:30-02:45,8.87,26.7,8.02,6.05,54.17,9.38,24.22,3.96,70.53,0,29.83,0,29.83,0,89.51,22.67,0,0,0,0,0,0,0,0,0,0,0,38.82,0,26.7,-0,48.37,19.35,150.44,10.46,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

12,02:45-03:00,8.87,26.7,8.02,4.42,54.17,9.38,24.22,3.96,70.53,0,30.17,0,30.17,0,90.49,25,0,0,0,0,0,0,0,0,0,0,0,38.62,0,26.7,-0,48.37,19.35,150.44,10.46,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

13,03:00-03:15,8.87,26.7,8.02,4.42,54.17,8.91,24.22,3.96,70.53,0,30.17,0,30.17,0,90.49,30,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.98,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

14,03:15-03:30,8.87,26.7,8.02,4.42,54.17,8.91,24.22,3.96,70.53,0,30.33,0,30.33,0,91.01,30.33,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.98,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

15,03:30-03:45,8.87,26.7,8.27,4.42,54.17,9.62,24.22,3.93,70.53,0,30.33,0,30.33,0,91.01,30.67,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.98,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

16,03:45-04:00,8.87,26.7,8.27,4.42,54.17,9.62,24.22,3.94,70.53,0,30.5,0,30.5,0,91.5,31,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.98,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

17,04:00-04:15,8.64,26.7,8.27,4.42,54.17,9.38,24.22,3.95,70.53,0,30.5,0,30.5,0,91.5,25,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.36,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.29

18,04:15-04:30,8.64,26.7,8.27,4.42,54.17,9.38,24.22,3.96,70.53,0,30.5,0,30.5,0,91.5,25.33,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.7,-0,48.37,19.35,150.44,9.36,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.29

19,04:30-04:45,8.64,26.7,8.27,4.42,54.17,9.38,24.22,3.96,70.53,0,27.5,0,27.5,0,82.5,25.67,0,0,0,0,0,0,0,0,0,0,0,42.82,0,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.29

20,04:45-05:00,8.64,26.7,8.27,4.42,54.17,9.38,24.22,3.96,70.53,0,27.67,0,27.67,0,82.99,26,0,0,0,0,0,0,0,0,0,0,0,42.62,0,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.29

21,05:00-05:15,8.64,26.7,8.27,4.42,54.17,9.14,24.22,3.96,70.53,0,29.17,0,29.17,0,87.49,28.33,0,0,0,0,0,0,0,0,0,0,0,42.42,0,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

22,05:15-05:30,8.64,26.7,8.27,4.42,54.17,9.14,24.22,3.96,70.53,0,29.17,0,29.17,0,87.49,28.33,0.2,0,0,0,0,0,0,0,0,0,0,42.42,0,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

23,05:30-05:45,8.64,26.7,8.27,4.42,54.17,9.14,24.22,3.96,70.53,0,29.17,0,29.17,0,87.49,28.67,0.47,0,0,0,0.08,0,0,0,0,0.38,0,42.42,1.12,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

24,05:45-06:00,8.64,26.7,8.27,4.42,54.17,9.14,24.22,3.96,70.53,0,29.17,0,29.17,0,87.49,29,1.8,0,0,0,0.14,0,1,0,0,0.67,0,42.42,3.55,26.7,-0,48.37,19.35,150.44,10.53,48.37,0,38.7,11.92,11.93,15.33,53.21,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

25,06:00-06:15,8.33,26.7,8.27,4.42,72.88,8.91,26.25,3.96,70.53,0,32.5,0,32.5,0,97.5,33.33,3.73,14.27,4.47,0,1.09,1,1,1,0,5.43,1,42.42,6.19,26.7,-0,48.37,19.35,150.44,10.29,48.37,0,38.7,11.92,11.93,15.33,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.74

26,06:15-06:30,8.33,26.7,8.27,4.42,72.88,8.91,26.25,3.96,70.53,0,32.5,0,32.5,0,97.5,33.33,5.46,21.42,12.31,0,2.2,2,1,2,1,10.97,2,42.42,9.33,26.7,-0,48.37,19.35,150.44,10.29,48.37,0,38.7,11.92,11.93,15.33,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.74

27,06:30-06:45,8.33,26.7,8.27,4.42,54.17,8.91,25.23,3.96,70.53,3,35,0,35,0,105,36.67,5.84,29.85,27.66,0,3.43,3,3,3,2,17.16,3,39.62,13.01,26.7,-0,48.37,19.35,150.44,10.29,48.37,1.61,38.7,11.92,11.93,15.33,82.23,1.61,1.24,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.74

28,06:45-07:00,8.33,26.7,8.27,4.42,54.17,8.91,26.24,3.96,70.53,6,35,0,35,0,105,36.67,9.47,33,33,0,4.54,4,6,6,3,22.67,7,39.22,17.35,26.7,-0,48.37,19.35,150.44,10.29,48.37,2.08,38.7,11.92,11.93,15.33,77.39,2.08,1.61,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.74

29,07:00-07:15,8.33,26.94,8.27,4.42,54.17,8.68,26.24,3.96,70.53,10,35,0,35,0,105,40,13.88,33,33,0,6.86,5,9,10,7,34.32,13,38.82,22.45,26.94,-0,48.37,19.35,150.44,10.29,48.37,2.68,38.7,11.92,11.93,15.33,77.39,2.68,2.07,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

30,07:15-07:30,8.33,26.94,8.27,4.42,54.17,8.68,26.24,3.96,70.53,16,35,0,35,0,105,40,19.06,33,33,0,9.16,6,13,15,8,45.79,17,38.62,28.37,26.94,-0,48.37,19.35,150.44,10.29,48.37,3.71,38.7,11.92,11.93,15.33,72.56,3.71,2.87,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

31,07:30-07:45,8.33,26.94,8.3,4.42,54.17,8.68,26.24,3.97,70.53,24,35,0,35,0,105,40,24.79,33,33,0,11.7,12,13,23,8,58.51,17,38.82,34.07,26.94,-0,48.37,19.35,150.44,10.29,48.37,4.54,38.7,11.92,11.93,15.33,67.72,4.54,3.5,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

32,07:45-08:00,8.33,26.94,8.3,4.42,54.17,8.68,27.25,3.97,70.53,32.6,35,0,35,0,105,40,31.1,32.6,32.6,0,14.42,16,18,27,12,72.09,23,39.22,40.09,26.94,-0,48.37,19.35,150.44,10.29,48.37,5.36,38.7,11.92,11.93,15.33,67.72,5.36,4.14,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

33,08:00-08:15,8.1,26.94,8.3,4.42,54.17,8.45,26.75,3.97,70.53,33,35,0,35,0,105,40,35.48,33,33,0,16.21,20,22,35,14,81.07,28,39.62,45.28,26.94,-0,48.37,19.35,150.44,10.14,48.37,6.01,38.7,11.92,11.93,15.33,67.72,6.01,4.64,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.56

34,08:15-08:30,8.1,26.94,8.3,4.42,54.17,8.45,27.25,3.97,70.53,33,35,0,35,0,105,40,41.82,33,33,0,18.98,23,28,39,17,94.91,35,40.02,49.99,26.94,-0,48.37,19.35,150.44,10.14,48.37,6.99,38.7,11.92,11.93,15.33,53.21,6.99,5.4,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.56

35,08:30-08:45,8.1,26.94,8.3,4.42,54.17,8.45,24.22,3.97,70.53,33,35,0,35,0,105,40,48.04,33,33,0,23.2,26,36,47,22,116.02,43,40.82,54.83,26.94,-0,48.37,19.35,150.44,10.14,48.37,7.96,38.7,11.92,11.93,15.33,53.21,7.96,6.15,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.56

36,08:45-09:00,8.1,26.94,8.3,4.42,54.17,8.45,24.22,3.97,70.53,33,35,0,35,0,105,40,54.02,33,33,0,25.92,29,42,52,25,129.6,51,41.22,79.4,26.94,-0,48.37,19.35,150.44,10.14,48.37,8.93,38.7,11.92,11.93,15.33,53.21,8.93,6.9,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.56

37,09:00-09:15,8.1,26.96,8.3,4.42,54.17,8.2,25.24,3.97,70.53,33,35,0,35,0,105,35,63.49,33,33,0,28.41,31,49,59,30,142.06,60,41.62,87.39,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,9.72,38.7,11.92,11.93,15.33,53.21,9.72,7.51,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.46

38,09:15-09:30,8.1,26.96,8.3,4.42,54.17,8.2,26.25,3.97,70.53,33,35,0,35,0,105,35,69.13,33,33,0,30.9,34,54,63,33,154.52,67,42.02,95.94,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,10.41,38.7,11.92,11.93,15.33,53.21,10.41,8.05,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.46

39,09:30-09:45,8.1,26.96,8.3,4.42,54.17,8.2,25.23,3.97,70.53,33,35,0,35,0,105,35,74.35,33,33,0,33.4,36,60,67,35,166.97,71,42.42,101.23,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,11.1,38.7,11.92,11.93,15.33,53.21,11.1,8.58,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.46

40,09:45-10:00,8.1,26.96,8.3,4.42,54.17,8.2,25.23,3.97,70.53,33,35,0,35,0,105,35,79.16,33,33,0,35.89,38,63,70,38,179.44,77,42.42,107.61,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,11.77,38.7,11.92,11.93,15.33,53.21,11.77,9.09,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.46

41,10:00-10:15,8.48,26.96,8.3,4.42,54.17,8.2,25.23,3.97,70.53,33,35,0,35,0,105,35.67,83.52,33,33,0,37.84,39,69,77,40,189.22,80,42.42,111.43,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,12.17,38.7,11.92,11.93,15.33,53.21,12.17,9.41,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.37

42,10:15-10:30,8.48,26.96,8.3,4.42,54.17,8.2,25.23,3.97,70.53,33,35,0,35,0,105,36.33,87.43,33,33,0,39.8,40,72,83,42,198.99,84,42.42,87.49,26.96,-77.39,48.37,19.35,150.44,10.53,48.37,12.58,38.7,11.92,11.93,15.33,53.21,12.58,9.72,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.37

43,10:30-10:45,8.48,26.96,8.3,4.42,54.17,8.2,28.26,3.97,70.53,33,35,0,35,0,105,37.33,90.8,33,33,0,41.76,41,75,87,43,208.77,87,42.42,89.01,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,14.3,38.7,11.92,11.93,15.33,53.21,14.3,11.05,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.37

44,10:45-11:00,8.48,26.96,8.3,4.42,54.17,8.2,28.26,3.97,70.53,33,35,0,35,0,105,38.33,93.59,33,33,0,43.71,42,76,89,44,218.55,89,42.42,89.98,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,14.76,38.7,11.92,11.93,15.33,53.21,14.76,11.41,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.37

45,11:00-11:15,8.48,26.96,8.3,4.42,54.17,7.03,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,39.33,100,33,33,0,44.94,43,81,92,45,224.71,90,42.42,90.64,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,15.19,38.7,11.92,11.93,15.33,53.21,15.19,11.74,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

46,11:15-11:30,8.48,26.96,8.3,4.42,54.17,7.03,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,45.81,43,81,93,45,229.03,90,42.42,90.72,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,15.63,38.7,11.92,11.93,15.33,53.21,15.63,12.08,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

47,11:30-11:45,8.48,26.96,8.3,4.42,54.17,7.03,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.29,43,87,93,45,231.42,90,42.42,89.07,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,16.09,38.7,11.92,11.93,15.33,53.21,16.09,12.43,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

48,11:45-12:00,8.48,26.96,8.3,4.42,54.17,7.03,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.52,43,87,95,45,232.62,90,42.42,90.89,26.96,-77.39,48.37,19.35,150.44,10.61,48.37,16.57,38.7,11.92,11.93,15.33,53.21,16.57,12.8,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

49,12:00-12:15,9.26,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.62,43,87,95,47,233.09,93,42.42,86.07,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.59,38.7,11.92,11.93,15.33,53.21,16.59,12.82,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.19

50,12:15-12:30,9.26,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.64,43,87,95,47,233.2,93,42.42,87.86,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.64,38.7,11.92,11.93,15.33,53.21,16.64,12.85,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.19

51,12:30-12:45,9.26,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.65,43,87,95,47,233.23,93,42.42,90.47,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.7,38.7,11.92,11.93,15.33,53.21,16.7,12.91,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.19

52,12:45-13:00,9.26,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.64,43,87,95,47,233.22,93,42.42,90.45,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.82,38.7,11.92,11.93,15.33,53.21,16.82,13,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.19

53,13:00-13:15,10.03,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.63,43,87,95,47,233.16,93,40.02,91.45,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.66,38.7,11.92,11.93,15.33,53.21,16.66,12.86,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

54,13:15-13:30,10.03,26.97,8.3,4.42,54.17,7.97,28.26,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,46.56,42,87,95,47,232.77,93,40.02,91.7,26.97,-77.39,48.37,19.35,150.44,10.61,48.37,16.54,38.7,11.92,11.93,15.33,53.21,16.54,12.79,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

55,13:30-13:45,10.03,26.97,8.3,4.42,54.17,7.97,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,72.92,33,33,0,46.35,41,87,95,47,231.74,93,40.02,81.91,26.97,-0,48.37,19.35,150.44,10.61,48.37,16.49,38.7,11.92,11.93,15.33,53.21,16.49,12.75,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

56,13:45-14:00,10.03,26.97,8.3,4.42,54.17,7.97,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,81.03,33,33,0,45.93,41,84,93,47,229.65,93,40.02,79.61,26.97,-0,48.37,19.35,150.44,10.61,48.37,16.49,38.7,11.92,11.93,15.33,53.21,16.49,12.75,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

57,14:00-14:15,10.03,26.97,8.3,4.42,54.17,8.2,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,88.67,33,33,0,45.25,39,78,92,45,226.23,90,40.02,77.06,26.97,-0,48.37,19.35,150.44,10.61,48.37,16.28,38.7,11.92,11.93,15.33,53.21,16.28,12.58,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

58,14:15-14:30,10.03,26.97,8.3,4.42,54.17,8.2,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,43.63,38,75,91,45,218.16,90,40.02,74.26,26.97,-0,48.37,19.35,150.44,10.61,48.37,16.11,38.7,11.92,11.93,15.33,53.21,16.11,12.45,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

59,14:30-14:45,10.03,3,8.3,4.42,54.17,8.2,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,41.9,37,72,88,43,209.5,87,42.02,70.19,3,-0,48.37,19.35,150.44,10.61,48.37,16,38.7,11.92,11.93,15.33,53.21,16,12.36,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

60,14:45-15:00,10.03,3,8.3,4.42,54.17,8.2,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,100,33,33,0,40.17,36,66,86,42,200.85,83,42.02,65.93,3,-0,48.37,19.35,150.44,10.61,48.37,15.92,38.7,11.92,11.93,15.33,53.21,15.92,12.31,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.09

61,15:00-15:15,10.03,3,8.3,4.42,54.17,8.45,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,79.48,33,33,0,38.05,35,63,85,40,190.25,80,42.02,47.85,3,-0,48.37,19.35,150.44,10.61,48.37,15.49,38.7,11.92,11.93,15.33,53.21,15.49,11.97,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

62,15:15-15:30,10.03,3,8.3,4.42,54.17,8.45,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,75.53,33,33,0,35.93,34,58,82,37,179.65,74,42.02,45.26,3,-0,48.37,19.35,150.44,10.61,48.37,14.54,38.7,11.92,11.93,15.33,53.21,14.54,11.23,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

63,15:30-15:45,10.03,3,8.3,4.42,54.17,8.45,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,71.23,33,33,0,33.81,30,54,72,33,169.05,67,42.02,44.3,3,-0,48.37,19.35,150.44,10.61,48.37,13.58,38.7,11.92,11.93,15.33,53.21,13.58,10.5,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

