Block,Time,KOTESHWR,PARBATI3,SIMHST2,UNCHAHAR3,DADRI_GF,CHAMERA1,RAMPUR,RIHAND3,SEWA2,SIMHST1,TEHRI,DADRI_CRF,KGSU1AND2,KKNPPU2,NAPP,RSTPSU1TO6,SALAL,SASAN,TALA,TANDA2,KGSU3AND4,KUDGI,NJPC,RAPPB,TALST2,TelanganaSTPP,UNCHAHAR4,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,DADRI_RF,DHAULIGNGA,DULHASTI,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST2,NNTPP,SINGRAULI_HYDRO,URI2,ANTA_GF,AURY_GF,AURY_RF,BRBCL,CHAMERA3,DADRT2,KKNP,RIHAND1,RIHAND2,UNCHAHAR1,BSIUL,KHSTPP-I,KHSTPP-II,NLCTS2EXP,RAPPC,TANAKPUR,URI,VALLURNTECL,ANTA_CRF,DADRI_LF,CHAMERA2,JHAJJAR,KISHANGANGA,MAPS,NLCIIST1,NTPL,RSTPSU7,SINGRAULI,UNCHAHAR2
56,13:45-14:00,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,390.94,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.8,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

57,14:00-14:15,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

58,14:15-14:30,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

59,14:30-14:45,19.32,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,27.34,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

60,14:45-15:00,19.32,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,30.04,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,27.34,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

61,15:00-15:15,19.32,7.03,0,27.05,0,42.15,3.54,127.6,5.71,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,27.34,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

62,15:15-15:30,19.32,7.03,0,27.05,0,42.15,3.54,127.6,5.71,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,27.34,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

63,15:30-15:45,19.32,21.08,0,27.05,0,42.15,3.54,127.6,9.67,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,27.34,0,0,59.67,20.000017,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

64,15:45-16:00,19.32,21.08,0,27.05,0,42.15,3.54,127.6,10.26,0,53.16,0,0,0,45.34,0,77.85,390.94,8.02,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,26.6,0,0,59.67,20.000017,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.68,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

65,16:00-16:15,19.32,3.94,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.9,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,29.56,0,0,59.67,20.000018,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.53,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

66,16:15-16:30,19.32,3.94,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.79,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,29.56,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.53,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

67,16:30-16:45,19.32,3.94,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.67,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.53,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

68,16:45-17:00,19.32,3.94,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.53,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.53,11.78,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

69,17:00-17:15,19.32,15.46,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.41,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,1.1,44.31,148.3,0,60.53,11.78,28.71,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

70,17:15-17:30,19.32,15.46,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.38,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,1.1,44.31,148.3,0,60.53,11.78,28.71,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

71,17:30-17:45,28.98,15.46,0,27.05,0,42.15,3.54,127.6,11.57,0,53.16,0,0,0,45.34,0,77.85,390.94,7.23,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,1.1,44.31,148.3,0,60.53,11.78,28.71,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

72,17:45-18:00,28.98,15.46,0,27.05,0,42.15,3.54,127.6,11.57,0,70.87,0,0,0,45.34,0,77.85,390.94,7.17,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,1.1,44.31,148.3,0,60.53,11.78,28.71,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.71

73,18:00-18:15,38.64,8.43,0,27.05,0,42.15,3.54,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,6.94,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,686.07,0,84.36,121.71,20.96,6.52,44.31,148.3,0,60.53,9.74,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,43.14

74,18:15-18:30,38.64,36.54,0,26.45,0,42.15,3.54,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,6.73,2.89,0,0,167.1,0,0,0,0.016,0,30.87,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,93.48,42.41

75,18:30-18:45,38.64,36.54,0,26.45,0,42.15,3.54,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,7.15,2.89,0,0,167.1,0,0,0,0.016,0,30.99,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000013,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,28.71,0,0,0,44.22,406.41,4.32,0,0,0,0,93.48,42.41

76,18:45-19:00,42.51,36.54,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,7.08,2.89,0,0,168.66,0,0,0,0,0,30.99,0,0,76.88,41.42,56.89,14.3,5.35,0,0,0,0.5,20.68,0,0,59.67,20.000074,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,46.37,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

77,19:00-19:15,42.51,36.54,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,7.15,2.89,0,0,168.66,0,0,0,0,0,19.52,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,20.68,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,17.67,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

78,19:15-19:30,42.51,36.54,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,7.32,2.89,0,0,168.66,0,0,0,0,0,19.63,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,20.68,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,17.67,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

79,19:30-19:45,42.51,36.54,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,8.33,2.89,0,0,168.66,0,0,0,0,0,19.75,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,20.68,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,35.33,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

80,19:45-20:00,42.51,7.03,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,8.47,2.89,0,0,168.66,0,0,0,0,0,19.75,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,20.68,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,35.33,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

81,20:00-20:15,42.51,30.92,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,8.7,2.89,0,0,168.66,0,0,0,0,0,19.75,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,23.65,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,46.37,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

82,20:15-20:30,42.51,30.92,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,8.82,2.89,0,0,168.66,0,0,0,0,0,19.75,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.5,23.65,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,35.33,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,42.41

83,20:30-20:45,42.51,30.92,0,26.45,0,42.15,3.62,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,8.88,2.89,0,0,168.66,0,0,0,0,0,19.75,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,35.33,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,38.5

84,20:45-21:00,38.64,30.92,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.03,2.89,0,0,167.1,0,0,0,0,0,19.75,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,35.33,0,0,0,44.22,406.41,4.32,0,0,0,0,93.48,38.5

85,21:00-21:15,38.64,30.92,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.11,2.89,0,0,167.1,0,0,0,0,0,19.87,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,35.33,0,0,0,44.22,406.41,4.32,0,0,0,0,93.48,38.5

86,21:15-21:30,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.17,2.89,0,0,167.1,0,0,0,0,0,19.87,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,35.33,0,0,0,44.22,406.41,4.32,0,0,0,0,93.48,38.5

87,21:30-21:45,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.41,2.89,0,0,167.1,0,0,0,0,0,19.87,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,32.08,682.819,0,84.36,121.71,20.56,6.52,44.31,148.3,0,60.53,9.74,38.64,0,0,0,44.22,406.41,4.32,0,0,0,0,93.48,38.5

88,21:45-22:00,42.51,21.08,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,9.55,2.89,0,0,168.66,0,0,0,0,0,19.87,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,33.74,682.819,0,84.36,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,38.64,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,38.5

89,22:00-22:15,42.51,21.08,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,9.67,2.89,0,0,168.66,0,0,0,0,0,19.87,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,33.74,682.819,0,72.01,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,38.64,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,38.5

90,22:15-22:30,42.51,21.08,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,9.76,2.89,0,0,168.66,0,0,0,0,0,19.87,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.00002,33.74,682.819,0,72.01,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,38.64,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,38.5

91,22:30-22:45,42.51,21.08,0,26.45,0,42.15,3.62,127.6,17.37,0,70.87,0,0,0,45.34,0,77.85,390.94,9.62,2.89,0,0,168.66,0,0,0,0,0,19.99,0,0,44.4,41.42,56.89,14.3,5.35,0,0,0,0.45,29.56,0,0,38.97,20.00002,33.74,682.819,0,72.01,121.71,20.56,20.21,44.31,148.3,0,60.53,10.37,38.64,0,0,0,45.65,406.41,4.32,0,0,0,0,93.48,38.5

92,22:45-23:00,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.7,2.89,0,0,167.1,0,0,0,0,0,19.99,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,29.56,0,0,38.97,20.000015,32.08,682.819,0,72.01,121.71,20.56,13.04,44.31,148.3,0,60.53,9.74,38.64,0,0,0,44.22,406.41,2.88,0,0,0,0,93.48,38.5

93,23:00-23:15,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,9.85,2.89,0,0,167.1,0,0,0,0,0,19.99,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,29.56,0,0,38.97,20.000009,32.08,682.819,0,72.01,121.71,19.97,13.04,44.31,148.3,0,60.53,9.74,38.64,0,0,0,44.22,406.41,2.88,0,0,0,0,93.48,38.5

94,23:15-23:30,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,10,2.89,0,0,167.1,0,0,0,0,0,19.99,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,29.56,0,0,38.97,20.000009,32.08,682.819,0,72.01,121.71,19.97,13.04,44.31,148.3,0,60.68,9.74,38.64,0,0,0,44.22,406.41,2.88,0,0,0,0,93.48,38.5

95,23:30-23:45,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,10,2.89,0,0,167.1,0,0,0,0,0,19.99,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.000009,32.08,682.819,0,72.01,121.71,19.97,13.04,44.31,148.3,0,60.68,9.74,38.64,0,0,0,44.22,406.41,2.88,0,0,0,0,93.48,38.5

96,23:45-24:00,38.64,21.08,0,26.45,0,42.15,3.54,127.6,17.37,0,53.16,0,0,0,45.34,0,77.85,390.94,10.14,2.89,0,0,167.1,0,0,0,0,0,19.99,0,0,44.4,40.4,53.79,14.3,5.35,0,0,0,0.45,26.6,0,0,38.97,20.000008,32.08,682.819,0,72.01,121.71,19.97,13.04,44.31,148.3,0,60.68,9.74,38.64,0,0,0,44.22,406.41,2.88,0,0,0,0,93.48,38.5

