Block,Time,DHAULIGNGA,KKNPPU2,NLCEXP,NTPL,RAPPC,RIHAND2,TANDA2,UNCHAHAR4,VALLURNTECL,DADRI_RF,BRBCL,KUDGI,NNTPP,RSTPSU1TO6,TelanganaSTPP,AURY_LF,KOLDAM,RIHAND1,RSTPSU7,UNCHAHAR1,AURY_RF,DADRT2,DULHASTI,JHAJJAR,KGSU3AND4,KHSTPP-I,KISHANGANGA,KOTESHWR,NAPP,NLCIIST1,RIHAND3,TALA,ANTA_RF,AURY_CRF,DADRI_LF,FSTPP I & II,PARBATI3,SALAL,SIMHST1,SIMHST2,TANAKPUR,BSIUL,KGSU1AND2,KKNP,NLCTS2EXP,TEHRI,UNCHAHAR2,ANTA_LF,AURY_GF,DADRI_CRF,CHAMERA2,CHAMERA3,MAPS,NJPC,RAMPUR,RAPPB,SASAN,SEWA2,URI2,ANTA_GF,CHAMERA1,KHSTPP-II,NLCIIST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,UNCHAHAR3,URI,ANTA_CRF,DADRI_GF
8,01:45-02:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,13.95,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

9,02:00-02:15,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,11.92,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

10,02:15-02:30,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,11.92,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

11,02:30-02:45,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

12,02:45-03:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

13,03:00-03:15,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

14,03:15-03:30,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,26.39,1.66,0,0

15,03:30-03:45,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

16,03:45-04:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

17,04:00-04:15,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

18,04:15-04:30,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,20.83,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

19,04:30-04:45,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,20.83,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

20,04:45-05:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,43,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

21,05:00-05:15,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,2.4,0,0,44.32,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

22,05:15-05:30,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,2.33,0,0,7.05,0,0,0,0,14.93,42.4,0,0,0,4,0,0,70.55,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

23,05:30-05:45,18.23,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,0,13.95,0,0,7.05,1.1,0,0,0,14.93,42.4,0,0,0,8,9.68,0,93.56,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

24,05:45-06:00,27.48,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,8.87,41.12,0,124.32,0,42.74,0,21.92,20.8,2.55,79.38,0,0,7.05,6.52,0,0,0,14.93,42.4,0,0,0,12,19.36,0,116.95,0,0,348.98,0,4.57,0,11.85,148.3,0,133.5,0,0,0,1.66,0,0

25,06:00-06:15,37.65,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.68,0,21.92,20.8,6.36,79.38,0,0,7.05,19.56,0,0,0,31.13,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,0,4.57,0,14.05,148.3,0,133.5,0,0,0,3.31,0,0

26,06:15-06:30,37.65,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,79.38,0,0,7.05,19.56,0,0,0,31.13,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,0,4.57,0,14.05,148.3,0,133.5,0,0,0,39.19,0,0

27,06:30-06:45,37.65,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,79.38,0,0,7.05,19.56,0,0,0,31.13,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,0,4.57,0,14.05,148.3,0,133.5,0,0,0,39.19,0,0

28,06:45-07:00,37.65,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,49.43,654.31,0,44.31,0,19.72,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,13.95,0,0,7.05,19.56,0,0,0,30.68,42.4,0,0,0,39.51,29.06,0,140.34,0,0,348.98,0,4.57,0,14.05,148.3,0,133.5,0,0,0,3.31,0,0

29,07:00-07:15,27.48,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,12.78,0,0,7.05,6.52,0,0,0,14.93,42.4,0,0,0,12,19.36,0,116.95,0,0,348.98,0,4.57,0,11.85,148.3,0,133.5,0,0,0,1.66,0,0

30,07:15-07:30,18.23,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,12.78,0,0,7.05,6.52,0,0,0,0,42.4,0,0,0,12,9.68,0,116.95,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

31,07:30-07:45,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,33.1,12.78,0,0,7.05,6.52,0,0,0,0,42.4,0,0,0,12,9.68,0,93.56,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

32,07:45-08:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,5.09,12.78,0,0,7.05,6.52,0,0,0,0,42.4,0,0,0,12,9.68,0,70.17,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

33,08:00-08:15,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,2.55,12.78,0,0,7.05,6.52,0,0,0,0,42.4,0,0,0,12,9.68,0,41.67,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

34,08:15-08:30,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,9.68,0,41.67,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

35,08:30-08:45,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,9.68,0,41.67,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,3.31,0,0

36,08:45-09:00,9.11,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.05,0,0,0,0,0,42.4,0,0,0,2.4,9.68,0,41.67,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,39.19,0,0

37,09:00-09:15,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,9.68,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,39.19,0,0

38,09:15-09:30,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,9.68,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,3.31,0,0

39,09:30-09:45,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

40,09:45-10:00,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.16,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.68,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

41,10:00-10:15,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

42,10:15-10:30,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,133.5,0,0,0,1.66,0,0

43,10:30-10:45,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

44,10:45-11:00,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,7.68,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

45,11:00-11:15,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,1.66,0,0

46,11:15-11:30,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,3.31,0,0

47,11:30-11:45,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,39.19,0,0

48,11:45-12:00,0,0,0,0,51.9,118.76,0,0,0,66.85,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.48,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,39.19,0,0

49,12:00-12:15,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

50,12:15-12:30,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

51,12:30-12:45,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

52,12:45-13:00,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,5.76,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

53,13:00-13:15,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,0,0,0,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

54,13:15-13:30,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,18.83,0,0,148.3,0,139.68,0,0,0,2.21,0,0

55,13:30-13:45,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

56,13:45-14:00,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

57,14:00-14:15,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

58,14:15-14:30,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

59,14:30-14:45,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

60,14:45-15:00,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,16.48,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,12.78,0,0,6.4,0,0,0,0,0,42.4,0,0,0,2.4,0,0,23.39,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

61,15:00-15:15,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,20.91,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,0,0,26.33,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

62,15:15-15:30,0,0,0,0,51.9,118.76,0,0,0,65.76,20.01,0,0,0,0,0,0,92,0,20.56,70.05,341.57,32.96,654.31,0,44.31,0,8.87,41.12,0,124.32,0,41.16,0,21.92,20.8,0,20.91,0,0,11.91,0,0,0,0,0,42.4,0,0,0,2.4,0,0,46.78,0,0,348.98,0,4.57,0,0,148.3,0,139.68,0,0,0,2.21,0,0

