Column1,Time,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/20/4698,NR/30092023/31122025/SH-07,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/7459,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/20/5216,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/02/1250,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/6775,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/8058,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3514,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3945
7,01:30-01:45,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,62.68,0,0,0,0,0,0,10.33,12,20.81,0,58.33,12,0,0,36,58.33,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

8,01:45-02:00,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,62.68,0,0,0,0,0,0,9.67,11.67,20.01,0,57.67,11.67,0,0,34.99,57.67,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

9,02:00-02:15,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,62.68,0,0,0,0,0,0,9,11.33,21.21,0,51.33,11.33,0,0,34.01,51.34,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

10,02:15-02:30,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,62.68,0,0,0,0,0,0,9,10.83,20.41,0,50.67,10.83,0,0,32.51,50.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

11,02:30-02:45,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,8.67,9.33,19.61,0,41.67,9.33,0,0,28.01,41.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

12,02:45-03:00,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,8.67,9.67,19.01,0,41,9.67,0,0,28.99,41,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.34,70.06,23.06

13,03:00-03:15,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7.33,10,24.81,0,32,10,0,0,30,32,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0,48.04,1.29,1.3,70.06,23.06

14,03:15-03:30,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7,10,24.41,0,31.33,10,0,0,30,31.34,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0,48.04,1.29,1.3,70.06,23.06

15,03:30-03:45,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7,8.67,24.01,0,20,8.67,0,0,25.99,20,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.3,70.06,23.06

16,03:45-04:00,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7.33,8.67,23.41,0,20,8.67,0,0,25.99,20,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.3,70.06,23.06

17,04:00-04:15,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7.33,8.83,23.01,0,21,8.83,0,0,26.51,21,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.37,1.3,70.06,23.06

18,04:15-04:30,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,7.67,9.33,22.41,0,21.67,9.33,0,0,28.01,21.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.37,1.3,70.06,23.06

19,04:30-04:45,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,8,9.67,21.81,0,22.33,9.67,0,0,28.99,22.34,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.37,1.3,70.06,23.06

20,04:45-05:00,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,100.09,0,0,0,0,0,0,8.33,10,21.41,0,22.67,10,0,0,30,22.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,149.4,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.37,1.3,70.06,23.06

21,05:00-05:15,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,81.66,0,0,0,0,0,0,6.67,8.67,18.41,0,24,8.67,0,0,25.99,24,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,189.75,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.3,70.06,23.06

22,05:15-05:30,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,76.86,0,0,0,0,0,0,6.67,8.67,18.01,0,24.67,8.67,0,0,25.99,24.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,230.1,0,26.9,0,19.21,64.85,0.95,0.61,48.04,1.29,1.3,70.06,23.06

23,05:30-05:45,28.82,20.17,0,0,0,0,23.06,59.4,0,0,0,0,81.66,0,0,0,0,0,0,6.67,8.83,14.61,0,25,8.83,0,0,26.51,25,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,271.64,0,26.9,0,19.21,64.85,0.95,0,48.04,1.29,1.3,70.06,23.06

24,05:45-06:00,28.82,20.17,0,0,0,0,23.06,64.96,0,0,0,0,81.66,0,0,0,0,0,0,6.67,9.33,14.41,0,24,9.33,0,0,28.01,24,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,271.64,0,26.9,0,19.21,94.94,0.95,0,48.04,1.29,1.3,70.06,23.06

25,06:00-06:15,28.82,20.17,0,0,0,0,23.06,64.96,0,0,0,0,100.09,0,0,0,0,0,0,6.67,13.83,14.01,0.43,25.67,13.83,0,0,41.51,25.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,271.64,0,26.9,0,19.21,130.42,0.95,0.61,48.04,1.29,1.3,58.39,23.06

26,06:15-06:30,28.82,20.17,0,0,0,0,23.06,86.66,0,0,0,0,100.09,0,0,0,0,0,0,6.67,14.17,13.81,0.81,27,14.17,0.07,0,42.49,27,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,0,0,271.64,0,26.9,0,19.21,130.42,0.95,0.61,48.04,1.29,1.3,58.39,23.06

27,06:30-06:45,28.82,20.17,0,0,0,0,25.94,86.66,0,0,0,0,100.09,0,0,0,0,0,0,6.67,14.5,13.61,1.27,26.67,14.5,0.7,0,43.5,26.66,0.07,0,0,0,0,8.65,48.04,48.04,0,25.94,0,0,0,271.64,0,26.9,0,19.21,130.42,0.95,0.61,48.04,1.29,1.3,66.86,28.82

28,06:45-07:00,28.82,20.17,0,0,0,0,25.94,86.66,0,0,0,0,100.09,0,0,0,0,0,0,6.67,14.67,13.81,2.81,26.67,14.67,2.7,0,43.99,26.66,0.16,1,0,0,0,8.65,48.04,48.04,0,25.94,0,0,0,271.64,0,26.9,0,19.21,130.42,0.95,0.61,48.04,1.29,1.3,75.34,28.82

29,07:00-07:15,28.82,20.17,5.76,7.69,0,30.74,28.82,86.66,0,0,0,0,100.09,0,1,0,9.61,0,0,6.67,15.17,14.21,6.1,26.33,15.17,6.84,0,45.49,26.34,0.23,3,2,0,96.07,8.65,48.04,48.04,0.06,28.82,0.05,0,50,271.64,90.31,26.9,0.05,19.21,130.42,0.95,0.61,48.04,1.29,1.3,83.82,28.82

30,07:15-07:30,28.82,20.17,5.76,7.69,0,30.74,28.82,86.66,0,0,0,0,100.09,1,2,1,9.61,1,0.01,6.67,15.5,14.81,11.25,26,15.5,13.15,5.33,46.5,26,0.33,7,3,0.06,96.07,8.65,48.04,48.04,0.24,28.82,0.24,0,50,271.64,90.31,26.9,0.24,19.21,130.42,0.95,0.61,48.04,1.29,1.3,114.9,28.82

31,07:30-07:45,28.82,20.17,5.76,7.69,0,30.74,31.7,86.66,0,0,1,0,100.09,2,3,2,9.61,4,0.57,6.67,15.83,15.81,19.05,25.33,15.83,21.98,13.9,47.51,25.34,0.67,10,5,2.86,96.07,8.65,48.04,48.04,0.6,31.7,0.58,0,50,271.64,90.31,26.9,0.58,19.21,130.42,0.95,0.61,48.04,1.29,1.3,114.9,28.82

32,07:45-08:00,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,0,0,3,0,100.09,3,5,2,9.61,7,2.09,6.67,15.5,16.81,28.75,24,15.5,28.75,24.19,46.5,24,2.54,17,7,10.44,96.07,8.65,48.04,48.04,1.12,34.59,1.09,0,50,271.64,90.31,26.9,1.09,19.21,130.42,0.95,0.61,48.04,1.29,1.3,114.9,34.59

33,08:00-08:15,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,0,0,10,0,100.09,5,10,5,9.61,25,4.93,6.67,15.5,17.61,26.25,22.67,15.5,26.25,35.36,46.5,22.66,5.15,24,12,24.64,96.07,8.65,48.04,48.04,2.38,34.59,2.32,0,50,271.64,90.31,26.9,2.32,19.21,130.42,0.95,0,48.04,1.29,1.34,114.9,34.59

34,08:15-08:30,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,0,0,18,0,100.09,8,18,9,9.61,42,8.97,6.67,15.17,18.21,27.06,21.33,15.17,27.07,46.59,45.49,21.34,10.91,27.07,16,44.83,96.07,8.65,48.04,48.04,3.7,34.59,3.6,0,50,271.64,90.31,26.9,3.6,19.21,130.42,0.95,0,48.04,1.29,1.34,114.9,34.59

35,08:30-08:45,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,0,0,25,0,100.09,15,27,13,9.61,60,13.65,6.67,15,18.61,28.56,20,15,28.57,57.08,45,20,17.97,28.57,25,68.22,96.07,8.65,48.04,48.04,4.97,34.59,4.84,0,50,271.64,90.31,26.9,4.84,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,34.59

36,08:45-09:00,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,0,0,33,0,100.09,20,37,18,9.61,77,18.47,6.67,14.83,19.01,28.56,18.67,14.83,28.57,69.47,44.51,18.66,26.5,28.57,37,92.35,96.07,8.65,48.04,48.04,6.07,34.59,5.92,0,50,271.64,90.31,26.9,5.92,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,34.59

37,09:00-09:15,28.82,20.17,5.76,7.69,0,30.74,36.51,86.66,0,0,40,0,100.09,25,47,23,9.61,95,23.09,6.67,13,15.61,28.56,17.67,13,28.57,81.83,39,17.66,35.97,28.57,47,115.42,96.07,8.65,48.04,48.04,7.45,36.51,7.27,0,0,271.64,90.31,26.9,7.27,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,36.51

38,09:15-09:30,28.82,20.17,5.76,7.69,0,30.74,36.51,86.66,0,0,48,0,100.09,29,53,27,9.61,112,27.55,6.67,12.67,15.81,29.56,16.67,12.67,29.57,92.88,37.99,16.66,45.99,29.57,55,137.72,96.07,8.65,48.04,48.04,8.75,36.51,8.53,0,0,271.64,90.31,26.9,8.53,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,36.51

39,09:30-09:45,28.82,20.17,5.76,7.69,0,30.74,25.94,86.66,0,0,57,0,100.09,32,67,33,9.61,133,31.78,6.67,10.33,14.41,29.56,15.67,10.33,29.57,103.14,31.01,15.66,55.23,29.57,64,158.87,96.07,8.65,48.04,48.04,10.95,25.94,11.76,0,0,271.64,90.31,26.9,11.76,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,36.51

40,09:45-10:00,28.82,20.17,5.76,7.69,0,30.74,25.94,86.66,0,0,64,0,100.09,35,73,37,9.61,151,35.66,6.67,8.17,14.61,29.56,15,8.17,29.57,112.55,24.49,15,63.84,29.57,71,178.27,96.07,8.65,48.04,48.04,12.28,25.94,13.17,0,0,271.64,90.31,26.9,13.17,19.21,130.42,0.95,0.61,48.04,1.29,1.34,114.9,36.51

41,10:00-10:15,28.82,20.17,0,0,0,0,25.94,86.66,0,0,72,0,100.09,37,80,40,0,168,40.04,6.67,7.33,11,29.56,15,7.33,29.57,121.14,22.01,15,71.69,29.57,82,200.18,0,8.65,48.04,48.04,13.41,25.94,14.39,0,0,271.64,0,26.9,14.39,19.21,130.42,0.95,0.61,48.04,1.29,1.38,106.42,23.06

42,10:15-10:30,28.82,20.17,0,0,0,0,25.94,76.17,0,0,78,0,100.09,40,86,43,0,182,43.38,6.67,7,11.21,29.56,15,7,29.57,128.44,21,15,79.06,29.57,86,216.89,0,8.65,48.04,48.04,15.04,25.94,16.14,0,0,271.64,0,26.9,16.14,19.21,113.16,0.95,0.61,48.04,1.29,1.38,97.94,23.06

43,10:30-10:45,28.82,20.17,0,0,0,0,25.94,76.17,0,0,82,0,100.09,43,92,46,0,193,46.42,6.67,6.67,11.41,29.56,15,6.67,29.57,134.45,19.99,15,87.01,29.57,91,232.09,0,8.65,48.04,48.04,16.05,25.94,17.23,20.18,0,271.64,0,26.9,17.23,19.21,113.16,0.95,0,48.04,1.29,1.38,89.47,23.06

44,10:45-11:00,28.82,20.17,0,0,0,0,25.94,76.17,0,0,85,0,100.09,45,95,47,0,200,47.6,6.67,6.5,11.61,29.56,15,6.5,29.57,139.63,19.5,15,92.65,29.57,92,238,0,8.65,48.04,48.04,17.08,25.94,18.32,19.18,0,271.64,0,26.9,18.32,19.21,113.16,0.95,0,48.04,1.29,1.38,81,23.06

45,11:00-11:15,28.82,20.17,0,0,0,0,21.14,76.17,0,0,85,0,100.09,46,99,49,0,200,47.6,6.67,6.5,11.81,29.56,15,6.5,29.57,143.95,19.5,15,96.9,29.57,93,238,0,8.65,48.04,48.04,17.75,21.14,19.05,19.18,0,271.64,0,26.9,19.05,19.21,113.16,0.99,0.61,48.04,1.29,1.38,72.51,21.14

46,11:15-11:30,28.82,20.17,0,0,0,0,21.14,76.17,0,0,85,0,100.09,47,100,50,0,200,47.6,6.67,6.33,12.01,29.56,17,6.33,29.57,147.96,19.01,17,98.33,29.57,95,238,0,8.65,48.04,48.04,17.75,21.14,19.05,18.68,0,271.64,0,26.9,19.05,19.21,113.16,0.99,0.61,48.04,1.29,1.38,70.06,21.14

47,11:30-11:45,28.82,20.17,0,0,0,0,21.14,76.17,0,0,85,0,100.09,47,100,50,0,200,47.6,6.67,6.17,18.01,29.56,15,6.17,29.57,151.41,18.49,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,21.14,19.05,18.68,0,271.64,0,26.9,19.05,19.21,113.16,0.99,0.61,48.04,1.29,1.38,70.06,21.14

48,11:45-12:00,28.82,20.17,0,0,0,0,21.14,76.17,0,0,85,0,62.68,48,100,50,0,200,47.6,6.67,6,17.81,29.56,15,6,29.57,154.29,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,21.14,19.05,18.68,0,271.64,0,26.9,19.05,19.21,113.16,0.99,0.61,48.04,1.29,1.38,70.06,21.14

49,12:00-12:15,28.82,20.17,0,0,0,0,19.21,64.96,0,0,85,0,62.68,48,100,50,0,200,47.6,6.67,6,24.01,29.56,15,6,29.57,156.23,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,19.21,19.05,18.17,0,271.64,0,26.9,19.05,19.21,94.94,0.99,0.61,48.04,1.37,1.43,70.06,19.21

50,12:15-12:30,28.82,20.17,0,0,0,0,19.21,64.96,0,0,85,0,62.68,49,100,50,0,200,47.6,6.67,6,23.81,29.56,15,6,29.57,157.31,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,19.21,19.05,18.17,0,271.64,0,26.9,19.05,19.21,94.94,0.99,0.61,48.04,1.37,1.43,70.06,19.21

51,12:30-12:45,28.82,20.17,0,0,0,0,19.21,64.96,0,0,85,0,62.68,49,100,50,0,200,47.6,6.67,6,23.61,29.56,15,6,29.57,157.27,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,19.21,19.05,18.17,0,231.29,0,26.9,19.05,19.21,94.94,0.99,0.61,48.04,1.37,1.43,70.06,19.21

52,12:45-13:00,28.82,20.17,0,0,0,0,19.21,64.96,0,0,85,0,62.68,49,100,50,0,200,47.6,6.67,6,23.01,29.56,15,6,29.57,156.4,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,19.21,19.05,17.67,0,190.94,0,26.9,19.05,19.21,94.94,0.99,0.61,48.04,1.37,1.43,70.06,19.21

53,13:00-13:15,28.82,20.17,0,0,0,0,19.21,59.4,0,0,85,0,62.68,48,100,50,0,200,47.6,6.67,6,22.41,29.56,15,6,29.57,154.61,18,15,100,29.57,95,238,0,8.65,48.04,48.04,17.75,19.21,19.05,17.67,0,149.4,0,26.9,19.05,19.21,64.85,0.99,0,48.04,1.29,1.43,70.06,19.21

54,13:15-13:30,28.82,20.17,0,0,0,0,19.21,59.4,0,0,85,0,62.68,48,100,50,0,200,47.6,6.67,5.83,22.41,29.56,15,5.83,29.57,152.03,17.51,15,100,29.57,94,238,0,8.65,48.04,48.04,17.75,19.21,19.05,17.67,0,149.4,0,26.9,19.05,19.21,64.85,0.99,0,48.04,1.29,1.43,70.06,19.21

55,13:30-13:45,28.82,20.17,0,0,0,0,19.21,59.4,0,0,85,0,62.68,48,100,50,0,200,47.6,6.67,5.83,15.01,29.56,15,5.83,29.57,148.55,17.51,15,100,29.57,93,238,0,8.65,48.04,48.04,17.75,19.21,19.05,17.67,0,149.4,0,26.9,19.05,19.21,64.85,0.99,0.61,48.04,1.29,1.43,70.06,19.21

56,13:45-14:00,28.82,20.17,0,0,0,0,19.21,59.4,0,0,85,0,62.68,46,100,50,0,200,47.6,7,5.83,15.21,29.56,15,5.83,29.57,144.5,17.51,15,100,29.57,92,238,0,8.65,48.04,48.04,17.75,19.21,19.05,17.67,0,149.4,0,26.9,19.05,19.21,64.85,0.99,0.61,48.04,1.29,1.43,70.06,19.21

57,14:00-14:15,28.82,20.17,0,0,0,0,19.21,59.4,0,0,82,0,62.68,46,100,50,0,193,47.6,7,5.83,12.01,29.56,16.67,5.83,29.57,139.74,17.51,16.66,100,29.57,92,238,0,8.65,48.04,48.04,17.75,19.21,19.05,18.17,0,189.75,0,26.9,19.05,19.21,64.85,0.99,0.61,48.04,1.29,1.48,70.06,19.21

58,14:15-14:30,28.82,20.17,0,0,0,0,19.21,59.4,0,0,81,0,62.68,43,97,48,0,189,47.6,7,5.83,12.01,29.56,18.33,5.83,29.57,134.23,17.51,18.34,98.33,29.57,91,238,0,8.65,48.04,48.04,17.75,19.21,19.05,18.17,0,189.75,0,26.9,19.05,19.21,64.85,0.99,0.61,48.04,1.29,1.48,70.06,19.21

59,14:30-14:45,28.82,20.17,0,0,0,0,19.21,59.4,0,0,84,0,62.68,43,93,47,0,196,47.6,7.33,5.83,12.01,29.56,20.67,5.83,29.57,127.89,17.51,20.66,97.33,29.57,89,238,0,8.65,48.04,48.04,17.72,19.21,19.01,18.17,0,231.29,0,26.9,19.01,19.21,64.85,0.99,0,48.04,1.29,1.48,70.06,19.21

60,14:45-15:00,28.82,20.17,0,0,0,0,19.21,59.4,0,0,79,0,62.68,42,89,45,0,186,47.6,7.33,6,12.41,29.56,20.67,6,29.57,120.57,18,20.66,96.9,29.57,87,238,0,8.65,48.04,48.04,17.03,19.21,18.27,18.17,0,231.29,0,26.9,18.27,19.21,64.85,0.99,0,48.04,1.29,1.48,70.06,19.21

61,15:00-15:15,28.82,20.17,0,0,0,0,19.21,59.4,0,0,76,0,62.68,39,83,42,0,179,46.12,7.33,5.83,12.21,29.56,20.67,5.83,29.57,112.4,17.51,20.66,93.14,29.57,85,230.57,0,8.65,48.04,48.04,15.86,19.21,17.02,19.18,0,231.29,0,26.9,17.02,19.21,64.85,1.07,0,48.04,1.29,1.48,70.06,19.21

62,15:15-15:30,28.82,20.17,0,0,0,0,19.21,59.4,0,0,72,0,62.68,38,77,38,0,168,43.88,7.33,5.83,12.21,29.56,20.67,5.83,29.57,103.31,17.51,20.66,88.61,29.57,80,219.42,0,8.65,48.04,48.04,14.41,19.21,15.47,19.68,0,231.29,0,26.9,15.47,19.21,64.85,1.07,0,48.04,1.29,1.48,70.06,19.21

63,15:30-15:45,28.82,20.17,0,0,0,0,19.21,59.4,0,0,66,0,62.68,35,72,36,0,154,40.29,9.33,8.83,12.21,31.35,20.67,8.83,31.35,93.31,26.51,20.66,82.49,26,75,201.47,0,8.65,48.04,48.04,13.05,19.21,13.99,20.69,0,231.29,0,26.9,13.99,19.21,64.85,1.07,0.61,48.04,1.29,1.48,70.06,19.21

64,15:45-16:00,28.82,20.17,0,0,0,0,19.21,59.4,0,0,60,0,62.68,32,63,32,0,140,36.83,9.67,8.83,12.21,32.66,20.67,8.83,32.66,82.28,26.51,20.66,75.75,18,69,184.15,0,8.65,48.04,48.04,11.65,19.21,12.51,21.19,0,231.29,0,26.9,12.51,19.21,64.85,1.07,0.61,48.04,1.29,1.48,70.06,19.21

