Block,Time Block,CHAMERA2,CHAMERA1,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,BRBCL,SINGRAULI,SINGRAULI_HYDRO,NTPL,RSTPSU7,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,NNTPP,RAMPUR,NLCIIST2,RSTPSU1TO6,NLCTS2EXP,RAPPC,SALAL,SEWA2,SIMHST2,SASAN,SIMHST1,NLCIIST1,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,JHAJJAR,FSTPP I & II,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KHSTPP-I,URI2,UNCHAHAR3,TANAKPUR,TALA,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TALST2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0,0,358.61,0,0,0,10.51,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,5.51,0,0,22.28,2.64,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,358.61,0,0,0,11.22,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,5.51,0,0,22.28,2.64,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,358.61,0,0,0,12.29,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,8.88,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,5.51,0,0,22.28,2.64,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,358.61,0,0,0,14.19,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.64,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,358.61,0,0,0,14.63,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,358.61,0,0,0,18.13,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,358.61,0,0,0,17.41,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,358.61,0,0,0,16.83,109.04,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,22.36,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,358.61,0,0,0,16.56,119.8,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,39.99,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,358.61,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,8.88,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,358.61,0,0,0,18.57,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,359.16,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,344,8.67,0,0,0,77.97,18.3,4.12,13.87,0,0,0,22.28,2.11,14.87,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,3.82,0,359.16,0,0,0,19.12,120.41,0,0,0,3.65,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,67.08,0,0,430.16,10.63,0,0,0,120.22,29.46,4.12,13.87,0,0,0,22.28,2.11,14.87,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,12.49,0,359.16,7.57,0,0,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,67.08,0,0,485.99,10.63,0,15.75,0,141.76,32.49,4.12,20.1,0,0,0,34.93,2.11,29.75,0,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,12.49,11.48,396.84,16.92,1.05,9.24,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,89.43,0,0,538.39,10.63,0,31.5,0,141.76,32.49,4.12,25.23,0,0,0,40.52,25.32,44.62,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,25.18,11.71,418.92,26.2,12.46,27.79,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,9.43,0,0,0,0,0,89.43,0,0,610.82,10.63,0,47.25,0,141.76,32.49,4.12,25.23,0,0,0,40.52,25.32,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,25.18,26.86,478.09,26.2,12.46,27.79,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,7.55,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,25.18,26.86,595.82,26.2,12.46,27.79,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,15.11,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,25.18,26.86,652.67,26.2,12.46,27.79,19.12,120.41,0,0,0,15.82,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,15.11,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,3.16,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,25.18,26.86,652.68,26.2,12.46,27.79,19.12,120.41,0,0,0,3.4,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,15.11,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,3.16,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,25.18,26.86,652.68,26.2,12.46,27.79,18.28,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,15.11,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,625.45,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,3.16,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,25.18,26.86,652.68,26.2,12.46,27.79,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,8.92,0,333.59,0,0,42.37,9.43,0,0,0,0,0,111.8,0,0,619.23,10.63,0,47.25,0,141.76,32.49,18,25.23,0,0,0,40.52,3.16,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,25.18,11.48,652.68,10.1,2.1,1.21,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,89.43,0,0,625.45,10.63,0,31.5,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,12.59,0,652.68,7.57,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,67.08,0,0,625.45,10.63,0,15.75,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,59.5,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,12.59,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,44.73,0,0,625.45,10.23,0,0,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,29.75,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,12.59,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,22.36,0,0,625.45,10.23,0,0,0,141.76,32.49,18,25.23,0,0,0,40.52,25.32,29.75,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,9.56,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,620.28,10.23,0,0,0,141.76,32.49,18,25.23,0,0,0,40.52,2.11,29.75,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,652.68,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,597.32,10.23,0,0,0,141.76,32.49,18,25.23,0,0,0,40.52,2.11,14.87,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,648.66,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,559.9,10.23,0,0,0,141.76,32.49,4.12,25.23,0,0,0,40.52,25.32,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,648.99,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,522.43,10.23,0,0,0,141.76,32.49,4.12,25.23,0,0,0,40.52,25.32,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,653.01,0,0,0,18.68,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,493.99,10.23,0,0,0,141.76,32.49,4.12,25.23,5.51,0,0,40.52,1.06,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,653.01,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.23,0,0,0,141.76,32.49,4.12,25.23,5.51,0,0,40.52,1.06,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,648.99,0,0,0,15.89,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.23,0,0,0,141.76,32.49,4.12,25.23,5.51,0,0,40.52,1.06,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,648.99,0,0,0,17.14,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.23,0,0,0,141.76,32.49,4.12,25.23,5.51,0,0,40.52,1.06,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,648.99,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.23,0,0,0,141.76,32.49,4.12,25.23,5.51,0,0,40.52,3.69,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,630.67,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.23,0,0,0,141.76,32.49,4.12,25.23,0,0,0,40.52,3.69,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,616.34,0,0,0,17.09,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,0,0,141.76,32.49,4.12,25.23,0,0,0,40.52,10.55,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,602,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,625.45,10.63,0,0,0,141.76,32.49,4.12,25.23,0,0,0,40.52,10.55,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,489.13,0,0,0,17.02,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,567.07,10.63,0,0,0,122.34,32.49,6.82,25.23,0,0,0,40.52,10.55,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,415.96,0,0,0,16.41,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,472.97,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,10.55,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,349.05,0,0,0,17.71,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,386.6,9.99,0,0,0,120.33,32.49,6.82,20.68,0,0,0,35.18,3.69,0,0,17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,282.13,0,0,0,16.6,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,348.37,9.99,0,0,0,107.33,28.01,6.82,19.16,0,0,0,30.37,3.69,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,263.02,0,0,0,18.1,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,348.37,9.99,0,0,0,120.33,32.49,6.82,19.16,0,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,263.02,0,0,0,19.08,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,348.37,9.99,0,0,0,120.33,32.49,6.82,19.16,0,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,263.02,0,0,0,18.01,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,348.37,10.32,0,0,0,120.33,32.49,4.12,19.16,0,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,263.02,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,348.37,10.32,0,0,0,120.33,32.49,4.12,19.16,0,0,0,30.37,8.44,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,305.08,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,377.38,10.63,0,0,0,120.33,32.49,4.12,25.23,0,0,0,40.52,8.44,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,362.43,0,0,0,19.12,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,377.38,10.63,0,0,0,120.33,32.49,4.12,25.23,0,0,0,40.52,8.44,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,419.78,0,0,0,18.69,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,377.38,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,8.44,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,505.81,0,0,0,16.13,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,2.23,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,377.38,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,8.44,0,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,567.95,0,0,0,18.87,120.41,0,0,0,0,58,0,113.51,87.94,0,0,0,0,0,51.55,1.34,0,0,333.59,0,0,42.37,8.49,0,0,0,0,0,0,0,0,453.85,10.63,0,0,0,120.33,32.49,6.82,25.23,0,0,0,40.52,1.06,14.87,0,19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

