Column1,Block,GNA/NR/2025/06/01/9719,NR/2025/28342/C,NR/2025/28405/C,NR/2025/28343/C,NR/2025/28447/C,NR/2025/28406/C,NR/2025/28331/C,NR/2025/26564/A/79232,NR/2025/27162/A/79330,NR/2025/28404/C,NR/2025/28283/C,NR/2025/26563/A/79231,NR/2025/27281/A/79406,NR/2025/28284/C,NR/2025/27157/A/78762,NR/2025/27725/A/79317,NR/2025/28341/C,NR/2025/26569/A/79233,NR/2025/28391/C,NR/2025/28547/C,NR/2025/28461/C,NR/2025/28387/C,NR/2025/27782/A/79313,NR/2025/28140/A/79222,NR/2025/28392/C,NR/2025/28395/C,NR/2025/26445/A/79279,NR/2025/28141/A/79224,NR/2025/28297/C,NR/2025/28138/A/79218,NR/2025/28402/C,NR/2025/28403/C,NR/2025/26975/A/79341,NR/2025/26952/A/78790,NR/2025/26570/A/79234,NR/2025/27167/A/79299,NR/2025/28377/C,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,GNARE/NR/2024/12/20/3668,NR/2025/26861/A/79246,NR/2025/27168/A/79301,NR/2025/26561/A/79230,NR/2025/26777/A/78895,NR/2025/27088/A/79275,NR/2025/26889/A/79283,NR/2025/26860/A/79199,NR/2025/27462/A/78800,NR/2025/27727/A/79314,NR/2025/28139/A/79220,NR/2025/27728/A/79315,NR/2025/26785/A/78804,NR/2025/27242/A/78978,NR/2025/27724/A/78907,NR/2025/27499/A/79282,NR/2025/26085/A/78788,NR/2025/27726/A/79316,NR/2025/27356/A/79226,NR/2025/27622/A/78799,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/10/8283,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7786,NR/30092023/26122029/SH-06,GNA/NR/2025/06/10/4813,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
39,09:30-09:45,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,76.62,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,158,8.7,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.67,2077.8799999999997

40,09:45-10:00,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,81.7,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,168,8.7,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.67,2092.9599999999996

41,10:00-10:15,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,86.42,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,175,10.89,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.58,2106.7799999999997

42,10:15-10:30,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,90.68,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,182,11.16,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.58,2118.31

43,10:30-10:45,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,94.42,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,189,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.58,2126.8199999999997

44,10:45-11:00,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,97.13,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,196,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.58,2136.5299999999997

45,11:00-11:15,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,203,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.48,2146.2999999999997

46,11:15-11:30,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,207,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.48,2150.2999999999997

47,11:30-11:45,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,207,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.48,2150.2999999999997

48,11:45-12:00,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,0,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.61,62.81,193.26,0,48.32,11.91,48.32,48.32,26.61,0,24.16,12.48,2153.2999999999997

49,12:00-12:15,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2288.5800000000004

50,12:15-12:30,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2288.5800000000004

51,12:30-12:45,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2288.5800000000004

52,12:45-13:00,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2288.5800000000004

53,13:00-13:15,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,11.6,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2288.5800000000004

54,13:15-13:30,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,12.56,0,0.97,0,210,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2289.5400000000004

55,13:30-13:45,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,12.56,0,0.97,0,207,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2286.5400000000004

56,13:45-14:00,24.16,0,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,0,0,55.99,0,0,5.8,0,0,102.36,192.64,96.63,0,135.28,0,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,0,0,0,48.32,12.56,0,0.97,0,203,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2282.5400000000004

57,14:00-14:15,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,100,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,12.56,0,0.97,0,193,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2857.14

58,14:15-14:30,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,97.8,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,12.56,0,0.97,0,189,8.93,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2850.94

59,14:30-14:45,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,95.14,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,12.56,0,0.97,0,182,11.29,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2843.640000000001

60,14:45-15:00,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,92.04,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,12.56,0,0.97,0,175,11.16,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.3,2833.4100000000003

61,15:00-15:15,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,88.5,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,13.53,0,0.97,0,168,8.7,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.58,2821.6600000000003

62,15:15-15:30,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,84.04,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,13.53,0,0.97,0,158,8.7,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.58,2807.2000000000003

63,15:30-15:45,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,79.33,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,13.53,0,0.97,0,147,8.7,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.58,2791.4900000000002

64,15:45-16:00,24.16,144.94,14.64,129.12,0,39.91,106.29,0,0,43.92,24.88,0,0,53.15,0,0,144.94,0,55.99,0,0,5.8,0,33.82,102.36,192.64,96.63,193.26,135.28,38.65,14.64,43.92,0,0,0,24.16,193.26,24.16,11.9,29.16,74.53,0,24.16,15.83,0,0,0,0,0,0,28.99,0,0,48.32,13.53,0,0.97,0,137,8.7,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.58,2776.69

65,16:00-16:15,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,69.39,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,53.15,48.32,13.53,0,0.87,43.92,123,5.8,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.85,2979.3200000000006

66,16:15-16:30,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,63.26,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,53.15,48.32,13.53,0,0.87,43.92,112,5.8,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.85,2962.1900000000005

67,16:30-16:45,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,57,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,53.15,48.32,13.53,0,0.87,43.92,102,5.8,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.85,2945.9300000000003

68,16:45-17:00,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,50.19,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,53.15,48.32,13.53,0,0.87,43.92,91,5.8,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,12.85,2928.120000000001

69,17:00-17:15,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,43.61,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,0,0.87,43.92,77,0,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,13.23,2848.9700000000003

70,17:15-17:30,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,36.58,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,0,0.87,43.92,63,0,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,0,24.16,13.23,2827.9400000000005

71,17:30-17:45,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,29.5,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,0,0.87,43.92,49,0,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.23,2857.9800000000005

72,17:45-18:00,24.16,0,0,0,0,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,0,0,14.64,33.82,102.36,0,96.63,193.26,0,38.65,0,0,5.8,135.28,144.94,24.16,0,24.16,11.9,29.16,23.1,0,24.16,144.94,193.26,192.64,0,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,0,0.87,43.92,35,0,26.7,62.81,193.26,0,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.23,2837.58

73,18:00-18:15,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,17.15,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,21,0,26.7,62.81,193.26,171.04,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.5,3213.2500000000005

74,18:15-18:30,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,12.29,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,11,0,26.7,62.81,193.26,167.17,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.5,3194.52

75,18:30-18:45,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,1.01,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,7,0,26.7,62.81,193.26,149.78,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.5,3161.8500000000004

76,18:45-19:00,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,0,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,4,0,26.7,62.81,193.26,171.04,48.32,11.91,48.32,48.32,26.7,51.12,24.16,13.5,3179.1

77,19:00-19:15,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,0,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,1,0,29,62.81,193.26,48.32,48.32,11.91,48.32,48.32,29,60.88,24.16,13.68,3067.9200000000005

78,19:15-19:30,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,0,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,0,0,29,62.81,193.26,51.21,48.32,11.91,48.32,48.32,29,60.88,24.16,13.68,3084.9800000000005

79,19:30-19:45,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,0,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,0,0,29,62.81,193.26,54.11,48.32,11.91,48.32,48.32,29,60.88,24.16,13.68,3087.8800000000006

80,19:45-20:00,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,193.26,0,38.65,0,0,5.8,0,144.94,24.16,0,24.16,11.9,29.16,0,0,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.87,43.92,0,0,29,62.81,193.26,57.01,48.32,11.91,48.32,48.32,29,60.88,24.16,13.68,3090.7800000000007

81,20:00-20:15,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.92,43.92,0,0,29.5,62.81,0,64.74,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.15,3063.310000000001

82,20:15-20:30,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.92,43.92,0,0,29.5,62.81,0,70.54,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.15,3069.110000000001

83,20:30-20:45,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.92,43.92,0,0,29.5,62.81,0,78.27,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.15,3076.840000000001

84,20:45-21:00,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,162.87,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,13.53,8.7,0.92,43.92,0,0,29.5,62.81,0,83.1,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.15,3081.670000000001

85,21:00-21:15,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,12.56,8.7,0.92,43.92,0,0,29.5,62.81,0,77.3,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.61,3014.8500000000013

86,21:15-21:30,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,12.56,8.7,0.92,43.92,0,0,29.5,62.81,0,83.1,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.61,3005.480000000001

87,21:30-21:45,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,114.51,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,12.56,8.7,0.92,43.92,0,0,29.5,62.81,0,85.03,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.61,3007.410000000001

88,21:45-22:00,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,12.56,8.7,0.92,43.92,0,0,29.5,62.81,0,92.76,48.32,11.91,48.32,48.32,29.5,60.88,24.16,14.61,3030.3100000000013

89,22:00-22:15,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,11.6,8.7,0.82,43.92,0,0,29,62.81,0,99.53,48.32,11.91,48.32,48.32,29,60.88,24.16,14.61,3035.0200000000013

90,22:15-22:30,24.16,0,0,0,170.07,0,0,144.94,55.99,0,0,0,24.88,0,217.42,14.64,0,0,0,0,129.68,0,14.64,33.82,102.36,0,96.63,135.28,0,38.65,0,0,27.06,0,144.94,24.16,0,24.16,11.9,29.16,0,193.26,24.16,144.94,193.26,192.64,5.8,106.29,9.66,43.92,28.99,37.34,0,48.32,11.6,8.7,0.82,43.92,0,0,29,62.81,0,101.46,48.32,11.91,48.32,48.32,29,60.88,24.16,14.61,3036.950000000001

