Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/16/4393,GNA/NR/2024/10/16/2350,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/10/01/9072,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16
12,02:45-03:00,3.1,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,205.86,0,0,5.52,0,53.02,26.87,3.49,26.29,0,0,0,0,0,272.57,18.41,22.67,0,22.67,26,8.66,6.66,8.67,0,0,0,0,0,0

13,03:00-03:15,3.1,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,205.86,0,0,5.52,0,53.02,26.87,3.41,26.29,0,0,0,0,0,272.57,23.21,16.33,0,16.33,25,8.34,6.66,8.33,0,0,0,0,0,0

14,03:15-03:30,3.1,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,197.08,0,0,5.52,0,53.02,26.87,3.41,26.29,0,0,0,0,0,272.57,22.01,16.33,0,16.33,24.5,8.16,6.66,8.17,0,0,0,0,0,0

15,03:30-03:45,3.1,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,202.04,0,0,5.52,0,53.02,26.87,3.41,26.29,0,0,0,0,0,272.57,19.01,16,0,16,23.5,7.84,6.66,7.83,0,0,0,0,0,0

16,03:45-04:00,3.1,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,202.04,0,0,5.52,0,53.02,26.87,3.41,26.29,0,0,0,0,0,272.57,16.01,15.67,0,15.67,23,7.66,6.66,7.67,0,0,0,0,0,0

17,04:00-04:15,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,205.86,0,0,5.52,0,53.02,26.87,3.1,26.29,0,0,0,0,0,272.57,13.61,15.67,0,15.67,21,7,6.66,7,0,0,0,0,0,0

18,04:15-04:30,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,3.06,205.86,0,0,5.52,0,53.02,26.87,3.1,26.29,0,0,0,0,0,272.57,12.41,15.67,0,15.67,20,6.66,6.66,6.67,0,0,0,0,0,0

19,04:30-04:45,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,24.39,26.29,0,3.06,202.04,0,0,5.52,0,53.02,24.39,3.1,26.29,0,0,0,0,0,272.57,12.01,15.67,0,15.67,20,6.66,6.66,6.67,0,0,0,0,0,0

20,04:45-05:00,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,24.39,26.29,0,3.06,200.06,0,0,5.52,0,53.02,24.39,3.1,26.29,0,0,0,0,0,272.57,11.2,15.33,0,15.33,20,6.66,6.66,6.67,0,0,0,0,0,0

21,05:00-05:15,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,24.39,26.29,0,2.97,193.11,0,0,5.43,0,53.02,24.39,3.1,26.29,0,0,0,0,0,272.57,21.41,15.33,0,15.33,20,6.66,6.66,6.67,0,0,0,0,0,0

22,05:15-05:30,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,24.39,26.29,0,2.97,195.09,0,0,5.43,0,53.02,24.39,3.1,26.29,0,0,0,0,0,272.57,20.21,14.67,0,14.67,20,6.66,6.66,6.67,0,0,0,0,0,0

23,05:30-05:45,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,2.97,205.86,0,0,5.43,0,53.02,26.87,3.1,26.29,0,0,0,0,0,272.57,19.61,14.33,0,14.33,20,6.66,6.66,6.67,0,0,0,0,0,0

24,05:45-06:00,3.22,8.76,91.71,30.57,0,26.29,8.76,70.29,0,26.87,26.29,0,2.97,199.07,0,0,5.43,0,53.02,26.87,3.1,26.29,0,0,0,0,0,272.57,19.01,14.33,0,14.33,20,6.66,6.66,6.67,0,0,0,0,0,0

25,06:00-06:15,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,0,2.97,179.21,0,0,5.43,0,73.26,26.87,3.1,26.29,0,0,8.48,9.08,0,272.57,18.61,14.33,3,14.33,25,8.34,6.66,8.33,0,0,0,0,0,1

26,06:15-06:30,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,0,2.97,202.04,0.99,0,5.43,0,80.98,26.87,3.1,26.29,0,0,18.15,19.42,0,272.57,18.21,14.33,9,14.33,24,8,6.66,8,1,0,0,1,0,2

27,06:30-06:45,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,0.39,2.97,205.86,6.43,0.38,5.43,0,82.9,26.87,3.1,26.29,0.38,0.46,30.23,31.68,2,272.57,17.81,14.33,12,14.33,23.5,7.84,6.66,7.83,3,1,0,4,0.09,5

28,06:45-07:00,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,0.7,2.97,205.86,13.97,0.68,5.43,0,82.9,26.87,3.1,26.29,0.68,2.26,33,33,3,272.57,17.01,14.33,15,14.33,23.5,7.84,6.66,7.83,4,3,2,7,0.45,8

29,07:00-07:15,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,1.17,2.97,205.86,21.6,1.15,5.43,0,88.69,26.87,3.1,26.29,1.15,7.94,32.5,32.5,7,272.57,23.01,14.33,18,14.33,23,7.66,6.66,7.67,5,6,5,14,1.59,10

30,07:15-07:30,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,2.21,2.97,205.86,30.36,2.16,5.43,0,86.76,26.87,3.1,26.29,2.16,15.63,33,33,10,272.57,22.61,14.33,25,14.33,22.5,7.5,6.66,7.5,7,10,7,25,3.13,15

31,07:30-07:45,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,3.01,2.97,205.86,40.97,2.93,5.43,0,64.59,26.87,3.1,26.29,2.93,31.18,32.5,32.5,12,272.57,22.01,14.33,32.5,14.33,21.5,7.16,6.66,7.17,6,16,8,39,6.23,14

32,07:45-08:00,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,3.8,2.97,205.86,52.5,3.71,5.43,0,59.77,26.87,3.1,26.29,3.71,48.78,32.83,32.83,16,272.57,21.01,14.33,32.84,14.33,21,7,6.66,7,9,22,11,53,9.75,20

33,08:00-08:15,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,4.73,2.97,205.86,63.96,4.61,5.43,0,51.09,26.87,3.26,26.29,4.61,66.28,33,33,23,272.57,19.61,14.33,33,14.33,20.5,6.84,6.66,6.83,12,27,15,63,13.26,26

34,08:15-08:30,3.14,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,5.64,2.97,205.86,74.6,5.51,5.43,0,51.09,26.87,3.26,26.29,5.51,85.55,33,33,30,272.57,19.01,14.33,33,14.33,20,6.66,6.66,6.67,16,33,19,77,17.11,32

35,08:30-08:45,3.14,11.57,0,0,0,28.92,11.57,70.29,0,26.87,28.92,6.57,2.97,171.24,84.28,6.41,5.43,0,51.09,26.87,3.26,28.92,6.41,104.22,33,33,36,272.57,18.41,14.33,33,14.33,20,6.66,0,6.67,20,39,20,91,20.84,41

36,08:45-09:00,3.14,11.57,0,0,0,28.92,11.57,70.29,0,26.87,28.92,7.5,2.97,171.24,93.39,7.32,5.43,0,51.09,26.87,3.26,28.92,7.32,121.68,33,33,42,272.57,18.01,14.33,33,14.33,20,6.66,0,6.67,23,45,24,105,24.34,49

37,09:00-09:15,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,8.3,3.06,171.24,101.93,8.1,5.43,0,53.02,26.87,3.26,26.29,8.1,137.9,33,33,49,272.57,21.81,14.33,33,14.33,20,6.66,0,6.67,27,48,26,112,27.58,56

38,09:15-09:30,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,9.16,3.06,190.52,109.67,8.93,5.43,0,53.02,26.87,3.26,26.29,8.93,153.41,33,33,56,272.57,21.41,14.33,33,14.33,20,6.66,0,6.67,30,54,29,126,30.68,63

39,09:30-09:45,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,10.03,3.06,227.1,116.52,9.79,5.43,0,53.02,26.87,3.26,26.29,9.79,167.03,33,33,63,272.57,21.41,14.33,33,14.33,20,6.66,0,6.67,32,60,32,140,33.4,67

40,09:45-10:00,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,11.14,3.06,227.1,122.63,10.87,5.43,0,53.02,26.87,3.26,26.29,10.87,180.9,33,33,69,272.57,21.41,14.33,33,14.33,20,6.66,0,6.67,34,64,35,151,36.18,72

41,10:00-10:15,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,11.25,3.06,227.1,128.16,10.97,5.34,0,53.02,26.87,3.26,26.29,10.97,193.72,33,33,71,272.57,23.61,12,33,12,20,6.66,0,6.67,37,69,36,161,38.74,76

42,10:15-10:30,3.07,8.76,0,0,0,26.29,8.76,70.29,0,26.87,26.29,12.11,3.06,227.1,133.08,11.81,5.34,0,53.02,26.87,3.26,26.29,11.81,205.63,33,33,76,272.57,23.61,12,33,12,20,6.66,0,6.67,38,72,38,168,41.13,80

43,10:30-10:45,3.07,8.76,0,0,0,26.29,8.76,70.29,0,24.14,26.29,12.75,3.06,227.1,137.58,12.43,5.34,0,53.02,24.14,2.95,26.29,12.43,216.67,33,33,79,272.57,23.61,12,33,12,20,6.66,0,6.67,39,72,40,168,43.33,81

44,10:45-11:00,3.07,8.76,0,0,0,26.29,8.76,70.29,0,24.14,26.29,13.4,3.06,227.1,141.49,13.07,5.34,0,53.02,24.14,2.95,26.29,13.07,216.67,33,33,82,272.57,23.61,12,33,12,20,6.66,0,6.67,40,75,41,175,43.33,84

45,11:00-11:15,2.91,12.42,0,0,0,37.24,12.42,70.29,0,23.33,37.24,13.84,3.06,227.1,144.85,13.49,5.34,0,53.02,23.33,2.95,37.24,13.49,216.67,33,33,85,272.57,23.61,6.67,33,6.67,20,6.66,0,6.67,39,70,41,165,43.33,81

46,11:15-11:30,2.91,12.42,0,0,0,37.24,12.42,70.29,0,23.33,37.24,14.12,3.06,227.1,147.44,13.78,5.34,0,53.02,23.33,2.95,37.24,13.78,216.67,33,33,86,272.57,23.61,6.67,33,6.67,20,6.66,0,6.67,41,73,42,172,43.33,85

47,11:30-11:45,2.91,12.42,0,0,0,37.24,12.42,70.29,0,23.33,37.24,14.26,3.06,227.1,149.28,13.9,5.34,0,53.02,23.33,2.95,37.24,13.9,225,33,33,75,272.57,21.41,6.67,33,6.67,20,6.66,0,6.67,40,67,43,158,45,85

48,11:45-12:00,2.91,12.42,0,0,0,37.24,12.42,70.29,0,23.33,37.24,14.39,3.06,227.1,150.4,14.05,5.34,0,53.02,23.33,2.95,37.24,14.05,225,33,33,75,272.57,21.41,6.67,33,6.67,20,6.66,0,6.67,40,70,43,165,45,85

49,12:00-12:15,3.07,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,14.26,3.06,227.1,150.42,13.91,5.34,0,53.02,26.87,3.1,37.24,13.91,225,33,33,78,272.57,23.61,6.67,33,6.67,20,6.66,0,6.67,42,75,42,175,45,87

50,12:15-12:30,3.07,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,14.13,3.06,227.1,149.71,13.79,5.34,0,53.02,26.87,3.1,37.24,13.79,225,33,33,78,272.57,23.61,6.67,33,6.67,20,6.66,0,6.67,42,78,42,182,45,89

51,12:30-12:45,3.07,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,14.03,3.06,261.73,148.04,13.69,5.34,0,72.3,26.87,3.1,37.24,13.69,225,33,33,78,272.57,32.01,6.67,33,6.67,20,6.66,0,6.67,44,79,43,186,45,91

52,12:45-13:00,3.07,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,13.91,3.06,261.73,145.43,13.57,5.34,0,72.3,26.87,3.1,37.24,13.57,225,33,33,78,272.57,32.41,6.67,33,6.67,20,6.66,0,6.67,44,79,43,186,45,91

53,13:00-13:15,3.22,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,13.84,3.25,261.73,141.86,13.5,5.34,0,100.43,26.87,3.1,37.24,13.5,225,33,33,82,272.57,32.81,6.67,33,6.67,20,6.66,0,6.67,44,79,42,186,45,91

54,13:15-13:30,3.22,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,13.77,3.25,261.73,137.51,13.43,5.34,0,100.43,26.87,3.1,37.24,13.43,225,33,33,82,272.57,33.21,6.67,33,6.67,20,6.66,0,6.67,44,79,41,186,45,91

55,13:30-13:45,3.22,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,13.69,3.25,261.73,132.65,13.36,5.34,0,100.43,26.87,3.1,37.24,13.36,225,33,33,80,272.57,36.01,7.33,33,7.33,20,6.66,0,6.67,44,82,40,193,45,91

56,13:45-14:00,3.22,12.42,0,0,0,37.24,12.42,70.29,0,26.87,37.24,13.17,3.25,261.73,127.06,12.84,5.34,0,100.43,26.87,3.1,37.24,12.84,225,33,33,80,272.57,37.22,8,33,8,20,6.66,0,6.67,43,82,39,193,45,90

57,14:00-14:15,3.45,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,12.69,3.25,261.73,121,12.38,5.43,0,100.43,26.87,3.26,37.24,12.38,220.83,33,33,80,272.57,40.02,8.67,33,8.67,20,6.66,0,6.67,42,78,37,182,44.17,88

58,14:15-14:30,3.45,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,12.15,3.25,261.73,114.28,11.85,5.43,0,100.43,26.87,3.26,37.24,11.85,212.08,33,33,80,272.57,40.02,9.33,33,9.33,20,6.66,0,6.67,40,75,36,175,42.41,85

59,14:30-14:45,3.45,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,11.7,3.25,261.73,106.93,11.42,5.43,0,100.43,26.87,3.26,37.24,11.42,198.41,33,33,77,272.57,40.02,10,33,10,20,6.66,0,6.67,38,73,34,172,39.68,80

60,14:45-15:00,3.45,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,11.13,3.25,261.73,98.75,10.85,5.43,0,100.43,26.87,3.26,37.24,10.85,184.47,33,33,73,272.57,40.02,10,33,10,20,6.66,0,6.67,36,69,33,161,36.89,74

61,15:00-15:15,3.61,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,10.21,3.25,261.73,85.4,9.96,5.43,0,100.43,26.87,3.41,37.24,9.96,159.67,33,33,67,272.57,40.02,12,33,12,20,6.66,0,6.67,32,64,31,151,31.93,66

62,15:15-15:30,3.61,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,9.3,3.25,261.73,77.73,9.07,5.43,0,100.43,26.87,3.41,37.24,9.07,141.51,33,33,60,272.57,40.02,12,33,12,20,6.66,0,6.67,30,60,28,140,28.3,62

63,15:30-15:45,3.61,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,8.38,3.25,261.73,69.47,8.18,5.43,0,100.43,26.87,3.41,37.24,8.18,114.48,33,33,53,272.57,40.02,12,33,12,20,6.66,0,6.67,27,49,24,116,22.89,55

64,15:45-16:00,3.61,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,7.47,3.25,261.73,60.92,7.29,5.43,0,100.43,26.87,3.41,37.24,7.29,95.38,33,33,48,272.57,40.02,12,33,12,20,6.66,0,6.67,23,43,22,102,19.07,48

65,16:00-16:15,3.68,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,6.6,3.25,261.73,51.58,6.44,5.43,0,100.43,26.87,3.57,37.24,6.44,83.83,33,33,43,272.57,39.02,14,33,14,20,6.66,0,6.67,19,37,18,88,16.76,41

66,16:15-16:30,3.68,12.42,0,0,0,37.24,12.42,66.13,0,26.87,37.24,5.82,3.25,261.73,41.76,5.67,5.43,0,100.43,26.87,3.57,37.24,5.67,74.17,33,33,37,272.57,39.02,14,33,14,20,6.66,0,6.67,16,31,14,74,14.83,34

67,16:30-16:45,3.3,12.42,0,0,0,37.24,12.42,66.13,0,0,37.24,5.02,3.25,261.73,31.79,4.9,5.43,0,100.43,0,3.72,37.24,4.9,61.73,33,33,27,272.57,39.02,20,33,20,20,6.66,0,6.67,13,25,10,60,12.34,27

68,16:45-17:00,3.3,12.42,0,0,0,37.24,12.42,66.13,0,0,37.24,4.17,3.25,261.73,23.16,4.08,5.43,0,100.43,0,3.72,37.24,4.08,51.16,33,33,20,272.57,39.02,20,21,20,20,6.66,0,6.67,9,19,8,46,10.23,19

69,17:00-17:15,3.3,12.42,0,0,0,37.24,12.42,66.13,0,0,37.24,3.39,3.15,211.12,15.45,3.3,5.52,0,72.85,0,3.88,37.24,3.3,39.24,29.61,31.16,18,272.57,39.02,20,15,20,20,6.66,0,6.67,6,13,7,32,7.85,14

70,17:15-17:30,3.3,11.57,0,0,0,39.52,11.57,66.13,0,0,39.52,2.65,3.15,211.12,8.57,2.58,5.52,0,72.85,0,3.88,39.52,2.58,28.48,13.27,13.34,13,272.57,39.02,19.33,8,19.33,20,6.66,0,6.67,4,9,5,21,5.69,8

71,17:30-17:45,3.3,11.57,0,0,0,39.52,11.57,85.02,0,0,39.52,1.88,3.15,211.12,1.03,1.83,5.52,0,72.85,0,4.03,39.52,1.83,17.42,2.16,1.23,10,272.57,32.01,18.67,2,18.67,20,6.66,0,6.67,2,4,2,11,3.48,4

72,17:45-18:00,3.3,11.57,0,0,0,39.52,11.57,115.26,0,19.09,39.52,1.16,3.15,211.12,0,1.13,5.52,0,72.85,19.09,4.03,39.52,1.13,8.7,0,0,8,272.57,32.21,18,0,18,20,6.66,0,6.67,0,1,2,4,1.74,1

73,18:00-18:15,3.45,11.57,0,0,120.5,39.52,11.57,115.26,0,0,39.52,0.85,3.15,211.12,0,0.83,5.71,0,72.85,31.61,4.03,39.52,0.83,3.72,0,0,4,272.57,32.81,16.67,0,16.67,20,6.66,0,6.67,0,0,0,1,0.74,0

74,18:15-18:30,3.45,11.57,0,0,120.5,39.52,11.57,115.26,0,0,39.52,0.58,3.15,211.12,0,0.57,5.71,0,72.85,31.61,4.03,39.52,0.57,1.06,0,0,2,272.57,33.61,15.33,0,15.33,20,6.66,0,6.67,0,0,0,0,0.21,0

75,18:30-18:45,3.45,11.57,0,0,120.5,39.52,11.57,115.26,0,31,39.52,0.28,3.15,211.12,0,0.27,5.71,0,72.85,31,4.03,39.52,0.27,0,0,0,0,272.57,38.62,14,0,14,20,6.66,0,6.67,0,0,0,0,0,0

76,18:45-19:00,3.45,11.57,0,0,120.5,39.52,11.57,115.26,0,31,39.52,0.11,3.15,211.12,0,0.1,5.71,0,72.85,31,4.03,39.52,0.1,0,0,0,0,272.57,39.42,14,0,14,20,6.66,0,6.67,0,0,0,0,0,0

77,19:00-19:15,3.68,11.57,0,0,120.5,39.52,11.57,115.26,0,31,39.52,0,3.06,211.12,0,0,5.79,0,72.85,31,4.03,39.52,0,0,0,0,0,272.57,40.42,18,0,18,20,6.66,6.66,6.67,0,0,0,0,0,0

78,19:15-19:30,3.68,11.57,0,0,120.5,39.52,11.57,115.26,0,31,39.52,0,3.06,211.12,0,0,5.79,0,72.85,31,4.03,39.52,0,0,0,0,0,272.57,40.02,18.33,0,18.33,20,6.66,6.66,6.67,0,0,0,0,0,0

79,19:30-19:45,3.68,11.57,0,0,120.5,39.52,11.57,115.26,0,31.61,39.52,0,3.06,211.12,0,0,5.79,0,72.85,0,4.03,39.52,0,0,0,0,0,272.57,40.02,18.67,0,18.67,20,6.66,6.66,6.67,0,0,0,0,0,0

80,19:45-20:00,3.68,11.57,0,0,120.5,39.52,11.57,115.26,0,31,39.52,0,3.06,211.12,0,0,5.79,0,72.85,0,4.03,39.52,0,0,0,0,0,272.57,40.02,18.67,0,18.67,20,6.66,6.66,6.67,0,0,0,0,0,0

81,20:00-20:15,3.53,11.57,0,0,192.8,39.52,11.57,115.26,61.7,32,39.52,0,3.06,211.12,0,0,5.71,0,72.85,0,2.32,39.52,0,0,0,0,0,272.57,40.02,18.33,0,18.33,20,6.66,6.66,6.67,0,0,0,0,0,0

82,20:15-20:30,3.53,8.76,0,0,192.8,37.24,8.76,115.26,61.7,32,37.24,0,3.06,211.12,0,0,5.71,0,72.85,0,2.32,37.24,0,0,0,0,0,272.57,39.22,17.67,0,17.67,20,6.66,6.66,6.67,0,0,0,0,0,0

83,20:30-20:45,3.53,8.76,0,0,192.8,37.24,8.76,115.26,0,32,37.24,0,3.06,211.12,0,0,5.71,0,72.85,0,3.49,37.24,0,0,0,0,0,272.57,37.82,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

84,20:45-21:00,3.53,8.76,0,0,192.8,37.24,8.76,115.26,0,32,37.24,0,3.06,211.12,0,0,5.71,0,72.85,0,3.49,37.24,0,0,0,0,0,272.57,37.22,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

85,21:00-21:15,3.37,8.76,0,0,192.8,37.24,8.76,115.26,0,0,37.24,0,3.06,211.12,0,0,5.61,31.29,72.85,0,3.34,37.24,0,0,0,0,0,272.57,38.82,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

86,21:15-21:30,3.37,8.76,0,0,192.8,37.24,8.76,115.26,0,0,37.24,0,3.06,211.12,0,0,5.61,31.29,72.85,0,3.34,37.24,0,0,0,0,0,272.57,38.22,14,0,14,20,6.66,6.66,6.67,0,0,0,0,0,0

