Block,Time,DHAULIGNGA,KHSTPP-I,NAPP,RAPPD,SIMHST1,FSTPP I & II,NNTPP,RIHAND2,SINGRAULI,UNCHAHAR2,BSIUL,NLCIIST1,RAMPUR,TALST2,TelanganaSTPP,URI2,VALLURNTECL,AURY_GF,CHAMERA2,JHAJJAR,MAPS,NLCEXP,SASAN,TANDA2,URI,DADRI_CRF,CHAMERA1,DADRT2,SEWA2,TALA,TANAKPUR,ANTA_CRF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_RF,CHAMERA3,KHSTPP-II,KOTESHWR,KUDGI,NJPC,NLCTS2EXP,NTPL,PARBATI2,RAPPC,AURY_RF,DULHASTI,KGSU1AND2,KGSU3AND4,RIHAND3,RSTPSU1TO6,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,AURY_CRF,BRBCL,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,NLCIIST2,PARBATI3,RAPPB,RIHAND1,SALAL,ANTA_GF,DADRI_GF,DADRI_LF
14,03:15-03:30,10.95,45.53,25.38,19.14,0,18.2,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,95.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

15,03:30-03:45,10.95,45.53,25.38,19.14,0,18.2,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,95.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

16,03:45-04:00,10.95,45.53,25.38,19.14,0,18.2,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.33,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,95.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

17,04:00-04:15,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.76,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

18,04:15-04:30,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.61,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

19,04:30-04:45,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.14,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

20,04:45-05:00,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,573.92,0,2.09,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

21,05:00-05:15,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.8,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

22,05:15-05:30,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.61,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

23,05:30-05:45,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.38,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

24,05:45-06:00,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,38.36,0,97.23,80.18,0,0,0

25,06:00-06:15,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

26,06:15-06:30,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

27,06:30-06:45,21.88,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.06,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

28,06:45-07:00,21.88,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,3.39,5,0,0,52.22,0,98.41,35.03,148.3,20.85,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

29,07:00-07:15,21.88,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.65,5,0,0,51.83,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

30,07:15-07:30,21.88,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,2.65,5,0,0,51.83,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

31,07:30-07:45,21.88,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,0,5.38,0,0,51.83,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

32,07:45-08:00,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,337.5,4.44,50.79,0,42.15,688.92,0,0,5.38,0,0,51.83,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

33,08:00-08:15,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

34,08:15-08:30,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

35,08:30-08:45,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

36,08:45-09:00,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

37,09:00-09:15,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

38,09:15-09:30,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

39,09:30-09:45,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,42.15,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

40,09:45-10:00,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,23.86,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,43.58,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

41,10:00-10:15,32.83,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,23.86,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

42,10:15-10:30,10.95,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,23.86,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,0,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,0,21.64,27.68,3.2,0,20,8.63,0,0,4.69,0,42.96,0,97.23,80.18,0,0,0

43,10:30-10:45,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,11.85,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,0,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,0,21.64,27.68,3.2,0,20,8.63,0,0,3.88,0,42.96,0,97.23,80.18,0,0,0

44,10:45-11:00,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,4.44,52.99,0,0,688.92,0,0.88,5.38,0,0,51.17,0,98.41,35.03,148.3,0,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.11,0,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,42.96,0,97.23,80.18,0,0,0

45,11:00-11:15,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.05,0,0,31.81,0,0,48.81,670.67,0,0,343.12,4.44,33.12,0,0,688.92,0,0.88,5.38,0,0,50.51,0,98.41,35.03,148.3,0,0,156.81,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.11,0,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

46,11:15-11:30,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.05,0,0,31.81,0,0,48.81,670.67,0,0,343.12,4.44,33.12,0,0,688.92,0,0.88,5.38,0,0,50.51,0,98.41,35.03,148.3,0,0,156.81,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.11,0,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

47,11:30-11:45,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.05,0,0,31.81,0,0,48.81,670.67,0,0,343.12,5.12,33.12,0,0,688.92,0,1.76,5.38,0,0,50.51,0,98.41,35.03,148.3,0,0,156.81,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

48,11:45-12:00,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.05,0,0,31.81,0,0,48.81,670.67,0,0,343.12,5.7,33.12,0,0,688.92,0,1.76,5.38,0,0,50.51,0,98.41,35.03,148.3,10.43,0,156.81,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.11,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

49,12:00-12:15,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,33.12,0,0,688.92,0,1.76,5.38,0,0,49.86,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

50,12:15-12:30,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,33.12,0,0,688.92,0,1.76,5.38,0,0,49.86,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,50.97,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

51,12:30-12:45,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,33.12,0,12.64,688.92,0,1.76,5.38,0,0,49.86,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,39.28,0,97.23,80.18,0,0,0

52,12:45-13:00,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,51.01,0,24.49,688.92,0,1.76,5.38,0,0,49.86,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,2.05,0,33.76,0,97.23,80.18,0,0,0

53,13:00-13:15,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,51.01,0,24.49,688.92,0,1.76,5.38,0,0,49.86,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,7.19,0,33.76,0,97.23,80.18,0,0,0

54,13:15-13:30,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,343.12,5.7,51.01,0,24.49,688.92,0,1.76,5.38,0,0,49.2,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

55,13:30-13:45,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,1.76,5.38,0,0,49.2,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

