Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,DADRI_LF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,TANDA2,UNCHAHAR2,URI,VALLURNTECL,TALST2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,TelanganaSTPP,URI2,TALA,UNCHAHAR3,TEHRI,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,RIHAND2,SASAN,SIMHST2,SINGRAULI,SIMHST1,RSTPSU1TO6,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,RIHAND1,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAPPB,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,KUDGI,MAPS,NAPP,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,KOTESHWR,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,5.54,0,4.15,0,14.1,0,0,1.35,0,58.36,0.37,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,11.36,0,0,18.41,8.53,0,0,0,0,0,0

8,01:45-02:00,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,5.54,0,4.15,0,14.1,0,0,1.35,0,58.36,0.37,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,12.32,0,0,18.41,8.53,0,0,0,0,0,0

9,02:00-02:15,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,11.73,0,0,18.41,8.53,0,0,0,0,0,0

10,02:15-02:30,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,11.51,0,0,18.41,8.53,0,0,0,0,0,0

11,02:30-02:45,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.68,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,11.66,0,0,18.41,8.53,0,0,0,0,0,0

12,02:45-03:00,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,12.02,0,0,18.41,8.53,0,0,0,0,0,0

13,03:00-03:15,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,12.99,0,0,18.41,8.53,0,0,0,0,0,0

14,03:15-03:30,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,14.64,0,0,18.41,8.53,0,0,0,0,0,0

15,03:30-03:45,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,15.76,0,0,18.41,8.53,0,0,0,0,0,0

16,03:45-04:00,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,16.66,0,0,18.41,8.53,0,0,0,0,0,0

17,04:00-04:15,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,13.63,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,17.63,0,0,18.41,8.53,0,0,0,0,0,0

18,04:15-04:30,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,13.63,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,17.71,0,0,18.41,8.53,0,0,0,0,0,0

19,04:30-04:45,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,13.63,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,18.65,0,0,18.41,8.53,0,0,0,0,0,0

20,04:45-05:00,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,13.63,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,18.41,8.53,0,0,0,0,0,0

21,05:00-05:15,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,13.63,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.87,8.53,0,0,0,0,0,0

22,05:15-05:30,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,27.27,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.87,8.53,0,0,0,0,0,0

23,05:30-05:45,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,27.27,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.87,8.53,0,0,0,0,0,0

24,05:45-06:00,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,1.07,0,0,5.77,0,0,0,4.15,0,14.1,28.24,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,92.81,0,0,88.49,0,0,365.48,0,0,0,0,0,18.22,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.87,8.53,0,0,0,0,0,0

25,06:00-06:15,8.79,13.22,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,1.07,0,0,6.87,0,0,0,4.15,0,17.77,42.72,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,124.06,0,0,88.49,0,0,365.48,0,0,0,0,0,36.43,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,29.74,8.53,0,0,0,0,0,0

26,06:15-06:30,17.57,13.22,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,1.07,0,0,6.87,0,0,0,4.15,0,17.77,42.72,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.15,0,0,88.49,0,0,365.48,3.43,0,0,0,0,55.83,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,32.4,17.07,0,0,0,0,0,0

27,06:30-06:45,26.36,15.42,31.7,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,1.07,0,0,6.87,0,0,0,4.15,0,17.77,42.72,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,9.31,3.21,369.68,3.43,0,0,0,0,82.89,0,0,0,51.87,0,0,0,42.21,2.12,19.24,13.51,0,34.6,25.6,0,0,0,0,0,0

28,06:45-07:00,35.15,15.42,31.7,264.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,1.07,0,0,6.87,0,0,0,4.15,0,17.77,56.96,0,1.35,7.6,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,378.33,3.43,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,36.16,37.56,0,0,0,0,0,0

29,07:00-07:15,35.15,18.72,31.7,335.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32,1.07,0,0,8.91,0,0,0,4.15,0,22.11,56.96,0,1.35,7.6,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,455.87,15.91,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,36.19,37.56,0,0,0,0,0,0

30,07:15-07:30,35.15,18.72,31.7,402.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.26,1.07,0,0,9.89,0,0,0,4.15,0,25.27,56.96,0,1.35,7.88,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,551.52,15.91,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,37.22,37.56,0,0,0,0,0,0

31,07:30-07:45,35.15,18.72,31.7,417.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,0,0,4.15,0,25.39,56.96,0,8.94,7.88,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,599.61,15.91,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,37.36,37.56,0,0,0,0,0,0

32,07:45-08:00,26.36,18.72,31.7,417.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,0,0,4.15,0,25.39,56.96,0,40.23,7.88,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,656.71,3.43,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,38.4,37.56,0,0,0,0,0,0

33,08:00-08:15,17.57,18.72,31.7,417.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,0,0,4.15,0,25.39,56.96,0,40.23,7.88,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,18.64,38,656.71,0,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,26.98,0,38.53,37.56,0,0,0,0,0,0

34,08:15-08:30,0,18.72,31.7,417.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,0,0,4.15,0,25.39,56.96,0,40.23,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,9.31,2.56,656.71,0,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,2.12,19.24,26.98,0,39.57,25.6,0,0,0,0,0,0

35,08:30-08:45,0,18.72,15.85,417.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,40.23,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,656.71,0,0,0,0,0,82.97,0,0,0,51.87,0,0,0,42.21,0,19.24,13.51,0,40.87,25.6,0,0,0,0,0,0

36,08:45-09:00,0,18.72,15.85,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,40.23,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,656.71,0,0,0,0,0,60.12,0,0,0,51.87,0,0,0,42.21,0,19.24,13.51,0,42.04,17.07,0,0,0,0,0,0

37,09:00-09:15,0,18.72,15.85,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,25.48,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,40.23,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,656.71,0,0,0,0,0,40.08,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,42.62,17.07,0,0,0,0,0,0

38,09:15-09:30,0,18.72,15.85,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,25.48,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,8.94,0,58.36,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,595.33,0,0,0,0,0,18.22,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,17.07,0,0,0,0,0,0

39,09:30-09:45,0,18.72,15.85,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,25.48,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,1.35,0,59.77,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,524.18,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,8.53,0,0,0,0,0,0

40,09:45-10:00,0,18.72,15.85,314.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,5.54,0,4.15,0,25.39,56.96,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,471.28,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,8.53,0,0,0,0,0,0

41,10:00-10:15,0,18.72,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,1.07,0,0,9.89,0,5.54,0,4.15,0,25.39,42.72,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,409.73,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,8.53,0,0,0,0,0,0

42,10:15-10:30,0,16.85,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.18,1.07,0,0,8.82,0,5.54,0,4.15,0,22.79,42.72,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,8.53,0,0,0,0,0,0

43,10:30-10:45,0,16.85,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,1.07,0,0,8.82,0,0,0,4.15,0,18.84,28.48,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,43.49,8.53,0,0,0,0,0,0

44,10:45-11:00,0,16.85,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,1.07,0,0,8.82,0,0,0,4.15,0,18.84,28.48,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,141.19,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,18.5,0,0,43.49,8.53,0,0,0,0,0,0

45,11:00-11:15,0,14.48,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,3.18,0,0,8.82,0,1.72,0,4.15,0,18.84,28.48,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,122.94,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,18.02,0,0,32.21,8.53,0,0,0,0,0,0

46,11:15-11:30,0,14.48,15.85,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,25.48,0,0,8.82,0,1.72,0,4.15,0,18.84,28.48,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,122.94,0,0,88.49,0,0,365.48,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,16.86,0,0,32.21,8.53,0,0,0,0,0,0

47,11:30-11:45,0,14.48,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,25.48,0,0,5.77,0,1.72,0,10.35,0,14.26,28.48,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,122.94,0,0,88.49,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,17.38,0,0,32.21,8.53,0,0,0,0,0,0

48,11:45-12:00,0,14.48,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,25.48,0,0,5.77,0,1.97,0,10.35,0,14.26,14.23,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,122.94,0,0,88.49,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,32.21,8.53,0,0,0,0,0,0

49,12:00-12:15,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,3.18,0,0,5.77,0,1.97,0,10.35,0,14.26,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,122.94,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,18.71,0,0,32.21,8.53,0,0,0,0,0,0

50,12:15-12:30,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.97,0,10.35,0,14.26,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

51,12:30-12:45,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.97,0,10.35,0,14.26,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

52,12:45-13:00,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.97,0,10.35,0,14.26,0,0,1.35,0,59.79,0.38,114.22,402.77,0,134.35,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

53,13:00-13:15,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.6,114.22,402.77,0,134.35,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

54,13:15-13:30,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.6,114.22,402.77,0,134.35,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

55,13:30-13:45,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.6,0,0,5.77,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,17.58,0,0,20.9,8.53,0,0,0,0,0,0

56,13:45-14:00,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.6,0,0,5.77,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,18.59,0,0,20.9,8.53,0,0,0,0,0,0

57,14:00-14:15,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.15,0,0,20.9,8.53,0,0,0,0,0,0

58,14:15-14:30,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

59,14:30-14:45,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

60,14:45-15:00,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

61,15:00-15:15,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

62,15:15-15:30,0,11.06,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.6,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

