Block,Time Block,TEHRI,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,JHAJJAR,CHAMERA3,BSIUL,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU1AND2,BRBCL,DULHASTI,DADRT2,CHAMERA1,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,NAPP,KUDGI,NLCEXP,KOTESHWR,MAPS,NLCIIST1,NLCIIST2,NJPC,KOLDAM,RIHAND3,NTPL,RAPPB,PARBATI3,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RAMPUR,RAPPC,RSTPSU7,NLCTS2EXP,SALAL,SEWA2,NNTPP,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,TANDA2,TALST2,TANAKPUR,TALA,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,63.83,36.229,17.66,0,361.07,30.89,18.83,42.58,38.9,13.77,0,14.44,51.79,586.35,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,10.36,9.65,0,0,0,0,34.71,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,63.83,36.229,17.66,0,262.2,30.89,18.83,42.58,38.9,13.77,0,14.44,51.79,532.46,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,6.66,9.91,0,0,0,0,34.71,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,63.83,36.229,17.66,0,183.24,30.89,18.83,42.58,38.9,13.77,0,14.44,51.79,528.95,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,6.66,9.91,0,0,0,0,34.71,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,63.83,36.229,17.66,0,154.35,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,528.95,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,10.36,9.91,0,0,0,0,23.48,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,63.83,36.229,17.66,0,135.09,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,528.95,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,6.66,9.91,0,0,0,0,23.48,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,63.83,36.229,17.66,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,528.95,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,16.73,0,123.01,0.92,0,0,0,7.27,9.91,0,0,0,0,23.48,0,22.81,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,63.83,36.229,17.66,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,528.95,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,80.57,11.29,0,123.01,0.92,0,0,0,10.36,9.91,0,0,0,0,23.48,0,22.81,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,63.83,36.229,15.8,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,524.92,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,77.21,0,0,123.01,0.92,0,0,0,7.27,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,63.83,36.229,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,524.92,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,77.21,0,0,123.01,0.92,0,0,0,7.27,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,457.51,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.7,0.92,0,0,0,10.36,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,457.51,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0.92,0,0,0,6.66,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,457.51,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0.92,0,0,0,8.63,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,399.74,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0.92,0,0,0,12.33,9.91,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,399.74,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,6.77,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0.92,0,0,0,8.63,7.36,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,63.83,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,123.86,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,6.77,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0.92,0,0,0,8.63,7.22,0,0,0,0,23.48,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,63.83,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,6.77,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,12.33,5.53,0,0,0,0,34.71,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,63.83,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,17.32,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,8.63,5.34,0,0,0,0,34.71,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,63.83,23.15,11.79,0,135.09,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,8.63,9.26,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,63.83,23.15,11.79,0,163.98,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,363.34,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,12.33,8.95,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,63.83,28.218,13.78,0,260.27,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,8.63,8.81,0,0,0,0,25.61,0,17.91,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,63.83,28.218,13.78,0,327.67,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,314.15,91.14,0,0,3.41,58,0,0,77.21,0,0,122.39,0,0,0,0,8.63,8.81,0,0,0,0,25.61,0,17.91,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,63.83,28.218,13.78,0,327.67,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,339.26,91.14,0,0,3.41,58,0,0,72.72,0,0,122.39,0,0,0,0,12.33,8.83,0,0,0,0,34.71,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,48.28,28.218,13.78,0,327.67,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,354.47,91.14,0,0,3.41,58,0,0,72.72,0,0,122.39,0,0,0,0,8.63,8.96,0,0,0,0,34.71,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,48.28,28.218,13.78,0,327.67,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,362.15,91.14,0,0,3.41,58,0,0,72.72,0,0,122.39,0,0,0,0,8.63,9.12,0,0,0,0,25.61,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,32.19,23.15,11.79,0,231.38,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,363.34,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,8.12,117.19,367.56,91.14,0,0,3.41,58,0,0,72.72,0,0,122.39,0,0,0,0,8.63,9.22,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,32.19,28.218,13.78,0,135.09,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,8.12,117.19,372.97,91.14,0,0,3.41,58,0,0,71.61,0,0,122.39,0,0,0,0,2.47,9.22,0,0,0,0,25.61,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,16.09,28.218,13.78,0,135.09,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,142.8,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,378.38,91.14,0,0,3.41,58,0,0,71.61,0,0,122.39,0,0,0,0,2.47,9.22,0,0,0,0,25.61,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,16.09,28.218,13.78,0,135.09,30.89,12.56,42.58,38.9,12.66,0,14.44,51.79,367.18,40.59,27.92,0,128.9,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,68.25,0,0,122.7,0,0,0,0,2.47,9.22,0,0,0,0,25.61,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,28.218,13.78,0,135.09,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,367.18,40.59,27.92,0,125.78,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,18.95,117.19,379.14,91.14,0,0,3.41,58,0,0,68.25,0,0,123.01,0,0,0,0,8.63,9.22,0,0,0,0,25.61,0,17.91,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,23.64,0,106.06,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,68.25,0,0,123.01,0,0,0,0,8.63,9.22,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,23.64,0,106.06,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,68.25,0,0,123.01,0,0,0,0,8.63,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,23.64,0,106.06,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,23.64,0,106.06,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,23.64,0,106.06,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,27.92,0,125.12,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,379.14,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,23.15,11.79,0,110.84,30.89,6.28,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,385.57,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.51,0,0,0,0,25.61,0,14.4,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,23.15,11.79,0,110.84,30.89,6.28,42.58,38.9,10.3,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,64.89,0,0,123.01,0,0,0,0,10.49,9.65,0,0,0,0,25.61,0,14.4,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,10.49,9.65,0,0,0,0,25.61,0,14.4,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,16.09,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,4.16,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,10.49,9.65,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,16.09,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,10.49,9.65,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,32.19,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,10.49,12.4,0,0,0,0,25.61,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,48.28,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,2.47,11.53,0,0,0,0,28.46,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,48.28,23.15,11.79,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,2.47,11.53,0,0,0,0,28.46,0,14.4,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,428.63,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,29.77,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,2.47,12.09,0,0,0,0,28.46,0,19.31,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,428.63,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,29.77,117.19,387.27,91.14,0,0,3.41,58,0,0,44.76,0,0,123.01,0,0,0,0,10.85,12.09,0,0,0,0,28.46,0,19.31,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,29.77,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,11.66,0,0,0,0,28.46,0,19.31,0,0,0,0,37.74,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,29.77,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,11.66,0,0,0,0,28.46,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,12.36,0,0,0,0,25.61,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,48.28,30.6,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,12.36,0,0,0,0,25.61,0,19.31,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,48.28,30.59,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,98.01,0,0,0,0,10.85,12.36,0,0,0,0,25.61,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,48.28,30.59,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,363.34,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,98.01,0,0,0,0,10.85,12.36,0,0,0,0,25.61,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

