Block,Time,PARBATI3,DULHASTI,RIHAND3,UNCHAHAR2,RAPPB,TANDA2,AURY_GF,UNCHAHAR3,UNCHAHAR4,RAPPC,DADRI_LF,AURY_LF,ANTA_LF,NAPP,UNCHAHAR1,KISHANGANGA,DADRI_RF,RAMPUR,TEHRI,AURY_RF,ANTA_RF,JHAJJAR,SINGRAULI_HYDRO,DADRT2,RIHAND1,SALAL,DADRI_GF,NJPC,ANTA_GF,DADRI_CRF,SINGRAULI,SEWA2,AURY_CRF,URI2,CHAMERA2,BSIUL,KOTESHWR,CHAMERA1,RIHAND2,KOLDAM,DHAULIGNGA,CHAMERA3,TANAKPUR,ANTA_CRF,URI,LARA-I,KHARGONE-I,NLCIIST1,SIPAT I,VSTPS II,NLCIIST2,FSTPP I & II,KAWAS-NAPM,VSTPS V,SIMHST2,GANDHAR-ComGas,TALST2,TALA,GANDHAR-RLNG,MAPS,KAWAS-RLNG,NLCTS2EXP,VSTPS IV,KSTPS I&II,VALLURNTECL,SASAN,KAWAS-ComGas,NTPL,KHSTPP-II,BRBCL,KGSU3AND4,NNTPP,SOLAPUR,TAPS-II,KSTPS7,KUDGI,KKNP,GANDHAR-NAPM,MOUDA_II,MOUDA,KAPS,SIPAT II,VSTPS I,KGSU1AND2,NLCEXP,KHSTPP-I,GANDHAR-APM,KAWAS-APM,RSTPSU1TO6,GADARWARA-I,RSTPSU7,KAWAS-zLIQ,VSTPS III,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,6.691394,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,1.409439,0.000000,0.000000,0.000000,149.488085,1.016557,261.404487,90.877303,59.338111,0.000000,72.994226,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,27.073117,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.83,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

28,06:45-07:00,3.345696,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,1.300497,0.000000,0.000000,0.000000,149.488085,1.016557,222.864487,90.877303,59.338111,0.000000,67.568980,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,27.073117,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.83,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

29,07:00-07:15,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,11.460832,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.311553,2.458347,0.000000,1.143891,0.000000,0.000000,0.000000,134.087597,1.016557,216.750983,90.877303,59.338111,0.000000,59.184508,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.394844,27.073117,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,2.27,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

30,07:15-07:30,0.000000,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,11.460832,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.311553,2.458347,0.000000,0.762595,0.000000,0.000000,0.000000,134.087597,1.016557,198.148496,90.877303,59.338111,0.000000,39.456339,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.394844,27.073117,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,2.29,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

31,07:30-07:45,0.000000,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,11.460832,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.311553,2.458347,0.000000,0.381296,0.000000,0.000000,0.000000,134.087597,1.016557,198.148496,90.877303,59.338111,0.000000,19.728169,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,6.314586,8.394844,27.073117,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.84,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

32,07:45:08:00,0.000000,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.706105,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,6.314586,8.394844,24.357280,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

33,08:00-08:15,0.000000,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.706105,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,13.900684,6.314586,8.394844,24.357280,116.284815,0.000000,19.106467,10.173846,0.493697,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,14.712167,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

34,08:15-08:30,0.000000,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.706105,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,13.900684,6.314586,8.394844,12.178640,116.284815,0.000000,19.106467,10.173846,0.493697,0.000000,48.930384,4.102703,1.706583,0.80,5.119751,1.872044,0.40,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

35,08:30-08:45,0.000000,51.937806,121.902116,27.871357,0.000000,1.143298,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,12.178640,116.284815,0.000000,19.106467,10.039980,0.493697,0.000000,48.930384,4.102703,1.706583,0.77,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

36,08:45:09:00,0.000000,51.937806,121.902116,27.875211,0.000000,1.143298,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,12.178640,116.284815,0.000000,19.106467,0.000000,0.493697,0.000000,48.930384,4.102703,1.706583,0.77,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

37,09:00:09:15,0.000000,51.937806,121.902116,27.875211,0.000000,1.175518,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,0.000000,116.284815,0.000000,9.553233,0.000000,0.493697,0.000000,48.930384,4.102703,1.706583,0.77,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,7.98,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

38,09:15-09:30,0.000000,49.603219,121.902116,27.875211,0.000000,1.175518,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.493697,0.000000,51.057792,4.102703,1.706583,0.77,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

39,09:30-09:45,0.000000,34.506588,121.902116,27.875211,0.000000,1.175518,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,117.977877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.493697,0.000000,51.057792,4.102703,1.706583,0.73,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,118.099868,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.46,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

40,09:45-10:00,0.000000,17.253293,121.902116,27.875211,0.000000,1.175518,0.000000,8.002349,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.727837,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,150.736877,1.016557,176.440841,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.493697,0.000000,48.930384,4.102703,1.706583,0.76,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,118.099868,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.46,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

41,10:00-10:15,0.000000,17.253293,121.902116,27.875211,0.000000,1.175518,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,207.910967,1.016557,179.030247,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.493697,0.000000,48.930384,4.102703,1.706583,0.77,5.119751,1.872044,0.40,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,109.407479,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

42,10:15-10:30,0.000000,17.253293,121.902116,27.875211,0.000000,1.175518,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.228922,1.016557,179.030247,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.493697,0.000000,48.930384,4.102703,1.706583,0.81,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,109.407479,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

43,10:30-10:45,0.000000,17.253293,121.902116,27.875211,0.000000,1.175518,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.228922,1.016557,179.030247,90.877303,34.707197,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,5.677520,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,109.407479,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

44,10:45-11:00,0.000000,17.253293,121.902116,27.875211,0.000000,1.175518,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.228922,1.016557,179.030247,90.877303,34.707197,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,5.677520,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,109.407479,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,121.902116,27.875211,0.000000,1.411749,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.228922,1.016557,179.030247,90.877303,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,5.800944,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,105.614722,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,121.902116,27.875211,0.000000,1.506237,0.000000,13.763501,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.228922,1.016557,179.030247,90.877303,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,5.800944,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.784382,2.29,336.237412,0.000000,1.82,105.614722,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,23.624577,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,121.902116,23.557051,0.000000,1.600958,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.238557,1.016557,179.107327,90.877303,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.826110,2.29,336.237412,0.000000,1.82,105.614722,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.81,20.114604,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,121.902116,22.692352,0.000000,1.606286,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.238557,1.016557,179.107327,90.877303,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,8.252763,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,105.614722,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.81,20.114604,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,121.902116,28.388476,0.000000,1.700774,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.238557,1.016557,179.107327,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.81,22.414230,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,121.902116,36.777566,0.000000,1.700774,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,208.238557,1.016557,179.107327,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.81,24.044768,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,121.902116,36.777566,0.000000,1.795262,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,203.421057,1.016557,179.107327,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.42,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,25.697067,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,121.902116,36.777566,0.000000,1.889748,0.000000,13.773136,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.543949,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,203.421057,1.016557,179.107327,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,51.057792,4.102703,1.706583,0.76,5.119751,1.872044,0.41,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,110.478452,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.266406,1.92,1.76,30.022217,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

53,13:00-13:15,0.000000,0.000000,121.902116,36.777566,0.000000,1.984988,0.000000,8.011984,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.749877,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,177.628162,1.016557,176.517921,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.123424,0.000000,51.057792,4.102703,1.706583,0.76,5.119751,1.872044,0.41,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,110.478452,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.245613,1.92,1.76,30.022217,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

54,13:15-13:30,0.000000,0.000000,121.902116,36.777566,0.000000,2.139719,0.000000,8.011984,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,5.749877,2.458347,0.000000,0.000000,0.000000,0.000000,0.000000,130.712961,1.016557,176.517921,77.048149,38.065958,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,0.000000,6.314586,8.394844,0.000000,116.284815,0.000000,0.000000,0.000000,0.123424,0.000000,48.930384,4.102703,1.706583,0.76,5.119751,1.872044,0.41,13.038564,0.000000,1.279076,0.00,0.000000,2.92,0.000000,0.000000,0.24,0.000000,0.85,2.585733,2.828346,2.29,336.237412,0.000000,1.82,110.478452,10.829779,2.10,0.19,1.706584,1.321053,1.292867,8.99,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.245613,1.92,1.76,30.022217,0.000000,0.000000,7.54,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

