Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/9252,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/6160,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/4138,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/8954,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/05/16/9317,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/9395,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/5800
15,03:30-03:45,0,70.92,0,30,73.99,24.67,70.92,0,0,8,0,0,0,24.67,0,0,0,0,0,0,0,1.79,13.52,7.96,0,26.08,14.49,66.28,8.18,1.64,10.63,0,8.7,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,15.07,53.13,25.4,0

16,03:45-04:00,0,65.17,0,30,72.49,24.17,65.17,0,0,8,0,0,0,24.17,0,0,0,0,0,0,0,1.79,13.52,7.96,0,26.08,14.49,66.28,8.18,1.64,10.63,0,8.7,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,15.07,53.13,25.4,0

17,04:00-04:15,0,58,0,18,70.99,23.67,58,0,0,8,0,0,0,23.67,0,0,0,0,0,0,0,1.79,13.52,7.78,0,26.08,14.49,66.28,7.79,1.64,10.63,0,8.32,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,14.61,53.13,25.4,0

18,04:15-04:30,0,55,0,17.33,67.5,22.5,55,0,0,8,0,0,0,22.5,0,0,0,0,0,0,0,1.79,13.52,7.78,0,26.08,14.49,66.28,7.79,1.64,10.63,0,8.32,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,14.61,53.13,25.4,0

19,04:30-04:45,0,50.67,0,14.17,52.68,17.57,50.67,0,0,8.2,0,0,0,17.57,0,0,0,0,0,0,0,1.79,13.52,7.78,0,26.08,14.49,66.28,7.79,1.64,10.63,0,8.32,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.27,30,96.6,45.4,134.27,3.57,0,14.61,53.13,25.4,0

20,04:45-05:00,0,48,0,13.6,48,16.01,48,0,0,8.4,0,0,0,16.01,0,0,0,0,0,0,0,1.79,13.52,7.78,0,26.08,14.49,66.28,7.79,1.64,10.63,0,8.32,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.27,30,96.6,45.4,134.27,3.57,0,14.61,53.13,25.4,0

21,05:00-05:15,0,42.67,0,13.03,41.6,13.86,42.67,0,0,8,0,0,0,13.86,0,0,0,0,0,0,0,1.79,13.52,7.5,0,26.08,14.49,66.28,7.4,1.64,10.63,0,8.01,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.27,30,96.6,45.4,134.27,3.57,0,14.14,53.13,25.4,0

22,05:15-05:30,0,36,0,12.75,37.94,12.64,36,0,0,8,0,0,0,12.64,0,0,0,0,0,0,0,1.79,13.52,7.5,0,26.08,14.49,66.28,7.4,1.64,10.63,0,8.01,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.27,30,96.6,45.4,134.27,3.57,0,14.14,53.13,25.4,0

23,05:30-05:45,0,32,0,12.18,49.36,16.46,32,0.19,0,8,0,0,0,16.46,0,0,0,0,0,0,0,1.79,13.52,7.5,0,26.08,14.49,70.45,7.4,1.64,10.63,0,8.01,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,14.14,53.13,25.4,0

24,05:45-06:00,0,30,0,11.62,49.01,16.34,30,1.76,0,8,0.07,0,0,16.34,0,0,0,0,0,0,0,1.79,13.52,7.5,0,26.08,14.49,70.45,7.4,1.64,10.63,0,8.01,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,3.57,0,14.14,53.13,25.4,0

25,06:00-06:15,0.44,43.33,2.21,12.18,52.04,17.34,43.33,3.67,11.45,8.2,0.47,6.98,0,17.34,1,1,0,0,0,1,0,1.79,13.52,7.3,0,26.08,14.49,70.45,7.01,1.64,10.63,0,7.7,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,3.57,0,13.87,53.13,25.4,0

26,06:15-06:30,0.74,42.33,3.69,11.62,50.16,16.72,42.33,7.37,17.63,8.4,0.85,14.31,1,16.72,2,2,0,0,1,2,0,1.79,13.52,7.3,0,26.08,14.49,70.45,7.01,1.64,10.63,0,7.7,0,0,0,0,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,3.57,0,13.87,53.13,25.4,0

27,06:30-06:45,2.11,28.33,10.54,6.67,40.01,13.33,28.33,12.24,23.99,8.6,4.88,22.55,3,13.33,3,3,0,3,2,3,0,1.79,13.52,7.3,0,26.08,14.49,70.45,7.01,3.99,10.63,0,7.7,0,0.55,0.73,0.73,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,8.55,0,13.22,53.13,25.4,0

28,06:45-07:00,3.59,28.33,17.96,6.67,39,13,28.33,18.33,30.99,8.8,8,32.1,6,13,5,6,0,6,3,7,0,1.79,13.52,7.3,0,26.08,14.49,70.45,7.01,3.99,10.63,0,7.7,0,1.04,1.36,1.36,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,8.55,0,13.22,53.13,25.4,0

29,07:00-07:15,5.69,42.33,28.47,6.67,37.99,12.67,42.33,25.52,33,9,12.07,33,10,12.67,9,9,0,10,7,15,0,1.79,13.52,5.99,0,26.08,14.49,70.45,6.62,3.87,10.63,0,7.7,0,1.67,2.16,2.16,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,7.77,0,12.94,53.13,25.4,0

30,07:15-07:30,8.17,39.67,40.86,6.67,37.01,12.33,39.67,33.42,33,9.2,17.34,33,15,12.33,12,13,0,12,9,19,0,1.79,13.52,5.99,0,26.08,14.49,70.45,6.62,3.87,10.63,0,7.7,0,2.4,3.09,3.09,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,7.77,0,12.94,53.13,25.4,0

31,07:30-07:45,10.93,37.33,54.67,6.67,33,11,37.33,51.24,33,9.4,23.52,33,21,11,15,23,0,18,13,27,0,5.76,13.52,5.99,0,26.08,14.49,70.45,6.62,3.91,10.63,0,7.7,0,3.27,4.23,4.23,28.98,96.6,0,193.2,24.15,150.22,28.26,30,96.6,45.4,134.27,7.77,0,12.94,53.13,25.4,0

32,07:45-08:00,14.25,35.67,71.22,6.67,29.51,9.83,35.67,59.75,33,9.6,30.37,33,27,9.83,19,29,0,25,17,33,0,5.58,13.52,5.99,0,26.08,14.49,70.45,6.62,3.91,10.63,0,7.7,0,4.19,5.42,5.42,28.98,96.6,0,193.2,24.15,150.22,29.27,0,96.6,45.4,134.27,7.77,0,12.94,53.13,25.4,0

33,08:00-08:15,18.12,30.21,90.57,6.67,38.51,12.83,30.21,68.08,33,9,37.69,33,36,12.83,23,39,0,33,20,40,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,7.31,0,4.99,6.47,6.47,28.98,0,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,8.14,0,12.76,53.13,25.4,0

34,08:15-08:30,21.81,30.23,109.05,6.67,37.01,12.33,30.23,75.75,33,9.2,45.04,33,42,12.33,26,43,0,33,23,47,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,7.31,0,5.91,7.66,7.66,28.98,0,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,8.14,0,12.76,53.13,25.4,0

35,08:30-08:45,25.36,30.36,126.8,6.67,34.99,11.67,30.36,82.68,33,9.4,52.42,33,49,11.67,29,52,0,33,27,53,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,8.09,0,6.8,8.81,8.81,28.98,0,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,8.14,0,12.76,53.13,25.4,0

36,08:45-09:00,28.78,30.18,143.9,6.67,34.01,11.33,30.18,88.94,33,9.6,59.78,33,55,11.33,32,57,0,33,30,60,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,8.09,0,7.61,9.85,9.85,28.98,0,0,193.2,24.15,150.22,29.27,30,96.6,45.4,134.27,8.14,0,12.76,53.13,25.4,0

37,09:00-09:15,32.27,26.15,161.32,6.67,34.01,11.33,26.15,89.07,33,9,66.72,33,61,11.33,34,65,0,33,33,67,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,8.09,0,8.48,10.98,10.98,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.48,53.13,25.7,0

38,09:15-09:30,35.46,25.62,177.28,6.67,31.99,10.67,25.62,103.42,33,9,73.01,33,66,10.67,37,68,0,33,37,73,0,4.11,13.52,5.99,0,26.08,14.49,70.45,7.4,3.91,10.63,0,8.09,0,9.23,11.95,11.95,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.48,53.13,25.7,0

39,09:30-09:45,38.25,25.5,191.23,6.67,30,10,25.5,109.55,33,9,79.1,33,70,10,39,73,0,33,39,79,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,8.09,0,9.85,12.75,12.75,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.48,53.13,25.7,0

40,09:45-10:00,40.89,25.3,204.42,6.67,28.5,9.5,25.3,115.31,33,9,84.76,33,75,9.5,41,80,0,33,41,82,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,8.09,0,10.59,13.7,13.7,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.48,53.13,25.7,0

41,10:00-10:15,43.51,25.8,217.54,10,24.49,8.17,25.8,120.04,33,9,89.76,33,79,8.17,43,84,0,33,43,87,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,7.93,0,11.17,14.47,14.47,28.98,0,0,193.2,24.15,150.22,27.25,29.5,96.6,45.4,134.27,8.14,0,12.3,53.13,25.7,0

42,10:15-10:30,45.99,26.95,229.92,9.67,25.01,8.33,26.95,123.67,33,9.4,94.37,33,84,8.33,44,87,0,33,45,90,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,7.93,0,11.77,15.23,15.23,28.98,0,0,193.2,24.15,150.22,27.25,29.5,96.6,45.4,134.27,8.14,0,12.3,53.13,25.7,0

43,10:30-10:45,47.37,27.27,236.86,9.67,25.01,8.33,27.27,126.69,33,9.8,98.57,33,87,8.33,45,91,0,33,47,93,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,7.93,0,12.53,16.23,16.23,28.98,0,0,193.2,24.15,150.22,27.25,29.5,96.6,45.4,134.27,8.14,0,12.3,53.13,25.7,0

44,10:45-11:00,48.33,27.27,241.67,9.33,25.01,8.33,27.27,128.85,33,10.6,100,33,88,8.33,46,93,0,33,48,97,0,4.11,13.52,5.99,0,26.08,14.49,70.45,6.46,3.91,10.63,0,7.93,0,13.65,17.67,17.67,28.98,0,0,193.2,24.15,150.22,28.27,29.5,96.6,45.4,134.27,8.14,0,12.3,53.13,25.7,0

45,11:00-11:15,48.33,28.46,241.67,9.67,26.51,8.83,28.46,130.6,33,11.61,100,33,88,8.83,46,95,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.24,0,13.99,18.11,18.11,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.02,53.13,25.7,0

46,11:15-11:30,48.33,30.76,241.67,10,28.01,9.33,30.76,131.99,33,13.01,100,33,88,9.33,46,95,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.24,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,8.14,0,12.02,53.13,25.7,0

47,11:30-11:45,48.33,26.33,241.67,10.33,30,10,26.33,132.38,33,21.01,100,33,88,10,48,98,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.24,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,7.96,0,12.02,53.13,25.7,0

48,11:45-12:00,48.33,28.67,241.67,10.67,31.99,10.67,28.67,134.43,33,23.61,100,33,88,10.67,48,98,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.24,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,28.26,29.5,96.6,45.4,134.27,7.96,0,12.02,53.13,25.7,0

49,12:00-12:15,48.33,31.33,241.67,11,33,11,31.33,134.43,33,26.01,100,33,88,11,48,98,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.7,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.65,53.13,26,0

50,12:15-12:30,48.33,34.67,241.67,12,35.51,11.83,34.67,134.43,33,28.41,100,33,88,11.83,48,98,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.7,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.65,53.13,26,0

51,12:30-12:45,48.33,38.33,241.67,10,39,13,38.33,134.43,33,29.41,100,33,88,13,46,97,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.7,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.65,53.13,26,0

52,12:45-13:00,48.33,42,241.67,10.67,41.51,13.83,42,134.43,33,30.41,100,33,88,13.83,46,97,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.23,3.91,10.63,0,8.7,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.65,53.13,26,0

53,13:00-13:15,48.33,44,241.67,11.67,43.5,14.5,44,128.58,33,34.21,100,33,88,14.5,46,97,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.39,3.91,10.63,0,9.79,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

54,13:15-13:30,48.33,47,241.67,13,46.5,15.5,47,129.67,33,34.61,100,33,88,15.5,46,97,0,33,48,97,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.39,3.91,10.63,0,9.79,0,14.61,18.91,18.91,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

55,13:30-13:45,48.33,42.33,241.67,12.33,42.48,14.16,42.33,126.66,33,38.82,100,33,88,14.16,45,91,0,33,47,93,0,5.29,13.52,5.99,0,17.39,14.49,70.45,6.39,3.91,10.63,0,9.79,0,14.36,18.59,18.59,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

56,13:45-14:00,48.33,44,241.67,13.6,44.97,14.99,44,122.43,33,38.82,100,33,87,14.99,45,91,0,33,46,91,0,5.29,13.52,5.99,0,17.39,14.49,70.45,6.39,3.91,10.63,0,9.79,0,14.11,18.26,18.26,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

57,14:00-14:15,48.33,46.67,241.67,14.09,40.99,13.67,46.67,118.51,33,38.82,100,33,82,13.67,44,91,0,33,44,89,0,5.29,13.52,5.99,0,17.39,14.49,70.45,6.62,3.91,10.63,0,10.39,0,13.52,17.51,17.51,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

58,14:15-14:30,48.33,48.67,241.67,14.99,43.99,14.67,48.67,114.89,33,38.82,100,33,81,14.67,44,90,0,33,43,87,0,5.29,13.52,5.99,0,17.39,14.49,70.45,6.62,3.91,10.63,0,10.39,0,12.97,16.79,16.79,28.98,0,0,193.2,24.15,150.22,26.75,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

59,14:30-14:45,48.33,50,241.67,15.95,46.5,15.5,50,110.22,33,38.82,95.35,33,78,15.5,42,87,0,33,43,85,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.62,3.91,10.63,0,10.39,0,12.68,16.42,16.42,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

60,14:45-15:00,45.85,51.33,229.22,16.92,48.49,16.17,51.33,97.42,33,38.82,91.69,33,75,16.17,41,85,0,33,42,83,0,4.11,13.52,5.99,0,17.39,14.49,70.45,6.62,3.91,10.63,0,10.39,0,12.27,15.88,15.88,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.96,0,11.37,53.13,26,0

61,15:00-15:15,43.81,50.67,219.03,18.12,51.49,17.17,50.67,87.1,33,30.01,87.57,33,72,17.17,40,82,0,33,39,79,0,4.11,13.52,5.99,0,17.39,14.49,66.28,7.01,3.91,10.63,0,10.78,0,11.77,15.22,15.22,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.96,0,11.83,53.13,26,0

62,15:15-15:30,41.44,53,207.18,19.35,55.01,18.33,53,81.33,33,30.01,83.14,33,67,18.33,39,78,0,33,37,73,0,4.11,13.52,5.99,0,17.39,14.49,66.28,7.01,3.91,10.63,0,10.78,0,11.11,14.37,14.37,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.96,0,11.83,53.13,26,0

63,15:30-15:45,38.78,54.33,193.89,20.61,58.5,19.5,54.33,75.03,33,30.01,77.87,33,63,19.5,36,72,0,33,33,67,0,4.11,13.52,5.99,0,17.39,14.49,66.28,7.01,3.87,10.63,0,10.78,0,10.35,13.39,13.39,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.77,0,11.83,53.13,26,0

64,15:45-16:00,35.87,56.67,179.35,21.98,60.49,20.17,56.67,68.65,33,30.61,72.65,33,58,20.17,35,67,0,33,31,62,0,4.11,13.52,5.99,0,17.39,14.49,66.28,7.01,3.87,10.63,0,10.78,0,9.58,12.4,12.4,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,7.77,0,11.83,53.13,26,0

