Time,Block,NR/2023/17901/A/844,NR/2023/17961/C,NR/2023/16187/A,NR/2023/17905/A/837,NR/2023/17064/A,NR/2023/17962/C,WR/2023/18560/A,WR/2023/18560/A/II,WR/2023/20256/A/875,NR/2023/17965/C,WR/2023/20254/A/873,Total
41,10:00-10:15,0.970000,3.410000,0.000000,1.930000,50.000000,4.46,100.000000,0.000000,0.000000,24.16,0.000000,184.93

42,10:15-10:30,0.970000,3.410000,0.000000,1.930000,50.000000,4.59,100.000000,0.000000,0.000000,24.16,0.000000,185.06

43,10:30-10:45,0.970000,3.410000,0.000000,1.930000,50.000000,4.29,100.000000,0.000000,0.000000,24.16,0.000000,184.76

44,10:45-11:00,0.970000,3.410000,0.000000,1.930000,50.000000,5.3,100.000000,0.000000,0.000000,24.16,0.000000,185.77

45,11:00-11:15,0.970000,3.410000,0.000000,1.930000,100.000000,5.7,100.000000,0.000000,0.000000,24.16,0.000000,236.17

46,11:15-11:30,0.970000,3.410000,0.000000,1.930000,100.000000,5.51,100.000000,0.000000,0.000000,24.16,0.000000,235.98

47,11:30-11:45,0.970000,3.410000,0.000000,1.930000,100.000000,4.7,100.000000,0.000000,0.000000,24.16,0.000000,235.17

48,11:45-12:00,0.970000,3.410000,0.000000,1.930000,100.000000,5.79,100.000000,0.000000,0.000000,24.16,0.000000,236.26

49,12:00-12:15,0.970000,3.410000,0.000000,1.930000,100.000000,5.69,100.000000,0.000000,0.000000,24.16,0.000000,236.16

50,12:15-12:30,0.970000,3.410000,0.000000,1.930000,100.000000,5.32,100.000000,0.000000,0.000000,24.16,0.000000,235.79

51,12:30-12:45,0.970000,3.410000,0.000000,1.930000,100.000000,5.06,100.000000,0.000000,0.000000,24.16,0.000000,235.53

52,12:45-13:00,0.970000,3.410000,0.000000,1.930000,100.000000,5.3,100.000000,0.000000,0.000000,24.16,0.000000,235.77

53,13:00-13:15,0.970000,3.410000,0.000000,1.930000,100.000000,5.86,100.000000,0.000000,0.000000,24.16,0.000000,236.33

54,13:15-13:30,0.970000,3.410000,0.000000,1.930000,100.000000,4.72,100.000000,0.000000,0.000000,24.16,0.000000,235.19

55,13:30-13:45,0.970000,3.410000,0.000000,1.930000,100.000000,4.83,100.000000,0.000000,0.000000,24.16,0.000000,235.3

56,13:45-14:00,0.970000,3.410000,0.000000,1.930000,100.000000,5.04,100.000000,0.000000,0.000000,24.16,0.000000,235.51

57,14:00-14:15,0.970000,3.410000,0.000000,1.930000,100.000000,4.08,100.000000,0.000000,0.000000,24.16,0.000000,234.55

58,14:15-14:30,0.970000,3.410000,0.000000,1.930000,100.000000,3.74,100.000000,0.000000,0.000000,24.16,0.000000,234.21

59,14:30-14:45,0.970000,3.410000,0.000000,1.930000,100.000000,2.55,100.000000,0.000000,0.000000,24.16,0.000000,233.02

60,14:45-15:00,0.970000,3.410000,0.000000,1.930000,100.000000,3.29,100.000000,0.000000,0.000000,24.16,0.000000,233.76

61,15:00-15:15,0.970000,3.410000,0.000000,1.930000,100.000000,3.79,100.000000,0.000000,0.000000,24.16,0.000000,234.26

62,15:15-15:30,0.970000,3.410000,0.000000,1.930000,100.000000,2.58,100.000000,0.000000,0.000000,24.16,0.000000,233.05

63,15:30-15:45,0.970000,3.410000,0.000000,1.930000,100.000000,2.88,100.000000,0.000000,0.000000,24.16,0.000000,233.35

64,15:45-16:00,0.970000,3.410000,0.000000,1.930000,100.000000,2.74,100.000000,0.000000,0.000000,24.16,0.000000,233.21

65,16:00-16:15,0.630000,3.510000,0.000000,1.930000,100.000000,1.66,100.000000,0.000000,0.000000,0,0.000000,207.73

66,16:15-16:30,0.630000,3.510000,0.000000,1.930000,100.000000,1.18,100.000000,0.000000,0.000000,0,0.000000,207.25

67,16:30-16:45,0.630000,3.510000,0.000000,1.930000,100.000000,1.27,100.000000,0.000000,0.000000,0,0.000000,207.34

68,16:45-17:00,0.630000,3.510000,0.000000,1.930000,100.000000,0.62,100.000000,0.000000,0.000000,0,0.000000,206.69

69,17:00-17:15,0.580000,3.510000,0.000000,1.930000,100.000000,0.4,100.000000,0.000000,0.000000,0,0.000000,206.42

70,17:15-17:30,0.580000,3.510000,0.000000,1.930000,100.000000,0.26,100.000000,0.000000,0.000000,0,0.000000,206.28

71,17:30-17:45,0.580000,3.510000,0.000000,1.930000,100.000000,0.1,100.000000,0.000000,0.000000,0,0.000000,206.12

72,17:45-18:00,0.580000,3.510000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0.000000,0,0.000000,206.02

73,18:00-18:15,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

74,18:15-18:30,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

75,18:30-18:45,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

76,18:45-19:00,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

77,19:00-19:15,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

78,19:15-19:30,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

79,19:30-19:45,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

80,19:45-20:00,0.630000,3.410000,0.000000,1.930000,100.000000,0,0.000000,100.000000,25.000000,0,55.000000,285.97

81,20:00-20:15,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

82,20:15-20:30,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

83,20:30-20:45,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

84,20:45-21:00,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

85,21:00-21:15,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

86,21:15-21:30,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

87,21:30-21:45,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

88,21:45-22:00,0.580000,3.410000,0.000000,1.930000,0.000000,0,0.000000,100.000000,25.000000,0,55.000000,185.92

89,22:00-22:15,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,55.000000,195.09

90,22:15-22:30,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,55.000000,195.09

91,22:30-22:45,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,55.000000,195.09

92,22:45-23:00,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,55.000000,195.09

93,23:00-23:15,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,0.000000,140.09

94,23:15-23:30,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,0.000000,140.09

95,23:30-23:45,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,0.000000,140.09

96,23:45-24:00,0.580000,3.410000,34.170000,1.930000,0.000000,0,0.000000,100.000000,0.000000,0,0.000000,140.09

