Block,Time,DADRT2,NNTPP,RAPPB,RIHAND2,SEWA2,TelanganaSTPP,UNCHAHAR2,RAPPC,RIHAND1,RSTPSU1TO6,SINGRAULI,TANDA2,CHAMERA3,KHSTPP-I,SIMHST2,ANTA_RF,AURY_GF,AURY_LF,CHAMERA2,FSTPP I & II,KKNP,NJPC,NLCIIST2,SASAN,TEHRI,UNCHAHAR1,UNCHAHAR3,AURY_CRF,DADRI_LF,KISHANGANGA,KOTESHWR,NLCEXP,NLCIIST1,PARBATI3,SIMHST1,URI,URI2,VALLURNTECL,ANTA_CRF,ANTA_LF,BRBCL,BSIUL,JHAJJAR,KGSU1AND2,KKNPPU2,KUDGI,RAMPUR,DHAULIGNGA,KHSTPP-II,MAPS,NAPP,NLCTS2EXP,RSTPSU7,SALAL,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,ANTA_GF,DADRI_CRF,DADRI_RF,CHAMERA1,DULHASTI,KGSU3AND4,KOLDAM,NTPL,RIHAND3,UNCHAHAR4,AURY_RF,DADRI_GF
13,03:00-03:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,339.75,35.44,20.96,27.05,0,0,1.44,9.66,0,0,3.94,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,12.43,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

14,03:15-03:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,339.75,35.44,20.96,27.05,0,0,1.44,9.66,0,0,3.94,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,12.43,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

15,03:30-03:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,339.75,35.44,20.96,27.05,0,0,1.44,9.66,0,0,3.51,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

16,03:45-04:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,339.75,35.44,20.96,27.05,0,0,1.44,9.66,0,0,3.51,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

17,04:00-04:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,3.51,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

18,04:15-04:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,127.75,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

19,04:30-04:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,36.05,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

20,04:45-05:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,36.05,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.27,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

21,05:00-05:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,19.68,0,29.81,36.05,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.35,0,11.78,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

22,05:15-05:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,19.68,0,29.81,36.05,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,12.05,0,11.78,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

23,05:30-05:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,12.65,0,29.81,36.05,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.9,0,7.68,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

24,05:45-06:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,48.13,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,36.05,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.62,0,3.85,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

25,06:00-06:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

26,06:15-06:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

27,06:30-06:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

28,06:45-07:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

29,07:00-07:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,54.11,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

30,07:15-07:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.31,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

31,07:30-07:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,7.03,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

32,07:45-08:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,7.03,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

33,08:00-08:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

34,08:15-08:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

35,08:30-08:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

36,08:45-09:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

37,09:00-09:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,24.33,18.12,0,5.35,0,127.6,1.62,77.33,0

38,09:15-09:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,10.96,0,0,0,0,97.42,13.43,18.12,0,5.35,0,127.6,1.62,77.33,0

39,09:30-09:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,0,18.12,0,5.35,0,127.6,1.62,77.33,0

40,09:45-10:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,121.52,2.89,32.08,44.31,0,46.96,0,0,44.22,20.8,0,167.1,0,365.62,17.72,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.03,0,0,0,0,97.42,0,18.12,0,3.64,0,127.6,1.62,77.33,0

41,10:00-10:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,3.64,0,127.6,1.62,77.33,0

42,10:15-10:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,2.43,0,127.6,1.62,77.33,0

43,10:30-10:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,2.43,0,127.6,1.62,77.33,0

44,10:45-11:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,1.21,0,127.6,1.62,77.33,0

45,11:00-11:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,1.21,0,127.6,1.62,77.33,0

46,11:15-11:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,20.97,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.15,0,0,0,0,97.42,0,18.12,0,1.21,0,127.6,1.62,77.33,0

47,11:30-11:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,18.12,0,0,0,127.6,1.62,77.33,0

48,11:45-12:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.72,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,18.12,0,0,0,127.6,1.62,77.33,0

49,12:00-12:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

50,12:15-12:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,32.08,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,17.56,0,29.81,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

51,12:30-12:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,33.12,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

52,12:45-13:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,33.12,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.29,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

53,13:00-13:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.38,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

54,13:15-13:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.38,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

55,13:30-13:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,27.6,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.23,0,0,0,0,97.42,0,36.23,0,0,0,127.6,1.62,77.33,0

56,13:45-14:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,27.6,23.65,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.23,0,0,0,0,97.42,0,36.23,0,1.21,0,127.6,1.62,77.33,0

57,14:00-14:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,27.6,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,14,18.12,0,2.43,0,127.6,1.62,77.33,0

