Block,Time Block,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,KOTESHWR,KUDGI,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,JHAJJAR,KOLDAM,KKNP,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNPPU2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,RAMPUR,RAPPC,NTPL,PARBATI3,NLCTS2EXP,RAPPB,NNTPP,RIHAND1,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,TEHRI,SINGRAULI,TANDA2,TelanganaSTPP,TALST2,SINGRAULI_HYDRO,TANAKPUR,TALA,URI,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,UNCHAHAR1,URI2,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,1.27,16.72,31.63,0,2.3,0,287.7,10.35,0,0,0,49.93,0,0,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,1.27,16.72,31.63,0,2.3,0,287.7,9.97,0,0,0,49.93,0,0,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,1.27,16.72,31.63,0,2.3,0,287.7,9.47,0,0,0,49.93,0,0,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,1.27,14.53,31.63,0,2.3,0,287.7,10.5,0,0,0,49.93,0,0,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.44,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,1.27,14.53,31.63,0,2.3,0,287.7,11.89,0,0,0,49.93,0,0,0,0,0,88.28,13.39,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.44,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,1.27,14.53,31.63,0,2.3,0,287.7,12.39,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,1.27,14.53,31.63,0,2.3,0,287.7,14.1,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,15.96,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,15.24,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,15.57,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,18.54,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.43,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.43,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

19,04:30-04:45,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

20,04:45-05:00,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

21,05:00-05:15,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,263.89,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,14.33,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

22,05:15-05:30,0,0,0,0,67.34,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.48,0,0,8.74,14.53,31.63,0,2.3,0,235.1,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

23,05:30-05:45,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,8.74,14.53,31.63,0,2.3,0,235.1,19.19,0,1.06,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

24,05:45-06:00,0,0,0,0,112.23,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,17.49,14.53,31.63,0,3.84,9.29,235.1,19.19,0,2.11,0,49.93,0,2.45,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

25,06:00-06:15,0,0,0,0,134.67,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,26.37,19.96,31.63,0,11.52,18.58,206.31,19.19,11.37,6.26,0,49.93,0,6.1,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,5.53,0,0.75,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

26,06:15-06:30,0,0,0,0,134.67,40.27,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,35.07,19.96,47.43,0,37.91,27.89,206.31,19.19,13.48,18.77,0,49.93,0,31.76,0,0,0,88.28,12.26,5.06,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

27,06:30-06:45,0,0,0,0,134.67,40.27,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,35.07,19.96,47.43,0,37.91,27.89,233.49,19.19,13.48,18.77,0,49.93,0,31.76,0,0,0,88.28,12.26,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,5.53,0,33.9,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

28,06:45-07:00,0,0,0,0,134.67,40.27,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.52,0,0,35.07,19.96,47.43,0,37.91,27.89,235.1,19.19,13.48,18.77,0,49.93,0,31.76,0,0,0,88.28,12.26,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,11.43,0,33.9,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

29,07:00-07:15,0,0,0,0,134.67,40.27,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.39,0,0,35.07,19.96,47.43,0,37.91,27.89,235.1,19.19,13.48,18.77,0,49.93,0,31.76,0,0,0,88.28,12.26,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,11.43,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

30,07:15-07:30,0,0,0,0,134.67,40.27,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.39,0,0,35.07,19.96,47.43,0,37.91,27.89,235.1,19.12,11.37,18.77,0,49.93,0,31.76,0,0,0,88.28,13.39,5.06,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

31,07:30-07:45,0,0,0,0,112.23,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.9,0,0,26.37,19.96,31.63,0,25.28,18.58,235.1,19.19,0,1.06,0,49.93,0,31.76,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

32,07:45-08:00,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.9,0,0,17.49,19.96,31.63,0,11.52,9.29,254.29,19.19,0,0,0,49.93,0,4.88,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

33,08:00-08:15,0,0,0,0,67.34,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,42.9,0,0,8.74,14.53,31.63,0,11.52,9.29,263.89,19.19,0,0,0,49.93,0,2.45,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,14.33,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

34,08:15-08:30,0,0,0,0,38.62,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,11.52,9.29,238.46,19.19,0,0,0,49.93,0,0,0,0,0,88.28,76.17,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

35,08:30-08:45,0,0,0,0,38.62,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,9.29,215.91,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,4.92,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

36,08:45-09:00,0,0,0,0,38.62,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,9.29,196.72,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,4.92,0,33.9,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

37,09:00-09:15,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,9.29,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,33.9,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

38,09:15-09:30,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,9.29,196.72,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.59,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,215.91,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,215.91,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,215.91,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,196.72,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,180.27,17.09,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,31.63,0,2.3,0,180.27,16.25,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.41,0,0,0,14.41,15.81,0,2.3,0,180.27,19.13,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,33.9,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.41,0,0,0,14.41,15.81,0,2.3,0,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,33.9,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.59,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,180.27,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,10.33,18.8,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.43,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,37.86,0,0,0,14.53,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,11.43,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,15.81,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,31.63,0,2.3,0,202.48,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,31.63,0,2.3,0,206.05,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,31.63,0,2.3,0,234.79,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

61,15:00-15:15,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,31.63,0,2.3,0,263.53,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

