Block,Time,CHAMERA1,DHAULIGNGA,KGSU3AND4,KHSTPP-II,NJPC,NLCIIST2,SASAN,TANDA2,UNCHAHAR2,UNCHAHAR4,URI,ANTA_LF,DADRI_CRF,DADRI_GF,DADRI_LF,KKNP,KKNPPU2,KOTESHWR,RSTPSU1TO6,SEWA2,SIMHST1,TALA,AURY_LF,MAPS,RIHAND3,ANTA_CRF,AURY_GF,DULHASTI,FSTPP I & II,KHSTPP-I,KUDGI,NAPP,NLCEXP,NNTPP,RAPPC,RIHAND1,RIHAND2,SALAL,TEHRI,UNCHAHAR1,BSIUL,JHAJJAR,KGSU1AND2,KISHANGANGA,KOLDAM,NLCTS2EXP,RSTPSU7,SIMHST2,SINGRAULI,TANAKPUR,VALLURNTECL,AURY_RF,CHAMERA2,NTPL,PARBATI3,SINGRAULI_HYDRO,TALST2,UNCHAHAR3,BRBCL,CHAMERA3,DADRT2,NLCIIST1,RAMPUR,RAPPB,URI2,ANTA_RF,TelanganaSTPP,ANTA_GF,AURY_CRF,DADRI_RF
6,01:15-01:30,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,42.49,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

7,01:30-01:45,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

8,01:45-02:00,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

9,02:00-02:15,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

10,02:15-02:30,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

11,02:30-02:45,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

12,02:45-03:00,0,0,0,120.11,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.1,0,0,20.8,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

13,03:00-03:15,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

14,03:15-03:30,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

15,03:30-03:45,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

16,03:45-04:00,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

17,04:00-04:15,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

18,04:15-04:30,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

19,04:30-04:45,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

20,04:45-05:00,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

21,05:00-05:15,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

22,05:15-05:30,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

23,05:30-05:45,0,0,0,120.11,0,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

24,05:45-06:00,0,0,0,120.11,18.94,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

25,06:00-06:15,0,0,0,142.77,37.88,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,9.29,43.84,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,3.82,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

26,06:15-06:30,0,1.32,0,148.3,58.05,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,44.62,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,43.84,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,0,682.78,0,0,0,4.31,0,0,0,70.81,0

27,06:30-06:45,14.05,18.27,0,148.3,86.18,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,43.84,10.28,2.2,434.65,0,0,0,0,0,0,139.69,0,0,0,2.66,0,16.54,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.59,0

28,06:45-07:00,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,16.54,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

29,07:00-07:15,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,16.54,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

30,07:15-07:30,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,8.19,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,16.54,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

31,07:30-07:45,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,8.19,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,41.83,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,16.54,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

32,07:45-08:00,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,3.31,0,92.62,0,0,0,0,39.05,0,8.19,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,9.29,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,3.57,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

33,08:00-08:15,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,39.05,0,8.19,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

34,08:15-08:30,28.05,18.27,0,148.3,113.64,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,44.84,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,2.2,434.65,0,0,0,0,0,0,139.69,0,0,0,2,0,0,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.59,0

35,08:30-08:45,14.05,18.27,0,148.3,86.27,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,44.52,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.59,0

36,08:45-09:00,14.05,9.14,0,148.3,62.51,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,44.52,0,32.96,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.59,0

37,09:00-09:15,0,0,0,148.3,41.67,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.99,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,682.79,0,0,0,4.31,0,0,0,70.59,0

38,09:15-09:30,0,0,0,148.3,18.94,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.99,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,682.79,0,0,0,4.31,0,0,0,70.59,0

39,09:30-09:45,0,0,0,148.3,0,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.99,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,682.79,0,0,0,4.31,0,0,0,70.59,0

40,09:45-10:00,0,0,0,148.3,0,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.68,0,16.48,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,58.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,682.79,0,0,0,4.31,0,0,0,70.59,0

41,10:00-10:15,0,0,0,148.3,0,0,274.5,0,42.39,0,2.21,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.47,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,43.84,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

42,10:15-10:30,0,0,0,148.3,0,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.47,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,43.84,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

43,10:30-10:45,0,0,0,148.3,0,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.26,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

44,10:45-11:00,0,0,0,148.3,0,0,274.5,0,42.39,0,26.49,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.26,0,0,19.18,44.92,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

45,11:00-11:15,0,0,0,148.3,0,0,274.5,0,42.39,0,3.31,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.05,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

46,11:15-11:30,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,43.05,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.59,0

47,11:30-11:45,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.63,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,29.23,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

48,11:45-12:00,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.63,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

49,12:00-12:15,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.42,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,14.61,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

50,12:15-12:30,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.42,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,5.76,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

51,12:30-12:45,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.42,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,1.79,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

52,12:45-13:00,0,0,0,148.3,0,0,274.5,0,42.39,0,1.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.42,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,1.79,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

53,13:00-13:15,0,0,0,148.3,0,0,303.75,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.21,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

54,13:15-13:30,0,0,0,148.3,0,0,309.38,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.21,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

55,13:30-13:45,0,0,0,148.3,0,0,315,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.21,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

56,13:45-14:00,0,0,0,148.3,0,0,326.25,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.21,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

57,14:00-14:15,0,0,0,148.3,0,0,337.5,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.1,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,14.36,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

58,14:15-14:30,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.1,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,14.36,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

59,14:30-14:45,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.1,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

60,14:45-15:00,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.1,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

61,15:00-15:15,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.32,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

62,15:15-15:30,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.32,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

63,15:30-15:45,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.32,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

64,15:45-16:00,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.32,0,0,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

65,16:00-16:15,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,42.32,0,16.48,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

