Block,Time Block,NAPP,MAPS,FSTPP I & II,DHAULIGNGA,DULHASTI,KUDGI,KKNPPU2,KOTESHWR,KOLDAM,KKNP,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,DADRT2,NJPC,JHAJJAR,KHSTPP-II,KISHANGANGA,KHSTPP-I,SEWA2,RSTPSU1TO6,RIHAND3,RSTPSU7,RAPPB,RIHAND2,SALAL,SASAN,SINGRAULI,RIHAND1,SIMHST1,RAMPUR,SIMHST2,RAPPC,KGSU3AND4,BRBCL,DADRI_RF,DADRI_LF,DADRI_GF,KGSU1AND2,AURY_CRF,AURY_RF,AURY_LF,AURY_GF,DADRI_CRF,ANTA_RF,ANTA_GF,ANTA_CRF,ANTA_LF,SINGRAULI_HYDRO,URI,URI2,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,PARBATI3,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,NLCIIST1,TEHRI,TANDA2,UNCHAHAR1,TelanganaSTPP,TALST2,TANAKPUR,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,551.43,161.9,233.81,95.8,1.4,31.17,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,34.93,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,11.17,7.27,0,0,0,0,0

7,01:30-01:45,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,515.58,161.9,233.81,95.8,1.4,31.17,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,22.91,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,11.17,6.98,0,0,0,0,0

8,01:45-02:00,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,479.73,161.9,233.81,95.8,1.4,31.17,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,22.91,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,11.17,6.98,0,0,0,0,0

9,02:00-02:15,43.7,0,15.15,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,514.47,161.9,233.81,95.8,1.4,28.1,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,12.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,22.91,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,12.54,9.54,0,0,0,0,0

10,02:15-02:30,43.7,0,15.15,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,501.05,161.9,233.81,95.8,1.4,28.1,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,22.91,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,12.54,9.54,0,0,0,0,0

11,02:30-02:45,43.7,0,15.07,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,417.38,161.9,233.81,95.8,1.4,31.47,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,25.77,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,12.54,9.54,0,0,0,0,0

12,02:45-03:00,43.7,0,15.07,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,81.07,370.6,123.78,87.72,0,3.43,0,58.79,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,25.77,30.78,0,0,18.85,17.01,0,0,0,0,0,0,34.34,1.49,15.01,0,0,12.54,9.54,0,0,0,0,0

13,03:00-03:15,43.7,0,15.07,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,9.4,0,0,0,0,0

14,03:15-03:30,43.7,0,15.07,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,13.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,9.4,0,0,0,0,0

15,03:30-03:45,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,16.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,11.17,9.12,0,0,0,0,0

16,03:45-04:00,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,11.17,9.12,0,0,0,0,0

17,04:00-04:15,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,9.12,0,0,0,0,0

18,04:15-04:30,43.7,0,17.36,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,95.8,1.4,31.47,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,8.98,0,0,0,0,0

19,04:30-04:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,83.71,1.4,22.26,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12,34.93,23.29,0,0,14.97,17.01,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,8.98,0,0,0,0,0

20,04:45-05:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,72.02,1.4,22.26,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12,34.93,23.29,0,0,14.97,3.4,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,8.98,0,0,0,0,0

21,05:00-05:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,34.93,23.29,0,0,14.97,3.4,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,8.83,0,0,0,0,0

22,05:15-05:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,34.93,23.29,0,0,14.97,3.4,0,0,0,0,0,0,34.34,1.49,11.86,0,0,12.54,8.68,0,0,0,0,0

23,05:30-05:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,107.85,76.91,370.6,111.11,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,25.77,23.29,0,0,14.97,10.89,0,0,0,0,0,0,34.34,1.49,11.86,0,0,11.17,8.55,0,0,0,0,0

24,05:45-06:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,104.21,76.91,370.6,95.72,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,25.77,23.29,0,0,14.97,52.43,0,0,0,0,0,0,34.34,1.49,11.86,0,0,11.17,8.41,0,0,0,0,0

25,06:00-06:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,104.21,76.91,370.6,95.72,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,25.77,23.29,0,0,14.97,52.43,0,0,0,0,0,0,34.34,1.49,11.86,0,0,11.17,8.41,0,0,0,0,0

26,06:15-06:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,27.23,380.9,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,104.21,76.91,370.6,95.72,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,25.77,23.29,0,0,14.97,52.43,0,0,0,0,0,0,16.47,1.49,11.86,0,0,11.17,8.26,0,0,0,0,0

27,06:30-06:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,368.31,161.9,227.69,52.98,1.4,18.54,0,0,121.45,0,0,115.1,76.91,370.6,111.22,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,25.77,23.29,0,0,14.97,52.43,0,0,0,0,0,0,16.47,1.49,11.86,0,0,11.17,8.26,0,0,0,0,0

28,06:45-07:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,117.92,76.91,370.6,123.78,87.72,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,25.77,23.29,0,0,14.97,52.43,0,0,0,0,0,0,16.47,1.49,11.86,0,0,11.17,8.11,0,0,0,0,0

29,07:00-07:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,117.92,76.91,370.6,112.83,83.4,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,28.64,23.29,0,0,14.97,52.43,0,0,0,0,0,0,16.47,1.49,11.86,0,0,11.17,8.11,0,0,0,0,0

30,07:15-07:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,117.92,76.91,370.6,112.83,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,11.17,8.11,0,0,0,0,0

31,07:30-07:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,95.49,76.91,370.6,112.83,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,11.17,8.41,0,0,0,0,0

32,07:45-08:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,123.63,0,0,95.49,76.91,370.6,112.83,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,11.17,8.68,0,0,0,0,0

33,08:00-08:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.92,76.91,382.62,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

34,08:15-08:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.98,0,0,0,0,0

35,08:30-08:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.65,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.98,0,0,0,0,0

36,08:45-09:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.65,25.77,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.98,0,0,0,0,0

37,09:00-09:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,34.93,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,9.12,0,0,0,0,0

38,09:15-09:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,34.93,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,9.12,0,0,0,0,0

39,09:30-09:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,3.85,0,0,0,0,0

40,09:45-10:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,23.57,365.6,161.9,227.69,52.98,1.4,18.54,0,0,100.73,0,0,81.28,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,3.85,0,0,0,0,0

41,10:00-10:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,13.55,365.6,161.9,215.01,52.98,1.4,18.54,0,0,100.73,0,0,103.72,76.91,386.96,84.77,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.24,0,0,0,0,0

42,10:15-10:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,215.01,52.98,1.4,18.54,0,0,100.73,0,0,103.72,76.91,386.96,84.77,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.24,0,0,0,0,0

43,10:30-10:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,215.01,52.98,2.79,18.54,0,0,100.73,0,0,103.72,76.91,386.96,84.77,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.24,0,0,0,0,0

44,10:45-11:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,215.01,52.98,2.79,18.54,0,0,100.73,0,0,103.72,76.91,386.96,84.77,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.24,0,0,0,0,0

45,11:00-11:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,142.34,52.99,2.79,18.54,0,0,69.06,0,0,81.28,76.91,386.96,84.77,61.55,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.95,0,0,0,0,0

46,11:15-11:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.99,2.79,18.54,0,0,69.06,0,0,81.28,76.91,386.96,84.77,61.55,0,3.43,0,58.79,0,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.97,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.95,0,0,0,0,0

47,11:30-11:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.69,2.79,18.54,0,0,68.61,0,0,80.98,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.95,0,0,0,0,0

48,11:45-12:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.69,2.79,18.54,0,0,68.61,0,0,80.98,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.95,0,0,0,0,0

49,12:00-12:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

50,12:15-12:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

51,12:30-12:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

52,12:45-13:00,43.7,0,11.08,39.14,52.12,0,0,9.36,4.76,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,386.96,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

53,13:00-13:15,43.7,0,11.08,39.14,52.12,0,0,9.36,3.8,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,363.92,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

54,13:15-13:30,43.7,0,11.08,39.14,52.12,0,0,9.36,4.76,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,68,0,0,80.5,76.91,324.97,84.77,61.85,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,5.36,0,0,0,0,0

55,13:30-13:45,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,52.87,2.79,18.54,0,0,99.76,0,0,103.24,76.91,324.97,95.72,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,4.13,0,0,0,0,0

56,13:45-14:00,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,0,365.6,161.9,111.52,66.09,2.79,22.28,0,0,99.76,0,0,103.24,76.91,315.28,95.72,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,25.77,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,4.13,0,0,0,0,0

