Block,Time Block,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,DADRT2,KUDGI,KOTESHWR,PARBATI3,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,NTPL,RAPPC,SIMHST2,RSTPSU7,FSTPP I & II,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,NNTPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NAPP,MAPS,AURY_RF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0,0,11.54,0,0,4.39,14.27,0,3.7,0,11.31,0,1.59,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,370.95,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,230.57,0,0,70.23,0,0,0,0,32.17,0,0,0,0,0,0,0,0,15.33,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,11.54,0,0,4.39,14.27,0,3.7,0,11.31,0,1.59,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,379.35,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,230.57,0,0,70.23,0,0,0,0,32.17,0,0,0,0,0,0,0,0,16.86,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,11.54,0,0,4.39,14.27,0,3.7,0,11.31,0,1.59,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,387.15,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,230.57,0,0,70.23,0,0,0,0,32.17,0,0,0,0,0,0,0,0,17.86,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,11.54,0,0,4.39,14.27,0,3.7,0,11.31,0,1.59,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,230.57,0,0,70.23,0,0,0,0,32.17,0,0,0,0,0,0,0,0,18.42,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,3.18,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,70.23,0,0,0,0,32.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,33.94,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,81.87,0,0,0,0,37.45,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,14.83,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,33.94,340.22,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,81.87,0,0,0,0,37.45,0,0,0,21.65,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,29.66,0,14.88,0,0,4.39,19.25,0,9.85,0,15.26,0,2.12,358.48,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,44.94,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,29.66,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,1.59,417.08,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,8.77,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,65.41,0,0,1.06,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,43.88,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,1.59,403.59,0,8.52,0,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,15.03,17.55,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,87.88,0,0,6.26,1.22,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,59.79,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,1.59,318.01,0,8.52,3.67,134.19,2.24,0,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,17.22,26.32,31.66,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,112.35,0,0,6.26,9.3,19.21,3.84,12.14,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,59.79,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,1.59,314.28,0,18.95,15.9,134.19,2.24,5.06,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,17.22,35.11,47.49,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,26.95,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,59.79,0,14.88,0,0,4.39,21.85,0,3.7,0,17.54,0,1.59,314.28,0,18.95,15.9,134.19,13.4,10.13,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.45,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,59.79,0,14.88,0,0,4.39,25.35,0,3.7,0,20.36,0,1.59,318.13,0,18.95,15.9,134.19,66.98,10.13,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,254.05,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.45,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,59.79,0,17.01,0,0,4.39,25.35,0,3.7,0,20.36,0,2.65,390.63,0,18.95,15.9,134.19,66.98,10.13,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,273.26,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,26.95,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,59.79,0,17.01,0,0,4.39,25.35,0,3.7,0,20.36,0,33.94,478.56,0,18.95,15.9,134.19,66.98,5.06,119.43,0,114.09,389.08,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,321.3,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,11.54,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,44.49,0,19.75,0,0,4.39,25.35,0,3.7,0,20.36,0,33.94,478.56,0,8.52,15.9,134.19,66.98,0,119.43,0,114.09,397.82,74.93,0,0,0,0,0,50.59,0,0,19.98,26.32,31.66,378.94,0,0,94.98,0,0,0,0,43.44,0,0,0,112.35,0,0,6.26,1.83,19.21,3.84,11.54,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,29.66,0,19.75,0,0,4.39,25.35,0,3.7,0,20.36,0,2.12,468.96,0,8.52,3.42,134.19,12.83,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,17.55,13.57,422.17,0,0,94.98,0,0,0,0,43.44,0,0,0,89.88,0,0,6.26,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,14.83,0,17.62,0,0,4.39,25.35,0,3.7,0,20.36,0,1.59,458.39,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,67.41,0,0,1.06,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,14.83,0,17.62,0,0,4.39,22.76,0,3.7,0,18.07,0,1.59,448.78,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,66.13,0,0,0,0,18.93,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,17.62,0,0,4.39,22.76,0,3.7,0,18.07,0,1.59,468,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,20.01,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,17.62,0,0,4.39,22.76,0,3.7,0,18.07,0,1.59,468,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,20.01,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,14.88,0,0,4.39,22.76,0,3.07,0,18.07,0,1.59,468,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,347.24,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,14.88,0,0,4.39,22.76,0,3.07,0,18.07,0,1.59,468,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,356.84,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,14.88,0,0,4.39,22.76,0,3.07,0,18.07,0,1.59,468,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,389.22,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,17.62,0,0,4.39,22.76,0,3.07,0,18.07,0,1.59,419.96,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,14.88,0,0,18.09,19.25,0,3.07,0,15.26,0,33.94,391.14,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,16.67,0,13.57,337.63,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,14.88,0,0,18.09,19.25,0,3.7,0,15.26,0,33.94,381.53,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,289.59,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,14.88,0,0,18.09,19.25,0,3.7,0,15.26,0,3.18,352.71,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,14.88,0,0,18.09,19.25,0,3.7,0,15.26,0,1.28,333.5,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,14.88,0,0,10.34,19.25,0,9.85,0,15.26,0,1.28,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,14.88,0,0,10.34,19.25,0,9.85,0,15.26,0,1.28,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,14.88,0,0,4.39,19.25,0,3.07,0,15.26,0,1.28,314.28,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,14.88,0,0,4.39,19.25,0,3.07,0,15.26,0,1.28,296.86,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,14.88,0,0,4.39,19.25,0,3.07,0,15.26,0,33.94,285.46,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,33.94,275.86,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,2.65,266.25,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,1.28,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,1.28,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,1.28,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,1.28,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,1.28,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,83.35,0,0,0,0,38.17,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,11.54,0,0,4.39,14.36,0,9.85,0,11.31,0,7.43,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,11.54,0,0,4.39,14.36,0,9.85,0,11.31,0,7.43,247.03,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,7.43,256.64,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,7.43,285.46,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,11.54,0,0,4.39,14.36,0,3.7,0,11.31,0,7.43,323.89,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,230.57,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,7.43,352.71,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

