Column1,Time,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1766,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2024/12/01/3428,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1475,L_NR_2019_19
7,01:30-01:45,0,25.84,73.33,16.67,73.34,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,25.74,0,150,1.01,31.71,0,2.11,0,0,0,0,0,77.5,0,0,0,0,0,0,6.6,0,25.83,8.63,0,1.3,61.4,25.9,8.63,25.9,0

8,01:45-02:00,0,25.84,73.33,15,73.34,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,25.74,0,150,1.01,31.71,0,2.11,0,0,0,0,0,77.5,0,0,0,0,0,0,6.6,0,25.83,8.63,0,1.3,62.35,25.9,8.63,25.9,0

9,02:00-02:15,0,25.84,73.33,13.33,73.34,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,25.23,0,150,0.93,31.71,0,2.11,0,0,0,0,0,77.5,0,0,0,0,0,0,6.6,0,25.83,8.63,0,1.22,52.76,25.9,8.63,25.9,0

10,02:15-02:30,0,25,73.33,12.33,73.34,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,75,0,0,0,0,0,0,6.6,0,25,8.63,0,1.22,52.76,25.9,8.63,25.9,0

11,02:30-02:45,0,25,71.67,15,71.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,75,0,0,0,0,0,0,6.6,0,25,8.63,0,1.22,52.76,25.9,8.63,25.9,0

12,02:45-03:00,0,25,71.67,15,71.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,75,0,0,0,0,0,0,6.6,0,25,8.63,0,1.22,52.76,25.9,8.63,25.9,0

13,03:00-03:15,0,25,71.67,15,71.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,75,0,0,0,0,0,0,6.6,0,25,8.63,0,1.22,52.76,25.9,8.63,25.9,0

14,03:15-03:30,0,24.67,71.67,15,71.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,73.99,0,0,0,0,0,0,6.6,0,24.67,8.63,0,1.22,52.76,25.9,8.63,25.9,0

15,03:30-03:45,0,21.67,71.67,15,71.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,64.99,0,0,0,0,0,0,6.6,0,21.67,8.63,0,1.22,52.76,25.9,8.63,25.9,0

16,03:45-04:00,0,21.67,71.33,15,71.34,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,64.99,0,0,0,0,0,0,6.6,0,21.67,8.63,0,1.22,52.76,25.9,8.63,25.9,0

17,04:00-04:15,0,21.33,56.67,15,56.66,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,64.01,0,0,0,0,0,0,6.6,0,21.33,8.63,0,1.14,81.54,25.9,8.63,25.9,0

18,04:15-04:30,0,20.83,56,15,56,0,65.23,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,62.51,0,0,0,0,0,0,6.6,0,20.83,8.63,0,1.14,81.54,25.9,8.63,25.9,0

19,04:30-04:45,0,16.67,43.33,13.33,43.34,0,89.21,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

20,04:45-05:00,0,16.67,41.67,13.33,41.66,0,95.28,57.27,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

21,05:00-05:15,0,16.67,41,12.67,41,0,95.28,63.91,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

22,05:15-05:30,0,16.67,40,11.67,40,0,95.28,63.91,95.13,0,25.9,0,74.6,1.61,24.73,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

23,05:30-05:45,0,16.67,40,11,40,0,95.28,63.91,95.13,0,25.9,0,74.6,1.61,25.23,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

24,05:45-06:00,0,16.67,40,10,40,0,95.28,63.91,95.13,0,25.9,0,74.6,1.61,25.23,0,150,0.93,31.71,0,2.11,0,0,0,0,0,49.99,0,0,0,0,0,0,6.6,0,16.67,8.63,0,1.14,52.76,25.9,8.63,25.9,0

25,06:00-06:15,0,18.33,38.33,10,38.34,0,113.48,76.06,0,0,25.9,0,95.14,1.61,25.23,0,150,0.93,0,0,2.11,0,0,0,0.01,0,55.01,0,0,0.87,0,0,0,6.6,0,18.33,8.63,0,1.14,76.74,25.9,8.63,25.9,0

26,06:15-06:30,0,18,36.67,9.33,36.66,0,113.48,76.06,0,0,25.9,0,114.33,1.61,25.23,0,150,0.93,0,0,2.11,0,0,0,3.91,0,54,0,0,1.39,0,0,0,6.6,0,18,8.63,0,1.14,53.72,25.9,8.63,25.9,0

27,06:30-06:45,0,20,46.67,9.33,46.66,0.15,113.48,76.06,0,0,25.9,0.15,134.49,1.61,24.73,0,150,0.93,0,0.15,2.11,0,0,0,10.22,0,60,0,0,2.87,1,0,0,6.6,0,20,8.63,0,1.14,76.74,25.9,8.63,25.9,0

28,06:45-07:00,0,20,46.33,8.33,46.34,0.34,130.22,86.53,0,0,25.9,0.35,134.49,1.61,24.73,0,150,0.93,0,0.34,2.11,0,0,0,17.02,0,60,0,0,9.17,5,0,0,6.6,0,20,8.63,0,1.14,99.94,25.9,8.63,25.9,0

29,07:00-07:15,0.99,20.83,45.67,10,45.66,0.66,130.22,86.53,0,0,36.45,0.68,134.49,1.61,24.22,0,150,1.01,0,0.66,2.2,0,0,1,26.54,0,62.51,1,0,18.5,10,0,2,6.6,0.2,20.83,8.63,0,1.14,99.94,36.45,8.63,36.45,4.12

30,07:15-07:30,4.56,20.83,43,10,43,1.1,130.22,86.53,0,0,36.45,1.13,134.49,1.61,24.22,0,150,1.01,0,1.1,2.2,0,0,2,32.29,1,62.51,4,1,30.53,16,1,3,6.6,0.91,20.83,8.63,0,1.14,99.94,36.45,8.63,36.45,10.64

31,07:30-07:45,11.59,20.83,40.67,9.33,40.66,1.69,130.22,86.53,0,0,36.45,1.73,134.49,1.61,23.71,0,150,1.01,0,1.69,2.2,0,0,5,32.73,3,62.51,7,3,32.73,22,2,6,6.6,2.32,20.83,8.63,0,1.14,99.94,36.45,8.63,36.45,18.98

32,07:45-08:00,20.66,20,40.33,9,40.34,2.42,130.22,86.53,0,0,36.45,2.48,134.49,1.61,23.71,0,150,1.01,0,2.42,2.2,0,0,8,32.1,4,60,11,4,32.1,28,4,8,6.6,4.13,20,8.63,0,1.14,99.94,36.45,8.63,36.45,27.88

33,08:00-08:15,32.28,19.17,40.33,8.33,40.34,3.21,130.22,86.53,0,0,36.45,3.29,134.49,1.56,23.71,0,150,1.01,0,3.21,2.11,0,0,17,32.23,8,57.49,18,7,32.24,32.23,5,12,6.6,6.45,19.17,14.39,0,1.14,99.94,36.45,14.39,36.45,36.63

34,08:15-08:30,54.08,17.5,40,8,40,3.99,130.22,86.53,0,0,36.45,4.09,134.49,1.56,23.71,0,150,1.01,0,3.99,2.11,0,0,23,32.23,12,52.5,28,12,32.24,32.23,9,19,6.6,10.81,17.5,14.39,0,1.14,99.94,36.45,14.39,36.45,45.34

35,08:30-08:45,75.23,16.67,40,7.67,40,4.76,130.22,86.53,0,0,36.45,4.87,134.49,1.56,23.71,0,150,1.01,0,4.76,2.11,0,0,17,32.23,8,49.99,42,18,32.24,32.23,14,22,6.6,15.04,16.67,14.39,0,1.14,99.94,36.45,14.39,36.45,53.83

36,08:45-09:00,93.43,15.83,40,7.33,40,5.7,130.22,86.53,0,0,36.45,5.84,134.49,1.56,23.71,0,150,1.01,0,5.7,2.11,0,0,23,32.57,12,47.51,56,24,32.56,32.57,18,28,6.6,18.68,15.83,14.39,0,1.14,99.94,36.45,14.39,36.45,61.95

37,09:00-09:15,110.84,14.17,42,6.67,42,7.25,130.22,86.53,0,0,25.9,7.43,134.49,1.56,23.71,0,150,1.01,0,7.25,2.11,0,0,30,32.57,15,42.49,74,31,32.56,32.57,21,40,6,22.17,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,67.33

38,09:15-09:30,127.49,13,42.33,6.67,42.34,8.12,130.22,86.53,0,0,25.9,8.32,134.49,1.56,23.71,0,150,1.01,0,8.12,2.11,0,0,39,32.57,19,39,91,39,32.56,32.57,24,47,6,25.5,13,8.63,0,1.14,99.94,25.9,8.63,25.9,74.96

39,09:30-09:45,143.36,14.17,46,6.67,46,9.14,130.22,76.06,0,0,25.9,9.37,134.49,1.56,23.71,0,150,0.93,0,9.14,2.11,0,0,47,32.57,23,42.49,105,45,32.56,32.57,26,53,6,28.67,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,82.2

40,09:45-10:00,158.61,14.17,46.33,6.67,46.34,10.46,130.22,76.06,0,0,25.9,10.72,134.49,1.56,22.71,0,150,0.93,0,10.46,2.11,0,0,53,32.57,27,42.49,119,51,32.56,32.57,29,58,6,31.72,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,88.87

41,10:00-10:15,172.14,14.17,47,6.67,47,11.37,130.22,63.91,0,0,25.9,11.66,134.49,1.56,22.21,0,150,0.93,0,11.37,2.11,0,0,67,32.57,33,42.49,119,51,32.56,32.57,31,63,6,34.43,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,94.97

42,10:15-10:30,184.14,14.17,48,6.67,48,12.13,130.22,63.91,0,0,25.9,12.43,134.49,1.56,22.21,0,150,0.93,0,12.13,2.11,0,0,71,32.57,36,42.49,133,57,32.56,32.57,33,68,6,36.83,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,99.95

43,10:30-10:45,194.67,14.17,38.33,6.67,38.34,12.81,112.52,63.91,0,0,25.9,13.12,134.49,1.56,21.7,0,150,0.93,0,12.81,2.11,0,0,76,32.57,38,42.49,140,60,32.56,32.57,34,73,6,38.93,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,114.86

44,10:45-11:00,204.11,14.17,38,6.67,38,13.38,112.52,63.91,0,0,25.9,13.71,134.49,1.56,21.19,0,150,0.93,0,13.38,2.11,0,0,80,32.57,40,42.49,151,64,32.56,32.57,36,77,6,40.82,14.17,8.63,0,1.14,99.94,25.9,8.63,25.9,117.03

45,11:00-11:15,211.67,12,27,6.67,27,13.77,112.03,63.91,0,0,25.9,14.11,114.33,1.61,21.19,0,150,0.93,0,13.77,2.11,0,0,83,32.57,41,36,165,70,32.56,32.57,37,80,6,42.33,12,8.63,0,1.14,99.94,25.9,8.63,25.9,118.79

46,11:15-11:30,217.63,12,26,6.67,26,14.18,112.03,63.91,0,0,25.9,14.54,95.14,1.61,21.19,0,150,0.93,0,14.18,2.11,0,0,87,32.57,43,36,172,73,32.56,32.57,38,83,6,43.52,12,8.63,0,1.14,99.94,25.9,8.63,25.9,120.13

47,11:30-11:45,222.12,10.83,28,6.67,28,14.18,112.03,63.91,0,0,25.9,14.54,74.6,1.61,21.7,0,150,0.93,0,14.18,2.11,0,0,89,32.57,45,32.51,179,76,32.56,32.57,39,85,6,44.42,10.83,8.63,0,1.14,99.94,25.9,8.63,25.9,120.95

48,11:45-12:00,225.63,10.83,26.67,6.67,26.66,14.18,94.02,63.91,0,0,25.9,14.54,74.6,1.61,21.7,0,150,0.93,0,14.18,2.11,0,0,90,32.57,45,32.51,182,78,32.56,32.57,39,87,6.2,45.12,10.83,8.63,0,1.14,99.94,25.9,8.63,25.9,121.19

49,12:00-12:15,228.27,9.17,19.33,6.67,19.34,14.18,94.02,63.91,0,0,25.9,14.54,95.14,1.61,22.21,0,150,0.93,0,14.18,2.11,0,0,90,32.57,45,27.49,182,78,32.56,32.57,39,87,6.2,45.65,9.17,8.63,0,1.22,85.38,25.9,8.63,25.9,139.01

50,12:15-12:30,229.29,9.17,18.33,6.67,18.34,14.18,94.02,63.91,0,0,25.9,14.54,114.33,1.61,22.21,0,150,0.93,0,14.18,2.11,0,0,90,32.57,45,27.49,182,78,32.56,32.57,39,87,6.4,45.86,9.17,8.63,0,1.22,73.87,25.9,8.63,25.9,138.15

51,12:30-12:45,229.32,9.17,17,6.67,17,14.18,94.02,63.91,0,0,25.9,14.54,114.33,1.61,22.71,0,150,0.93,0,14.18,2.11,0,0,90,32.57,45,27.49,182,78,32.56,32.57,40,87,6.4,45.86,9.17,8.63,0,1.22,74.83,25.9,8.63,25.9,136.64

52,12:45-13:00,228.27,9.17,16,6.67,16,14.18,94.02,63.91,0,0,25.9,14.54,114.33,1.61,22.71,0,150,0.93,0,14.18,2.11,0,0,90,32.57,45,27.49,182,78,32.56,32.57,40,87,6.6,45.65,9.17,8.63,0,1.22,52.76,25.9,8.63,25.9,134.32

53,13:00-13:15,225.86,9.17,15,6.67,15,14.18,94.02,63.91,0,0,25.9,14.54,114.33,1.66,22.71,0,150,0.93,0,14.18,2.11,4.23,0,90,32.57,45,27.49,182,78,32.56,32.57,40,87,6.6,45.17,9.17,8.63,0,1.22,52.76,25.9,8.63,25.9,131.35

54,13:15-13:30,221.55,9.17,15,6.67,15,14.09,94.02,63.91,0,0,25.9,14.44,114.33,1.66,21.19,0,150,0.93,0,14.09,2.11,8.46,0,88,32.57,44,27.49,179,76,32.56,32.57,39,85,6.6,44.31,9.17,8.63,0,1.22,52.76,25.9,8.63,25.9,127.63

55,13:30-13:45,216.6,9.17,15,6.67,15,13.83,94.02,63.91,0,0,25.9,14.17,114.33,1.66,21.19,0,150,0.93,0,13.83,2.11,12.69,0,85,32.57,43,27.49,175,75,32.56,32.57,38,86,6.6,43.32,9.17,8.63,0,1.22,52.76,25.9,8.63,25.9,123.12

56,13:45-14:00,210.44,9.17,15,6.67,15,13.68,94.02,63.91,0,0,25.9,14.02,114.33,1.66,21.19,0,150,0.93,0,13.68,2.11,16.92,0,83,32.57,42,27.49,172,73,32.56,32.57,36,83,6.6,42.09,9.17,8.63,0,1.22,52.76,25.9,8.63,25.9,117.92

57,14:00-14:15,201.72,11.83,23.33,6.67,23.34,13.21,94.02,63.91,0,0,25.9,13.54,114.33,1.71,21.19,0,150,1.01,0,13.21,2.11,16.92,0,80,32.57,40,35.51,165,70,32.56,32.57,35,79,6.6,40.34,11.83,8.63,0,1.37,52.76,25.9,8.63,25.9,111.85

58,14:15-14:30,193.09,12.17,24.33,6.67,24.34,12.48,94.02,63.91,0,0,25.9,12.8,114.33,1.71,21.19,0,150,1.01,0,12.48,2.11,18.8,0,76,32.57,38,36.49,154,66,32.56,32.57,32,75,6.6,38.62,12.17,8.63,0,1.37,52.76,25.9,8.63,25.9,104.93

59,14:30-14:45,183.73,16,31.67,6.67,31.66,11.79,94.32,63.91,0,0,25.9,12.08,114.33,1.71,22.21,0,150,1.01,0,11.79,2.11,8.46,0,71,32.57,35,48,144,61,32.56,32.57,30,72,7.6,36.74,16,8.63,0,1.37,69.84,25.9,8.63,25.9,97.31

60,14:45-15:00,172.42,16.5,32.67,7,32.66,10.76,94.32,63.91,0,0,25.9,11.03,114.33,1.71,22.71,0,150,1.01,0,10.76,2.11,12.69,0,65,32.57,33,49.5,133,57,32.56,32.57,28,68,7.4,34.48,16.5,8.63,0,1.37,79.81,25.9,8.63,25.9,88.87

61,15:00-15:15,159.23,17,33.67,7,33.66,9.97,94.32,63.91,0,0,25.9,10.22,114.33,1.76,23.71,0,150,1.08,0,9.97,2.11,16.92,0,60,32.57,30,51,123,52,32.56,32.57,25,63,7,31.85,17,8.63,0,1.45,79.81,25.9,8.63,25.9,79.54

62,15:15-15:30,144.98,17.5,35,7.33,35,8.89,94.32,63.91,0,0,25.9,9.11,134.49,1.76,24.22,0,150,1.08,0,8.89,2.11,16.92,0,53,32.57,27,52.5,109,46,32.56,32.57,22,57,7,29,17.5,8.63,0,1.45,79.81,25.9,8.63,25.9,69.57

63,15:30-15:45,129.79,18,36.33,8.33,36.34,7.88,94.32,63.91,0,0,25.9,8.08,134.49,1.76,24.73,0,150,1.08,0,7.88,2.11,18.8,0,47,33,23,54,93,40,33,30,20,52,7,25.96,18,8.63,0,1.45,84.8,25.9,8.63,25.9,58.96

64,15:45-16:00,112.86,18.5,37.33,8.67,37.34,6.87,112.52,63.91,0,0,25.9,7.04,134.49,1.76,24.73,0,150,1.08,0,6.87,2.11,21.15,0,40,33,20,55.5,79,34,33,24,18,45,6.8,22.57,18.5,8.63,0,1.45,99.94,25.9,8.63,25.9,47.38

65,16:00-16:15,95.93,19.17,38.33,11,38.34,5.83,130.22,74.37,0,0,25.9,5.98,134.49,1.71,24.73,0,150,1.16,0,5.83,2.11,21.15,0,33,33,16,57.49,67,28,32.89,18,13,38,6.6,19.18,19.17,8.63,0,1.53,99.94,25.9,8.63,25.9,35.49

66,16:15-16:30,78.52,19.83,39,11.33,39,4.74,130.22,74.37,0,0,25.9,4.86,134.49,1.71,25.23,0,150,1.16,0,4.74,2.11,23.5,0,25,30.01,12,59.51,53,22,21.33,12,8,30,6.6,15.7,19.83,8.63,0,1.53,99.94,25.9,8.63,25.9,24.34

67,16:30-16:45,60.05,22.33,52.67,11.67,52.66,3.64,130.22,67.15,0,0,34.53,3.72,134.49,1.71,25.74,0,150,1.16,0,3.64,2.11,25.38,0,16,20.11,8,67.01,39,16,12.41,6,7,22,6.6,12.01,22.33,8.63,0,1.53,99.94,34.53,8.63,34.53,15.69

68,16:45-17:00,38.98,22.83,53.33,11.67,53.34,2.55,130.22,67.15,0,0,34.53,2.62,134.49,1.71,26.24,0,150,1.16,0,2.55,2.11,25.38,0,10,11.37,5,68.51,25,10,5.57,1,5,15,6.6,7.79,22.83,8.63,0,1.53,99.94,34.53,8.63,34.53,10.21

69,17:00-17:15,17.6,23.33,54,11.67,54,1.81,130.22,67.15,0,0,34.53,1.85,134.49,1.71,27.25,0,150,1.16,0,1.81,2.11,27.26,0,6,4.39,3,70.01,11,4,1.37,0,2,10,6.6,3.52,23.33,14.39,0,1.6,99.94,34.53,14.39,34.53,6.25

70,17:15-17:30,9.9,22.83,54.67,12,54.66,1.23,130.22,67.15,0,0,34.53,1.26,134.49,1.71,27.75,0,150,1.16,0,1.23,2.11,27.26,0,2,0.74,1,68.51,4,1,1.58,0,1,7,6.6,1.98,22.83,14.39,0,1.6,99.94,34.53,14.39,34.53,1.82

71,17:30-17:45,4.4,22.5,55,18.67,55,0.77,130.22,67.15,0,0,34.53,0.79,134.49,1.71,28.26,0,150,1.16,0,0.77,2.11,29.61,0,1,0.29,0,67.5,1,0,0.93,0,0,3,6.6,0.88,22.5,14.39,0,1.6,99.94,34.53,14.39,34.53,0

72,17:45-18:00,0.51,22.17,55.33,18,55.34,0.43,130.22,67.15,0,0,34.53,0.44,134.49,1.71,28.26,0,150,1.16,0,0.43,2.11,29.61,0,0,0.03,0,66.49,0,0,0.61,0,0,2,6.6,0.1,22.17,14.39,0,1.6,99.94,34.53,14.39,34.53,0

73,18:00-18:15,0,25,55.67,22.33,55.66,0.24,130.22,67.15,0,0,34.53,0.25,134.49,1.66,28.26,0,150,1.08,0,0.24,2.11,31.49,150,0,0,0,75,0,0,0,0,0,0,6.6,0,25,14.39,50,1.53,91.68,34.53,14.39,34.53,0

74,18:15-18:30,0,24.5,55.67,21.67,55.66,0,130.22,67.15,0,0,34.53,0,134.49,1.66,27.75,0,150,1.08,0,0,2.11,33.84,150,0,0,0,73.5,0,0,0,0,0,0,6.6,0,24.5,14.39,50,1.53,91.68,34.53,14.39,34.53,0

75,18:30-18:45,0,18.33,30,12,30,0,130.22,67.15,0,0,34.53,0,134.49,1.66,27.25,0,150,1.08,0,0,2.11,33.84,150,0,0,0,55.01,0,0,0,0,0,0,6.6,0,18.33,14.39,50,1.53,91.68,34.53,14.39,34.53,0

76,18:45-19:00,0,18,31.67,12.67,31.66,0,130.22,67.15,0,0,34.53,0,134.49,1.66,26.75,0,150,1.08,0,0,2.11,35.72,150,0,0,0,54,0,0,0,0,0,0,6.6,0,18,14.39,50,1.53,91.68,34.53,14.39,34.53,0

77,19:00-19:15,0,14.33,30.67,13.33,30.66,0,130.22,67.15,0,0,34.53,0,134.49,1.66,26.75,0,150,1.08,0,0,2.11,35.72,150,0,0,0,43.01,0,0,0,0,0,0,6.6,0,14.33,14.39,50,1.45,91.68,34.53,14.39,34.53,0

78,19:15-19:30,0,14.33,31.33,14,31.34,0,130.22,67.15,0,0,34.53,0,134.49,1.66,26.75,0,150,1.08,0,0,2.11,35.72,150,0,0,0,43.01,0,0,0,0,0,0,6.6,0,14.33,14.39,50,1.45,91.68,34.53,14.39,34.53,0

79,19:30-19:45,0,14.33,43.33,13,43.34,0,130.22,67.15,0,0,34.53,0,134.49,1.66,26.75,0,150,1.08,0,0,2.11,34.98,150,0,0,0,43.01,0,0,0,0,0,0,6.6,0,14.33,14.39,50,1.45,91.68,34.53,14.39,34.53,0

80,19:45-20:00,0,14.33,44.33,13.33,44.34,0,130.22,67.15,0,0,34.53,0,134.49,1.66,26.75,0,150,1.08,0,0,2.11,34.98,150,0,0,0,43.01,0,0,0,0,0,0,6.6,0,14.33,14.39,50,1.45,91.68,34.53,14.39,34.53,0

81,20:00-20:15,0,15,45.33,13.67,45.34,0,130.22,67.15,0,0,25.9,0,134.49,1.66,26.75,0,150,1.01,0,0,2.2,34.98,250,0,0,0,45,0,0,0,0,0,0,6.6,0,15,8.63,50,1.37,91.68,25.9,8.63,25.9,0

82,20:15-20:30,0,15.67,46.33,14,46.34,0,130.22,67.15,0,0,25.9,0,134.49,1.66,26.75,0,150,1.01,0,0,2.2,34.98,250,0,0,0,46.99,0,0,0,0,0,0,6.6,0,15.67,8.63,50,1.37,91.68,25.9,8.63,25.9,0

