Block,Time Block,KHSTPP-I,KGSU1AND2,KGSU3AND4,FSTPP I & II,DHAULIGNGA,DULHASTI,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA2,BRBCL,DADRT2,CHAMERA1,BSIUL,CHAMERA3,ANTA_RF,ANTA_LF,AURY_CRF,ANTA_GF,TANDA2,RIHAND3,TALST2,RIHAND2,TANAKPUR,SASAN,RIHAND1,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,NNTPP,NTPL,PARBATI3,RAPPB,RAMPUR,RAPPC,NLCIIST2,NLCTS2EXP,NLCIIST1,ANTA_CRF,KHSTPP-II,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,18.4,0,0,14.28,0,15.84,0,0,0,0,0,0,0,0,12.59,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,25.79,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

7,01:30-01:45,18.4,0,0,11.74,0,15.84,0,0,0,0,0,0,0,0,12.02,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,25.79,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

8,01:45-02:00,18.4,0,0,11.74,0,15.84,0,0,0,0,0,0,0,0,11.38,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

9,02:00-02:15,18.4,0,0,11.74,0,15.84,0,0,0,0,0,0,0,0,12.87,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

10,02:15-02:30,18.4,0,0,11.74,0,15.84,0,0,0,0,0,0,0,0,13.5,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

11,02:30-02:45,18.4,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,8.93,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

12,02:45-03:00,18.4,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.94,31.24,0,229.78,0,0,0,0,0

13,03:00-03:15,18.4,0,0,11.75,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

14,03:15-03:30,18.4,0,0,11.75,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,12.9,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

15,03:30-03:45,18.4,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,25.79,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

16,03:45-04:00,18.4,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,25.79,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

17,04:00-04:15,21.76,0,0,15.07,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

18,04:15-04:30,21.76,0,0,17.59,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,8.93,0,134.27,0,0,0,0,0,25.13,0,0,0,0,95.64,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.85,31.24,0,229.78,0,0,0,0,0

19,04:30-04:45,21.76,0,0,17.59,0,15.84,0,0,0,0,0,0,0,0,14.42,265.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,114.55,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.69,31.24,0,229.78,0,0,0,0,0

20,04:45-05:00,21.76,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,332.58,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,114.55,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.69,31.24,0,229.78,0,0,0,0,0

21,05:00-05:15,21.76,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,114.55,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.05,27.81,0,229.78,0,0,0,0,0

22,05:15-05:30,24.02,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,114.55,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,4.14,19.05,27.81,0,229.78,0,0,0,0,0

23,05:30-05:45,25.68,0,0,14.88,0,15.84,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,114.55,42.09,17.06,0,0,0,0,0,0,0,0,38.7,0,17.14,0,0,10.34,19.05,27.81,0,229.78,0,0,0,0,0

24,05:45-06:00,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,20.03,0,0,38.7,0,17.56,0,0,10.34,21.46,32.05,0,283.07,0,0,0,0,0

25,06:00-06:15,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,417.27,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,40.05,0,0,38.7,0,17.56,0,0,10.34,25.38,39.29,0,339.63,0,0,0,0,0

26,06:15-06:30,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,526.42,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,55.8,0,0,51.6,0,17.56,0,0,10.34,25.38,40.75,0,407.12,0,0,0,0,0

27,06:30-06:45,32.08,0,0,19.99,8.29,31.68,0,0,0,0,0,0,0,5.12,14.42,599.24,12.69,2.11,9.3,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,80.1,0,0,51.6,0,17.56,0,0,10.34,25.38,40.75,0,414.93,0,0,0,0,0

28,06:45-07:00,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,10.34,25.38,40.75,0,414.93,0,0,0,0,0

29,07:00-07:15,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,33.41,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,0,414.93,0,0,0,0,0

30,07:15-07:30,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,40.51,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,7.87,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

31,07:30-07:45,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,40.51,12.53,18.63,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,7.87,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,25.46,414.93,0,0,0,0,0

32,07:45-08:00,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,40.51,6.27,18.63,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,7.87,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,25.46,414.93,0,0,0,0,0

33,08:00-08:15,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,37.21,6.27,18.63,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,7.87,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,25.46,414.93,0,0,0,0,0

34,08:15-08:30,32.08,0,0,19.99,17.56,15.84,0,0,0,0,0,0,0,2.56,14.42,656.3,23.16,1.06,9.3,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,109.23,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,25.46,414.93,0,0,0,0,0

35,08:30-08:45,32.08,0,0,19.99,17.56,0,0,0,0,0,0,0,0,0,14.42,656.3,12.69,0,9.3,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,80.19,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

36,08:45-09:00,32.08,0,0,19.99,8.79,0,0,0,0,0,0,0,0,0,14.42,656.3,0,0,0,0,0,0,0,0,59.75,0,114.15,6.53,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,60.08,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

37,09:00-09:15,32.08,0,0,19.99,8.79,0,0,0,0,0,0,0,0,0,14.42,656.3,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,40.05,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

38,09:15-09:30,32.08,0,0,19.99,0,0,0,0,0,0,0,0,0,0,14.42,652.12,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,18.21,0,0,51.6,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

39,09:30-09:45,32.08,0,0,19.99,0,0,0,0,0,0,0,0,0,0,14.42,652.12,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,50.92,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

40,09:45-10:00,32.08,0,0,19.99,0,0,0,0,0,0,0,0,0,0,14.42,583.16,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,17.56,0,0,4.14,25.38,40.75,1.07,414.93,0,0,0,0,0

41,10:00-10:15,32.08,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,476.76,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,15.5,0,0,4.14,22.1,35.68,3.18,393.39,0,0,0,0,0

42,10:15-10:30,32.08,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,476.76,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,15.5,0,0,4.14,22.1,35.68,25.46,393.39,0,0,0,0,0

43,10:30-10:45,28.26,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,428.7,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,8.93,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,15.5,0,0,4.14,22.1,35.68,25.46,393.39,0,0,0,0,0

44,10:45-11:00,28.26,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,380.64,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,15.5,0,0,4.14,22.1,35.68,3.18,393.39,0,0,0,0,0

45,11:00-11:15,28.26,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,15.5,0,0,4.14,22.1,35.68,1.07,393.39,0,0,0,0,0

46,11:15-11:30,28.26,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,38.7,0,13.08,0,0,4.14,17.21,27.68,1.07,390.73,0,0,0,0,0

47,11:30-11:45,28.1,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,125.37,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,1.07,390.73,0,0,0,0,0

48,11:45-12:00,28.1,0,0,17.56,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,125.37,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,1.07,331.13,0,0,0,0,0

49,12:00-12:15,23.46,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,40.21,0,134.27,0,0,0,0,0,25.13,0,0,0,0,96.41,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,1.07,273.4,0,0,0,0,0

50,12:15-12:30,21.69,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,303.74,0,0,0,0,0,0,0,0,59.75,0,114.15,0,397.4,88.43,0,0,0.61,0,0,0,8.93,0,134.27,0,0,0,0,0,25.13,0,0,0,0,96.41,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,1.07,273.4,0,0,0,0,0

51,12:30-12:45,21.69,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,96.41,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,0.85,273.4,0,0,0,0,0

52,12:45-13:00,21.69,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,96.41,42.09,25.59,0,0,0,0,0,0,0,0,25.79,0,13.08,0,0,0,17.21,27.68,0.85,229.78,0,0,0,0,0

53,13:00-13:15,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,0,13.96,22.41,0.85,229.78,0,0,0,0,0

54,13:15-13:30,20.65,0,0,17.32,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,92.92,42.09,25.59,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,0,13.96,22.41,0.85,229.78,0,0,0,0,0

55,13:30-13:45,20.65,0,0,17.32,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,92.92,42.09,25.59,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,0,13.96,22.41,0.85,229.78,0,0,0,0,0

56,13:45-14:00,20.65,0,0,17.32,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,92.92,42.09,25.59,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,0,13.96,22.41,0.85,229.78,0,0,0,0,0

57,14:00-14:15,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,0,13.96,22.41,0.43,229.78,0,0,0,0,0

58,14:15-14:30,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,11.53,0,0,0,13.96,22.41,0.43,229.78,0,0,0,0,0

59,14:30-14:45,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.24,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

60,14:45-15:00,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,332.58,0,0,0,0,0,0,0,0,59.75,0,114.15,0,330.89,88.24,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

61,15:00-15:15,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

62,15:15-15:30,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

