Column1,Time,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/07/16/5917,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2786,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1192,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/3109,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2952,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10
7,01:30-01:45,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,49.03,6.76,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,130.08,0,100.16,20.74,6.22,0,0,8.51,15,12.64,38.62,0,32.51,14.23,10.83,0,21.67,0,0,10.83,21.66

8,01:45-02:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,49.03,6.76,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,130.08,0,100.16,20.74,6.22,0,0,8.51,15,12.64,37.82,0,32.51,13.39,10.83,0,21.67,0,0,10.83,21.66

9,02:00-02:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,49.03,6.53,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,100.17,0,100.16,20.74,3.24,0,0,8.51,17.3,6.3,37.22,0,30.49,12.37,10.17,0,21.67,0,0,10.17,21.66

10,02:15-02:30,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,49.03,6.53,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,100.17,0,100.16,20.74,3.24,0,0,8.51,17.3,6.3,36.62,0,26.51,11.19,8.83,0,21.67,0,0,8.83,21.66

11,02:30-02:45,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,49.03,6.53,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,100.17,0,100.16,20.74,3.2,0,0,4.39,17.3,6.3,36.01,0,23.51,13.33,7.83,0,21.67,0,0,7.83,21.66

12,02:45-03:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,49.03,6.53,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,100.17,0,100.16,20.74,3.2,0,0,4.39,17.3,6.3,35.01,0,22.5,11.67,7.5,0,21.67,0,0,7.5,21.66

13,03:00-03:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,6.29,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.21,6.3,33.61,0,37.5,10.67,12.5,0,28.33,0,0,12.5,28.34

14,03:15-03:30,0,0,0,0,0,0,0,0,0,81.72,26.75,43.7,115.33,86.72,0,6.29,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.58,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.21,6.3,31.41,0,36.49,10,12.17,0,28.33,0,0,12.17,28.34

15,03:30-03:45,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,6.29,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.21,6.3,27.01,0,34.99,9.33,11.67,0,28.33,0,0,11.67,28.34

16,03:45-04:00,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,6.29,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.21,6.3,26.01,0,33.49,8.33,11.17,0,28.33,0,0,11.17,28.34

17,04:00-04:15,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,6.1,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.03,6.3,20.01,0,31.01,7.33,10.33,0,28.33,0,0,10.33,28.34

18,04:15-04:30,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,6.1,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.03,6.3,20.01,0,28.5,6.67,9.5,0,28.33,0,0,9.5,28.34

19,04:30-04:45,0,0,0,0,0,0,0,0,0,81.72,27.25,43.7,115.33,86.72,0,6.1,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.03,6.3,20.21,0,25.99,5.99,8.67,0,31.67,0,0,8.67,31.66

20,04:45-05:00,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,86.72,0,6.1,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.2,0,0,4.39,17.03,6.3,20.21,0,25.5,6.11,8.5,0,31.67,0,0,8.5,31.66

21,05:00-05:15,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,0,5.92,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,100.17,0,100.16,20.74,3.2,0,0,4.39,16.83,6.75,20.21,0,25.01,6.24,8.33,0,31.67,0,0,8.33,31.66

22,05:15-05:30,0,0,0,0,0,0,0,0,0,81.72,26.24,43.7,115.33,66.89,0,5.92,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,100.17,0,100.16,20.74,3.17,0,0,4.39,16.83,6.75,20.41,0,24,6.42,8,0,31.67,0,0,8,31.66

23,05:30-05:45,0,0,0,0,0,0,0,0,0,81.72,26.75,43.7,115.33,66.89,0,5.92,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,100.17,0,100.16,20.74,3.17,0,0,4.39,13.16,6.75,28.61,0,23.51,6.57,7.83,0,31.67,0,0,7.83,31.66

24,05:45-06:00,1.14,0.21,0,0.23,0,0,0,0,1,81.72,26.24,43.7,115.33,66.89,0,5.92,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,100.17,0,100.16,20.74,3.17,0,0,4.39,13.16,6.75,29.01,0,22.5,6.72,7.5,0,31.67,0.42,0,7.5,31.66

25,06:00-06:15,5.25,1.17,1,1.05,1,0,1,0,1,81.72,26.24,43.7,115.33,86.72,0,5.78,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.17,0,0,4.39,13.16,6.75,29.81,1.56,22.5,6.53,7.5,0,30,0.61,0,7.5,30

26,06:15-06:30,9.36,2.74,2,1.87,2,1,2,0,3,81.72,25.23,43.7,115.33,86.72,0,5.78,10.73,26.23,132.67,163.44,134.84,26.23,-0,19.23,10.47,15.24,130.08,0,100.16,20.74,3.17,0,0,4.39,13.16,6.75,30.21,5.64,22.5,6.19,7.5,1.56,30,1.52,0,7.5,30

27,06:30-06:45,13.47,4.97,3,2.69,3,2,3,0,4,81.72,24.73,43.7,115.33,86.72,0,5.78,10.73,22.94,132.67,163.44,134.84,22.94,-0,19.23,10.47,15.24,130.08,0.76,100.16,20.74,3.17,0.58,0.76,4.39,13.16,6.75,30.61,15.29,22.5,5.82,7.5,3.56,23.33,2.68,3,7.5,23.34

28,06:45-07:00,24.38,7.91,4,4.88,7,3,6,0,6,81.72,24.22,43.7,115.33,86.72,0,5.78,10.73,22.94,132.67,163.44,134.84,22.94,-0,19.23,10.47,15.24,130.08,1.18,100.16,20.74,3.17,0.92,1.18,4.39,13.16,6.75,30.61,21.3,22.5,5.43,7.5,15.56,23.33,4.1,5,7.5,23.34

29,07:00-07:15,26.76,11.76,5,5.35,10,5,11,0,7,81.72,24.22,43.7,115.33,66.89,0,5.6,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,130.08,1.71,100.16,20.74,3.2,1.32,1.71,4.39,13.16,6.3,31.21,28.87,22.5,5.31,7.5,26.35,23.33,5.9,8,7.5,23.34

30,07:15-07:30,36.38,15.9,6,7.28,12,6,13,0,9,81.72,25.23,43.7,106.85,66.89,0,5.6,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,100.17,2.32,100.16,20.74,3.2,1.79,2.32,3.76,13.16,6.3,31.41,33,22.5,5.27,7.5,33,23.33,15.6,11,7.5,23.34

31,07:30-07:45,41.08,15.87,7,8.22,23,12,17,0,19,81.72,25.23,43.7,98.37,56.41,0,5.6,10.73,26.94,132.67,163.44,134.84,26.94,-0,19.23,10.47,15.24,100.17,3.03,100.16,20.74,3.2,2.34,3.03,3.76,13.16,6.3,34.81,33,22.5,6.67,7.5,33,20,15.6,16,7.5,20

32,07:45-08:00,51.78,20.51,9,10.36,27,13,20,0,24,81.72,26.24,43.7,70.11,36.53,0,5.6,10.73,26.94,113.45,163.44,134.84,26.94,-0,19.23,10.47,15.24,76.13,3.74,100.16,20.74,3.2,2.88,3.74,3.76,13.16,6.3,34.21,33,22.5,6.67,7.5,33,20,18.53,25,7.5,20

33,08:00-08:15,57.06,25.88,12,11.41,29,15,23,0,22,81.72,26.24,43.7,70.11,36.53,0,5.6,10.73,26.94,94.22,163.44,134.84,26.94,-0,19.23,10.47,15.24,54.8,4.45,71.32,20.74,3.2,3.44,4.45,2.5,13.16,6.3,24.01,33,23.51,6.67,7.83,33,20,18.53,33,7.83,20

34,08:15-08:30,69.46,31.92,13,13.89,33,17,27,0,27,81.72,26.24,43.7,70.11,36.53,0,5.6,10.73,26.94,74.76,163.44,134.84,26.94,-0,19.23,10.47,15.24,54.8,6.14,52.88,20.74,3.2,4.74,6.14,2.5,13.16,6.3,24.81,33,23.51,6.67,7.83,33,20,23.41,33,7.83,20

35,08:30-08:45,89.6,38.15,16,17.92,37,19,27,0,31,81.72,25.23,43.7,70.11,36.53,0,5.6,10.73,26.94,74.76,163.44,134.84,26.94,-0,19.23,10.47,15.24,54.8,6.86,52.88,20.74,3.2,5.31,6.86,2.5,13.16,6.3,13.01,33,24.49,6.67,8.17,33,20,23.41,33,8.17,20

36,08:45-09:00,103.32,44.52,18,20.67,43,21,30,0,34,81.72,26.24,43.7,70.11,36.53,0,5.6,10.73,26.94,94.22,163.44,134.84,26.94,-0,19.23,10.47,15.24,54.8,7.83,52.88,20.74,3.2,6.04,7.83,4,13.16,6.75,13.21,33,25.01,6.67,8.33,33,20,23.41,33,8.33,20

37,09:00-09:15,116.5,51.01,21,23.3,52,26,43,0,48,81.72,26.24,43.7,70.11,36.53,0,5.4,10.73,26.96,94.22,163.44,134.84,26.96,-90.85,19.23,10.47,15.24,84.72,9.26,52.88,20.74,3.2,7.17,9.26,4,13.16,6.75,10,33,24.49,6.67,8.17,33,20,46.81,33,8.17,20

38,09:15-09:30,129.42,57.12,23,25.88,57,28,50,0,54,81.72,26.24,43.7,70.11,36.53,0,5.4,10.73,26.96,94.22,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,84.72,10.96,52.88,20.74,3.2,8.47,10.96,4,13.16,6.75,10.4,33,24.49,6.67,8.17,33,20,63.39,33,8.17,20

39,09:30-09:45,142.36,63.01,27,28.47,63,31,57,0,58,81.72,25.74,43.7,70.11,36.53,0,5.4,10.73,26.96,113.45,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,84.72,11.8,52.88,20.74,3.2,9.12,11.8,4.39,13.16,6.75,12.01,33,24,6.67,8,33,20,63.39,33,8,20

40,09:45-10:00,156.32,68.73,30,31.26,67,33,61,0,61,81.72,24.73,43.7,70.11,56.41,0,5.4,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,112.45,12.65,52.88,20.74,3.2,9.77,12.65,4.39,13.16,6.75,13.81,33,24.49,6.67,8.17,33,20,63.39,33,8.17,20

41,10:00-10:15,193.36,75.92,33,38.67,72,36,68,0,66,81.72,24.73,43.7,70.11,56.41,0,6.81,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,13.46,100.16,20.74,3.2,10.4,13.46,4,16.38,6.84,15.41,33,22.99,6.67,7.67,33,20,58.41,33,7.67,20

42,10:15-10:30,203.37,80.18,36,40.68,77,39,72,0,69,81.72,24.22,43.7,70.11,56.41,0,6.81,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,14.11,100.16,20.74,3.2,10.9,14.11,4,16.38,6.84,16.41,33,22.99,6.67,7.67,33,20,63.37,33,7.67,20

43,10:30-10:45,212.39,83.36,35,42.48,82,41,82,0,72,81.72,24.22,43.7,115.33,56.41,0,6.81,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,14.76,100.16,20.74,3.2,11.41,14.76,4,16.38,6.84,17.61,33,22.99,8.33,7.67,33,20,64.4,33,7.67,20

44,10:45-11:00,220.55,84.23,36,44.11,87,43,80,0,75,81.72,24.22,43.7,115.33,56.41,0,6.81,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,18.81,33,22.99,8.67,7.67,33,20,65.02,33,7.67,20

45,11:00-11:15,227.2,83.83,38,45.44,87,43,83,0,75,81.72,25.23,43.7,115.33,56.41,0,4.66,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,21.21,33,25.01,9,8.33,33,20,65.29,33,8.33,20

46,11:15-11:30,230,84.69,39,46,90,45,83,0,75,81.72,25.23,43.7,115.33,56.41,0,4.66,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,24.21,33,25.99,9.33,8.67,33,20,87.78,33,8.67,20

47,11:30-11:45,230,85.6,39,46,88,44,83,0,75,81.72,25.23,43.7,115.33,56.41,0,4.66,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,16.01,33,27.49,9.33,9.17,33,28.33,87.78,33,9.17,28.34

48,11:45-12:00,230,84.04,39,46,88,44,83,0,75,81.72,25.23,43.7,115.33,56.41,0,4.66,10.73,26.96,132.67,163.44,134.84,26.96,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,16.01,33,28.5,9.67,9.5,33,28.33,87.78,33,9.5,28.34

49,12:00-12:15,230,90,38,46,80,40,82,0,70,81.72,25.23,43.7,115.33,56.41,0,6.81,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,18.01,33,26.51,13.33,8.83,33,30,82.9,33,8.83,30

50,12:15-12:30,230,90,38,46,79,39,82,0,70,81.72,25.23,43.7,115.33,56.41,0,6.81,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,18.01,33,27.49,14,9.17,33,30,82.9,33,9.17,30

51,12:30-12:45,230,90,38,46,77,38,80,0,73,81.72,25.23,43.7,115.33,56.41,0,6.81,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,14.01,33,33.49,14.33,11.17,33,30,82.9,33,11.17,30

52,12:45-13:00,227.5,88.33,37,45.5,77,38,80,0,72,81.72,25.23,43.7,115.33,56.41,0,6.81,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,14.01,33,34.5,14.33,11.5,33,30,82.9,33,11.5,30

53,13:00-13:15,231.67,86.67,37,46.33,57,28,80,0,52,81.72,25.23,43.7,70.11,56.41,0,6.99,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,16.01,33,36,15,12,33,30,82.9,33,12,30

54,13:15-13:30,230.83,85,37,46.17,57,29,80,0,51,81.72,26.24,43.7,70.11,56.41,0,6.99,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,15.17,100.16,20.74,3.2,11.73,15.17,4,16.38,6.84,16.01,33,36.49,15.33,12.17,33,30,75.17,33,12.17,30

55,13:30-13:45,229.17,91.67,40,45.83,45,23,82,0,37,81.72,26.24,43.7,70.11,56.41,0,6.99,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,13.6,100.16,20.74,3.2,10.52,13.6,4,16.38,6.84,14.01,33,37.99,13.33,12.67,25,30,78.02,33,12.67,30

56,13:45-14:00,229.17,91.67,39,45.83,47,23,82,0,37,81.72,26.24,43.7,70.11,56.41,0,6.99,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,12.39,100.16,20.74,3.2,9.58,12.39,4,16.38,6.84,15.01,33,39,13.33,13,25,30,78.02,33,13,30

57,14:00-14:15,229.17,96.67,37,45.83,43,22,77,0,39,81.72,26.24,43.7,70.11,86.72,0,7.18,10.73,26.97,113.45,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,11.35,100.16,20.74,3.2,8.78,11.35,4,16.65,6.84,30.01,33,40.01,13.33,13.33,25,30,78.02,33,13.33,30

58,14:15-14:30,229.17,96.67,36,45.83,40,20,75,0,39,81.72,26.24,43.7,70.11,86.72,0,7.18,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,10.61,100.16,20.74,3.2,8.19,10.61,4,16.65,6.84,32.01,33,42.49,13,14.17,25,30,77.01,33,14.17,30

59,14:30-14:45,227.5,95,31,45.5,45,23,58,0,40,81.72,26.24,43.7,115.33,86.72,0,7.18,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,10.18,100.16,20.74,3.2,7.87,10.18,4,16.65,6.84,35.01,33,44.51,16.67,14.83,25,33.33,71.69,33,14.83,33.34

60,14:45-15:00,216.67,91.67,30,43.33,43,22,55,0,40,81.72,26.24,43.7,115.33,86.72,0,7.18,10.73,26.97,132.67,163.44,134.84,26.97,-181.7,19.23,10.47,15.24,130.08,9.55,100.16,20.74,3.2,7.38,9.55,4,16.65,6.84,37.02,33,46.5,16.67,15.5,25,33.33,66.48,33,15.5,33.34

61,15:00-15:15,204.17,86.67,18,40.83,45,23,30,0,45,81.72,26.24,43.7,115.33,86.72,0,7.46,10.73,26.97,132.67,163.44,134.84,26.97,-90.85,19.23,10.47,15.24,130.08,8.92,100.16,20.74,3.2,6.89,8.92,2.5,17.11,6.83,39.02,33,48,16.67,16,25,33.33,61.11,33,16,33.34

62,15:15-15:30,191.67,81.67,15,38.33,43,22,28,0,45,81.72,26.24,43.7,115.33,86.72,0,7.46,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,8.08,100.16,20.74,3.2,6.24,8.08,2.5,17.11,6.83,41.02,33,49.01,16.67,16.33,25,33.33,29.26,33,16.33,33.34

63,15:30-15:45,159.09,75,8,31.82,53,27,15,0,36,81.72,26.24,43.7,115.33,86.72,0,7.46,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,7.44,100.16,20.74,3.23,5.75,7.44,2.5,17.11,6.83,43.02,33,51,16.67,17,25,42,29.26,33,17,42

64,15:45-16:00,145.05,66.67,7,29.01,50,25,15,0,34,81.72,27.25,43.7,115.33,86.72,0,7.46,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,6.96,100.16,20.74,3.23,5.38,6.96,2.5,17.11,6.83,43.02,33,52.5,17,17.5,25,43.33,29.26,33,17.5,43.34

65,16:00-16:15,79.17,50,7,15.83,23,12,10,0,18,81.72,27.25,43.7,115.33,86.72,0,7.74,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,4.57,100.16,20.74,3.23,3.54,4.57,2.5,17.76,6.75,30.01,33,54,17.33,18,25,45.67,23.41,24,18,45.66

66,16:15-16:30,75,46.67,7,15,20,10,10,0,16,81.72,28.26,43.7,115.33,86.72,0,7.74,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,4.27,100.16,20.74,3.23,3.3,4.27,2.5,17.76,6.75,31.01,33,57.49,17.33,19.17,25,45.67,23.41,16,19.17,45.66

67,16:30-16:45,70.83,43.33,7,14.17,20,10,8,0,13,81.72,28.26,43.7,115.33,86.72,0,7.74,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,3.97,100.16,20.74,3.23,3.07,3.97,2.5,17.76,6.75,26.01,33,46.01,17.67,15.33,25,46.67,23.41,8,15.33,46.66

68,16:45-17:00,66.67,38.33,7,13.33,20,10,8,0,13,81.72,28.26,43.7,115.33,86.72,0,7.74,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,3.66,100.16,20.74,3.23,2.83,3.66,2.5,17.76,6.75,27.01,33,46.01,17.33,15.33,22,47.33,23.41,5,15.33,47.34

69,17:00-17:15,79.93,33.33,7,15.99,19,9,8,0,18,81.72,28.26,43.7,115.33,86.72,0,8.1,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,3.27,100.16,20.74,3.23,2.53,3.27,2.5,18.22,6.75,35.61,33,46.5,16.68,15.5,20,47.33,18.01,2,15.5,47.34

70,17:15-17:30,69.12,30,7,13.82,17,8,8,0,16,81.72,28.26,43.7,115.33,84.41,0,8.1,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,2.88,100.16,20.74,3.23,2.23,2.88,2.5,18.22,6.75,36.01,29.11,46.01,16.12,15.33,11,47,15.84,0,15.33,47

71,17:30-17:45,50,15,7,10,17,8,8,0,15,81.72,28.26,43.7,115.33,73.57,0,8.1,10.73,26.97,132.67,163.44,134.84,26.97,-0,19.23,10.47,15.24,130.08,2.49,100.16,20.74,3.23,1.93,2.49,2.5,18.22,6.75,39.02,21.19,37.5,15.55,12.5,5,42,12.29,0,12.5,42

