Time,Block,NR/2023/18092/C,NR/2023/17901/A/1269,NR/2023/18088/C,NR/2023/17905/A/1250,WR/2023/18560/A,WR/2023/18560/A/II,WR/2023/20254/A/1307,NR/2023/17064/A,NR/2023/18089/C,NR/2023/16187/A,WR/2023/20256/A/1318,Total
39,09:30-09:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,2.81,0.000000,0.000000,182.37

40,09:45-10:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,3.63,0.000000,0.000000,183.19

41,10:00-10:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,4.75,0.000000,0.000000,184.31

42,10:15-10:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,3.81,0.000000,0.000000,183.37

43,10:30-10:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,4.33,0.000000,0.000000,183.89

44,10:45-11:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,50.000000,5.3,0.000000,0.000000,184.86

45,11:00-11:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,4.41,0.000000,0.000000,233.97

46,11:15-11:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,5.74,0.000000,0.000000,235.3

47,11:30-11:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,5.84,0.000000,0.000000,235.4

48,11:45-12:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,5.18,0.000000,0.000000,234.74

49,12:00-12:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,3.01,0.000000,0.000000,232.57

50,12:15-12:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,2.63,0.000000,0.000000,232.19

51,12:30-12:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,2.43,0.000000,0.000000,231.99

52,12:45-13:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,2.95,0.000000,0.000000,232.51

53,13:00-13:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,6.26,0.000000,0.000000,235.82

54,13:15-13:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,4.01,0.000000,0.000000,233.57

55,13:30-13:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,3.08,0.000000,0.000000,232.64

56,13:45-14:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,5.64,0.000000,0.000000,235.2

57,14:00-14:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,3.33,0.000000,0.000000,232.89

58,14:15-14:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,1.4,0.000000,0.000000,230.96

59,14:30-14:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,4.69,0.000000,0.000000,234.25

60,14:45-15:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,2.53,0.000000,0.000000,232.09

61,15:00-15:15,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,1.66,0.000000,0.000000,231.22

62,15:15-15:30,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,2.33,0.000000,0.000000,231.89

63,15:30-15:45,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,1.61,0.000000,0.000000,231.17

64,15:45-16:00,24.1,0.960000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0.8,0.000000,0.000000,230.36

65,16:00-16:15,24.1,0.630000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,1.27,0.000000,0.000000,230.5

66,16:15-16:30,20.25,0.630000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0.9,0.000000,0.000000,226.28

67,16:30-16:45,14.46,0.630000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0.63,0.000000,0.000000,220.22

68,16:45-17:00,9.64,0.630000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0.1,0.000000,0.000000,214.87

69,17:00-17:15,0,0.580000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0,0.000000,0.000000,205.08

70,17:15-17:30,0,0.580000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0,0.000000,0.000000,205.08

71,17:30-17:45,0,0.580000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0,0.000000,0.000000,205.08

72,17:45-18:00,0,0.580000,2.570000,1.930000,100.000000,0.000000,0.000000,100.000000,0,0.000000,0.000000,205.08

73,18:00-18:15,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

74,18:15-18:30,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

75,18:30-18:45,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

76,18:45-19:00,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

77,19:00-19:15,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

78,19:15-19:30,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

79,19:30-19:45,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

80,19:45-20:00,0,0.630000,2.570000,1.930000,0.000000,100.000000,55.000000,100.000000,0,0.000000,25.000000,285.13

81,20:00-20:15,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

82,20:15-20:30,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

83,20:30-20:45,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

84,20:45-21:00,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

85,21:00-21:15,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

86,21:15-21:30,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

87,21:30-21:45,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

88,21:45-22:00,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,0.000000,25.000000,185.08

89,22:00-22:15,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,34.170000,0.000000,194.25

90,22:15-22:30,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,34.170000,0.000000,194.25

91,22:30-22:45,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,34.170000,0.000000,194.25

92,22:45-23:00,0,0.580000,2.570000,1.930000,0.000000,100.000000,55.000000,0.000000,0,34.170000,0.000000,194.25

93,23:00-23:15,0,0.580000,2.570000,1.930000,0.000000,100.000000,0.000000,0.000000,0,34.170000,0.000000,139.25

94,23:15-23:30,0,0.580000,2.570000,1.930000,0.000000,100.000000,0.000000,0.000000,0,34.170000,0.000000,139.25

95,23:30-23:45,0,0.580000,2.570000,1.930000,0.000000,100.000000,0.000000,0.000000,0,34.170000,0.000000,139.25

96,23:45-24:00,0,0.580000,2.570000,1.930000,0.000000,100.000000,0.000000,0.000000,0,34.170000,0.000000,139.25

