Block,Time,KGSU1AND2,KKNP,KOTESHWR,RAPPC,RIHAND1,RSTPSU7,TEHRI,VALLURNTECL,ANTA_GF,AURY_LF,AURY_RF,CHAMERA3,KKNPPU2,TALST2,TANAKPUR,UNCHAHAR1,DADRI_RF,BSIUL,MAPS,NJPC,NLCEXP,PARBATI3,SINGRAULI_HYDRO,ANTA_LF,CHAMERA1,KOLDAM,NTPL,SALAL,UNCHAHAR2,BRBCL,KHSTPP-II,KISHANGANGA,NAPP,NLCTS2EXP,SIMHST1,TALA,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,AURY_GF,DADRI_GF,DHAULIGNGA,KUDGI,NLCIIST2,RAPPB,RSTPSU1TO6,TANDA2,UNCHAHAR3,DADRI_CRF,CHAMERA2,DADRT2,DULHASTI,KGSU3AND4,KHSTPP-I,NNTPP,RAMPUR,SASAN,SEWA2,SIMHST2,URI,DADRI_LF,FSTPP I & II,JHAJJAR,NLCIIST1,RIHAND2,RIHAND3,SINGRAULI,URI2,ANTA_RF,AURY_CRF
64,15:45-16:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.48,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

65,16:00-16:15,0,0,8.87,53.04,92,0,15.56,0,0,0,0,0,0,0,4.48,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

66,16:15-16:30,0,0,8.87,53.04,92,0,15.56,0,0,0,0,0,0,0,4.48,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

67,16:30-16:45,0,0,8.87,53.04,92,0,31.13,0,0,0,0,0,0,0,5.13,20.56,0,0,0,18.94,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

68,16:45-17:00,0,0,8.87,53.04,92,0,31.13,0,0,0,0,0,0,0,5.13,20.56,0,0,0,33.14,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

69,17:00-17:15,0,0,8.87,53.04,92,0,46.69,0,0,0,0,0,0,0,5.13,20.56,0,0,0,62.5,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,9.13,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

70,17:15-17:30,0,0,8.87,53.04,92,0,46.69,0,0,0,0,9.68,0,0,5.13,20.56,0,1.1,0,93.56,0,0,0,0,12.01,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,18.27,0,0,0,0,0,26.39,66.85,4,683.14,16.48,0,45.22,0,0,418.77,0,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

71,17:30-17:45,0,0,8.87,53.04,92,0,62.24,0,0,0,0,19.36,0,0,5.13,20.56,0,2.2,0,140.34,0,0,0,0,26.86,0,0,13.95,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,27.4,0,0,0,0,0,26.39,66.85,4,683.14,32.96,0,45.22,0,0,418.77,5.27,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

72,17:45-18:00,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,0,0,0,41.43,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,1.11,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

73,18:00-18:15,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,0,0,0,42.15,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

74,18:15-18:30,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,0,0,0,42.15,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,18.83,0,70.59

75,18:30-18:45,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,0,0,0,42.15,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

76,18:45-19:00,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,0,0,0,42.15,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

77,19:00-19:15,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,3.82,0,0,42.15,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

78,19:15-19:30,0,0,9.86,53.04,92,0,62.24,0,0,0,0,29.06,0,0,5.13,20.56,0,13.04,0,140.34,0,16.55,0,0,26.15,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

79,19:30-19:45,0,0,8.87,53.04,92,0,62.24,0,0,0,0,9.68,0,0,5.13,20.56,0,6.52,0,116.95,0,16.55,0,0,12.01,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,18.27,0,0,0,0,0,26.39,66.85,4,683.14,32.96,0,45.22,0,0,418.77,5.27,0,2.76,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

80,19:45-20:00,0,0,8.87,53.04,92,0,62.24,0,0,0,0,0,0,0,5.13,20.56,0,6.52,0,93.56,0,16.55,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,9.13,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

81,20:00-20:15,0,0,8.87,53.04,92,0,46.69,0,0,0,0,0,0,0,5.13,20.56,0,1.1,0,64.4,0,16.55,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

82,20:15-20:30,0,0,8.87,53.04,92,0,46.69,0,0,0,0,0,0,0,5.13,20.56,0,0,0,43.18,0,16.55,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

83,20:30-20:45,0,0,8.87,53.04,92,0,31.13,0,0,0,0,0,0,0,5.13,20.56,0,0,0,17.05,0,16.55,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

84,20:45-21:00,0,0,8.87,53.04,92,0,15.56,0,0,0,0,0,0,0,5.13,20.56,0,0,0,0,0,3.18,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

85,21:00-21:15,0,0,8.87,53.04,92,0,14.05,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,33.38,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

86,21:15-21:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,33.38,0,0,418.77,0,0,39.75,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

87,21:30-21:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,39.75,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

88,21:45-22:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,2.76,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

89,22:00-22:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

90,22:15-22:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

91,22:30-22:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

92,22:45-23:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

93,23:00-23:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

94,23:15-23:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.23,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

95,23:30-23:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,2.18,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,1.66,22.47,16.68,436.2,0,118.76,124.32,139.68,4.57,0,70.59

96,23:45-24:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,2.18,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,33.38,0,0,418.77,0,0,3.31,22.47,15.99,436.2,0,118.76,124.32,139.68,4.57,0,70.59

