Block,Time,DADRT2,DULHASTI,KHSTPP-II,KKNPPU2,NLCEXP,NLCIIST1,PARBATI3,RAMPUR,RIHAND1,SEWA2,TANDA2,ANTA_CRF,AURY_GF,AURY_LF,DADRI_GF,DADRI_RF,BRBCL,CHAMERA1,KHSTPP-I,KOLDAM,NAPP,NTPL,SASAN,UNCHAHAR3,URI,URI2,CHAMERA2,JHAJJAR,MAPS,NLCIIST2,NLCTS2EXP,NNTPP,SINGRAULI,AURY_RF,DHAULIGNGA,FSTPP I & II,KKNP,NJPC,RAPPB,SIMHST1,SINGRAULI_HYDRO,TALA,TelanganaSTPP,DADRI_LF,KGSU3AND4,SIMHST2,UNCHAHAR4,ANTA_GF,KISHANGANGA,RIHAND3,SALAL,TANAKPUR,UNCHAHAR2,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_CRF,CHAMERA3,RAPPC,RSTPSU7,TALST2,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,KUDGI,RIHAND2,RSTPSU1TO6,UNCHAHAR1,AURY_CRF
15,03:30-03:45,683.14,0,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,0,13.04,0,8.87,0,118.76,0,20.85,0

16,03:45-04:00,683.14,0,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,0,13.04,0,8.87,0,118.76,0,20.85,0

17,04:00-04:15,683.14,0,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,0,13.04,0,8.87,0,118.76,0,20.85,0

18,04:15-04:30,683.14,0,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,0,13.04,0,8.87,0,118.76,0,20.85,0

19,04:30-04:45,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,11.72,13.04,0,8.87,0,118.76,0,20.85,0

20,04:45-05:00,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.55,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,44.1,0,0,25.89,0,0,11.72,13.04,0,8.87,0,118.76,0,20.85,0

21,05:00-05:15,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.88,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.89,0,0,25.89,0,0,23.44,13.04,0,8.87,0,118.76,0,20.85,0

22,05:15-05:30,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.88,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,19.88,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.89,0,0,25.89,0,0,35.15,13.04,0,8.87,0,118.76,0,20.85,0

23,05:30-05:45,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,35.88,30.27,0,434.65,0,0,0,0,139.69,68.96,9.14,18.2,0,43.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.89,0,0,25.89,0,0,35.15,13.04,0,8.87,0,118.76,0,20.85,0

24,05:45-06:00,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,13.03,45.53,0,20.5,0,405,26.4,35.88,30.27,2.66,434.65,0,0,0,0,139.69,68.96,9.14,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.89,0,0,25.89,0,0,35.15,13.04,0,8.87,0,118.76,0,20.85,0

25,06:00-06:15,683.14,32.96,148.3,0,0,0,3.82,0,92,15.81,0,0,0,0,0,59.73,20,13.43,45.53,0,20.5,0,405,26.4,39.75,30.27,13.17,434.65,0,0,0,0,139.69,68.96,9.14,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.89,0,9.68,25.89,0,0,35.15,13.04,0,8.87,0,118.76,0,20.85,0

26,06:15-06:30,683.14,32.96,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,28.05,45.53,0,20.5,0,405,26.4,39.75,30.27,26.34,434.65,0,0,0,0,139.69,68.96,18.27,18.2,0,93.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,17.44,2.31,42.39,0,0,43.89,0,19.35,25.89,0,0,46.87,13.04,0,17.75,0,118.76,0,20.85,0

27,06:30-06:45,683.14,49.43,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,39.75,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,116.95,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,2.31,42.39,0,0,43.89,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

28,06:45-07:00,683.14,49.43,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,39.75,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,2.31,42.39,0,0,43.89,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

29,07:00-07:15,683.14,49.43,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,2.31,42.39,0,0,43.89,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

30,07:15-07:30,683.14,49.43,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,2.31,42.39,0,0,43.79,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

31,07:30-07:45,683.14,49.43,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

32,07:45-08:00,683.14,49.43,148.3,0,0,0,3.57,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

33,08:00-08:15,683.14,32.96,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,36.43,30.27,39.51,434.65,0,0,0,0,139.69,68.96,18.27,18.2,0,116.95,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,19.35,25.89,0,0,46.87,6.52,0,17.75,0,118.76,0,20.85,0

34,08:15-08:30,683.14,32.96,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,39.75,30.27,26.34,434.65,0,0,0,0,139.69,68.96,18.27,18.2,0,93.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,9.68,25.89,0,0,46.87,6.52,0,8.87,0,118.76,0,20.85,0

35,08:30-08:45,683.14,32.96,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,39.75,30.27,13.17,434.65,0,0,0,0,139.69,68.96,9.14,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,0,25.89,0,0,46.87,6.52,0,8.87,0,118.76,0,20.85,0

36,08:45-09:00,683.14,32.96,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,405,26.4,39.75,30.27,13.17,434.65,0,0,0,0,139.69,68.96,9.14,18.2,0,43.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,20.85,0

37,09:00-09:15,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,24.49,45.53,0,20.5,0,405,26.4,39.75,30.27,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,19.8,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,20.85,0

38,09:15-09:30,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,24.49,45.53,0,20.5,0,405,26.4,36.43,30.27,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,2.31,42.39,0,0,43.79,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,20.85,0

39,09:30-09:45,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,12.25,45.53,0,20.5,0,405,26.4,36.43,30.27,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.57,0,0,25.89,0,0,11.72,6.52,0,8.87,0,118.76,0,20.85,0

40,09:45-10:00,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,36.43,30.27,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,13.36,2.31,42.39,0,0,43.57,0,0,25.89,0,0,11.72,6.52,0,8.87,0,118.76,0,20.85,0

41,10:00-10:15,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,7.81,42.39,0,0,43.47,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

42,10:15-10:30,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,26.73,7.81,42.39,0,0,43.26,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

43,10:30-10:45,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,7.81,42.39,0,0,43.05,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

44,10:45-11:00,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,405,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,7.81,42.39,0,0,42.84,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

45,11:00-11:15,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,7.81,42.39,0,0,42.73,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

46,11:15-11:30,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,7.81,42.39,0,0,42.52,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

47,11:30-11:45,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,29.6,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,2.05,42.39,0,0,42.52,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

48,11:45-12:00,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,40.09,2.05,42.39,0,0,42.21,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

49,12:00-12:15,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,42.21,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

50,12:15-12:30,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.27,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,42,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

51,12:30-12:45,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.56,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

52,12:45-13:00,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.56,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

53,13:00-13:15,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

54,13:15-13:30,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

55,13:30-13:45,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

56,13:45-14:00,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

57,14:00-14:15,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,0,6.52,0,8.87,0,118.76,0,20.85,0

58,14:15-14:30,683.14,0,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,11.4,6.52,0,8.87,0,118.76,0,20.85,0

59,14:30-14:45,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,41.37,0,0,25.89,0,0,11.59,6.52,0,8.87,0,118.76,0,20.85,0

60,14:45-15:00,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,22.68,6.52,0,8.87,0,118.76,0,20.85,0

61,15:00-15:15,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,23.31,6.52,0,8.87,0,118.76,0,20.85,0

62,15:15-15:30,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,20.85,0

63,15:30-15:45,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,20.85,0

