Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-59,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01012024/31032024/ ChanjuII,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/15032024/15032024/DD20240315NR23269,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/01032024/15032024/HP-62,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07
60,14:45-15:00,32.33,10.63,32.34,104.376692,24.07,28.88,144.390000,15.410000,0.000000,9.33,92.52,1.430000,6.66,0,93,47,23.650000,1.150000,52.940000,0.000000,133.800000,28,15.040000,30.800000,22,32.33,189,15.040000,22,9.34,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,81,46.2,49.17,4.140000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,52.190000

61,15:00-15:15,32.33,12.08,32.34,98.721819,0,0,144.390000,14.710000,0.000000,9,92.52,1.430000,6.66,0,87,43,23.650000,1.180000,52.940000,0.000000,133.800000,27,14.350000,30.800000,21.67,32.33,189,14.350000,21.67,9,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,81,43.6,49.17,4.040000,96.26,19.54,0.000000,23.100000,0,0.000000,1.090000,75.890000

62,15:15-15:30,32.33,12.76,32.34,94.585294,0,0,144.390000,13.960000,0.000000,8.83,90.82,1.430000,6.66,0,82,41,23.650000,1.180000,52.940000,0.000000,133.800000,26.48,13.620000,30.800000,21.67,32.33,182,13.620000,21.67,8.82,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,78,41.5,49.17,4.040000,96.26,19.54,0.000000,23.100000,0,0.000000,1.090000,75.890000

63,15:30-15:45,32.33,13.24,32.34,89.475469,0,0,144.390000,13.040000,0.000000,7.76,84.66,1.430000,6.66,0,76,38,25.360000,1.180000,52.940000,0.000000,133.800000,23.28,12.720000,25.360000,21.67,32.33,168,12.720000,21.67,7.77,0.000000,96.26,228.440000,57.740000,48.130000,234.64,48.13,72,39.3,46.93,4.040000,96.26,19.54,0.000000,23.100000,0,0.000000,1.090000,75.890000

64,15:45-16:00,32.33,13.76,32.34,82.652636,0,0,144.390000,11.900000,0.000000,7.31,78.5,1.430000,6.66,0,69,35,25.360000,1.180000,52.940000,0.000000,133.800000,21.92,11.610000,25.360000,21.67,32.33,154,11.610000,21.67,7.31,0.000000,96.26,228.440000,57.740000,48.130000,219.02,48.13,66,36.2,43.8,4.040000,96.26,19.54,0.000000,24.060000,0,0.000000,1.090000,75.890000

65,16:00-16:15,32.33,13.8,32.34,73.766407,0,0,144.390000,10.870000,0.000000,7.5,70.93,1.430000,6.66,0,63,31,25.360000,1.180000,52.940000,0.000000,133.800000,22.5,10.600000,25.360000,21.67,32.33,140,10.600000,21.67,7.5,0.000000,96.26,260.480000,57.740000,48.130000,202.33,48.13,60,33.4,40.46,4.040000,96.26,19.54,0.000000,25.030000,0,0.000000,1.090000,75.890000

66,16:15-16:30,32.33,14.2,32.34,63.867946,0,0,144.390000,9.640000,0.000000,7.5,62.59,1.430000,6.66,0,53,27,25.360000,1.180000,52.940000,0.000000,133.800000,22.5,9.410000,25.360000,21.67,32.33,123,9.410000,21.67,7.5,0.000000,96.26,260.480000,57.740000,48.130000,184.96,48.13,52,30,36.99,4.040000,96.26,19.54,0.000000,25.030000,0,0.000000,1.090000,75.890000

67,16:30-16:45,32.33,14.4,32.34,56.402735,0,0,144.390000,8.310000,0.000000,7.5,53.73,1.430000,6.66,0,47,23,25.360000,1.180000,69.310000,0.000000,133.800000,22.5,8.100000,25.360000,15.67,32.33,105,8.100000,15.67,7.5,0.000000,96.26,260.480000,57.740000,48.130000,165.23,48.13,45,26.3,33.05,4.040000,96.26,19.54,0.000000,25.030000,0,0.000000,1.090000,75.890000

68,16:45-17:00,30,14.4,33,45.725634,0,0,144.390000,7.130000,0.000000,7.5,44.65,1.430000,6.66,0,39,19,25.360000,1.180000,99.740000,0.000000,133.800000,22.5,6.960000,25.360000,15.67,33,88,6.960000,15.67,7.5,0.000000,96.26,260.480000,57.740000,48.130000,144.28,48.13,37,22.5,28.85,4.040000,96.26,19.54,0.000000,25.030000,0,0.000000,1.090000,75.890000

69,17:00-17:15,17,14.2,23.38,34.182296,0,0,144.390000,5.720000,0.000000,7.5,34.8,1.390000,6.66,0,29,15,21.370000,1.220000,99.740000,0.000000,133.800000,22.5,5.580000,21.370000,16,26.01,70,5.580000,16,7.5,0.000000,96.26,260.480000,53.490000,48.130000,122.75,48.13,30,17.5,24.55,4.140000,96.26,0,0.000000,25.990000,0,0.000000,1.090000,86.830000

70,17:15-17:30,7,14,15.49,24.001578,0,0,144.390000,4.340000,0.000000,7.5,24.56,1.390000,6.66,0,20,10,21.370000,1.220000,99.740000,0.000000,133.800000,22.5,4.230000,21.370000,16,16.83,53,4.230000,16,7.5,0.000000,96.26,260.480000,49.250000,48.130000,100.08,48.13,22,12,20.02,4.140000,96.26,0,0.000000,25.990000,0,0.000000,1.090000,86.830000

71,17:30-17:45,1,13.6,8.54,14.288044,0,0,144.390000,3.170000,0.000000,7.5,17.19,1.390000,6.66,0,15,7,18.000000,1.220000,99.740000,0.000000,133.800000,22.5,3.090000,18.000000,16.33,9.41,35,3.090000,16.33,7.5,0.000000,96.26,260.480000,45.000000,48.130000,77.12,48.13,15,8,15.42,4.140000,96.26,0,0.000000,25.990000,0,0.000000,1.090000,86.830000

72,17:45-18:00,0,13.2,3.42,8.311982,0,0,144.390000,2.070000,0.000000,7.5,12.22,1.390000,6.66,0,10,5,18.000000,1.220000,99.740000,0.000000,133.800000,22.5,2.020000,18.000000,16.67,3.84,18,2.020000,16.67,7.5,0.000000,96.26,260.480000,40.760000,48.130000,54.44,48.13,7,4,10.89,4.140000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

73,18:00-18:15,0,12.6,0,4.204656,0,0,144.390000,1.170000,0.000000,7.5,4.58,1.390000,6.66,0,3,1,0.000000,1.220000,99.740000,0.000000,133.800000,22.5,1.140000,30.320000,16.67,0,7,1.140000,16.67,7.5,0.000000,96.26,260.480000,36.510000,48.130000,33.7,96.26,3,3,6.74,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

74,18:15-18:30,0,12.01,0,1.489149,0,0,144.390000,0.520000,0.000000,7.5,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,22.5,0.510000,30.320000,16.67,0,1,0.510000,16.67,7.5,0.000000,96.26,260.480000,32.270000,48.130000,16.48,96.26,1,2,3.29,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

75,18:30-18:45,0,15,0,0,0,0,144.390000,0.080000,0.000000,7.67,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,23,0.080000,30.320000,16.67,0,1,0.080000,16.67,7.66,0.000000,96.26,260.480000,28.020000,48.130000,6.16,96.26,0,1,1.23,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

76,18:45-19:00,0,14.6,0,0,0,0,144.390000,0.000000,0.000000,7.83,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,23.5,0.000000,30.320000,16.67,0,0,0.000000,16.67,7.84,0.000000,96.26,260.480000,23.780000,48.130000,0.78,96.26,0,0,0.16,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

77,19:00-19:15,0,14,0,0,0,0,144.390000,0.000000,0.000000,8,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,24,0.000000,30.320000,16.67,0,0,0.000000,16.67,8,0.000000,96.26,260.480000,19.530000,48.130000,0,96.26,0,0,0,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

78,19:15-19:30,0,13.4,0,0,0,0,144.390000,0.000000,0.000000,8.33,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,25,0.000000,30.320000,16.67,0,0,0.000000,16.67,8.34,0.000000,96.26,260.480000,15.290000,48.130000,0,96.26,0,0,0,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

79,19:30-19:45,0,13,0,0,0,0,144.390000,0.000000,0.000000,8.5,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,25.5,0.000000,30.320000,16.67,0,0,0.000000,16.67,8.5,0.000000,96.26,260.480000,11.040000,48.130000,0,96.26,0,0,0,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

80,19:45-20:00,0,12.41,0,0,0,0,144.390000,0.000000,0.000000,8.67,0,1.390000,6.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,26,0.000000,30.320000,16.67,0,0,0.000000,16.67,8.66,0.000000,96.26,260.480000,6.800000,48.130000,0,96.26,0,0,0,4.230000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

81,20:00-20:15,0,10.01,0,0,0,0,144.390000,0.000000,0.000000,8.83,0,1.340000,7.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,26.5,0.000000,30.800000,26.67,0,0,0.000000,26.67,8.84,0.000000,96.26,260.480000,2.550000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

82,20:15-20:30,0,9.41,0,0,0,0,144.390000,0.000000,0.000000,9.17,0,1.340000,8,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,27.5,0.000000,30.800000,27.33,0,0,0.000000,27.33,9.16,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

83,20:30-20:45,0,8.81,0,0,0,0,144.390000,0.000000,0.000000,14.17,0,1.340000,12.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,42.5,0.000000,30.800000,32.67,0,0,0.000000,32.67,14.16,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

84,20:45-21:00,0,8.21,0,0,0,0,144.390000,0.000000,0.000000,14.67,0,1.340000,12.66,0,0,0,0.000000,1.220000,99.740000,0.000000,133.800000,44,0.000000,30.800000,32.67,0,0,0.000000,32.67,14.66,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

85,21:00-21:15,0,7.61,0,0,0,0,144.390000,0.000000,0.000000,16.67,0,1.340000,13,0,0,0,0.000000,1.180000,99.740000,0.000000,133.800000,50,0.000000,30.800000,32.33,0,0,0.000000,32.33,16.66,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

86,21:15-21:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,16.67,0,1.340000,13,0,0,0,0.000000,1.180000,99.740000,0.000000,133.800000,50,0.000000,30.800000,32,0,0,0.000000,32,16.66,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,26.950000,0,0.000000,1.090000,86.830000

87,21:30-21:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,16.67,0,1.340000,14.66,0,0,0,0.000000,1.180000,99.740000,0.000000,133.800000,50,0.000000,30.800000,38.33,0,0,0.000000,38.33,16.66,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,25.990000,0,0.000000,1.090000,86.830000

88,21:45-22:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,16.67,0,1.340000,13.66,0,0,0,11.930000,1.180000,99.740000,0.000000,133.800000,50,0.000000,30.800000,38,0,0,0.000000,38,16.66,0.000000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.320000,96.26,0,0.000000,25.990000,0,0.000000,1.090000,86.830000

89,22:00-22:15,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,22,0,1.300000,15.34,0,0,0,11.930000,1.180000,99.740000,76.520000,133.800000,66,0.000000,30.800000,48,0,0,0.000000,48,22,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.990000,0,98.190000,1.090000,86.830000

90,22:15-22:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,21.67,0,1.300000,15,0,0,0,11.930000,1.180000,99.740000,76.520000,133.800000,65,0.000000,30.800000,47.33,0,0,0.000000,47.33,21.66,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.990000,0,98.190000,1.090000,86.830000

91,22:30-22:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,21.33,0,1.300000,16.66,0,0,0,11.930000,1.260000,99.740000,76.520000,133.800000,64,0.000000,30.800000,49.33,0,0,0.000000,49.33,21.34,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

92,22:45-23:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,20.83,0,1.300000,16.66,0,0,0,11.930000,1.260000,99.740000,76.520000,133.800000,62.5,0.000000,30.800000,48.33,0,0,0.000000,48.33,20.84,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

93,23:00-23:15,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,23.33,0,1.300000,16.34,0,0,0,11.930000,1.220000,99.740000,76.520000,133.800000,70,0.000000,30.800000,50.67,0,0,0.000000,50.67,23.34,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

94,23:15-23:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,22.5,0,1.300000,16,0,0,0,11.930000,1.220000,99.740000,76.520000,133.800000,67.5,0.000000,30.800000,48.33,0,0,0.000000,48.33,22.5,32.760000,96.26,260.480000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

95,23:30-23:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,22,0,1.300000,15.66,0,0,0,11.930000,1.220000,99.740000,76.520000,115.510000,66,0.000000,30.800000,47.33,0,0,0.000000,47.33,22,32.760000,96.26,224.200000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,67.890000

96,23:45-24:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,21.33,0,1.300000,15.34,0,0,0,11.930000,1.220000,99.740000,76.520000,133.800000,64,0.000000,30.800000,46,0,0,0.000000,46,21.34,32.760000,96.26,224.200000,0.000000,48.130000,0,96.26,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,67.890000

