Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/9395,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/4138,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9154,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902
26,06:15-06:30,2,6.09,4.2,7,2.76,4.3,38.66,2,2,13,1.38,14.17,14.17,6.9,0,42.49,38.67,1,0,5,3.85,7.76,150.58,26.5,3.74,0,56.87,4.05,29.01,27.76,3.84,70.4,164.1,0,10.9,272.94,0,26.5,28.96,10.62,0,0,14.48,164.1,100.56,123.08,0,13.51,0,10.45,0,0,96.53,0

27,06:30-06:45,5,10.69,16.2,11.61,4.89,16.3,26.34,3,3,8,2.52,10,10,12.6,0,30,26.33,2,0,7,4.08,7.76,150.58,26.5,3.74,0,56.87,4.05,29.01,27.76,3.84,70.4,164.1,0,10.9,272.94,0.29,26.5,28.96,10.62,0,0,14.48,164.1,100.56,123.08,0.29,13.51,0.22,10.45,0,0,96.53,0

28,06:45-07:00,8,16.38,33,11.21,7.61,32.66,26.66,4,5,8,4.05,10.5,10.5,20.25,0,31.5,26.67,3,1,9,4.08,7.76,123.56,26.5,3.74,0,46.33,4.05,29.01,27.76,3.84,70.4,164.1,0,10.9,272.94,0.85,26.5,28.96,10.62,0,0,14.48,164.1,100.56,123.08,0.85,13.51,0.66,10.45,0,0,96.53,0

29,07:00-07:15,13,22.93,33,10.4,10.69,33,20,7,6,8,6.13,9.17,9.17,30.63,0,27.49,20,7,6,13,4.08,7.76,123.56,26.5,3.74,0,46.33,4.05,29.01,27.76,3.84,70.4,164.1,0,10.71,272.94,1.08,26.5,28.96,10.62,0,0,14.48,164.1,100.56,123.08,1.08,13.51,0.83,10.45,0,0,96.53,0

30,07:15-07:30,16,30.05,33,9.6,14.7,33,20,9,7,8,8.5,9.17,9.17,42.48,0,27.49,20,12,12,19,4.08,7.76,123.56,26.5,3.74,0,46.33,4.05,29.01,27.76,3.84,70.4,164.1,0,10.71,231.67,1.33,26.5,28.96,10.62,0,0,14.48,164.1,77.22,123.08,1.33,13.51,1.02,10.45,0,0,96.53,0

31,07:30-07:45,22,37.23,33,3.4,19.27,33,20,13,7,8,8.37,9.17,9.17,41.83,0,27.49,20,13,12,25,4.08,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.26,3.84,70.4,164.1,0,10.71,193.06,1.96,26.93,28.96,10.62,0,0,14.48,164.1,67.57,123.08,1.96,13.51,1.51,10.45,0,0,96.53,0

32,07:45-08:00,30,45.11,33,3.4,24.64,33,20.66,16,8,8,10.88,10.83,10.83,54.38,0,32.51,20.67,18,16,32,4.08,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.26,3.84,70.4,164.1,0,10.71,150.11,2.56,26.93,28.96,10.62,0,0,14.48,164.1,59.85,123.08,2.56,13.51,1.98,10.45,0,0,96.53,0

33,08:00-08:15,33,53.24,33,3.4,30.89,33,21.66,12,9,10.67,13.57,12.5,12.5,67.85,0,37.5,21.67,15,21,23,4.01,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.26,3.84,70.4,164.1,0,10.63,150.11,3.26,26.93,28.96,10.62,0,0,14.48,164.1,53.09,123.08,3.26,13.51,2.52,10.45,0,0,0,0

34,08:15-08:30,33,61.43,33,3.4,36.2,33,23.34,14,11,12.67,16.33,13.33,13.33,81.65,0,40.01,23.33,17,25,29,4.01,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.26,3.84,70.4,164.1,0,10.63,150.11,3.47,26.93,28.96,10.62,0,0,14.48,164.1,53.09,123.08,3.47,13.51,2.68,10.45,0,0,0,0

35,08:30-08:45,33,69.26,33,3.46,15,33,20,13,12,14,8.36,15,15,41.81,0,45,20,19,31,27,4.01,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.77,3.84,70.4,164.1,0,10.63,150.11,3.89,26.93,28.96,10.62,0,0,14.48,164.1,53.09,123.08,3.89,13.51,3.01,10.45,0,0,0,0

36,08:45-09:00,33,80.55,33,3.46,16.67,33,20,16,14,15.67,13.39,16.67,16.67,66.95,0,49.99,20,22,37,31,4.01,7.76,123.56,26.93,3.5,0,46.33,4.05,29.01,28.77,3.84,70.4,164.1,0,10.63,150.11,4.31,26.93,28.96,10.62,0,0,14.48,164.1,53.09,123.08,4.31,13.51,3.33,10.45,0,0,0,0

37,09:00-09:15,33,89.12,33,6,20,33,18,14,16,8,19.8,7.5,7.5,99.01,0,22.5,18,33,24,28,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.75,3.84,70.4,164.1,0,10.43,150.11,5.36,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,5.36,13.51,4.14,5.3,0,0,0,0

38,09:15-09:30,33,97.01,33,6,23.33,33,18,17,17,8,27.91,7.5,7.5,139.56,0,22.5,18,36,28,33,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.25,3.84,70.4,164.1,0,10.43,150.11,5.78,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,5.78,13.51,4.47,5.3,0,0,0,0

39,09:30-09:45,33,104.32,33,6,26.67,33,18,25,18,8,18.92,8,8,94.61,0,24,18,39,43,50,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.25,3.84,70.4,164.1,0,10.43,150.11,7.46,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,7.46,13.51,5.77,5.3,0,0,0,0

40,09:45-10:00,33,110.35,33,6,30,33,18,28,20,8,26.47,8.33,8.33,132.33,0,25.01,18,45,48,57,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.25,3.84,70.4,164.1,0,10.43,150.11,10.51,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,10.51,13.51,8.12,5.3,0,0,0,0

41,10:00-10:15,33,115.81,33,6,33.33,33,18,31,25,8,35.2,10,10,176.02,0,30,18,52,52,61,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.25,3.75,70.4,164.1,0,10.25,150.11,7.82,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,7.82,13.51,6.04,5.3,0,0,0,0

42,10:15-10:30,33,121.17,33,6,36.67,33,18,33,28,8,40.65,11.67,11.67,203.23,0,34.99,18,57,57,67,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,27.25,3.75,70.4,164.1,0,10.25,150.11,8.24,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,8.24,13.51,6.37,5.3,0,0,0,0

43,10:30-10:45,33,126.52,33,6,66.33,33,21,40,32,8.67,40.8,10,10,204.02,0,30,21,67,72,80,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.25,150.11,8.66,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,8.66,13.51,6.69,5.3,0,0,0,0

44,10:45-11:00,33,130.32,33,6,69,33,22.66,42,35,9.33,41.08,10.33,10.33,205.39,0,31.01,22.67,75,78,85,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.25,150.11,8.98,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,8.98,13.51,6.93,5.3,0,0,0,0

45,11:00-11:15,33,133.73,33,6,71.67,33,19,44,38,10.33,41.47,11,11,207.38,0,33,19,85,78,89,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.16,150.11,9.24,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.24,13.51,7.14,5.3,0,0,0,0

46,11:15-11:30,33,136.65,33,6,75,33,20,44,38,12,41.89,12.5,12.5,209.45,0,37.5,20,86,78,89,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.16,150.11,9.45,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.45,13.51,7.31,5.3,0,0,0,0

47,11:30-11:45,33,138.6,33,6,88.33,33,21,44,33,12.33,42.33,8.5,8.5,211.68,0,25.5,21,78,78,89,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.16,150.11,9.47,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

48,11:45-12:00,33,140.45,33,6,88.33,33,23,44,33,14.67,42.77,8.83,8.83,213.85,0,26.51,23,78,78,89,3.93,4.14,123.56,26.94,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,10.16,150.11,9.47,26.94,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

49,12:00-12:15,33,141.62,33,6,91.67,33,24.66,40,33,17.67,33.33,9.5,9.5,166.67,0,28.5,24.67,91,72,80,4.01,4.14,146.47,26.95,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,9.98,193.06,9.47,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

50,12:15-12:30,33,141.62,33,6,91.67,33,31.34,40,33,20.67,33.47,10.67,10.67,167.33,0,31.99,31.33,91,72,80,4.01,4.14,146.47,26.95,3.5,0,58.56,3.98,29.01,26.75,3.75,70.4,164.1,0,9.98,231.67,9.47,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

51,12:30-12:45,33,142.3,33,6,91.67,33,38.34,38,38,16.67,40.28,12.17,12.17,201.42,0,36.49,38.33,86,69,77,4.01,4.14,123.56,26.95,3.5,0,58.56,3.98,29.01,27.75,3.75,70.4,164.1,0,9.98,272.94,9.47,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

52,12:45-13:00,33,140.55,33,6,91.67,33,45.66,38,38,17.67,39.97,14.33,14.33,199.86,0,43.01,45.67,86,66,77,4.01,4.14,123.56,26.95,3.5,0,46.33,3.98,29.01,27.75,3.75,70.4,164.1,0,9.98,272.94,9.47,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.47,13.51,7.32,5.3,0,0,0,0

53,13:00-13:15,33,139.57,33,6,66.67,33,50.34,42,38,19,39.63,16.5,16.5,198.14,0,49.5,50.33,91,76,83,4.08,4.14,123.56,26.95,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,9.88,231.67,13.53,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,13.53,13.51,10.46,5.3,0,0,0,0

54,13:15-13:30,33,137.24,33,6,68.33,33,55.34,42,38,20.67,39.24,20,20,196.2,0,60,55.33,91,76,83,4.08,4.14,123.56,26.95,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,9.88,193.06,13.53,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,13.53,13.51,10.46,5.3,0,0,0,0

55,13:30-13:45,33,51.39,33,6,86.67,33,41.66,42,43,6.67,43.33,21,21,216.67,0,63,41.67,91,75,83,4.08,4.14,123.56,26.95,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,9.88,150.11,13.49,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,13.49,13.51,10.43,5.3,0,0,0,0

56,13:45-14:00,33,50.12,33,6,86.67,33,43.34,42,43,6.67,42.5,21.17,21.17,212.5,0,63.49,43.33,91,75,83,4.08,4.14,123.56,26.95,3.5,0,46.33,3.98,29.01,26.75,3.75,70.4,164.1,0,9.88,150.11,13.3,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,13.3,13.51,10.29,5.3,0,0,0,0

57,14:00-14:15,33,48.7,33,6,87.33,33,40,42,43,10,38.33,21.83,21.83,191.67,0,65.51,40,87,76,83,4.16,4.14,123.56,26.95,3.66,0,46.33,3.98,29.01,27.25,4.03,70.4,164.1,0,9.79,150.11,13.05,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,13.05,13.51,10.08,4.16,0,0,0,0

58,14:15-14:30,33,46.53,33,6,87.33,33,36.66,42,42,13.33,37.5,22.17,22.17,187.5,0,66.49,36.67,86,76,83,4.16,4.14,123.56,26.95,3.66,0,46.33,3.98,29.01,26.24,4.03,70.4,164.1,0,9.79,150.11,12.87,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,12.87,13.51,9.95,4.16,0,0,0,0

59,14:30-14:45,33,55.17,33,6.6,88.19,33,25,42,40,13.33,35.96,13.33,13.33,179.79,0,40.01,25,84,72,83,4.16,4.14,123.56,26.95,3.66,0,46.33,3.98,29.01,28.25,4.03,70.4,164.1,0,9.79,150.11,12.31,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,12.31,13.51,9.52,4.16,0,0,0,0

60,14:45-15:00,33,52.41,33,7.8,86.2,33,23.34,40,38,13.33,33,13.67,13.67,165.02,0,40.99,23.33,83,69,80,4.16,4.14,123.56,26.95,3.66,0,46.33,3.98,29.01,28.25,4.03,70.4,164.1,0,9.79,150.11,11.92,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,11.92,13.51,9.21,4.16,0,0,0,0

61,15:00-15:15,33,49.74,33,9,81.61,33,21.66,38,40,20.33,36.39,14,14,181.93,0,42,21.67,80,67,77,4.38,4.14,123.56,26.95,3.74,0,46.33,3.98,29.01,27.25,4.03,70.4,164.1,0,9.88,150.11,11.34,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,11.34,13.51,8.76,4.16,0,0,0,0

62,15:15-15:30,33,82.36,33,10.2,78.77,33,20,37,38,19.67,33.71,14.67,14.67,168.57,0,43.99,20,77,61,73,4.38,4.14,123.56,26.95,3.74,0,46.33,3.98,29.01,27.76,4.03,70.4,164.1,0,9.88,150.11,10.68,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,10.68,13.51,8.25,4.16,0,0,0,0

63,15:30-15:45,33,74.36,33,11.81,72.69,33,60,33,28,19.33,27.6,15.33,15.33,137.99,0,46.01,60,70,57,67,4.08,4.14,123.56,26.95,3.74,0,46.33,3.98,29.01,27.76,4.03,70.4,164.1,0,9.88,150.11,9.84,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,9.84,13.51,7.6,4.16,0,0,0,0

64,15:45-16:00,33,66.25,33,13.01,66.83,33,61.66,30,26,19,24.99,16.33,16.33,124.95,0,49.01,61.67,67,52,60,4.08,4.14,123.56,26.95,3.74,0,46.33,3.98,29.01,27.76,4.03,70.4,164.1,0,9.88,150.11,8.96,26.95,28.96,10.62,0,0,14.48,164.1,53.09,123.08,8.96,13.51,6.92,4.16,0,0,0,0

