Block,Time,JHAJJAR,NLCIIST1,RAPPC,RIHAND1,SALAL,ANTA_CRF,DADRI_GF,KKNP,RIHAND2,RSTPSU7,SEWA2,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,BRBCL,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,NTPL,UNCHAHAR2,UNCHAHAR4,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KUDGI,PARBATI3,RSTPSU1TO6,UNCHAHAR1,UNCHAHAR3,URI,AURY_RF,DULHASTI,NJPC,NLCEXP,NLCIIST2,SIMHST1,SINGRAULI,VALLURNTECL,AURY_GF,DADRI_LF,DADRI_RF,KGSU1AND2,MAPS,NLCTS2EXP,RAPPB,SASAN,SIMHST2,SINGRAULI_HYDRO,URI2,ANTA_GF,ANTA_LF,DADRI_CRF,CHAMERA2,DADRT2,KOTESHWR,NNTPP,RIHAND3,BSIUL,CHAMERA3,KISHANGANGA,NAPP,RAMPUR,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_LF
10,02:15-02:30,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,3.2,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

11,02:30-02:45,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

12,02:45-03:00,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

13,03:00-03:15,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

14,03:15-03:30,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

15,03:30-03:45,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

16,03:45-04:00,654.31,0,53.3,92,1.4,29.93,0,0,118.76,0,0,0,0,2.05,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

17,04:00-04:15,654.31,0,53.3,92,12.78,29.93,0,0,118.76,0,0,0,0,8.33,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

18,04:15-04:30,654.31,0,53.3,92,55.77,29.93,0,0,118.76,0,0,0,0,8.33,0,0,20,0,98.87,0,0,0,42.4,0,0,0,9.1,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,413.44,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

19,04:30-04:45,654.31,0,53.3,92,55.77,29.93,0,0,118.76,0,0,0,0,8.33,0,0,20,0,98.87,0,0,0,42.4,0,0,0,10.48,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

20,04:45-05:00,654.31,0,53.3,92,55.77,29.93,0,0,118.76,0,0,0,0,8.33,0,0,20,0,98.87,0,0,0,42.4,0,0,0,10.48,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

21,05:00-05:15,654.31,0,53.3,92,41.83,29.93,0,0,118.76,0,0,0,0,3.2,0,0,20,0,98.87,0,0,0,42.4,0,0,0,10.9,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

22,05:15-05:30,654.31,0,53.3,92,41.83,29.93,0,0,118.76,0,0,0,0,2.05,0,15.56,20,0,98.87,0,0,0,42.4,0,0,0,11.32,45.22,0,0,0,20.56,26.39,1.33,0,0,23.39,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

23,05:30-05:45,654.31,0,53.3,92,41.83,29.93,0,0,118.76,0,0,0,0,2.05,0,31.13,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,16.48,46.78,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

24,05:45-06:00,654.31,0,53.3,92,9.29,29.93,0,0,118.76,0,0,0,0,2.05,0,46.69,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,16.48,57.39,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,3.33,683.14,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

25,06:00-06:15,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,0,8.06,11.7,45.22,0,3.82,0,20.56,26.39,1.33,0,16.48,94.7,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,8,683.14,26.62,0,124.32,0,0,0,43.36,0,0,0,70.59,0

26,06:15-06:30,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,0,15.98,11.7,45.22,0,16.55,0,20.56,26.39,1.33,0,16.48,116.95,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,13.17,683.14,26.62,0,124.32,0,9.68,0,43.36,0,0,0,70.59,0

27,06:30-06:45,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,14.05,32.1,11.7,45.22,0,16.55,0,20.56,26.39,1.33,0,32.96,140.34,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

28,06:45-07:00,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,14.05,36.55,11.7,45.22,0,16.55,0,20.56,26.39,1.33,0,32.96,140.34,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

29,07:00-07:15,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,28.05,36.55,11.7,45.22,0,16.55,0,20.56,26.39,1.33,0,32.96,140.34,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

30,07:15-07:30,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,28.05,36.55,11.7,45.22,0,16.55,0,20.56,26.39,1.33,0,32.96,140.34,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,683.14,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

31,07:30-07:45,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,14.05,36.55,11.7,45.22,0,16.55,0,20.56,26.39,26.49,0,32.96,140.34,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,682.79,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

32,07:45-08:00,654.31,0,53.3,92,1.4,30.35,0,0,118.76,0,5.27,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,14.05,36.55,11.7,45.22,0,3.56,0,20.56,26.39,26.49,0,32.96,104.17,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,39.51,682.79,39.83,0,124.32,0,29.06,0,43.36,0,0,0,70.59,0

33,08:00-08:15,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,14.05,15.98,11.7,45.22,0,0,0,20.56,26.39,26.49,0,32.96,104.17,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,13.17,682.79,26.62,0,124.32,0,1.91,0,43.36,0,0,0,70.59,0

34,08:15-08:30,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,6.27,0,62.24,20,0,98.87,0,0,0,42.4,0,0,8.06,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,75.76,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,682.79,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

35,08:30-08:45,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,6.27,0,62.24,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,56.82,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,682.79,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

36,08:45-09:00,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,37.88,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,682.79,17.75,0,124.32,0,0,0,43.36,0,0,0,70.59,0

37,09:00-09:15,624.81,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,37.88,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,682.79,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

38,09:15-09:30,624.81,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,62.24,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,32.96,23.67,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,682.79,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

39,09:30-09:45,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,46.69,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

40,09:45-10:00,654.31,0,53.3,92,1.4,30.03,0,0,118.76,0,0,0,0,0,0,31.13,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

41,10:00-10:15,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,2.05,0,15.56,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

42,10:15-10:30,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,2.05,0,15.56,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,26.49,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

43,10:30-10:45,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,0.25,0,0,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,3.31,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

44,10:45-11:00,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,0.25,0,0,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,16.48,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

45,11:00-11:15,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

46,11:15-11:30,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,20,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

47,11:30-11:45,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

48,11:45-12:00,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.33,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

49,12:00-12:15,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

50,12:15-12:30,654.31,0,53.3,92,1.4,29.09,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

51,12:30-12:45,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

52,12:45-13:00,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

53,13:00-13:15,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

54,13:15-13:30,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,2.76,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

55,13:30-13:45,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

56,13:45-14:00,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.66,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

57,14:00-14:15,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

58,14:15-14:30,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

59,14:30-14:45,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

60,14:45-15:00,654.31,0,53.3,92,1.4,28.88,0,0,118.76,0,0,0,0,1.15,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

61,15:00-15:15,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,0.25,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

62,15:15-15:30,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,0.25,0,0,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

63,15:30-15:45,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,0.25,0,15.56,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

64,15:45-16:00,654.31,0,53.3,92,1.4,28.77,0,0,118.76,0,0,0,0,0.25,0,15.56,15,0,98.87,0,0,0,42.4,0,0,0,11.7,45.22,0,0,0,20.56,26.39,1.11,0,0,0,0,0,0,125.97,0,0,23.68,7.12,0,0,0,0,418.77,0,0,4.44,0,0,62.14,0,683.14,8.87,0,124.32,0,0,0,43.36,0,0,0,70.59,0

