Block,Time,DADRT2,JHAJJAR,KGSU3AND4,KISHANGANGA,KOLDAM,KOTESHWR,NLCEXP,NLCTS2EXP,NTPL,PARBATI2,RIHAND3,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,AURY_GF,AURY_RF,DULHASTI,KGSU1AND2,PARBATI3,SEWA2,URI2,DADRI_GF,DADRI_RF,BRBCL,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KUDGI,RAPPD,RIHAND1,RIHAND2,SASAN,SIMHST2,ANTA_LF,ANTA_RF,CHAMERA3,KHSTPP-II,MAPS,NJPC,NLCIIST1,RAPPB,RSTPSU7,BSIUL,CHAMERA1,KKNPPU2,NNTPP,TEHRIPSP,UNCHAHAR3,URI,DADRI_CRF,RAPPC,TALA,TANAKPUR,ANTA_CRF,ANTA_GF,CHAMERA2,RAMPUR,SALAL,SINGRAULI,UNCHAHAR2,VALLURNTECL,AURY_CRF,AURY_LF,KKNP,NAPP,NLCIIST2,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TALST2,UNCHAHAR4,DADRI_LF
6,01:15-01:30,550.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.27,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,51.99,27.99,36.98,0,68.56,17.35,9.61,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

7,01:30-01:45,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.27,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,9.61,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

8,01:45-02:00,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.27,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,12.04,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

9,02:00-02:15,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,12.04,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

10,02:15-02:30,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,8.33,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

11,02:30-02:45,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,8.33,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

12,02:45-03:00,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.23,8.33,0,0,48.9,5.87,85.41,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

13,03:00-03:15,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,24.25,8.33,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

14,03:15-03:30,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,24.25,8.33,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

15,03:30-03:45,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,24.25,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

16,03:45-04:00,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,24.25,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

17,04:00-04:15,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.97,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

18,04:15-04:30,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.97,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

19,04:30-04:45,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.66,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

20,04:45-05:00,550.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,92.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,28.96,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.66,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

21,05:00-05:15,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.66,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

22,05:15-05:30,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,153.11,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,23.38,9.61,0,0,48.9,5.87,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

23,05:30-05:45,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,28.95,9.61,0,0,48.9,7.04,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

24,05:45-06:00,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,28.67,9.61,0,0,48.9,7.04,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

25,06:00-06:15,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,28.67,9.61,0,0,48.9,7.04,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

26,06:15-06:30,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,28.67,9.61,0,0,48.9,7.04,83.08,155.58,33.12,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

27,06:30-06:45,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,29.75,9.61,0,0,48.9,7.04,83.08,155.58,39.14,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

28,06:45-07:00,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,7.07,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,52.32,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,29.75,9.61,0,0,48.9,7.04,83.08,155.58,45.16,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

29,07:00-07:15,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,32.89,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.48,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

30,07:15-07:30,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,29.68,0,21.83,0,80.92,58.79,0,79,0,38.16,0,76.68,24.99,32.89,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.93,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

31,07:30-07:45,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,29.68,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,32.89,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.93,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

32,07:45-08:00,690.85,670.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,29.68,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,410.62,0,0,51.93,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.93,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

33,08:00-08:15,690.85,570.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,29.68,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.93,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

34,08:15-08:30,690.85,570.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,19.79,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,30.93,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

35,08:30-08:45,690.85,570.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,9.89,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.22,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

36,08:45-09:00,690.85,570.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.22,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

37,09:00-09:15,690.85,570.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.22,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

38,09:15-09:30,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,69.16,0,38.16,0,76.68,24.99,43.85,20.8,32.78,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.22,7.05,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

39,09:30-09:45,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.94,0,38.16,0,76.68,24.99,43.85,20.8,38.84,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,7.68,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

40,09:45-10:00,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.94,0,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,7.68,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

41,10:00-10:15,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.94,0,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,12.04,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

42,10:15-10:30,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.94,0,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,12.04,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

43,10:30-10:45,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.94,0,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,12.04,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

44,10:45-11:00,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,51.27,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,32.4,12.04,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

45,11:00-11:15,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,50.62,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.75,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

46,11:15-11:30,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,50.62,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.75,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

47,11:30-11:45,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,50.62,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.4,12.04,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

48,11:45-12:00,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,50.62,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

49,12:00-12:15,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.95,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

50,12:15-12:30,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.95,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

51,12:30-12:45,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,59.18,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.95,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

52,12:45-13:00,690.85,470.85,0,8.76,10.65,10.44,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,64.55,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.95,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.25,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

53,13:00-13:15,690.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.95,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.5,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

