Block,Time Block,JHAJJAR,FSTPP I & II,DULHASTI,RSTPSU7,SASAN,SINGRAULI_HYDRO,SIMHST1,SALAL,SEWA2,SIMHST2,SINGRAULI,RSTPSU1TO6,DHAULIGNGA,KGSU1AND2,KGSU3AND4,MAPS,KUDGI,NLCTS2EXP,NAPP,NNTPP,PARBATI2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,CHAMERA3,CHAMERA2,DADRT2,KOTESHWR,KKNPPU2,KOLDAM,KKNP,AURY_GF,DADRI_CRF,AURY_LF,DADRI_GF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_GF,AURY_CRF,ANTA_RF,ANTA_LF,ANTA_CRF,KISHANGANGA,KHSTPP-II,KHSTPP-I,UNCHAHAR2,URI,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,UNCHAHAR1,URI2,UNCHAHAR3,TEHRIPSP,BSIUL,BRBCL,CHAMERA1,RAMPUR,RAPPC,RAPPB,RAPPD,RIHAND3,RIHAND2,RIHAND1,TALA,TANAKPUR,TANDA2,TALST2,TEHRI,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,359.69,16.1,36.99,0,401.81,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,333.03,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.65,29.84,0,1.47,0,20.49,32.36,25.77,185.89,18.88,12.78,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.44,12.66,2.94,0,79.5,48.8,0,0,0,0,0

7,01:30-01:45,301.77,16.1,36.99,0,401.81,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,284.76,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.65,10.66,0,1.47,0,18.18,36.11,25.77,185.89,18.88,12.83,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.44,12.66,2.94,0,79.5,48.8,0,0,0,0,0

8,01:45-02:00,267.99,16.1,36.99,0,401.81,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,236.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.65,10.66,0,1.47,0,20.49,36.11,25.77,185.89,18.88,14.05,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.44,12.66,2.94,0,79.5,48.8,0,0,0,0,0

9,02:00-02:15,240.96,16.1,36.99,0,401.81,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,37.16,29.84,0,1.47,0,15.96,36.11,22.27,185.89,18.88,14.68,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.44,12.66,2.31,0,79.5,48.8,0,0,0,0,0

10,02:15-02:30,240.96,16.1,36.99,0,401.81,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,37.16,29.84,0,1.47,0,17.89,36.11,22.27,185.89,18.88,12.33,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.44,12.66,2.31,0,79.5,48.8,0,0,0,0,0

11,02:30-02:45,240.96,16.1,36.99,0,394.21,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,37.16,4.26,0,1.47,0,15.96,32.36,22.27,185.89,18.88,13.72,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.24,12.66,2.31,0,79.5,50.23,0,0,0,0,0

12,02:45-03:00,240.96,16.1,36.99,0,394.21,0,0,78.52,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,31.5,4.26,0,1.47,0,15.96,32.36,18.4,185.89,18.88,13.04,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.24,12.66,2.31,0,79.5,50.23,0,0,0,0,0

13,03:00-03:15,240.96,12.87,36.99,0,394.21,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,139.97,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,31.5,4.26,0,1.33,0,15.96,36.11,18.4,185.89,18.88,12.7,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.24,11.5,2.31,0,79.5,50.23,0,0,0,0,0

14,03:15-03:30,240.96,12.87,36.99,0,394.21,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,139.97,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,31.5,17.06,0,1.33,0,15.96,36.11,18.4,185.89,18.88,14.71,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.24,11.5,2.31,0,79.5,50.23,0,0,0,0,0

15,03:30-03:45,240.96,12.87,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,139.97,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,31.5,25.57,0,1.33,0,15.96,36.11,18.4,185.89,18.88,15.89,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.19,11.5,2.31,0,79.5,48.8,0,0,0,0,0

16,03:45-04:00,240.96,12.87,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,31.5,25.57,0,1.33,0,15.96,36.11,18.4,185.89,18.88,16.71,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.19,11.5,2.31,0,79.5,48.8,0,0,0,0,0

17,04:00-04:15,298.88,13.94,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,18.19,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.19,11.5,2.31,0,79.5,48.8,0,0,0,0,0

18,04:15-04:30,298.88,13.94,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,20.65,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.13,11.5,2.31,0,79.5,48.8,0,0,0,0,0

19,04:30-04:45,298.88,13.94,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,19.47,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.13,11.5,2.31,0,79.5,45.92,0,0,0,0,0

20,04:45-05:00,298.88,13.94,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.9,11.5,2.31,0,79.5,45.92,0,0,0,0,0

21,05:00-05:15,298.88,15.79,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,168.93,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.69,11.5,2.31,0,79.5,45.92,0,0,0,0,0

22,05:15-05:30,298.88,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.16,17.06,0,1.33,0,18.27,32.36,22.27,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.47,11.5,1.3,0,79.5,45.92,0,0,0,0,0

23,05:30-05:45,298.88,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,236.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,25.57,0,1.33,0,17.97,32.36,21.8,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.11,11.5,1.3,0,79.5,47.37,0,0,0,0,0

24,05:45-06:00,350.04,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,284.76,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,25.57,0,1.33,0,17.97,32.36,21.8,185.89,18.88,20.6,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.96,11.5,1.3,0,79.5,47.37,0,0,0,0,0

25,06:00-06:15,407.96,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,288.62,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,25.57,0,1.33,0,17.97,32.36,21.8,185.89,18.88,18.38,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.88,11.5,1.3,0,79.5,47.37,0,0,0,0,0

26,06:15-06:30,407.96,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,288.62,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,25.57,0,1.33,0,17.97,32.36,21.8,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.93,11.5,1.3,0,79.5,47.37,0,0,0,0,0

27,06:30-06:45,407.96,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,284.76,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,21.31,0,1.33,0,17.97,32.36,21.8,185.89,18.88,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.93,11.5,1.3,0,79.5,48.8,0,0,0,0,0

28,06:45-07:00,407.96,18.78,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,236.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,37.65,21.31,0,1.33,0,17.97,32.36,21.8,185.89,18.88,19.94,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.02,11.5,1.3,0,79.5,48.8,0,0,0,0,0

29,07:00-07:15,350.04,16.88,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,31.85,17.06,0,1.33,0,15.78,32.36,18.12,185.89,18.88,20.69,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.3,11.5,1.3,0,79.5,48.8,0,0,0,0,0

30,07:15-07:30,284.69,12.97,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,22.68,17.06,0,0.8,0,11.5,32.36,13.88,185.89,18.88,20.43,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.44,11.5,1.3,0,79.5,48.8,0,0,0,0,0

31,07:30-07:45,235.46,12.97,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,23.64,50.54,0,0.8,0,14.13,32.36,14.54,185.89,18.88,21.28,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.59,11.5,2.31,0,79.5,48.8,0,0,0,0,0

32,07:45-08:00,235.46,12.97,36.99,0,369.23,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,23.64,50.54,0,0.8,0,14.13,32.36,14.54,185.89,18.88,18.92,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.52,11.5,2.31,0,79.5,48.8,0,0,0,0,0

33,08:00-08:15,235.46,12.79,36.99,0,372.63,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,82.46,32.95,23.64,17.06,0,0.8,0,14.13,32.36,14.54,185.89,18.88,20.88,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.52,11.5,2.31,0,79.5,35.88,0,0,0,0,0

34,08:15-08:30,235.46,12.79,36.99,0,380.09,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,84.7,33.25,23.64,17.06,0,0.8,0,14.13,32.36,14.54,185.89,18.88,18.85,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.52,11.5,2.31,0,59.62,35.88,0,0,0,0,0

35,08:30-08:45,235.46,12.79,36.99,0,380.09,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,84.74,38.58,28.76,25.57,0,0.8,0,14.13,32.36,17.11,100.37,12.59,19.71,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.6,11.5,2.31,0,39.75,35.88,0,0,0,0,0

36,08:45-09:00,235.46,12.79,36.99,0,380.09,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,85.54,38.58,28.76,25.57,0,0.8,0,14.13,32.36,17.11,0,12.59,17.47,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.89,11.5,2.31,0,0,35.88,0,0,0,0,0

37,09:00-09:15,235.46,14.05,36.99,0,380.09,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.03,43.95,28.76,25.57,0,1.47,0,14.13,32.36,17.11,0,12.59,18.84,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.62,11.5,2.31,0,0,35.88,0,0,0,0,0

38,09:15-09:30,235.46,14.05,36.99,0,380.09,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,28.76,25.57,0,1.47,0,14.13,32.36,17.11,0,12.59,18.29,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.62,11.5,2.31,0,0,35.88,0,0,0,0,0

39,09:30-09:45,240.96,14.05,36.99,0,389.86,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,31.5,50.54,0,1.47,0,15.96,32.36,18.4,0,12.59,21.9,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.73,11.5,2.31,0,0,35.88,0,0,0,0,0

40,09:45-10:00,240.96,14.05,36.99,0,396.37,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,101.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,31.5,50.54,0,1.47,0,15.96,32.36,18.4,0,12.59,21.23,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.73,11.5,2.31,0,0,35.88,0,0,0,0,0

41,10:00-10:15,243.25,14.05,36.99,0,396.37,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,139.97,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,12.59,21.55,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.63,3.72,2.94,0,0,35.88,0,0,0,0,0

42,10:15-10:30,243.25,14.05,36.99,0,396.37,0,0,76.84,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,178.58,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,12.59,20.55,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.72,3.72,2.94,0,0,35.88,0,0,0,0,0

43,10:30-10:45,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,255.8,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,94.16,43.95,31.5,10.66,0,1.47,0,15.96,32.36,18.4,0,12.59,16.48,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.72,3.72,2.94,0,0,35.88,0,0,0,0,0

44,10:45-11:00,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,333.03,43.52,0,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,4.26,0,1.47,0,15.96,32.36,18.4,0,12.59,17.06,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.72,11.5,2.94,0,0,35.88,0,0,0,0,0

45,11:00-11:15,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,410.25,43.52,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,4.26,0,1.47,0,15.96,32.36,18.4,0,12.59,21.38,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.54,11.5,2.94,0,0,35.88,0,0,0,0,0

46,11:15-11:30,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,448.86,43.52,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,10.66,0,1.47,0,15.96,32.36,18.4,0,12.59,19.35,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.54,11.5,2.94,0,0,35.88,0,0,0,0,0

47,11:30-11:45,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,439.21,43.52,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,20.43,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.54,11.5,2.94,0,0,35.88,0,0,0,0,0

48,11:45-12:00,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,439.21,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,21.74,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.54,11.5,2.94,0,0,35.88,0,0,0,0,0

49,12:00-12:15,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,369.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.68,11.5,2.94,0,0,35.88,0,0,0,0,0

50,12:15-12:30,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,284.76,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.68,11.5,2.94,0,0,35.88,0,0,0,0,0

51,12:30-12:45,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,207.54,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.68,3.72,2.94,0,39.75,35.88,0,0,0,0,0

52,12:45-13:00,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,111.01,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,25.57,0,1.47,0,15.96,32.36,18.4,0,12.59,22.78,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.68,3.72,2.94,0,59.62,35.88,0,0,0,0,0

