Block,Time Block,DADRT2,CHAMERA3,KHSTPP-I,KHSTPP-II,NLCIIST1,NLCEXP,DADRI_GF,AURY_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_CRF,JHAJJAR,KGSU3AND4,KGSU1AND2,CHAMERA1,BSIUL,CHAMERA2,BRBCL,NAPP,KUDGI,NJPC,MAPS,KOLDAM,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,ANTA_LF,ANTA_GF,DHAULIGNGA,FSTPP I & II,DULHASTI,URI2,URI,ANTA_CRF,VALLURNTECL,TALST2,TANAKPUR,TEHRI,TALA,SINGRAULI_HYDRO,SASAN,SIMHST1,SIMHST2,TANDA2,SINGRAULI,SEWA2,TEHRIPSP,UNCHAHAR3,UNCHAHAR4,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,SALAL,RSTPSU1TO6,RIHAND3,RSTPSU7,NLCIIST2,NTPL,PARBATI3,RIHAND2,PARBATI2,RIHAND1,NLCTS2EXP,RAPPB,NNTPP,RAPPD,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,0,24.57,0,395.06,0,0,5.34,109.44,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,44.26,0,0,0,37.46,5.46,63.27,0,0,0,0,0

56,13:45-14:00,193.82,0,30.06,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,0,24.57,0,395.06,0,0,5.34,109.44,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

57,14:00-14:15,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,0,25.34,0,395.06,0,0,5.34,109.44,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,44.48,0,0,0,37.46,5.46,63.27,0,0,0,0,0

58,14:15-14:30,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,39.62,25.34,0,395.06,0,0,5.34,109.44,17.64,100.04,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

59,14:30-14:45,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,79.24,27.13,0,395.06,0,0,5.34,109.44,17.64,100.04,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

60,14:45-15:00,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,32.25,7.44,0,0,0,11.46,79.24,27.13,0,395.06,0,0,5.34,109.44,17.64,200.08,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

61,15:00-15:15,193.82,0,30.06,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,15.11,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,33,7.44,0,0,0,9.49,79.24,27.13,0,395.06,0,0,5.34,109.44,17.64,200.08,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

62,15:15-15:30,193.82,0,30.06,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,15.11,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,33,7.44,0,0,0,9.49,79.24,27.01,0,395.06,0,0,5.34,109.44,17.64,200.08,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

63,15:30-15:45,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,16.78,36.87,33,7.44,0,0,0,9.49,79.24,24.49,0,395.06,0,0,5.34,109.44,17.64,200.08,20.04,1.93,0,31.13,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

64,15:45-16:00,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0,0,0,40.85,14.02,36.87,33,7.44,0,0,0,9.49,79.24,24.49,0,395.06,0,0,5.34,109.44,17.64,200.08,19.59,1.93,0,31.13,15.95,0,0,125.88,0,0,0,21.45,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

65,16:00-16:15,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,0.62,0,0,40.85,16.78,36,33,12.75,0,0,0,9.49,79.24,24.35,0,393.14,0,0,5.34,107.56,17.64,200.08,19.59,1.93,0,31.13,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

66,16:15-16:30,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,2.24,0,0,40.85,16.78,36,33,12.75,0,0,0,9.49,79.24,24.21,0,393.14,0,0,5.34,107.56,17.64,200.08,19.59,1.93,0,31.13,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

67,16:30-16:45,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,2.24,0,0,40.85,16.78,36,33,12.75,0,0,0,9.49,79.24,24.35,0,393.14,0,0,5.34,107.56,17.64,200.08,19.59,1.93,0,31.13,15.86,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

68,16:45-17:00,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,2.24,0,0,40.85,16.78,36,33,12.75,0,0,0,9.49,79.24,24.21,0,393.14,0,0,5.34,107.56,17.64,200.08,19.59,1.93,0,31.13,15.86,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

69,17:00-17:15,240.01,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,307.57,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,2.24,0,0,40.85,16.71,36,33,12.75,0,0,0,9.49,79.24,23.96,0,393.14,0,0,5.34,107.56,17.64,200.08,22.14,1.93,0,34.59,15.86,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

70,17:15-17:30,288.11,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,365.3,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,4.47,0,0,40.85,16.71,36,33,12.75,0,0,0,9.49,79.24,23.81,0,393.14,0,0,5.34,107.56,17.64,200.08,23.01,1.93,0,34.5,15.86,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

71,17:30-17:45,336.22,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,365.3,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,4.47,0,0,40.85,20.01,36,33,12.75,0,0,0,9.49,79.24,21.52,0,393.14,0,0,5.34,107.56,17.64,200.08,26.34,1.93,0,42.25,21.56,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

72,17:45-18:00,384.32,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,365.3,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,4.47,0,0,40.85,20.01,36,33,12.75,0,0,0,9.49,79.24,21.41,0,393.14,0,0,5.34,107.56,17.64,200.08,26.34,1.93,0,42.25,21.56,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

73,18:00-18:15,493.65,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,417.56,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,4.47,0,0,40.85,20.01,36,33,12.75,0,0,0,9.49,79.24,15.94,0,395.05,0,0,5.34,107.56,17.64,200.08,26.34,1.2,0,42.25,21.56,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

74,18:15-18:30,628.17,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.81,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,4.47,0,0,40.85,20.01,36,33,12.75,0,0,0,9.49,79.24,15.64,0,395.06,0,0,5.34,107.56,17.64,200.08,26.34,1.93,0,41.68,21.56,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

75,18:30-18:45,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,426.6,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,41.22,0,6.71,0,0,40.85,20.01,36,33,31.86,0,0,0,9.49,79.24,15.53,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.93,0,41.68,20.83,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

76,18:45-19:00,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.84,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,31.86,0,0,0,9.49,79.24,15.61,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.93,0,41.68,20.83,0,0,125.88,0,0,0,40.05,120.52,14.9,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

77,19:00-19:15,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.89,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,8.5,0,0,0,9.49,79.24,20.98,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,0,0,125.88,0,0,0,40.05,120.52,14.9,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

78,19:15-19:30,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,8.5,0,0,0,9.49,79.24,21.13,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,0,0,125.88,0,0,0,40.05,120.52,14.9,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

79,19:30-19:45,662.9,0,32.7,95.12,0,0,0,0,25.41,0,19.88,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,8.5,0,0,0,9.49,79.24,21.36,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,12.3,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

80,19:45-20:00,662.9,0,32.7,95.12,0,0,0,0,25.41,0,19.88,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,8.5,0,0,0,9.49,79.24,21.46,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,24.6,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

81,20:00-20:15,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.89,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,31.86,0,0,0,9.49,79.24,21.52,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,61.5,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

82,20:15-20:30,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,31.86,0,0,0,9.49,79.24,21.86,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,73.78,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

83,20:30-20:45,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,20.01,36.99,33,31.86,0,0,0,9.49,79.24,21.15,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,73.78,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

84,20:45-21:00,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,42.29,0,6.71,0,0,40.85,20.01,36,33,12.75,0,0,0,9.49,79.24,21.2,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.95,0,41.69,20.83,73.78,0,125.88,0,0,0,36.48,120.52,20.32,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

85,21:00-21:15,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,42.29,0,6.71,0,0,40.85,19.39,36,33,12.75,0,0,0,9.49,79.24,22.03,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.95,0,41.69,20.83,73.78,0,125.88,0,0,0,36.48,120.52,16.93,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

86,21:15-21:30,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.04,0,45.33,18.04,23.44,0,169.14,0,8.3,0,42.29,0,6.71,0,0,40.85,19.39,36,33,33.99,0,0,0,9.49,79.24,22.06,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.95,0,41.69,20.83,73.78,0,125.88,0,0,0,36.48,120.52,16.93,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

87,21:30-21:45,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,19.39,36.99,33,33.99,0,0,0,9.49,79.24,22.21,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,78.26,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

88,21:45-22:00,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,19.39,36.99,33,12.75,0,0,0,9.49,79.24,22.28,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,78.26,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

89,22:00-22:15,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,19.39,36.99,33,12.75,0,0,0,9.49,79.24,22.34,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,78.26,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

90,22:15-22:30,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.36,0,47.72,18.04,23.44,0,170.72,0,8.3,0,43.37,0,6.91,0,0,43.12,19.39,36.99,33,12.75,0,0,0,9.49,79.24,22.43,0,385.32,0,0,5.34,107.56,18.75,200.08,26.34,1.95,0,41.69,20.83,78.26,0,125.88,0,0,0,40.05,120.52,21.67,45.5,0,0,0,37.46,5.63,63.27,0,0,0,0,0

91,22:30-22:45,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,33.99,0,0,0,9.49,79.24,22.48,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,36.48,120.52,16.93,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

92,22:45-23:00,662.9,0,32.7,95.12,0,0,0,0,25.89,0,20.03,0,11.55,0,0,456.88,0,0,27.04,0,0,16.17,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,33.99,0,0,0,9.49,79.24,22.56,0,385.32,0,0,5.34,107.56,17.64,200.08,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,36.48,120.52,18.29,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

93,23:00-23:15,662.9,0,32.7,95.12,0,0,0,0,2.09,0,2.15,0,1.12,0,0,456.88,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,12.75,0,0,0,9.49,79.24,22.72,0,385.32,0,0,5.34,107.56,17.64,100.04,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,38.63,120.52,18.29,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

94,23:15-23:30,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.88,0,0,27.04,0,0,18,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,12.75,0,0,0,9.49,79.24,22.85,0,385.32,0,0,5.34,107.56,17.64,100.04,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,38.63,120.52,18.29,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

95,23:30-23:45,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,456.88,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,8.5,0,0,0,9.49,79.24,22.97,0,385.32,0,0,5.34,107.56,17.64,100.04,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,38.63,120.52,14.9,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

96,23:45-24:00,662.9,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,521.11,0,0,27.04,0,0,16.73,23.44,0,169.14,0,8.3,0,43.37,0,6.71,0,0,40.85,19.39,36,33,8.5,0,0,0,9.49,79.24,23.11,0,385.32,0,0,5.34,107.56,17.64,100.04,26.34,1.95,0,41.69,20.83,81.61,0,125.88,0,0,0,38.63,120.52,14.9,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

