Block,Time,KKNP,KOLDAM,KUDGI,NLCTS2EXP,PARBATI3,SALAL,SIMHST2,DADRI_CRF,CHAMERA1,DULHASTI,KHSTPP-I,NNTPP,SIMHST1,SINGRAULI_HYDRO,URI2,VALLURNTECL,ANTA_GF,BSIUL,KHSTPP-II,KKNPPU2,NJPC,NLCEXP,PARBATI2,RAPPC,RIHAND2,TEHRI,TelanganaSTPP,UNCHAHAR2,ANTA_RF,AURY_CRF,DADRI_GF,DADRI_LF,DADRT2,DHAULIGNGA,KISHANGANGA,NLCIIST1,RAPPB,RSTPSU1TO6,TEHRIPSP,UNCHAHAR1,UNCHAHAR4,BRBCL,KOTESHWR,NLCIIST2,TALST2,UNCHAHAR3,URI,DADRI_RF,CHAMERA2,NAPP,RIHAND3,SASAN,SINGRAULI,TANAKPUR,TANDA2,AURY_GF,AURY_LF,FSTPP I & II,JHAJJAR,KGSU3AND4,MAPS,RIHAND1,ANTA_CRF,ANTA_LF,CHAMERA3,KGSU1AND2,NTPL,RAMPUR,RAPPD,RSTPSU7,SEWA2,TALA,AURY_RF
10,02:15-02:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,30.91,106.06,47.12,24.49,130.84,418.77,113.75,11.06,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,18.69,81.82

11,02:30-02:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,28.71,106.06,38.15,24.49,130.84,418.77,113.75,11.06,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,18.69,81.82

12,02:45-03:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,28.71,106.06,38.15,24.49,130.84,418.77,113.75,11.06,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,18.69,81.82

13,03:00-03:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,52.36,106.06,38.15,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.16,81.82

14,03:15-03:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,37.41,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,52.36,106.06,38.15,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.16,81.82

15,03:30-03:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,37.41,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,33.12,106.06,38.15,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.16,81.82

16,03:45-04:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,33.12,106.06,38.15,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.16,81.82

17,04:00-04:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,37.41,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,33.12,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.22,81.82

18,04:15-04:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,37.41,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,33.12,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.22,81.82

19,04:30-04:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.22,81.82

20,04:45-05:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,49.27,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,24.19,81.82

21,05:00-05:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.84,81.82

22,05:15-05:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.57,81.57

23,05:30-05:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.34,81.57

24,05:45-06:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.85,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.14,81.57

25,06:00-06:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.9,81.57

26,06:15-06:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,2.76,24.99,40.58,0,0,27.38,34.23,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.75,81.57

27,06:30-06:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,2.76,24.99,20.29,0,0,27.38,52.36,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.75,81.57

28,06:45-07:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,2.76,24.99,20.29,0,0,27.38,52.36,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.75,81.57

29,07:00-07:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,52.36,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.69,81.57

30,07:15-07:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,52.36,106.06,42.92,24.49,130.84,418.77,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.69,81.57

31,07:30-07:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,30.91,106.06,42.92,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.9,81.57

32,07:45-08:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,38.71,65.43,125.27,76.19,0,44.52,52.6,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,30.91,106.06,42.92,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,22.96,81.57

33,08:00-08:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,52.09,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,30.91,104.09,38.15,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.04,81.57

34,08:15-08:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,52.09,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,30.91,104.09,38.15,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.16,81.57

35,08:30-08:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,52.09,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,52.36,104.09,38.15,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,23.16,81.57

36,08:45-09:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,52.09,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,52.36,104.09,38.15,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.39,81.57

37,09:00-09:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,52.36,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.46,81.31

38,09:15-09:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,27.38,39.75,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,27.05,81.31

39,09:30-09:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,0,39.75,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.46,81.31

40,09:45-10:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,0,39.75,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.48,81.31

41,10:00-10:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,57.14,0,44.52,50.83,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,20.29,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.52,81.31

42,10:15-10:30,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,38.09,0,44.52,50.83,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,20.29,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.55,81.31

43,10:30-10:45,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,38.09,0,44.52,50.58,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,20.29,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.37,81.31

44,10:45-11:00,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,20.05,0,44.52,50.58,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.4,81.31

45,11:00-11:15,0,8.63,0,0,37.92,76.69,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,50.08,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.44,81.31

46,11:15-11:30,0,8.63,0,0,37.92,52.28,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,50.08,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.44,80.79

47,11:30-11:45,0,8.63,0,0,37.92,52.28,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,50.08,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.44,80.79

48,11:45-12:00,0,8.63,0,0,37.92,52.28,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,50.08,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.44,80.79

49,12:00-12:15,0,8.63,0,0,37.92,63.92,0,0,42.15,38.32,45.53,0,0,0,21.83,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.81,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,28.71,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.44,80.79

50,12:15-12:30,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,21.83,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.81,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,28.71,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.46,80.79

51,12:30-12:45,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,21.83,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.81,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.52,80.79

52,12:45-13:00,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,21.83,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.81,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,30.91,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.58,80.79

53,13:00-13:15,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,24.95,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.56,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,35.33,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.64,80.79

54,13:15-13:30,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,24.95,0,0,19.56,98.87,0,0,0,11.97,65.43,125.27,0,0,44.52,49.56,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,0,35.33,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.67,80.66

