Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,NR/23032024/30032024/HP-64,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_07,SR/01032024/31032024/SJVN010324NR1590,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/19072037/LT-05,NR/23032024/30032024/HP-60,NR/23032024/30032024/HP-57,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01032024/31032024/NVVN/OA/16997,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01032024/31032024/SJVN010324NR1588
7,01:30-01:45,205.880000,1.670000,2.100000,77.360000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,20.34,0,0,20.33,0,51,0,14.34,51,0,0,0,0,0,0,61,0,0

8,01:45-02:00,205.880000,1.670000,2.100000,67.690000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,21,0,0,21,0,52.33,0,14,52.33,0,0,0,0,0,0,63,0,0

9,02:00-02:15,145.710000,1.620000,2.100000,67.690000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,14.16,0,0,14.17,0,43.33,0,14.34,43.33,0,0,0,0,0,0,42.5,0,0

10,02:15-02:30,145.710000,1.620000,2.100000,77.360000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,14.34,0,0,14.33,0,43.67,0,14.66,43.67,0,0,0,0,0,0,43,0,0

11,02:30-02:45,125.710000,1.620000,2.100000,53.180000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,14.66,0,0,14.67,0,44.33,0,15,44.33,0,0,0,0,0,0,44,0,0

12,02:45-03:00,116.040000,1.620000,2.100000,53.180000,0.000000,48.35,7.01,29.590000,0.000000,33.840000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.920000,48.350000,26.100000,154.160000,0,0,0,0,15.34,0,0,15.33,0,45,0,15,45,0,0,0,0,0,0,46,0,0

13,03:00-03:15,145.710000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,15.84,0,0,15.83,0,51,0,15,51,0,0,0,0,0,0,47.5,0,0

14,03:15-03:30,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,18.66,0,0,18.67,0,50.67,0,15,50.67,0,0,0,0,0,0,56,0,0

15,03:30-03:45,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,18.84,0,0,18.83,0,45,0,15,45,0,0,0,0,0,0,56.5,0,0

16,03:45-04:00,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,19,0,0,19,0,44.33,0,14.66,44.33,0,0,0,0,0,0,57,0,0

17,04:00-04:15,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,15.5,0,0,15.5,0,40,0,10,40,0,0,0,0,0,0,46.5,0,0

18,04:15-04:30,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,15.34,0,0,15.33,0,39.33,0,9.66,39.33,0,0,0,0,0,0,46,0,0

19,04:30-04:45,174.720000,1.620000,2.020000,64.790000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,14.34,0,0,14.33,0,38.33,0,9.66,38.33,0,0,0,0,0,0,43,0,0

20,04:45-05:00,174.720000,1.620000,2.020000,100.200000,0.000000,48.35,7.01,29.590000,0.000000,44.390000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,13.84,0,0,13.83,0,37.67,0,9.34,37.67,0,0,0,0,0,0,41.5,0,0

21,05:00-05:15,174.720000,1.580000,1.560000,100.200000,0.000000,48.35,7.01,29.590000,0.000000,44.390000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,13.34,0,0,13.33,0,26.67,0,7.66,26.67,0,0,0,0,0,0,40,0,0

22,05:15-05:30,174.720000,1.580000,1.560000,100.200000,0.000000,48.35,7.01,29.590000,0.000000,44.390000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,13.16,0,0,13.17,0,26,0,7.66,26,0,0,0,0,0,0,39.5,0,0

23,05:30-05:45,174.720000,1.580000,1.560000,100.200000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,13,0,0,13,0,25,0,7.66,25,0,0,0,0,0,0,39,0,0

24,05:45-06:00,174.720000,1.580000,1.560000,100.200000,0.000000,48.35,7.01,29.590000,0.000000,33.460000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,13,0,0,13,0,25,0,7.66,25,0,0,0,0,0,0,39,0,0

25,06:00-06:15,174.720000,1.580000,1.790000,100.200000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0,0,0,0,10.84,0,0,10.83,0,24,0,7.66,24,0,0,0,0,0,0,32.5,0,0

26,06:15-06:30,174.720000,1.580000,1.790000,88.960000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0.01,0,0,0,10.34,0,0,10.33,0,22.33,0,7.66,22.33,0,0,0,0,0,0.885612,31,0,0

27,06:30-06:45,174.720000,1.580000,1.790000,88.960000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,25.140000,1.850000,48.350000,26.100000,154.160000,0.01,0,0,0,10,0,0,10,0,21.33,0,7.66,21.33,0,0,0,0,0,5.216352,30,0,0

28,06:45-07:00,174.720000,1.580000,1.790000,100.200000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.030000,26.100000,0.030000,0.030000,25.140000,1.850000,48.350000,26.100000,154.160000,1.91,0.5,1,0,9.66,0,0,9.67,0,20.67,0.38,7.66,20.67,0,0,0,0,1,11.259924,29,0.27,0

29,07:00-07:15,174.720000,1.580000,1.790000,87.030000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.180000,26.100000,0.180000,0.180000,24.180000,1.770000,48.350000,26.100000,154.160000,8.43,1,1,1,11.34,0,0,11.33,0,26.33,1.69,7.34,26.33,0,0,0,2,4,18.159912,34,2.28,0

30,07:15-07:30,174.720000,1.580000,1.790000,100.200000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.560000,26.100000,0.560000,0.580000,24.180000,1.770000,48.350000,26.100000,154.160000,18.62,5,4,3,10.84,0,0,10.83,0,25,3.72,7.34,25,0,0,0,6,11,26.47104,32.5,5.8,0

31,07:30-07:45,174.720000,1.580000,1.790000,100.200000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,1.220000,26.100000,1.220000,1.250000,23.210000,1.770000,48.350000,26.100000,154.160000,33.33,7,6,6,10.34,0,0,10.33,0,24,6.67,7.34,24,0,0,0,12,14,36.942672,31,10.95,0

32,07:45:08:00,159.560000,1.580000,1.790000,53.180000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,2.150000,26.100000,2.150000,2.210000,23.210000,1.770000,48.350000,26.100000,154.160000,51.66,11,13,9,10,0,0,10,0,22.67,10.33,7.34,22.67,0,0,0,19,32,48.737856,30,17.63,0

33,08:00-08:15,169.220000,1.580000,1.790000,53.180000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,3.110000,26.100000,3.110000,3.190000,23.210000,1.770000,48.350000,26.100000,177.440000,72.54,14.5,21,12,9.66,0,0,9.67,0,21.67,14.51,7.34,21.67,0,0,0,25,49,60.3384,29,25.09,0

34,08:15-08:30,169.220000,1.580000,1.790000,53.180000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,4.920000,26.100000,4.920000,5.030000,23.210000,1.770000,48.350000,26.100000,177.440000,95.38,19.5,28,17,9.16,0,0,9.17,0,20.67,19.08,7.34,20.67,0,0,0,33,67,71.09226,27.5,32.19,0

35,08:30-08:45,120.880000,1.580000,1.790000,53.180000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,6.280000,26.100000,6.280000,6.450000,22.240000,1.770000,48.350000,26.100000,177.440000,117.35,22,39,22,8.5,0,0,8.5,0,18.33,23.47,7.34,18.33,0,0,0,45,91,81.203808,25.5,39.81,0

36,08:45:09:00,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,7.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,7.650000,26.100000,7.650000,7.840000,22.240000,1.770000,48.350000,26.100000,177.440000,137.93,25.9,46,27,7.84,0,0,7.83,0,18,27.59,7.34,18,0,0,0,53,109,91.052592,23.5,47.37,0

37,09:00:09:15,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,8.960000,26.100000,8.960000,9.190000,22.240000,1.770000,48.350000,26.100000,177.440000,133.99,29.3,51,32,7.5,28.97,0,7.5,0,16.33,26.8,7.34,16.33,0,0,0,63,119,94.069512,22.5,54.56,24.14

38,09:15-09:30,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,10.200000,26.100000,10.200000,10.460000,22.240000,1.770000,48.350000,26.100000,177.440000,151.85,32.4,58,36,7.16,28.97,0,7.17,0,16.33,30.37,7.34,16.33,0,0,0,71,137,103.091076,21.5,61.16,24.14

39,09:30-09:45,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,11.320000,26.100000,11.320000,11.600000,22.240000,1.770000,48.350000,26.100000,176.260000,180.63,34.5,64,37,6.84,28.97,0,6.83,0,16.33,36.12,7.34,16.33,0,0,0,73,149,111.781752,20.5,61.67,24.14

40,09:45-10:00,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,12.370000,26.100000,12.370000,12.670000,22.240000,1.770000,48.350000,26.100000,176.260000,196.24,37.5,70,39,6.66,0,0,6.67,0,16,39.25,7.34,16,0,0,0,78,163,119.372712,20,66.67,0

41,10:00-10:15,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,13.300000,26.100000,13.300000,13.630000,22.240000,1.770000,48.350000,26.100000,176.260000,209.98,39.6,75,41,6.66,0,0,6.67,0,15.67,41.99,7.34,15.67,0,0,0,83,175,125.815296,20,73.33,0

42,10:15-10:30,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,14.150000,26.100000,14.150000,14.510000,22.240000,1.770000,48.350000,26.100000,176.260000,222.21,41.7,79,44,6.66,0,0,6.67,0,15.33,44.44,7.34,15.33,0,0,0,87,186,131.158164,20,78.33,0

43,10:30-10:45,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,14.930000,26.100000,14.930000,15.300000,22.240000,2.000000,48.350000,26.100000,176.260000,225,43.3,81,45,6.66,0,0,6.67,0,14.67,45,7.34,14.67,0,0,0,91,189,135.381852,20,83.58,0

44,10:45-11:00,112.170000,1.580000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.610000,26.100000,15.610000,16.010000,22.240000,2.000000,48.350000,26.100000,176.260000,225,45,81,47,6.66,0,0,6.67,0,13.67,45,7.34,13.67,0,0,0,94,189,138.719928,20,86.82,0

45,11:00-11:15,112.170000,1.620000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,16.240000,26.100000,16.240000,16.660000,22.240000,2.000000,48.350000,26.100000,192.840000,225,45.8,81,47,6.66,0,0,6.67,0,13.33,45,6.66,13.33,0,0,0,94,189,141.542208,20,87.69,0

46,11:15-11:30,112.170000,1.620000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,16.630000,26.100000,16.630000,17.050000,21.270000,2.000000,48.350000,26.100000,192.840000,225,46,81,47,6.66,0,0,6.67,0,13.33,45,6.66,13.33,0,0,0,94,189,144.004404,20,88.27,0

47,11:30-11:45,112.170000,1.620000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,16.630000,26.100000,16.630000,17.050000,21.270000,2.000000,48.350000,26.100000,192.840000,225,46.1,84,47,6.66,0,0,6.67,0,13.33,45,6.66,13.33,0,0,0,94,196,145.551792,20,88.27,0

48,11:45-12:00,112.170000,1.620000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.000000,48.350000,26.100000,192.840000,225,46.2,84,47,6.66,0,0,6.67,0,13.33,45,6.66,13.33,0,0,0,94,196,146.36928,20,88.27,0

49,12:00-12:15,112.170000,1.670000,1.790000,53.180000,0.000000,48.35,6.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,192.840000,230,46.2,84,47,6.66,0,0,6.67,0,13.33,46,6.66,13.33,0,0,0,94,196,146.894808,20,88.27,0

50,12:15-12:30,112.170000,1.670000,1.790000,53.180000,0.000000,48.35,7.41,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,192.840000,230,46.2,84,47,6.66,0,0,6.67,0,13.33,46,6.66,13.33,0,0,0,94,196,146.768292,20,88.27,0

51,12:30-12:45,112.170000,1.670000,1.790000,53.180000,0.000000,48.35,8.81,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,192.840000,230,46.2,84,47,6.66,0,0,6.67,0,13.33,46,6.66,13.33,0,0,0,94,196,145.872948,20,88.27,0

52,12:45-13:00,112.170000,1.670000,1.790000,53.180000,0.000000,48.35,10.01,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,192.840000,230,46.2,84,47,6.66,0,0,6.67,0,13.33,46,6.66,13.33,0,0,0,94,196,144.987336,20,88.22,0

53,13:00-13:15,112.170000,1.720000,2.020000,53.180000,0.000000,48.35,10.01,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,205.410000,230,46.2,84,47,6.66,0,0,6.67,0,12.67,46,6.66,12.67,0,0,0,94,196,144.335292,20,88.43,0

54,13:15-13:30,112.170000,1.720000,2.020000,53.180000,0.000000,48.35,10.21,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,209.970000,230,46.2,84,47,6.66,0,0,6.67,0,12.67,46,6.66,12.67,0,0,0,94,196,143.566464,20,88.07,0

55,13:30-13:45,112.170000,1.720000,2.020000,53.180000,0.000000,48.35,10.61,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.950000,26.100000,15.950000,16.350000,21.270000,2.080000,48.350000,26.100000,209.970000,225,45,84,47,6.66,0,0,6.67,0,12.67,45,6.66,12.67,0,0,0,94,196,142.23318,20,88.08,0

56,13:45-14:00,112.170000,1.720000,2.020000,53.180000,0.000000,48.35,12.01,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.660000,26.100000,15.660000,16.050000,21.270000,2.080000,48.350000,26.100000,209.970000,225,45,84,47,6.66,0,0,6.67,0,12.67,45,6.66,12.67,0,0,0,94,196,139.547148,20,87.89,0

57,14:00-14:15,112.170000,1.770000,2.020000,53.180000,0.000000,48.35,12.01,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.440000,26.100000,15.440000,15.820000,20.310000,2.230000,48.350000,26.100000,209.970000,225,44.2,84,47,6.66,0,0,6.67,0,15.67,45,6.66,15.67,0,0,0,94,196,135.683544,20,87.61,0

58,14:15-14:30,112.170000,1.770000,2.020000,53.180000,0.000000,48.35,12.41,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,15.040000,26.100000,15.040000,15.410000,21.270000,2.230000,48.350000,26.100000,209.970000,225,43.9,84,47,6.66,0,0,6.67,0,17,45,6.66,17,0,0,0,94,196,130.94406,20,87.16,0

59,14:30-14:45,112.170000,1.770000,2.020000,53.180000,0.000000,48.35,12.8,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,14.460000,26.100000,14.460000,14.820000,21.270000,2.230000,48.350000,26.100000,209.970000,220.83,43.3,82,47,6.66,0,32.34,6.67,32.33,18.67,44.17,6.66,18.67,32.33,0,0,94,193,125.328696,20,86.79,0

60,14:45-15:00,112.170000,1.770000,2.020000,53.180000,0.000000,48.35,13,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,13.740000,26.100000,13.740000,14.090000,22.240000,2.230000,48.350000,26.100000,209.970000,216.97,41.7,78,44,6.66,0,32.34,6.67,32.33,20.33,43.39,6.66,20.33,32.33,0,0,88,182,119.07102,20,84.07,0

61,15:00-15:15,112.170000,1.770000,2.100000,53.180000,0.000000,48.35,12.41,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,13.040000,26.100000,13.040000,13.370000,22.240000,2.230000,48.350000,26.100000,209.970000,191.33,39.1,75,41,6.66,0,32.34,6.67,32.33,18.33,38.26,6.66,18.33,32.33,0,0,81,175,113.007984,20,80.46,0

62,15:15-15:30,112.170000,1.770000,2.100000,53.180000,0.000000,48.35,12.01,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,12.330000,26.100000,12.330000,12.630000,22.240000,2.230000,48.350000,26.100000,209.970000,179.21,37,70,37,6.66,0,32.34,6.67,32.33,19.33,35.84,6.66,19.33,32.33,0,0,75,165,104.66766,20,76.23,0

63,15:30-15:45,112.170000,1.770000,2.100000,53.180000,0.000000,48.35,12.41,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,11.520000,26.100000,11.520000,11.800000,23.210000,2.230000,48.350000,26.100000,209.970000,171,34.8,64,35,7.16,0,32.34,7.17,32.33,15,34.2,6.66,15,32.33,0,0,70,151,95.120568,21.5,66.38,0

