Block,Time,CHAMERA2,DADRT2,KHSTPP-I,NLCIIST1,NLCIIST2,NTPL,PARBATI3,SALAL,SEWA2,UNCHAHAR2,ANTA_GF,AURY_GF,AURY_RF,BSIUL,DULHASTI,KGSU3AND4,KISHANGANGA,KOTESHWR,NAPP,NLCTS2EXP,RAPPB,RIHAND3,TALA,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,URI,ANTA_CRF,AURY_CRF,DADRI_LF,DADRI_RF,BRBCL,FSTPP I & II,MAPS,VALLURNTECL,CHAMERA3,KGSU1AND2,KKNPPU2,KOLDAM,KUDGI,SIMHST2,TANDA2,ANTA_RF,AURY_LF,DADRI_CRF,NLCEXP,NNTPP,RAPPC,RSTPSU1TO6,SASAN,SIMHST1,UNCHAHAR1,URI2,DADRI_GF,DHAULIGNGA,RAPPD,RIHAND2,SINGRAULI_HYDRO,TALST2,TEHRI,JHAJJAR,KKNP,NJPC,RAMPUR,TEHRIPSP,CHAMERA1,KHSTPP-II,PARBATI2,RIHAND1,RSTPSU7,SINGRAULI,TANAKPUR,ANTA_LF
56,13:45-14:00,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.96,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

57,14:00-14:15,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.79,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.09,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

58,14:15-14:30,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.79,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.09,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

59,14:30-14:45,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,15.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.09,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

60,14:45-15:00,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,15.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.09,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

61,15:00-15:15,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,15.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.5,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

62,15:15-15:30,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,15.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.5,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

63,15:30-15:45,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.67,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.5,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

64,15:45-16:00,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.67,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.5,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

65,16:00-16:15,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.49,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

66,16:15-16:30,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.49,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

67,16:30-16:45,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

68,16:45-17:00,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,12.35,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

69,17:00-17:15,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,0.64,45.08,24.23,0,0,130.84,12.21,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.75,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

70,17:15-17:30,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,2.33,45.08,24.23,0,0,130.84,12.21,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.75,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

71,17:30-17:45,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,2.33,45.08,24.23,0,0,130.84,12.05,0,27.38,3.23,4.41,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

72,17:45-18:00,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,2.33,45.08,24.23,0,0,130.84,11.9,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,5.63,48.09,0,113.75,9.86,0

73,18:00-18:15,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.27,0,0,0,2.33,45.08,24.23,0,0,130.84,11.62,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,0,98.87,5.63,48.09,0,113.75,9.86,0

74,18:15-18:30,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.53,0,0,0,4.65,45.08,24.23,0,0,130.84,11.47,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,0,98.87,5.63,48.09,0,113.75,9.86,0

75,18:30-18:45,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,80.53,0,0,0,4.65,45.08,24.23,0,0,130.84,11.17,0,27.38,2.03,22.08,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,0,98.87,5.63,48.09,0,113.75,9.86,0

76,18:45-19:00,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,80.53,0,0,0,7.18,45.08,24.23,0,0,130.84,11.17,0,27.38,2.03,22.08,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,667.27,0,177.45,5.85,103.98,0,98.87,5.63,48.09,0,113.75,9.86,0

77,19:00-19:15,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,80.53,0,0,0,7.18,45.08,24.23,0,0,130.84,11.17,0,27.38,2.03,22.08,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,0,98.87,14.08,48.09,0,113.75,9.86,0

78,19:15-19:30,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,80.53,0,0,0,7.18,45.08,24.23,0,0,130.84,11.31,0,27.38,2.03,22.08,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,0,98.87,14.08,48.09,0,113.75,9.86,0

79,19:30-19:45,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,80.53,0,0,0,7.18,45.08,24.23,0,0,130.84,11.47,0,27.38,2.03,8.83,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

80,19:45-20:00,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,80.53,0,0,0,7.18,45.08,24.23,0,0,130.84,11.47,0,27.38,2.03,8.83,0,0,0,103.43,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,47.62,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

81,20:00-20:15,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.62,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.46,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

82,20:15-20:30,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.62,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.08,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

83,20:30-20:45,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.76,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.08,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

84,20:45-21:00,0,689.05,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.76,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.08,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,474.88,0,175.8,5.68,103.98,14.05,98.87,14.08,48.09,0,113.75,9.86,0

85,21:00-21:15,0,689.05,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.9,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.84,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,474.88,0,175.8,5.68,103.98,14.05,98.87,14.08,48.09,0,113.75,9.86,0

86,21:15-21:30,0,689.05,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,4.65,45.08,24.23,0,0,130.84,11.9,0,27.38,1.67,7.73,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,48.84,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,474.88,0,175.8,5.68,103.98,14.05,98.87,14.08,48.09,0,113.75,9.86,0

87,21:30-21:45,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,7.18,45.08,24.23,0,0,130.84,12.05,0,27.38,1.67,25.39,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,49.6,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

88,21:45-22:00,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,7.18,45.08,24.23,0,0,130.84,12.21,0,27.38,1.67,25.39,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,49.6,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,474.88,0,177.45,5.85,103.98,14.11,98.87,14.08,48.09,0,113.75,9.86,0

89,22:00-22:15,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,7.18,45.08,24.23,0,0,130.84,12.35,0,27.38,1.67,4.41,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,49.98,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,588.17,0,177.45,5.85,192.57,14.11,139,14.08,48.09,0,113.75,9.86,0

90,22:15-22:30,0,689.05,45.53,0,0,0,0,0,19.49,43.92,0,0,81.18,0,0,0,7.18,45.08,24.23,0,0,130.84,12.49,0,27.38,1.67,4.41,0,0,0,105.4,18.75,19.32,0,0,0,0,0,8.63,0,0,5.73,49.98,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,44.82,39.04,125.27,0,0,82.36,640.97,0,177.45,5.85,192.57,14.11,148.3,14.08,48.09,0,113.75,9.86,0

91,22:30-22:45,0,689.05,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.38,0,27.38,1.67,4.41,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.23,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,107.55,3.55,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

92,22:45-23:00,0,689.05,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.38,0,27.38,1.67,4.41,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.23,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,53.77,1.77,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

93,23:00-23:15,0,689.39,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.52,0,27.38,1.67,4.41,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.99,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,0,0,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

94,23:15-23:30,0,689.39,45.53,0,0,0,0,0,12.38,43.92,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.52,0,27.38,1.67,4.41,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.99,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,0,0,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

95,23:30-23:45,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.52,0,27.38,1.67,2.21,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.24,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,0,0,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

96,23:45-24:00,0,689.39,45.53,0,0,0,0,0,12.38,44.52,0,0,81.18,0,0,0,6.97,45.08,24.23,0,0,130.84,13.52,0,27.38,2.87,2.21,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.24,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,0,0,192.57,14.05,148.3,14.08,48.09,0,113.75,9.86,0

