Block,Time,NLCTS2EXP,RSTPSU7,SIMHST1,URI,VALLURNTECL,ANTA_GF,BRBCL,BSIUL,CHAMERA2,JHAJJAR,KHSTPP-I,RIHAND1,SINGRAULI,UNCHAHAR1,UNCHAHAR4,CHAMERA1,DULHASTI,KGSU1AND2,KISHANGANGA,NLCEXP,NLCIIST1,NNTPP,RSTPSU1TO6,TALA,URI2,ANTA_LF,AURY_RF,DADRI_GF,KHSTPP-II,PARBATI3,RIHAND2,UNCHAHAR2,AURY_GF,DADRI_RF,KGSU3AND4,KKNPPU2,KOLDAM,KUDGI,SALAL,SASAN,SINGRAULI_HYDRO,CHAMERA3,DADRT2,DHAULIGNGA,KKNP,NAPP,NTPL,RAMPUR,RAPPC,TALST2,TANAKPUR,DADRI_CRF,NJPC,RIHAND3,SEWA2,SIMHST2,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,FSTPP I & II,KOTESHWR,MAPS,NLCIIST2,RAPPB,ANTA_RF,AURY_CRF,AURY_LF,DADRI_LF
64,15:45-16:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

65,16:00-16:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,13.99,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0.77,0,0,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

66,16:15-16:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,13.99,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0.77,0,23.39,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

67,16:30-16:45,0,0,0,36.43,0,0,20,13.04,4,434.65,45.53,92,139.69,20.85,0,28.09,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0.77,0,46.78,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,40.74,0,0,0

68,16:45-17:00,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,28.09,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0.77,0,46.78,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,40.74,0,0,0

69,17:00-17:15,0,0,0,39.75,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,42.15,32.96,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,9.68,683.14,9.14,0,20.4,0,0,26.01,0,0.77,0,46.78,62.16,10.53,0,0,47.63,0,26.4,0,18.2,8.87,0,0,0,40.74,0,0,0

70,17:15-17:30,0,0,0,39.75,0,0,20,13.04,26.34,434.65,45.53,92,139.69,20.85,0,42.15,32.96,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,19.35,683.14,9.14,0,20.4,0,0,26.01,0,0.77,0,70.17,62.16,10.53,0,0,47.63,0,26.4,0,18.2,17.75,0,0,0,40.74,0,0,0

71,17:30-17:45,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,683.14,18.27,0,20.4,0,0,26.01,0,0.77,0,93.56,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,41.48,0,0,0

72,17:45-18:00,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,683.14,27.41,0,20.4,0,0,26.01,0,0.77,0,116.95,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,41.37,0,0,0

73,18:00-18:15,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0.77,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,42,0,0,0

74,18:15-18:30,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0.77,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,42,0,0,0

75,18:30-18:45,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0.77,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,42,0,0,0

76,18:45-19:00,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0.77,0,116.95,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,42,0,0,0

77,19:00-19:15,0,0,0,36.43,0,0,20,13.04,39.51,434.65,45.53,92,139.69,20.85,0,28.09,32.96,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,3.82,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,19.35,682.79,27.41,0,20.4,0,0,26.01,0,1.79,0,93.56,62.16,10.53,0,0,35.72,0,26.4,0,18.2,17.75,0,0,0,42,0,0,0

78,19:15-19:30,0,0,0,36.43,0,0,20,13.04,39.51,434.65,45.53,92,139.69,20.85,0,13.99,32.96,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,9.68,682.79,18.27,0,20.4,0,0,26.01,0,1.79,0,70.17,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

79,19:30-19:45,0,0,0,36.43,0,0,20,13.04,26.34,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,682.79,16.51,0,20.4,0,0,26.01,0,1.79,0,46.78,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

80,19:45-20:00,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,329.62,0.77,0,682.79,9.14,0,20.4,0,0,26.01,0,1.79,0,19.7,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

81,20:00-20:15,0,0,0,36.43,0,0,20,6.52,9.33,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,342,0.77,0,682.79,7.92,0,20.4,0,0,26.01,0,1.79,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

82,20:15-20:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,342,0.77,0,682.79,7.92,0,20.4,0,0,26.01,0,1.79,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

83,20:30-20:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,342,0.77,0,682.79,7.92,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

84,20:45-21:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.3,118.76,42.39,0,59.73,0,0,0,0,13.36,342,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

85,21:00-21:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,16.3,118.76,42.39,0,59.73,0,0,0,0,13.36,362.25,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

86,21:15-21:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,3.57,118.76,42.39,0,59.73,0,0,0,0,13.36,379.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,2.4,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

87,21:30-21:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

88,21:45-22:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

89,22:00-22:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

90,22:15-22:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

91,22:30-22:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

92,22:45-23:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,682.79,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

93,23:00-23:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,683.14,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

94,23:15-23:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,683.14,0,0,20.4,0,0,26.01,0,1.54,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

95,23:30-23:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

96,23:45-24:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,18.85,0,0,16.48,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,25.57,388.12,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

