Time,Block,NR/2024/18935/A/12936,NR/2024/18936/A/12935,NR/2024/19209/C,NR/2024/19121/A/13221,NR/2024/18855/A/13227,NR/2024/18976/A/12926,NR/2024/18986/A/13152,NR/2024/18977/A/12925,NR/2024/19075/A/12971,NR/2024/19210/C,NR/2024/18978/A/12924,NR/2024/19024/A/13019,NR/2024/18934/A/12937,NR/2024/19043/A/12984,NR/2024/18919/A/13453,NR/2024/19172/A/13572,NR/2024/19081/A/12968,NR/2024/18996/A/13461,NR/2024/19030/A/12972,NR/2024/19115/A/12963,Total
12,02:45-03:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.630000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.24

13,03:00-03:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

14,03:15-03:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

15,03:30-03:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

16,03:45-04:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

17,04:00-04:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

18,04:15-04:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

19,04:30-04:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

20,04:45-05:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,245.09

21,05:00-05:15,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,0.000000,0.000000,0.000000,0.000000,243.09

22,05:15-05:30,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,0.000000,0.000000,0.000000,0.000000,243.09

23,05:30-05:45,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,0.000000,0.000000,0.000000,0.000000,243.09

24,05:45-06:00,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.480000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,0.000000,0.000000,0.000000,0.000000,243.09

25,06:00-06:15,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.530000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,233.47

26,06:15-06:30,0.000000,0.000000,0,66.930000,0.000000,0.000000,0.530000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,233.47

27,06:30-06:45,0.000000,0.000000,0.37,66.930000,0.000000,0.000000,0.530000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,233.84

28,06:45-07:00,0.000000,0.000000,0.73,66.930000,0.000000,0.000000,0.530000,0.000000,0.000000,45.080000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,234.2

29,07:00-07:15,0.000000,0.000000,1.14,66.930000,0.000000,0.000000,0.680000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,242.31

30,07:15-07:30,0.000000,0.000000,1.66,66.930000,0.000000,0.000000,0.680000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,242.83

31,07:30-07:45,0.000000,0.000000,2.26,66.930000,0.000000,0.000000,0.680000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,243.43

32,07:45:08:00,0.000000,0.000000,2.89,66.930000,0.000000,0.000000,0.680000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,244.06

33,08:00-08:15,0.000000,0.000000,3.51,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,244.97

34,08:15-08:30,0.000000,0.000000,4.12,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,245.58

35,08:30-08:45,0.000000,0.000000,4.68,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,246.14

36,08:45:09:00,0.000000,0.000000,5.18,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,246.64

37,09:00:09:15,0.000000,0.000000,5.79,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,247.25

38,09:15-09:30,0.000000,0.000000,6.39,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,247.85

39,09:30-09:45,0.000000,0.000000,6.92,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,248.38

40,09:45-10:00,0.000000,0.000000,7.37,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,248.83

41,10:00-10:15,5.800000,6.770000,7.77,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,357.19

42,10:15-10:30,5.800000,6.770000,8.08,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,357.5

43,10:30-10:45,5.800000,6.770000,8.39,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,357.81

44,10:45-11:00,5.800000,6.770000,8.63,66.930000,0.000000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,358.05

45,11:00-11:15,5.800000,6.770000,8.79,0.000000,66.930000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,358.21

46,11:15-11:30,5.800000,6.770000,8.86,0.000000,66.930000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,358.28

47,11:30-11:45,5.800000,6.770000,9.02,0.000000,66.930000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,358.44

48,11:45-12:00,5.800000,6.770000,9.15,0.000000,66.930000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,358.57

49,12:00-12:15,5.800000,6.770000,9.34,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,436.15

50,12:15-12:30,5.800000,6.770000,9.16,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.97

51,12:30-12:45,5.800000,6.770000,8.75,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.56

52,12:45-13:00,5.800000,6.770000,9.02,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.83

53,13:00-13:15,5.800000,6.770000,8.97,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.78

54,13:15-13:30,5.800000,6.770000,8.83,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.64

55,13:30-13:45,5.800000,6.770000,8.34,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.15

56,13:45-14:00,5.800000,6.770000,8.34,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,435.15

57,14:00-14:15,5.800000,6.770000,7.97,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,434.78

58,14:15-14:30,5.800000,6.770000,6.99,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,433.8

59,14:30-14:45,5.800000,6.770000,6.35,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,433.16

60,14:45-15:00,5.800000,6.770000,5.95,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,432.76

61,15:00-15:15,5.800000,6.770000,6.06,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,432.87

62,15:15-15:30,5.800000,6.770000,5.45,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,432.26

63,15:30-15:45,5.800000,6.770000,5.26,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,432.07

64,15:45-16:00,5.800000,6.770000,4.75,0.000000,66.930000,24.180000,0.970000,0.000000,19.350000,0.000000,14.510000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,19.350000,48.370000,431.56

65,16:00-16:15,5.800000,6.770000,4.2,0.000000,66.930000,0.000000,0.820000,0.000000,0.000000,52.630000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,406.1

66,16:15-16:30,5.800000,6.770000,3.94,0.000000,66.930000,0.000000,0.820000,0.000000,0.000000,52.630000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,405.84

67,16:30-16:45,5.800000,6.770000,3.26,0.000000,66.930000,0.000000,0.820000,0.000000,0.000000,52.630000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,405.16

68,16:45-17:00,5.800000,6.770000,2.72,0.000000,66.930000,0.000000,0.820000,0.000000,0.000000,52.630000,0.000000,4.840000,4.840000,46.440000,0.000000,116.090000,0.000000,48.370000,0.000000,48.370000,404.62

69,17:00-17:15,0.000000,0.000000,2.21,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,108.930000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,48.370000,0.000000,0.000000,348.05

70,17:15-17:30,0.000000,0.000000,1.64,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,108.930000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,48.370000,0.000000,0.000000,347.48

71,17:30-17:45,0.000000,0.000000,1.17,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,142.790000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,48.370000,0.000000,0.000000,380.87

72,17:45-18:00,0.000000,0.000000,0.77,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,142.790000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,48.370000,0.000000,0.000000,380.47

73,18:00-18:15,0.000000,0.000000,0.45,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,356.35

74,18:15-18:30,0.000000,0.000000,0.21,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,356.11

75,18:30-18:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,355.9

76,18:45-19:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.680000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,0.000000,0.000000,0.000000,0.000000,355.9

77,19:00-19:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.95

78,19:15-19:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.95

79,19:30-19:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.95

80,19:45-20:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.95

81,20:00-20:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.99

82,20:15-20:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.99

83,20:30-20:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.99

84,20:45-21:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,167.360000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,357.99

85,21:00-21:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,135.240000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,325.87

86,21:15-21:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,93.930000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,284.56

87,21:30-21:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,243.26

88,21:45-22:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.770000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,0.000000,116.090000,2.000000,0.000000,0.000000,0.000000,243.26

89,22:00-22:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.89

90,22:15-22:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.89

91,22:30-22:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.89

92,22:45-23:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.730000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.89

93,23:00-23:15,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.630000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.79

94,23:15-23:30,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.630000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.79

95,23:30-23:45,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.630000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.79

96,23:45-24:00,0.000000,0.000000,0,0.000000,66.930000,0.000000,0.630000,0.000000,0.000000,52.630000,0.000000,4.840000,0.000000,0.000000,9.670000,116.090000,2.000000,0.000000,0.000000,0.000000,252.79

