Block,Time Block,DHAULIGNGA,DADRT2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,SINGRAULI_HYDRO,VALLURNTECL,UNCHAHAR1,TALST2,UNCHAHAR4,TANAKPUR,TEHRIPSP,TALA,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,PARBATI2,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND2,RIHAND1,RAPPB,RAPPD,SALAL,SEWA2,SINGRAULI,RIHAND3,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,NLCIIST2,NAPP,NLCTS2EXP,MAPS,NLCEXP,NLCIIST1,NJPC,KHSTPP-II,KKNPPU2,KOTESHWR,KKNP,KUDGI,KISHANGANGA,KOLDAM,JHAJJAR,KHSTPP-I,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.81,524.02,12.53,32.62,45.29,10.41,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.04,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,273.13,42.88,18.03,53.23,0,0,0,0,0,0,0

7,01:30-01:45,40.81,528.01,12.53,32.62,45.29,11.39,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.04,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,330.33,42.88,18.03,53.23,0,0,0,0,0,0,0

8,01:45-02:00,40.81,524.02,12.53,32.62,45.29,11.7,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.04,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,330.79,42.88,18.03,53.23,0,0,0,0,0,0,0

9,02:00-02:15,40.81,524.02,12.53,32.62,45.29,11.78,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.27,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

10,02:15-02:30,40.81,451.17,12.53,32.62,45.29,11.97,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.27,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

11,02:30-02:45,40.81,424.26,12.53,32.62,45.29,14.13,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.27,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

12,02:45-03:00,40.81,356.98,12.53,32.62,45.29,15.61,40.51,0.67,0,20.81,0,3.09,12.55,79.94,22.27,37.45,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,5.48,63.04,120.4,94.5,0,22.48,69.25,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

13,03:00-03:15,40.81,427.17,12.53,32.62,45.29,16.04,40.51,0.67,0,20.81,0,3.09,11.45,79.94,22.27,35.53,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

14,03:15-03:30,40.81,432.49,12.53,32.62,45.29,17.03,40.51,0.67,0,20.81,0,3.09,11.45,79.94,22.17,35.53,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

15,03:30-03:45,40.81,479.07,12.53,32.62,45.29,16.92,40.51,0.67,0,20.81,0,3.09,11.45,79.94,22.17,35.21,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

16,03:45-04:00,40.81,479.07,12.53,32.62,45.29,16.59,40.51,0.67,0,20.81,0,3.09,11.45,79.94,22.17,35.21,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

17,04:00-04:15,40.81,493.49,12.53,32.62,45.29,17.18,40.51,0.65,0,18.5,0,3.09,11.45,0,21.87,35.21,22.68,59.58,0,2.53,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

18,04:15-04:30,40.81,493.49,12.53,32.62,45.29,16.87,40.51,0.65,0,18.5,0,3.09,11.45,0,21.79,35.21,22.68,59.58,0,2.53,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

19,04:30-04:45,40.81,531.1,12.53,32.62,45.29,19.96,40.51,0.65,0,18.5,0,3.09,11.45,0,21.82,35.21,22.68,59.58,0,2.53,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

20,04:45-05:00,40.81,531.1,12.53,32.62,45.29,19.73,40.51,0.65,0,18.5,0,3.09,11.45,0,21.7,35.21,22.68,59.58,0,2.53,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

21,05:00-05:15,40.81,493.49,12.53,32.62,45.29,24.02,40.51,0.65,0,18.5,0,3.09,11.45,0,21.64,35.21,26.08,59.58,0,2.53,42.72,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

22,05:15-05:30,40.81,493.49,12.53,32.62,45.29,23.33,40.51,0.65,0,18.5,0,3.09,11.45,0,21.5,35.21,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,19.5,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

23,05:30-05:45,40.81,531.1,12.53,32.62,45.29,24.02,40.51,0.65,0,20.81,0,3.09,11.45,0,21.47,35.21,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

24,05:45-06:00,40.81,531.1,12.53,32.62,45.29,21.7,40.51,0.65,0,20.81,0,3.09,11.45,0,21.34,35.21,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,11.74,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,324.92,42.88,18.03,53.23,0,0,0,0,0,0,0

25,06:00-06:15,40.81,520.09,12.53,32.62,45.29,21.14,40.51,0.65,0,20.81,0,3.09,11.45,0,21.16,35.53,26.61,59.58,0,2.53,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,381.5,42.88,18.03,53.23,0,0,0,0,0,0,0

26,06:15-06:30,40.81,565.42,12.53,32.62,45.29,23.74,40.51,0.65,0,20.81,0,3.09,11.45,0,21.02,35.53,26.61,59.58,0,2.53,43.25,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,380.4,42.88,18.03,53.23,0,0,0,0,0,0,0

27,06:30-06:45,40.81,509.84,12.53,32.62,45.29,24.02,40.51,0.65,0,18.5,0,3.09,11.45,0,20.88,35.53,24.6,59.58,0,2.53,37.48,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,322.74,42.88,18.03,53.23,0,0,0,0,0,0,0

28,06:45-07:00,40.81,415.77,12.53,32.62,45.29,19.38,40.51,0.65,0,18.5,0,3.09,11.45,0,20.86,35.53,26.61,59.58,0,2.53,40.37,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

29,07:00-07:15,40.81,358.11,12.53,32.62,45.29,19.36,40.51,0.65,0,18.5,0,3.09,11.45,0,22.4,35.53,26.61,59.58,0,3.17,40.37,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

30,07:15-07:30,40.81,300.44,12.53,32.62,45.29,20.61,40.51,0.65,0,18.5,0,3.09,11.45,0,22.43,35.53,26.61,59.58,0,3.38,40.37,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,267.25,42.88,18.03,53.23,0,0,0,0,0,0,0

31,07:30-07:45,40.81,190.74,12.53,32.62,45.29,19.57,40.51,0.65,0,18.5,0,3.09,11.45,0,22.4,35.53,22.68,59.58,0,3.38,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,89.81,0,22.48,64.77,0,95.91,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,81.25,0,9.75,0,0,6.78,8.28,267.25,37.42,15.87,53.23,0,0,0,0,0,0,0

32,07:45-08:00,40.81,94.63,12.53,32.62,45.29,17.97,40.51,0.65,0,14.29,0,3.09,11.45,0,22.4,35.53,17.26,44.68,0,3.6,28.59,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44,5.48,63.04,120.4,94.5,0,22.48,64.77,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,258.6,37.42,15.87,53.23,0,0,0,0,0,0,0

33,08:00-08:15,40.81,65.8,18.8,32.62,45.29,18.57,40.51,0.65,0,14.29,0,3.09,11.45,0,22.13,35.53,17.26,29.79,0,3.6,30.17,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,81.25,0,9.75,0,0,6.78,8.28,234.58,37.42,15.87,53.23,0,0,0,0,0,0,0

34,08:15-08:30,40.81,46.57,18.8,32.62,45.29,19.39,40.51,0.65,0,14.29,0,3.09,11.45,0,22.07,35.53,17.26,14.9,0,3.6,30.17,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,85.1,0,9.75,0,0,6.78,8.28,234.58,37.42,15.87,53.23,0,0,0,0,0,0,0

35,08:30-08:45,40.81,28.31,18.8,32.62,45.29,18.13,40.51,0.65,0,14.29,0,3.09,11.45,0,22.02,35.53,17.26,0,0,3.18,30.17,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,86.06,0,9.75,0,0,6.78,8.28,228.81,37.42,15.87,53.23,0,0,0,0,0,0,0

36,08:45-09:00,40.81,17.74,18.8,32.62,45.29,22.31,40.51,0.65,0,14.29,0,3.09,11.45,0,22.02,35.53,17.26,0,0,3.18,30.17,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,86.06,0,9.75,0,0,6.78,8.28,228.81,37.42,15.87,53.23,0,0,0,0,0,0,0

37,09:00-09:15,40.81,8.13,18.8,32.62,45.29,18.74,40.51,0.65,0,18.5,0,3.09,11.45,0,21.37,35.53,22.68,0,0,3.18,37.48,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.15,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

38,09:15-09:30,40.81,8.13,18.8,32.62,45.29,19.45,40.51,0.65,0,18.5,0,3.09,11.45,0,21.37,35.53,22.68,0,0,3.29,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.15,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

39,09:30-09:45,40.81,65.8,18.8,32.62,45.29,20.32,40.51,0.65,0,18.5,0,3.09,11.45,0,21.62,35.53,22.68,0,0,3.29,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

40,09:45-10:00,40.81,123.46,18.8,32.62,45.29,20.73,40.51,0.65,0,18.5,0,3.09,11.45,0,21.7,35.53,22.68,0,0,3.37,37.48,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,63.65,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,18.03,53.23,0,0,0,0,0,0,0

41,10:00-10:15,40.81,142.68,18.8,32.62,45.29,20.5,40.51,0.65,0,15.34,0,3.09,11.45,0,21.76,35.53,19.12,0,0,3.37,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,62.54,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,13.22,53.23,0,0,0,0,0,0,0

42,10:15-10:30,40.81,161.91,18.8,32.62,45.29,20.14,27.01,0.65,0,15.34,0,3.09,11.45,0,21.76,35.53,19.12,0,0,3.48,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,62.54,0,107.07,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,13.22,53.23,0,0,0,0,0,0,0

43,10:30-10:45,40.81,181.13,18.8,32.62,45.29,17.53,13.5,0.65,0,15.34,0,3.09,11.45,0,26.84,35.53,19.12,0,0,3.58,31.94,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,14.47,53.23,0,0,0,0,0,0,0

44,10:45-11:00,40.81,181.13,18.8,32.62,45.29,17.42,0,0.65,0,15.34,0,3.09,11.45,0,26.84,35.53,19.12,0,0,3.79,31.94,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

45,11:00-11:15,40.81,111.45,0,32.62,45.29,16.78,0,0.63,0,15.34,0,3.09,11.45,0,22.27,35.53,19.12,0,0,3.89,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,329.56,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

46,11:15-11:30,40.81,14.48,0,32.62,45.29,16,0,0.63,0,15.34,0,3.09,11.45,0,22.27,35.53,19.12,0,0,3.89,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,15.87,53.23,0,0,0,0,0,0,0

47,11:30-11:45,40.81,14.48,0,32.62,45.29,18.52,0,0.63,0,15.34,0,3.09,11.45,0,22.27,35.53,19.12,0,0,3.89,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

48,11:45-12:00,40.81,84.16,0,32.62,45.29,19.83,0,0.63,0,15.34,0,3.09,11.45,0,23.11,35.53,19.12,0,0,3.89,31.94,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,61.43,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

49,12:00-12:15,40.81,142.68,0,32.62,45.29,21.98,13.45,0.63,0,20.81,0,3.09,11.45,0,23.11,35.53,26.61,0,0,3.89,43.25,35.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,60.31,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

50,12:15-12:30,40.81,142.68,0,32.62,45.29,24.02,27.01,0.63,0,20.81,0,3.09,11.45,0,23.11,35.53,26.61,0,0,3.89,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,60.31,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

51,12:30-12:45,40.81,142.68,0,32.62,45.29,22.56,40.51,0.63,0,20.81,0,3.09,11.45,0,24.3,35.53,26.61,0,0,3.89,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,58.08,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

52,12:45-13:00,40.81,142.68,0,32.62,45.29,22.16,40.51,0.63,0,20.81,0,3.09,11.45,0,24.3,35.53,26.61,0,0,3.89,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,58.08,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

