Block,Time,CHAMERA1,DHAULIGNGA,KHSTPP-I,NTPL,PARBATI2,RAPPD,RIHAND1,SIMHST1,URI2,JHAJJAR,KUDGI,NJPC,RAPPC,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ANTA_RF,RIHAND2,SALAL,SEWA2,SIMHST2,SINGRAULI,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA2,CHAMERA3,KGSU1AND2,KISHANGANGA,KOLDAM,NLCTS2EXP,TALST2,TANAKPUR,UNCHAHAR1,AURY_CRF,DADRI_CRF,BSIUL,DADRT2,DULHASTI,NAPP,NLCEXP,NLCIIST1,RSTPSU7,TALA,ANTA_GF,ANTA_LF,BRBCL,KKNPPU2,MAPS,NLCIIST2,NNTPP,RIHAND3,RSTPSU1TO6,TANDA2,TelanganaSTPP,VALLURNTECL,DADRI_LF,FSTPP I & II,KGSU3AND4,KOTESHWR,PARBATI3,RAMPUR,RAPPB,SASAN,TEHRI,URI,ANTA_CRF,AURY_GF,KHSTPP-II,KKNP,AURY_LF
6,01:15-01:30,42.15,32.83,45.53,0,41.33,19.86,97.23,0,0,605.67,0,180.89,68.56,1.15,45,27.68,3.2,51.17,124.58,66.82,6.3,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,6.52,573.92,58.69,25.11,0,0,0,19.73,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,10.43,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

7,01:30-01:45,42.15,32.83,45.53,0,41.33,19.86,97.23,0,0,605.67,0,180.89,68.56,1.15,45,27.68,3.2,51.17,124.58,79.01,6.3,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,6.52,573.92,58.69,25.11,0,0,0,19.73,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,10.43,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

8,01:45-02:00,42.15,32.83,45.53,0,41.33,19.86,97.23,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,51.17,124.58,79.01,5.58,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,6.52,573.92,58.69,25.11,0,0,0,19.73,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,10.43,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

9,02:00-02:15,23.7,32.83,45.53,0,41.33,19.86,97.23,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,51.83,124.58,84.24,5.21,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,11.53,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

10,02:15-02:30,23.7,32.83,45.53,0,41.33,19.86,97.23,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,51.83,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,11.53,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

11,02:30-02:45,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,51.83,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,11.53,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

12,02:45-03:00,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,51.83,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,11.53,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

13,03:00-03:15,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,28.41,0,0,0,148.3,0,0

14,03:15-03:30,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,28.41,0,0,0,148.3,0,0

15,03:30-03:45,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

16,03:45-04:00,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,6.98,0,414,29.61,0,0,0,148.3,0,0

17,04:00-04:15,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

18,04:15-04:30,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

19,04:30-04:45,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

20,04:45-05:00,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,84.24,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.76,21.64,0,0,13.04,573.92,58.69,25.11,0,0,0,14.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

21,05:00-05:15,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,19.43,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

22,05:15-05:30,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,19.43,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

23,05:30-05:45,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,20.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

24,05:45-06:00,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.15,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,20.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

25,06:00-06:15,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,20.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

26,06:15-06:30,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,20.58,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

27,06:30-06:45,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,23.52,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

28,06:45-07:00,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,52.22,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,9.59,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.46,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

29,07:00-07:15,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.83,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,7.19,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.46,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

30,07:15-07:30,23.7,32.83,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.83,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,4.79,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.46,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

31,07:30-07:45,23.7,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.83,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,1.93,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.46,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

32,07:45-08:00,23.7,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.83,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,1.93,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.46,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,29.61,0,0,0,148.3,0,0

33,08:00-08:15,23.7,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,1.93,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,0,0,0,0,148.3,0,0

34,08:15-08:30,12.25,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,1.93,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,414,0,0,0,0,148.3,0,0

35,08:30-08:45,12.25,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,35.03,0,0,1.93,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,416.25,0,0,0,0,148.3,0,0

36,08:45-09:00,12.25,10.95,45.53,0,41.33,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,76.69,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,13.04,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,42.96,6.98,0,416.25,0,0,0,0,148.3,0,0

37,09:00-09:15,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.01,23.02,6.98,0,416.25,0,0,0,0,148.3,0,0

38,09:15-09:30,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.01,23.02,6.98,0,416.25,0,0,0,0,148.3,0,0

39,09:30-09:45,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.01,23.02,6.98,0,416.25,0,0,0,0,148.3,0,0

40,09:45-10:00,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.01,23.02,6.98,0,416.25,0,0,0,0,148.3,0,0

41,10:00-10:15,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.59,23.02,6.98,0,416.25,0,0,0,0,148.3,0,0

42,10:15-10:30,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,53.45,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.59,23.02,6.98,0,416.25,0,12.15,0,0,148.3,0,0

43,10:30-10:45,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.59,23.02,6.98,0,416.25,0,12.15,0,0,148.3,0,0

44,10:45-11:00,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,51.17,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,19.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,11.59,23.02,6.98,0,416.25,0,12.15,0,0,148.3,0,0

45,11:00-11:15,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,50.51,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,10.11,12.15,0,0,148.3,0,0

46,11:15-11:30,0,10.95,45.53,0,26.3,19.86,47.55,0,0,670.67,0,180.89,68.56,1.13,45,27.68,3.2,50.51,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,19.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,19.74,12.15,0,0,148.3,0,0

47,11:30-11:45,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,50.51,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,0,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.2,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

48,11:45-12:00,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,50.51,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,0,1.93,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,19.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

49,12:00-12:15,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.86,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,2.87,3.88,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.2,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

50,12:15-12:30,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.86,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,5.75,7.19,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,19.7,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

51,12:30-12:45,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.86,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,8.63,9.59,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

52,12:45-13:00,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.86,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,8.63,9.59,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,12.15,0,0,148.3,0,0

53,13:00-13:15,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.86,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,8.63,9.59,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

54,13:15-13:30,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.2,124.58,80.18,0,0,135.57,80.77,0,101.83,48.81,23.33,0,8.63,9.59,0,0,4.48,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

55,13:30-13:45,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.2,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,8.63,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

56,13:45-14:00,0,10.95,45.53,0,26.3,19.86,47.55,0,16.06,670.67,0,180.89,68.56,1.13,45,27.68,3.2,49.2,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,8.63,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

57,14:00-14:15,0,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,180.89,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,25.73,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

