Block,Time,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/19072037/LT-05,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/R2,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07
6,01:15-01:30,21.780000,30.910000,100.640000,24.150000,10.610000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,262.270000,0.000000,0.000000,8.830000,14.380000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,32.67,0,0,10.01,0,0,0,0,54.5,15.66,32.67,0,18.17,0,18.16,0,0,0,0,0

7,01:30-01:45,21.780000,30.910000,100.640000,24.150000,10.610000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,262.270000,0.000000,0.000000,8.830000,14.380000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,32,0,0,9.81,0,0,0,0,55.5,13.34,32,0,18.5,0,18.5,0,0,0,0,0

8,01:45-02:00,21.780000,30.910000,100.640000,24.150000,10.610000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,262.270000,0.000000,0.000000,8.830000,14.380000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,31.67,0,0,9.41,0,0,0,0,57,12.66,31.67,0,19,0,19,0,0,0,0,0

9,02:00-02:15,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,262.270000,0.000000,0.000000,8.730000,14.200000,24.150000,16.110000,24.150000,10.100000,0.000000,87.130000,0,31,0,0,9.21,0,0,0,0,45,12,31,0,15,0,15,0,0,0,0,0

10,02:15-02:30,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,262.270000,0.000000,0.000000,8.730000,14.200000,24.150000,16.110000,24.150000,10.100000,0.000000,87.130000,0,30,0,0,9.01,0,0,0,0,44,11.66,30,0,14.67,0,14.66,0,0,0,0,0

11,02:30-02:45,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.730000,14.200000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,29.33,0,0,9.01,0,0,0,0,42.5,10,29.33,0,14.17,0,14.16,0,0,0,0,0

12,02:45-03:00,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,38.640000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.730000,14.200000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,28.33,0,0,9.01,0,0,0,0,42,9.34,28.33,0,14,0,14,0,0,0,0,0

13,03:00-03:15,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.640000,14.020000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,33.33,0,0,9.01,0,0,0,0,47.5,11.66,33.33,0,15.83,0,15.84,0,0,0,0,0

14,03:15-03:30,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.640000,14.020000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,33.33,0,0,9.21,0,0,0,0,48,11.66,33.33,0,16,0,16,0,0,0,0,0

15,03:30-03:45,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.640000,14.020000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,33.33,0,0,8.81,0,0,0,0,49,11.66,33.33,0,16.33,0,16.34,0,0,0,0,0

16,03:45-04:00,21.780000,30.910000,100.640000,24.150000,10.220000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.640000,14.020000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,33.33,0,0,8.21,0,0,0,0,49,11.66,33.33,0,16.33,0,16.34,0,0,0,0,0

17,04:00-04:15,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.450000,13.830000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,40,0,0,7.61,0,0,0,0,49.5,11.66,40,0,16.5,0,16.5,0,0,0,0,0

18,04:15-04:30,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.450000,13.830000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,40,0,0,7.21,0,0,0,0,50.5,11.66,40,0,16.83,0,16.84,0,0,0,0,0

19,04:30-04:45,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.450000,13.830000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,30,0,0,7.01,0,0,0,0,42.5,11.66,30,0,14.17,0,14.16,0,0,0,0,0

20,04:45-05:00,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.450000,13.830000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,30,0,0,7.01,0,0,0,0,43,12,30,0,14.33,0,14.34,0,0,0,0,0

21,05:00-05:15,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.270000,13.650000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,29.33,0,0,7.01,0,0,0,0,44,12,29.33,0,14.67,0,14.66,0,0,0,0,0

22,05:15-05:30,21.780000,30.910000,100.640000,24.150000,9.830000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,231.840000,0.000000,0.000000,8.270000,13.650000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,0,30.67,0,0,7.01,0,0,0,0,44.5,12,30.67,0,14.83,0,14.84,0,0,0,0,0

23,05:30-05:45,21.780000,30.910000,100.640000,24.150000,10.610000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,0.000000,0.000000,8.270000,13.650000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,1.217375,31.67,0,0,7.01,0,0,0,0,46,12,31.67,0,15.33,0,15.34,0,0,0,0,0

24,05:45-06:00,21.780000,30.910000,100.640000,24.150000,10.610000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,0.000000,0.000000,8.270000,13.650000,24.150000,16.110000,24.150000,10.410000,0.000000,87.130000,2.551618,32,0.18,0,7.01,0,0,0.89,0,47.5,12.34,32,0,15.83,0,15.84,0.18,0.2,0,0,0

25,06:00-06:15,21.780000,30.910000,100.640000,24.150000,10.370000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,0.000000,0.000000,8.090000,13.470000,24.150000,16.110000,24.150000,10.340000,0.000000,87.130000,5.005846,32.67,0.92,6.94,7.01,0,9.54,4.63,1,49,12.66,32.67,0,16.33,0,16.34,1.66,1,1,0,1

26,06:15-06:30,21.780000,30.910000,100.640000,24.150000,10.370000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,0.110000,0.110000,8.090000,13.470000,24.150000,16.110000,24.150000,10.340000,0.110000,87.130000,9.222833,33.33,1.93,10.1,7.01,1,19.92,9.67,1,49.5,13,33.33,0,16.5,0,16.5,3.79,2,2,2,4

27,06:30-06:45,21.780000,30.910000,100.640000,24.150000,10.370000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,0.790000,0.790000,8.090000,13.470000,24.150000,16.110000,24.150000,10.340000,0.810000,87.130000,14.02416,34,3.04,14.55,7.01,3,27.04,15.21,3,50.5,13.34,34,0,16.83,0,16.84,6.53,5,5,6,7

28,06:45-07:00,21.780000,30.910000,100.640000,24.150000,10.370000,48.300000,48.300000,30.910000,0.000000,0.000000,115.490000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,208.660000,1.270000,1.270000,8.090000,13.470000,24.150000,16.110000,24.150000,10.340000,1.300000,87.130000,19.653302,35,4.41,20.72,7.01,4,32.57,22.06,6,52.5,14.66,35,0,17.5,0,17.5,9.75,6,8,11,14

29,07:00-07:15,21.780000,30.910000,100.640000,24.150000,10.370000,48.300000,48.300000,9.610000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,30.790000,24.150000,273.140000,0.000000,160.360000,1.870000,1.870000,7.890000,13.190000,24.150000,12.310000,24.150000,10.100000,1.920000,62.980000,25.954435,26.67,6.36,31.5,7.01,5,31.49,31.83,9,40,11.34,26.67,0,13.33,0,13.34,13.94,8,11,20,21

30,07:15-07:30,21.780000,20.260000,100.640000,24.150000,10.370000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,30.790000,24.150000,273.140000,0.000000,131.780000,2.590000,2.590000,7.890000,13.190000,24.150000,12.310000,24.150000,10.100000,2.650000,57.670000,32.654867,27.33,8.85,29.48,7.01,8,29.49,44.25,15,41,11.66,27.33,0,13.67,0,13.66,18.06,12.86,16,29.48,35

31,07:30-07:45,21.780000,20.260000,100.640000,24.150000,10.370000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,30.790000,24.150000,273.140000,0.000000,131.780000,3.410000,3.410000,7.890000,13.190000,24.150000,12.310000,24.150000,10.100000,3.500000,57.670000,38.907305,28.33,11.75,31.48,7.01,12,31.49,58.77,21,42.5,12,28.33,0,14.17,0,14.16,23.11,16.18,23,31.48,49

32,07:45:08:00,21.780000,20.260000,100.640000,24.150000,10.370000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,125.580000,4.540000,4.540000,7.890000,13.190000,24.150000,12.310000,24.150000,10.100000,4.650000,57.670000,45.880429,29.33,14.95,32.17,7.01,15,32.16,74.78,27,44,12.66,29.33,0,14.67,0,14.66,27.79,20.09,31,32.17,63

33,08:00-08:15,21.780000,20.260000,71.660000,24.150000,10.220000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,111.090000,5.640000,5.640000,7.810000,13.190000,24.150000,12.310000,24.150000,10.100000,5.790000,57.670000,53.019116,31.33,18.39,32.33,7.01,18,32.34,91.94,33,40.5,13.34,31.33,0,13.5,0,13.5,33.82,23.19,37,32.33,77

34,08:15-08:30,21.780000,20.260000,53.130000,24.150000,10.220000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,111.090000,6.790000,6.790000,7.810000,13.190000,24.150000,12.310000,24.150000,10.100000,6.960000,57.670000,60.294149,32.67,21.9,32.83,7.01,22,32.84,109.53,39,41.5,14,32.67,0,13.83,0,13.84,39.51,26.41,43,32.83,91

35,08:30-08:45,21.780000,20.260000,53.130000,24.150000,10.220000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,111.090000,7.860000,7.860000,7.810000,13.190000,24.150000,12.310000,24.150000,10.100000,8.060000,57.670000,67.306229,31.67,25.26,32.83,7.01,25,32.84,126.29,45,43.5,11.66,31.67,0,14.5,0,14.5,48.26,29.39,50,32.83,105

36,08:45:09:00,21.780000,20.260000,53.130000,24.150000,10.220000,48.300000,48.300000,20.260000,0.000000,0.000000,66.270000,67.620000,38.640000,24.150000,31.290000,24.150000,273.140000,0.000000,111.090000,8.880000,8.880000,7.810000,13.190000,24.150000,12.310000,24.150000,10.100000,9.100000,57.670000,74.201441,31.67,28.38,33,7.01,28,33,141.88,51,47.5,11.66,31.67,0,15.83,0,15.84,55.62,31.9,57,33,119

37,09:00:09:15,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,24.150000,29.270000,24.150000,231.840000,0.000000,111.090000,9.870000,9.870000,7.710000,13.000000,0.000000,12.310000,24.150000,9.950000,10.120000,57.670000,80.483096,36.67,31.18,33,7.01,32,33,155.9,58,35,13.34,36.67,0,11.67,0,11.66,62.55,34.38,63,33,137

38,09:15-09:30,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,24.150000,30.270000,24.150000,193.200000,0.000000,111.090000,11.220000,11.220000,7.710000,13.000000,0.000000,12.310000,24.150000,9.950000,11.500000,57.670000,86.638144,39.33,34,33,7.01,35,33,169.99,64,35,14.34,39.33,0,11.67,0,11.66,69.02,37.28,70,33,151

39,09:30-09:45,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,24.150000,30.270000,24.150000,150.220000,0.000000,157.840000,12.180000,12.180000,7.710000,13.000000,0.000000,16.110000,24.150000,9.950000,12.480000,57.670000,92.471805,42,36.71,33,7.01,37,33,183.53,69,52,16,42,0,17.33,0,17.34,75.03,39.16,75,33,161

40,09:45-10:00,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,24.150000,31.290000,24.150000,150.220000,0.000000,157.840000,13.040000,13.040000,7.710000,13.000000,0.000000,16.110000,24.150000,9.950000,13.360000,57.670000,98.061991,45.33,39.37,33,7.01,40,33,196.86,73,56.5,17.66,45.33,0,18.83,0,18.84,80.37,41.08,80,33,172

41,10:00-10:15,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,29.770000,0.000000,150.220000,0.000000,156.700000,13.780000,13.780000,7.710000,12.820000,0.000000,16.110000,0.000000,10.260000,14.120000,57.670000,102.590626,50,41.69,33,7.01,42,33,208.43,76,62,20.34,50,0,20.67,0,20.66,85,42.66,85,33,179

42,10:15-10:30,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.270000,0.000000,150.220000,0.000000,156.700000,14.460000,14.460000,7.710000,12.820000,0.000000,16.110000,0.000000,10.260000,14.820000,57.670000,106.086927,55.33,43.78,33,7.01,44,33,218.91,79,68,22.34,55.33,0,22.67,0,22.66,89.2,44.08,88,33,186

43,10:30-10:45,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,150.220000,0.000000,156.700000,15.060000,15.060000,7.710000,12.820000,0.000000,16.110000,0.000000,10.260000,15.430000,57.670000,107.839947,61,45.78,33,7.01,45,33,228.93,81,75,25,61,0,25,0,25,91.54,44,91,33,189

44,10:45-11:00,21.780000,20.260000,53.130000,24.150000,10.220000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,150.220000,0.000000,156.700000,15.580000,15.580000,7.710000,12.820000,0.000000,16.110000,0.000000,10.260000,15.970000,57.670000,110.790864,65.67,46.67,33,7.01,47,33,233.33,82,83,27,65.67,0,27.67,0,27.66,92.38,44.5,93,33,193

45,11:00-11:15,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,150.220000,0.000000,156.700000,16.020000,16.020000,7.620000,12.540000,0.000000,16.110000,0.000000,10.260000,16.420000,57.670000,113.303526,71,46.67,33,7.61,47,33,233.33,82,93,28.34,71,0,31,0,31,92.49,44.5,93,33,193

46,11:15-11:30,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,193.200000,0.000000,156.700000,16.310000,16.310000,7.620000,12.540000,0.000000,16.110000,0.000000,10.260000,16.720000,57.670000,115.037068,74.67,46.67,33,8.61,47,33,233.33,82,104,29.66,74.67,0,34.67,0,34.66,92.45,44.5,93,33,193

47,11:30-11:45,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,231.840000,0.000000,156.700000,16.560000,16.560000,7.620000,12.540000,0.000000,16.110000,0.000000,10.260000,16.980000,57.670000,114.082646,78.33,46.67,33,8.81,47,33,233.33,82,116,30.66,78.33,0,38.67,0,38.66,92.53,45,93,33,193

48,11:45-12:00,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,231.840000,0.000000,156.700000,16.560000,16.560000,7.620000,12.540000,0.000000,16.110000,0.000000,10.260000,16.980000,57.670000,112.748403,79,46.67,33,9.81,47,33,233.33,82,121,31.66,79,0,40.33,0,40.34,92.71,45,93,33,193

49,12:00-12:15,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,156.700000,16.560000,16.560000,7.620000,12.360000,0.000000,16.110000,0.000000,10.100000,16.980000,57.670000,111.638157,80.33,46.67,33,25.01,47,33,233.33,82,124,32.66,80.33,0,41.33,0,41.34,92.81,45,93,33,193

50,12:15-12:30,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,156.700000,16.560000,16.560000,7.620000,12.360000,0.000000,16.110000,0.000000,10.100000,16.980000,57.670000,108.716457,81.67,46.67,33,25.01,47,33,233.33,82,125,32.66,81.67,0,41.67,0,41.66,92.77,45,93,33,193

51,12:30-12:45,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,185.680000,16.560000,16.560000,7.620000,12.360000,0.000000,16.110000,0.000000,10.100000,16.980000,57.670000,110.070178,83,46.67,33,24.61,47,33,233.33,82,125,33,83,0,41.67,0,41.66,92.72,45,93,33,193

52,12:45-13:00,21.780000,20.260000,53.130000,24.150000,9.830000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,185.680000,16.560000,16.560000,7.620000,12.360000,0.000000,16.110000,0.000000,10.100000,16.980000,57.670000,111.063556,83.33,46.67,33,24.21,47,33,233.33,82,125,33.34,83.33,0,41.67,0,41.66,92.67,45,93,33,193

53,13:00-13:15,21.780000,20.260000,53.130000,24.150000,10.370000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,156.700000,16.560000,16.560000,7.710000,12.360000,0.000000,16.110000,0.000000,10.260000,16.980000,57.670000,111.073295,83.33,46.67,33,23.81,47,33,233.33,82,125,34.34,83.33,0,41.67,0,41.66,92.56,45,93,33,193

54,13:15-13:30,21.780000,20.260000,53.130000,24.150000,10.370000,0.000000,0.000000,20.260000,0.000000,0.000000,66.270000,67.620000,0.000000,0.000000,30.780000,0.000000,273.140000,0.000000,156.700000,16.440000,16.440000,7.710000,12.360000,0.000000,16.110000,0.000000,10.260000,16.850000,57.670000,110.040961,83.33,46.67,33,23.41,47,33,233.33,82,125,36,83.33,0,41.67,0,41.66,92.56,45,93,33,193

