Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/07/2729,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,GNA/NR/2024/08/07/8214,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/15082024/APL-Raigarh,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12
7,01:30-01:45,0,0,0,0,0,0,0,0,0,96.55,0,0,73.33,73.33,32.18,26.66,32.19,100.31,38.52,0,5.74,70.17,0,0,19.12,48.14,0,0,48.14,125.18,272.26,192.58,0,29.27,0,76.35,261.43,0,32,4.14,0,12.4,7.01,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,96.68,0,0,73.33,73.33,32.23,26.66,32.22,100.31,38.52,0,5.74,70.17,0,0,19.12,48.14,0,0,48.14,125.18,272.26,192.58,0,29.27,0,76.35,261.43,0,32,4.14,0,12.4,7.01,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,105,0,0,73.33,73.33,35,26.66,35,71.43,38.52,0,5.74,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,29.27,0,86.85,246.1,0,26.9071,4.14,26.9071,12.4,7.01,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,105,0,0,73.33,73.33,35,26.66,35,52.96,38.52,0,5.74,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,29.27,0,76.35,241.28,0,26.9071,4.14,26.9071,12.4,7.01,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,105,0,0,76.67,76.67,35,28.34,35,52.96,38.52,0,5.74,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,76.35,225.88,0,26.9071,4.14,26.9071,12.4,7.01,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,105,0,0,76.67,76.67,35,28.34,35,52.96,38.52,0,5.74,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,76.35,225.88,0,26.9071,4.14,26.9071,12.4,7.01,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,105,0,0,76.67,76.67,35,28.34,35,52.96,0,0,5.56,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,76.35,231.65,0,26.9071,4.14,26.9071,12.4,7.01,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,105,0,0,76.67,76.67,35,28.34,35,52.96,0,0,5.56,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,76.35,231.65,0,26.9071,4.14,26.9071,12.4,7.01,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,105.26,0,0,76.67,76.67,35.09,28.34,35.09,52.96,0,0,5.56,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,183.51,0,26.9071,4.14,26.9071,12.4,7.01,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,106.78,0,0,76.67,76.67,35.6,28.34,35.59,52.96,0,0,5.56,70.17,0,0,18.66,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,175.86,0,26.9071,4.14,26.9071,12.4,7.01,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.56,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,189.34,0,26.9071,4.14,26.9071,12.4,7.01,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.56,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,195.12,0,26.9071,4.14,26.9071,12.4,7.01,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.56,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,225.88,0,26.9071,4.14,26.9071,12.4,7.01,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.56,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,225.88,0,26.9071,4.14,26.9071,12.4,7.01,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.37,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,177.73,0,26.9071,4.14,26.9071,12.4,7.01,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.37,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,170.09,0,26.9071,4.14,26.9071,12.4,7.01,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,52.96,0,0,5.37,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,195.12,0,26.9071,4.14,26.9071,12.4,7.01,0

24,05:45-06:00,0,0,0.48,0,0,0,0,0,0,110,0,0,76.67,76.67,36.67,28.34,36.66,81.85,0,0,5.37,70.17,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,57.49,224.89,0,26.9071,4.14,26.9071,12.4,7.01,0

25,06:00-06:15,9.93,1,1.26,0.41,1,1,1,0.82,0,97.5,0,10.03,76.67,76.67,32.5,28.34,32.5,100.31,0,0,5.19,115.07,0,0,18.2,48.14,0,0,48.14,0,272.26,192.58,0,0,0,63.15,261.43,0,26.9071,4.14,26.9071,12.4,7.01,2.05

26,06:15-06:30,15.63,1,3.63,0.92,4,2,2,2.92,1,97.5,1,15.79,76.67,76.67,32.5,28.34,32.5,100.31,0,0,5.19,70.17,0,0,18.2,48.14,0,0.33,48.14,0,272.26,192.58,0,0,0.33,63.15,261.43,0.34,26.9071,4.14,26.9071,12.4,7.01,4.63

27,06:30-06:45,25.63,3,7.17,1.66,7,5,3,4.94,3,97.5,5,25.89,76.67,76.67,32.5,25,32.5,100.31,0,0,5.19,70.17,0,0,18.2,48.14,0,0.67,48.14,0,272.26,192.58,0,0,0.67,63.15,261.43,0.69,26.9071,4.14,26.9071,12.4,7.01,8.31

28,06:45-07:00,33,6,11.71,2.77,14,8,5,7.94,4,97.5,12,33,76.67,76.67,32.5,25,32.5,100.31,0,0,5.19,70.17,0,0,18.2,48.14,0,1,48.14,0,272.26,192.58,0,0,1,63.15,213.28,1.03,26.9071,4.14,26.9071,12.4,7.01,13.83

29,07:00-07:15,33,9,16.9,3.8,21,10,7,11,5,97.5,20,33,76.67,76.67,32.5,25,32.5,100.31,0,0,5,70.17,0,0,18.2,48.14,0,1.46,48.14,0,272.26,192.58,0,0,1.46,63.15,201.11,1.5,26.9071,4.14,26.9071,12.4,7.01,18.99

30,07:15-07:30,33,12,22.32,5.65,28,12,7.5,14,6,97.5,30,33,76.67,76.67,32.5,25,32.5,100.31,0,0,5,70.17,0,0,18.2,48.14,0,1.87,48.14,0,272.26,192.58,0,0,1.87,57.49,152.97,1.92,26.9071,4.14,26.9071,12.4,7.01,28.23

31,07:30-07:45,32.67,16,27.11,6.15,39,15,8,17,7,97.5,32.67,32.66,76.67,76.67,32.5,25,32.5,71.43,0,0,5,70.17,0,0,18.2,48.14,0,2.36,48.14,0,272.26,192.58,0,28.26,2.36,57.49,165.57,2.43,26.9071,4.14,26.9071,12.4,7.01,30.75

32,07:45-08:00,33,21,33.08,6.78,49,18,9,21,8,97.5,33,33,76.67,76.67,32.5,25,32.5,52.96,0,0,5,70.17,0,0,18.2,48.14,0,2.76,48.14,0,272.26,192.58,0,28.26,2.76,57.49,165.57,2.83,26.9071,4.14,26.9071,12.4,7.01,33.93

33,08:00-08:15,33,22,39.44,9.16,53,26,12,23,12,97.5,33,33,76.67,76.67,32.5,25,32.5,52.96,0,0,4.81,70.17,0,0,18.2,48.14,0,2.92,48.14,0,272.26,192.58,0,29.27,2.92,57.49,165.57,2.98,26.9071,4.14,26.9071,12.4,7.01,45.81

34,08:15-08:30,33,27,46.25,11.68,63,32,15,30,15,97.5,33,33,76.67,76.67,32.5,25,32.5,52.96,0,0,4.81,70.17,0,0,18.2,48.14,0,2.96,48.14,0,272.26,192.58,0,29.27,2.96,57.49,165.57,3.02,26.9071,4.14,26.9071,12.4,7.01,58.4

35,08:30-08:45,33,27,47.23,11.41,63,32,15,30,15,97.5,33,33,76.67,76.67,32.5,25,32.5,52.96,0,0,4.81,70.17,0,0,18.2,48.14,0,3.19,48.14,0,231.1,192.58,0,29.27,3.19,57.49,117.43,3.27,26.9071,4.14,26.9071,12.4,7.01,57.06

36,08:45-09:00,33,31,47.5,13.22,74,36,17,32,17,97.5,33,33,76.67,76.67,32.5,25,32.5,52.96,0,0,4.81,70.17,0,0,18.2,48.14,0,3.36,48.14,0,192.58,192.58,0,29.27,3.36,57.49,109.77,3.44,26.9071,4.14,26.9071,12.4,7.01,66.11

37,09:00-09:15,33,33,43.75,14.69,77,37,17,35,18,97.5,33,33,76.67,76.67,32.5,30.66,32.5,52.96,0,0,4.63,70.17,0,0,18.2,0,0,3.69,0,0,149.74,0,0,28.26,3.69,57.49,109.77,3.78,26.9071,4.14,26.9071,12.4,7.01,73.46

38,09:15-09:30,33,39,42.78,15.87,91,43,20,38,20,97.5,33,33,76.67,76.67,32.5,31,32.5,52.96,0,0,4.63,70.17,0,0,18.2,0,0,4.4,0,0,149.74,0,0,29.27,4.4,57.49,109.77,4.52,26.9071,4.14,26.9071,12.4,7.01,79.35

39,09:30-09:45,33,40,49.04,16.78,95,43,11,23,20,97.5,33,33,81.67,81.67,32.5,31,32.5,52.96,0,0,4.63,70.17,0,0,18.2,0,0,5,0,0,149.74,0,0,28.26,5,57.49,109.77,5.12,26.9071,4.14,26.9071,12.4,7.01,83.88

40,09:45-10:00,33,43,55.8,18.2,102,47,14,23,23,97.5,33,33,81.67,81.67,32.5,31.34,32.5,52.96,0,0,4.63,70.17,0,0,18.2,0,0,5.98,0,0,192.58,0,0,29.27,5.98,57.49,109.77,6.12,26.9071,4.14,26.9071,12.4,7.01,91.01

41,10:00-10:15,33,39,62.87,18.19,91,43,20,37,20,102.5,33,33,81.67,81.67,34.17,31.66,34.16,52.96,0,0,4.63,70.17,0,0,0,0,0,6.37,0,0,231.1,0,0,29.27,6.37,57.49,109.77,6.53,26.9071,5.57,26.9071,12.4,7,90.94

42,10:15-10:30,33,42,69.86,17.93,98,46,21,40,22,102.5,33,33,82.33,82.33,34.17,31.66,34.16,52.96,0,0,4.63,70.17,0,0,0,0,0,6.96,0,0,231.1,0,0,29.27,6.96,57.49,138.66,7.14,26.9071,6.1,26.9071,12.4,7,89.65

43,10:30-10:45,33,45,67.85,17.26,105,44,23,42,21,102.5,33,33,82,82,34.17,31.66,34.16,52.96,0,0,4.63,70.17,0,0,0,0,0,7.36,0,0,272.26,0,0,27.75,7.36,57.49,170.09,7.54,26.9071,6.8,26.9071,12.4,7,86.27

44,10:45-11:00,33,48,72.99,16.86,112,47,25,42,23,102.5,33,33,81.33,81.33,34.17,31.66,34.16,52.96,0,0,4.63,70.17,0,0,0,0,0,7.94,0,0,272.26,0,0,27.75,7.94,57.49,189.34,8.15,26.9071,7.33,26.9071,12.4,7,84.29

45,11:00-11:15,33,48,77.77,17.21,112,44,25,43,21,102.5,33,33,82.33,82.33,34.17,31.66,34.16,52.96,0,0,4.72,70.17,0,0,12.23,0,0,8.34,0,0,272.26,0,0,27.75,8.34,57.49,225.88,8.55,26.9071,8.04,26.9071,12.4,7,86.04

46,11:15-11:30,33,51,82.33,17.44,119,47,26,43,23,102.5,33,33,82.67,82.67,34.17,31.66,34.16,52.96,0,0,4.72,70.17,0,0,12.23,0,0,8.87,0,0,272.26,0,0,27.75,8.87,57.49,225.88,9.09,26.9071,8.57,26.9071,12.4,7,87.19

47,11:30-11:45,33,48,83.12,17.5,112,47,29,67,23,102.5,33,33,82.33,82.33,34.17,31.66,34.16,52.96,0,0,4.72,70.17,0,0,12.23,0,0,9.56,0,0,272.26,0,0,27.25,9.56,57.49,225.88,9.8,26.9071,9.1,26.9071,12.4,7,87.5

48,11:45-12:00,33,51,83.6,18,119,49,30,70,23,102.5,33,33,81.67,81.67,34.17,31.66,34.16,52.96,0,0,4.72,70.17,0,0,12.23,0,0,9.56,0,0,272.26,0,0,28.76,9.56,57.49,225.88,9.8,26.9071,9.81,26.9071,12.4,7,90

49,12:00-12:15,33,40,83.62,18.67,95,41,36,70,19,107.5,33,33,81.67,81.67,35.83,35.66,35.84,52.96,0,0,5,70.17,0,0,14.98,0,0,9.56,0,0,272.26,0,0,28.76,9.56,57.49,225.88,9.8,26.9071,10.34,26.9071,12.4,7,93.33

50,12:15-12:30,33,45,83.04,19.46,105,43,38,70,21,107.5,33,33,81.67,81.67,35.83,35.66,35.84,52.96,0,0,5,70.17,0,0,14.98,0,0,9.56,0,0,272.26,0,0,28.76,9.56,57.49,225.88,9.8,26.9071,11.05,26.9071,12.4,7,97.3

51,12:30-12:45,33,40,78.68,28.77,95,37,41,83,18,107.5,33,33,81.67,81.67,35.83,35,35.84,52.96,0,0,5,70.17,0,0,14.98,0,0,13.02,0,0,272.26,0,0,28.76,13.02,57.49,225.88,13.36,26.9071,12.05,26.9071,12.4,7,143.86

52,12:45-13:00,33,42,73.75,29.64,98,39,41,83,19,107.5,33,33,82,82,35.83,35,35.84,52.96,0,0,5,70.17,0,0,14.98,0,0,13.05,0,0,272.26,0,0,28.76,13.05,57.49,225.88,13.37,26.9071,11.83,26.9071,12.4,7,148.22

53,13:00-13:15,33,43,68.29,29.62,102,44,35,70,21,107.5,33,33,82,82,35.83,34.66,35.84,52.96,0,0,5,70.17,0,0,18.66,0,0,13,0,0,272.26,0,0,28.76,13,57.49,177.73,13.33,26.9071,11.83,26.9071,12.4,7,148.08

54,13:15-13:30,33,45,62.7,29.79,105,47,35,67,23,107.5,33,33,82,82,35.83,34.66,35.84,52.96,0,0,5,70.17,0,0,18.66,0,0,12.96,0,0,272.26,0,0,28.76,12.96,57.49,170.09,13.29,26.9071,11.83,26.9071,12.4,7,148.96

55,13:30-13:45,33,63,62.89,30,147,58,38,77,27,107.5,33,33,82,82,35.83,35.34,35.84,52.96,0,0,5.56,70.17,0,4.36,18.66,0,0,12.91,0,0,272.26,0,0,28.76,12.91,57.49,170.09,13.24,26.9071,11.83,26.9071,12.4,7.2,149.98

56,13:45-14:00,33,66,64.55,30.11,154,58,38,77,27,107.5,33,33,82,82,35.83,35.34,35.84,52.96,0,0,5.56,70.17,0,4.36,18.66,0,0,12.8,0,0,272.26,0,0,28.76,12.8,57.49,170.09,13.12,26.9071,11.83,26.9071,12.4,7.2,150.58

57,14:00-14:15,33,49,65.84,29.99,116,44,37,77,21,107.5,33,33,82,82,35.83,39.34,35.84,52.96,0,0,5.56,66.03,0,4.36,17.28,0,0,12.43,0,0,272.26,0,0,28.76,12.43,57.49,170.09,12.75,26.9071,11.83,26.9071,12.4,8,149.98

58,14:15-14:30,33,48,66.73,29.66,112,44,35,75,21,107.5,33,33,82,82,35.83,39.34,35.84,52.96,0,0,5.56,66.03,0,4.36,17.28,0,0,12.04,0,0,272.26,0,0,28.76,12.04,57.49,170.09,12.33,26.9071,11.83,26.9071,12.4,9,148.3

59,14:30-14:45,33,58,63.31,30.1,137,58,35,67,28,107.5,33,33,85,85,35.83,39.34,35.84,52.96,0,0,5.56,66.03,0,4.05,17.28,0,0,11.57,0,0,272.26,0,0,28.76,11.57,57.49,170.09,11.86,26.9071,11.83,26.9071,12.4,12.61,150.52

60,14:45-15:00,33,55,59.23,29.17,130,56,34,67,27,107.5,33,33,84.33,84.33,35.83,39.34,35.84,52.96,0,0,5.56,66.03,0,4.05,17.28,0,0,11.13,0,0,272.26,0,0,28.76,11.13,57.49,170.09,11.4,26.9071,11.83,26.9071,12.4,14.21,145.85

61,15:00-15:15,33,55,42.86,24.69,130,50,34,65,24,107.5,33,33,84,84,35.83,39,35.84,52.96,0,0,5.92,66.03,0,4.05,17.28,0,0,10.51,0,0,272.26,0,0,28.76,10.51,57.49,225.88,10.77,26.9071,11.83,26.9071,12.4,14.41,123.48

62,15:15-15:30,33,52,38.83,23.23,123,46,32,63,22,107.5,33,33,83.33,83.33,35.83,38.66,35.84,52.96,0,0,5.92,66.03,0,4.05,17.28,0,0,9.82,0,0,272.26,0,0,28.76,9.82,57.49,225.88,10.07,26.9071,11.83,26.9071,12.4,16.01,116.15

63,15:30-15:45,33,46,36.6,22.23,109,43,30,60,20,107.5,33,33,83,83,35.83,38.34,35.84,52.96,0,0,5.92,70.17,0,4.05,17.28,0,0,9.09,0,0,272.26,0,0,28.76,9.09,57.49,225.88,9.31,26.9071,11.83,26.9071,12.4,19.01,111.13

64,15:45-16:00,33,43,34.2,21.13,102,41,29,57,19,107.5,33,33,82.67,82.67,35.83,38.34,35.84,52.96,0,0,5.92,70.17,0,4.05,17.28,0,0,8.41,0,0,272.26,0,0,28.76,8.41,57.49,225.88,8.62,26.9071,11.83,26.9071,12.4,21.01,105.68

65,16:00-16:15,33,43,30.99,17.02,102,44,26,48,21,107.5,33,33,81.67,81.67,35.83,38,35.84,52.96,0,0,6.11,70.17,0,4.05,17.74,0,0,7.79,0,0,272.26,0,0,29.26,7.79,57.49,225.88,7.99,26.9071,11.83,26.9071,12.4,14.01,85.09

66,16:15-16:30,33,40,27.1,17.51,95,41,25,42,19,107.5,33,33,81.67,81.67,35.83,37.66,35.84,52.96,0,0,6.11,70.17,0,4.05,17.74,0,0,6.94,0,0,272.26,0,0,29.26,6.94,57.49,225.88,7.12,26.9071,11.83,26.9071,12.4,13.81,87.53

67,16:30-16:45,33,33,165.72,16.08,77,36,21,39,17,107.5,22,33,81,81,35.83,37.34,35.84,52.96,0,0,0,70.17,0,4.05,19.39,0,0,6.26,0,0,272.26,0,0,29.26,6.26,57.49,226.84,6.42,26.9071,11.83,26.9071,12.4,13.61,80.41

68,16:45-17:00,33,31,165.72,14.02,74,30,19,33,15,107.5,12,33,80.67,80.67,35.83,36.66,35.84,52.96,0,0,0,70.17,0,4.05,19.39,0,0,5.39,0,0,272.26,0,0,28.76,5.39,57.49,243.21,5.53,26.9071,11.83,26.9071,12.4,13.21,70.11

69,17:00-17:15,33,27,165.72,12.18,63,26,13,23,12,107.5,7,33,80,80,35.83,36.34,35.84,52.96,0,0,0,70.17,0,4.05,19.39,48.14,0,4.43,48.14,0,272.26,192.58,0,28.76,4.43,76.35,243.21,4.54,26.9071,11.83,26.9071,12.4,19.6,60.9

70,17:15-17:30,31.76,22,15.2,10.56,53,22,11,22,11,107.5,1,32.08,79.67,79.67,35.83,36,35.84,52.96,0,0,0,70.17,0,4.05,19.39,48.14,0,3.62,48.14,0,272.26,192.58,0,28.26,3.62,76.35,243.21,3.72,26.9071,11.83,26.9071,12.4,19.2,52.83

71,17:30-17:45,25.3,18,11.38,8.54,42,17,8,17,8,107.5,0,25.55,79.33,79.33,35.83,35.66,35.84,52.96,0,0,0,70.17,0,4.05,19.39,48.14,0,2.73,48.14,0,272.26,192.58,0,28.26,2.73,76.35,243.21,2.79,26.9071,11.83,26.9071,12.4,10,42.72

72,17:45-18:00,19.67,13,7.83,6.49,32,12,6.5,15,6,107.5,0,19.87,78.33,78.33,35.83,35.34,35.84,52.96,0,0,0,70.17,0,4.05,19.39,48.14,0,2.02,48.14,0,272.26,192.58,0,28.26,2.02,76.35,243.21,2.08,26.9071,11.83,26.9071,12.4,9,32.45

73,18:00-18:15,0,7,4.94,6,18,7,7,12,3,107.5,0,0,77.33,77.33,35.83,30,35.84,52.96,0,0,0,70.17,0,0,19.39,48.14,0,1.54,48.14,0,272.26,192.58,0,29.27,1.54,75.92,243.21,1.58,26.9071,11.83,26.9071,12.4,8,29.98

74,18:15-18:30,0,4,3,4.63,11,3,5,8,2,107.5,0,0,76.67,76.67,35.83,29.66,35.84,81.85,0,0,0,70.17,0,0,19.39,48.14,0,1.13,48.14,0,272.26,192.58,0,29.27,1.13,86.85,261.43,1.16,26.9071,11.83,26.9071,12.4,7.2,23.14

75,18:30-18:45,0,3,1.81,3.26,7,1,3,6,1,99.5,0,0,72,72,33.17,28.34,33.16,57.77,0,0,0,66.03,0,0,19.39,48.14,0,0.53,48.14,0,272.26,192.58,0,29.27,0.53,76.35,261.43,0.55,26.9071,11.85,26.9071,12.4,6.8,16.28

76,18:45-19:00,0,1,0.65,1.75,4,0,2,4,0,99,0,0,71.67,71.67,33,27.66,33,57.77,0,0,0,66.03,0,3.85,19.39,48.14,0,0.32,48.14,0,272.26,192.58,0,30.27,0.32,76.35,261.43,0.32,26.9071,11.83,26.9071,12.4,6.8,8.74

77,19:00-19:15,0,0,0,0.97,1,0,1,2,0,98.5,0,0,71,71,32.83,27,32.84,52.96,0,48.14,0,74.51,0,3.85,19.39,48.14,0,0.06,48.14,125.18,272.26,192.58,0,30.27,0.06,76.35,261.43,0.07,21.4784,11.83,21.4784,12.4,6.8,4.84

78,19:15-19:30,0,0,0,0.2,1,0,0,1,0,98,0,0,71,71,32.67,26,32.66,52.96,0,48.14,0,83,0,3.85,19.39,48.14,0,0.01,48.14,125.18,272.26,192.58,0,30.27,0.01,76.35,261.43,0.01,21.4784,11.83,21.4784,12.4,6.8,1.02

79,19:30-19:45,0,0,0,0.01,0,0,0,0,0,97,0,0,63.33,63.33,32.33,25.34,32.34,52.96,0,48.14,0,91.49,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,30.27,0,76.35,261.43,0,19.5568,11.83,32,12.4,6.8,0.08

80,19:45-20:00,0,0,0,0,0,0,0,0,0,85.5,0,0,62.67,62.67,28.5,25,28.5,52.96,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,30.27,0,76.35,261.43,0,19.5568,11.83,32,12.4,6.8,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,85,0,0,61.67,61.67,28.33,30.66,28.34,81.85,0,48.14,0,115.07,0,3.85,19.39,48.14,0,0,48.14,125.18,272.26,192.58,0,30.27,0,86.85,261.43,0,30.5331,11.83,30.5331,12.4,6.8,0

