Block,Time,CHAMERA1,DADRT2,NLCIIST1,RIHAND3,TALST2,TANDA2,ANTA_LF,FSTPP I & II,KHSTPP-II,KOTESHWR,KUDGI,NLCEXP,NNTPP,RAPPC,RAPPD,TANAKPUR,UNCHAHAR4,AURY_CRF,DADRI_CRF,DADRI_GF,DHAULIGNGA,PARBATI3,RIHAND1,URI2,VALLURNTECL,ANTA_CRF,DADRI_LF,CHAMERA3,KGSU3AND4,KKNP,RAMPUR,SALAL,TEHRI,UNCHAHAR2,UNCHAHAR3,ANTA_GF,AURY_LF,AURY_RF,BRBCL,CHAMERA2,JHAJJAR,KISHANGANGA,KOLDAM,NAPP,NLCIIST2,NTPL,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST1,SINGRAULI,TALA,UNCHAHAR1,AURY_GF,DULHASTI,PARBATI2,SASAN,TelanganaSTPP,ANTA_RF,BSIUL,KGSU1AND2,KKNPPU2,NJPC,NLCTS2EXP,SIMHST2,SINGRAULI_HYDRO,URI,KHSTPP-I,MAPS,RIHAND2,SEWA2,DADRI_RF
6,01:15-01:30,42.15,229.46,0,95.79,0,5.7,0,20.8,148.3,10.43,0,0,0,67.71,0,6.27,2.3,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,44.5,27.68,0,0,80.77,20,48.81,488.67,8.63,7.19,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,408.38,0,51.17,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,12.61,98.41

7,01:30-01:45,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,6.27,2.22,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,44.49,27.68,0,0,80.77,20,48.81,488.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,408.38,0,51.17,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,12.61,98.41

8,01:45-02:00,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,6.27,2.22,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,44.49,27.68,0,0,80.77,20,48.81,570.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,408.38,0,51.17,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.3,98.41

9,02:00-02:15,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,1.79,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,45,27.68,0,0,80.77,20,48.81,570.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,408.38,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.3,98.41

10,02:15-02:30,42.15,229.46,0,95.79,0,3.46,0,18.2,148.3,10.43,0,0,0,67.71,0,1.79,1.83,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,45,27.14,0,0,80.77,20,48.81,570.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.59,0,58.69,48.84,408.38,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.02,98.41

11,02:30-02:45,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,2.07,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,45,27.68,0,0,80.77,20,48.81,570.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.32,21.94,0,58.69,43.58,408.38,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.02,98.41

12,02:45-03:00,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,84.24,9.63,45,27.68,0,0,80.77,20,48.81,620.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.02,98.41

13,03:00-03:15,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,413.78,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

14,03:15-03:30,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,413.78,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

15,03:30-03:45,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,413.78,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

16,03:45-04:00,42.15,229.46,0,95.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,413.78,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

17,04:00-04:15,42.15,229.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

18,04:15-04:30,42.15,229.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,9.63,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

19,04:30-04:45,42.15,229.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

20,04:45-05:00,42.15,229.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,3.47,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

21,05:00-05:15,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,2.59,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

22,05:15-05:30,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.86,21.94,0,58.69,43.58,408.38,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

23,05:30-05:45,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.86,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

24,05:45-06:00,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,0,3.07,3.2,0,0,0,32.83,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.55,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

25,06:00-06:15,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,3.25,3.07,1.83,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.27,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

26,06:15-06:30,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,6.86,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.27,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

27,06:30-06:45,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,10.47,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.12,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

28,06:45-07:00,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,14.08,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0.68,21.94,0,58.69,43.58,397.12,0,52.22,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

29,07:00-07:15,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,17.34,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.86,21.94,0,58.69,43.58,397.12,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

30,07:15-07:30,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,3.07,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.86,21.94,0,58.69,43.58,397.12,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

31,07:30-07:45,42.15,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,3.07,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.86,21.94,0,58.69,43.58,397.12,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

32,07:45-08:00,14.05,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,3.07,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,447.11,8.63,9.59,25.38,0,0,0,0,0,0,135.57,1.71,21.94,0,58.69,43.58,397.12,0,51.83,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

33,08:00-08:15,14.05,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,4.35,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,5.26,80.18,0,45,27.68,0,0,80.77,20,48.81,387.11,8.63,7.19,25.38,0,0,0,0,0,0,135.57,1.55,21.94,0,58.69,43.58,405,0,51.17,13.04,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

34,08:15-08:30,14.05,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,80.18,0,45,27.68,0,0,80.77,20,48.81,387.11,8.63,7.19,25.38,0,0,0,0,0,0,135.57,1.41,21.94,0,58.69,22.54,405,0,51.17,13.04,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

35,08:30-08:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,80.18,0,45,27.68,0,0,80.77,20,48.81,387.11,8.63,7.19,25.38,0,0,0,0,0,0,135.57,3.53,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

36,08:45-09:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,80.18,0,45,27.68,0,0,80.77,20,48.81,387.11,8.63,4.79,25.38,0,0,0,0,0,0,135.57,3.53,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

37,09:00-09:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.07,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,53.45,0,45,27.68,0,0,80.77,20,48.81,387.11,8.63,4.79,25.38,0,0,0,0,0,0,135.57,3.06,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

38,09:15-09:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.07,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,53.45,0,45,27.68,0,0,80.77,20,48.81,320.44,8.63,4.79,25.38,0,0,0,0,0,0,135.57,3.06,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

39,09:30-09:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,53.45,0,45,27.68,0,0,80.77,20,48.81,544,8.63,4.79,25.38,0,0,0,0,0,0,135.57,3.06,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

40,09:45-10:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,21.88,23.02,97.23,38.1,0,0,0,35.03,0,0,5.26,53.45,0,45,27.68,0,0,80.77,20,48.81,544,8.63,4.79,25.38,0,0,0,0,0,0,135.57,3.06,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,134.41,0,0,1.06,52.99,45.53,0,124.58,0,98.41

41,10:00-10:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,23.02,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,544,8.63,4.79,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,180.89,0,0,1.06,52.99,45.53,0,124.58,0,98.41

42,10:15-10:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,23.02,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,4.79,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,22.54,405,0,51.17,6.52,0,0,180.89,0,0,1.06,52.99,45.53,0,124.58,0,98.41

43,10:30-10:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,23.02,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,4.79,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,51.17,6.52,0,0,180.89,0,0,1.06,52.99,45.53,0,124.58,0,98.41

44,10:45-11:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,42.96,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,2.4,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,51.17,6.52,0,0,180.89,0,0,1.06,52.99,45.53,0,124.58,0,98.41

45,11:00-11:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,2.4,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,50.51,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

46,11:15-11:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,2.4,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,50.51,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

47,11:30-11:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,50.51,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

48,11:45-12:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.72,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,50.51,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

49,12:00-12:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.07,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.86,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

50,12:15-12:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,3.07,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.86,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

51,12:30-12:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,53.45,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.86,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

52,12:45-13:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,3.88,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.86,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

53,13:00-13:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,4.79,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.86,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

54,13:15-13:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,4.79,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.2,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

55,13:30-13:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,530.67,8.63,7.19,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.2,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

56,13:45-14:00,0,344.46,0,130.79,0,5.7,0,18.2,148.3,0,0,0,0,67.71,19.14,4.35,3.2,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,7.19,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,49.2,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

